farm_id,ws_bin_ms,weibull_weight,free_power_kw,bad_power_kw,good_power_kw,recovered_power_kw,weighted_recovered_power_kw,recovery_pct_of_free_at_ws
4,12.0,0.04522475644589002,3640000.0,3244703.3895342406,3638823.9480039906,394120.55846975,17824.0062671126,10.827487870048076
4,13.0,0.02935867168308248,3640000.0,3637977.316171581,3640000.0,2022.6838284190744,59.38331043723594,0.055568237044480065
4,14.0,0.017651160080172288,3640000.0,3640000.0,3640000.0,0.0,0.0,0.0
4,15.0,0.009815222557513726,3640000.0,3640000.0,3640000.0,0.0,0.0,0.0
4,16.0,0.00504040878852441,3640000.0,3640000.0,3640000.0,0.0,0.0,0.0
4,17.0,0.0023865767653490633,3640000.0,3640000.0,3640000.0,0.0,0.0,0.0
4,18.0,0.0010401736015887909,3640000.0,3640000.0,3640000.0,0.0,0.0,0.0
4,19.0,0.00041659638118549434,3640000.0,3640000.0,3640000.0,0.0,0.0,0.0
4,20.0,0.00015305656878150908,3640000.0,3640000.0,3640000.0,0.0,0.0,0.0
4,21.0,5.149406922574224e-05,3640000.0,3640000.0,3640000.0,0.0,0.0,0.0
4,22.0,1.5836943085296857e-05,3640000.0,3640000.0,3640000.0,0.0,0.0,0.0
4,23.0,4.444629139932595e-06,3640000.0,3640000.0,3640000.0,0.0,0.0,0.0
4,24.0,1.136302248592206e-06,3640000.0,3640000.0,3640000.0,0.0,0.0,0.0
4,25.0,2.641769865153586e-07,3640000.0,3640000.0,3640000.0,0.0,0.0,0.0
5,3.0,0.03950778401145408,12068.92884,1756.6741801026171,3506.381942916394,1749.707762813777,69.12707637641122,14.497622664032352
5,4.0,0.053827974072165545,140366.5434,41486.568756859866,116963.71439862039,75477.14564176052,4062.781838645748,53.77146420616391
5,5.0,0.06647951506257678,342358.42554,155167.003003672,297016.15737547964,141849.15437180764,9430.062994674365,41.432938052589115
5,6.0,0.0765777903273138,628852.88514,330797.0550474188,556479.2437721579,225682.18872473913,17282.243328772332,35.88791497306974
5,7.0,0.08350557809810075,1004461.88838,560045.4611354303,896405.476680323,336360.01554489275,28087.937547162423,33.48658813599941
5,8.0,0.08695148748423247,1505249.78076,862602.3395672399,1345375.2906471617,482772.9510799218,41977.826213551794,32.07261394425648
5,9.0,0.0869208291963182,2146150.88184,1297785.5365120224,1937101.0579800096,639315.5214679872,55569.83524407402,29.78893641065305
5,10.0,0.08371133001264451,2886357.2733600005,1899009.3489580355,2649147.4649661975,750138.116008162,62795.059384222666,25.98909438314018
5,11.0,0.07785611892978367,3390000.0,2754133.1327831796,3323609.2254740694,569476.0926908897,44337.19840021042,16.79870479914129
5,12.0,0.07004330278871804,3390000.0,3372240.640966868,3390000.0,17759.359033131972,1243.9241620912176,0.5238748977325065
5,13.0,0.061025394361997026,3390000.0,3390000.0,3390000.0,0.0,0.0,0.0
5,14.0,0.051532647705132856,3390000.0,3390000.0,3390000.0,0.0,0.0,0.0
5,15.0,0.04220224260033396,3390000.0,3390000.0,3390000.0,0.0,0.0,0.0
5,16.0,0.03353105766332698,3390000.0,3390000.0,3390000.0,0.0,0.0,0.0
5,17.0,0.02585466335914844,3390000.0,3390000.0,3390000.0,0.0,0.0,0.0
5,18.0,0.01935037805770019,3390000.0,3390000.0,3390000.0,0.0,0.0,0.0
5,19.0,0.014058720189878178,3390000.0,3390000.0,3390000.0,0.0,0.0,0.0
5,20.0,0.0099158493835823,3390000.0,3390000.0,3390000.0,0.0,0.0,0.0
5,21.0,0.00678960657002683,3390000.0,3390000.0,3390000.0,0.0,0.0,0.0
5,22.0,0.0045131263739271585,3390000.0,3390000.0,3390000.0,0.0,0.0,0.0
5,23.0,0.0029120867590264,3390000.0,3390000.0,3390000.0,0.0,0.0,0.0
5,24.0,0.0018238593964555272,3390000.0,3390000.0,3390000.0,0.0,0.0,0.0
5,25.0,0.0011086575961564403,3390000.0,3390000.0,3390000.0,0.0,0.0,0.0
6,3.0,0.09183953522010092,10395.65552,391.61716,2848.0030769849736,2456.385916984974,225.5933409371014,23.62896608356424
6,4.0,0.11251759021576617,120905.6952,12773.80110142535,92632.51527977482,79858.71417834947,8985.510077077523,66.05041561214188
6,5.0,0.12381292815714076,294892.80312,48701.839216482236,239664.2778671002,190962.43865061796,23643.618697361362,64.75656124198802
6,6.0,0.12550156857933856,541666.79192,137324.77699094207,453244.4273051151,315919.650314173,39648.411659464844,58.323614263735756
6,7.0,0.11874615170497879,865200.21064,258960.81270332064,733070.7610316407,474109.94832832005,56298.731849034346,54.797715314657026
6,8.0,0.1056889785214659,1296557.33328,425440.1128971252,1101119.1454033838,675679.0325062586,71411.82675395883,52.113316948116896
6,9.0,0.08891628237938953,1848601.93952,694157.5902811888,1593001.9174390866,898844.3271578978,79921.89600868402,48.622924597346675
6,10.0,0.07093511077072036,2486183.84608,1102372.3088296617,2196545.7753027156,1094173.466473054,77615.31604664915,44.01015911185539
6,11.0,0.05377986905203338,2920000.0,1856928.484144272,2836820.414776331,979891.9306320588,52698.45971453629,33.55794282986503
6,12.0,0.03880841860490078,2920000.0,2724675.267344283,2918910.453572736,194235.18622845318,7537.96041495467,6.651889939330588
6,13.0,0.026684601888904678,2920000.0,2920000.0,2920000.0,0.0,0.0,0.0
6,14.0,0.017497438949734496,2920000.0,2920000.0,2920000.0,0.0,0.0,0.0
6,15.0,0.01094774708186122,2920000.0,2920000.0,2920000.0,0.0,0.0,0.0
6,16.0,0.006538850935106118,2920000.0,2920000.0,2920000.0,0.0,0.0,0.0
6,17.0,0.003729445207556598,2920000.0,2920000.0,2920000.0,0.0,0.0,0.0
6,18.0,0.002031678386101973,2920000.0,2920000.0,2920000.0,0.0,0.0,0.0
6,19.0,0.0010573200565304264,2920000.0,2920000.0,2920000.0,0.0,0.0,0.0
6,20.0,0.0005257135523411261,2920000.0,2920000.0,2920000.0,0.0,0.0,0.0
6,21.0,0.0002497560023103009,2920000.0,2920000.0,2920000.0,0.0,0.0,0.0
6,22.0,0.00011337721423239578,2920000.0,2920000.0,2920000.0,0.0,0.0,0.0
6,23.0,4.9179798461236715e-05,2920000.0,2920000.0,2920000.0,0.0,0.0,0.0
6,24.0,2.0384405964468693e-05,2920000.0,2920000.0,2920000.0,0.0,0.0,0.0
6,25.0,8.073315059820118e-06,2920000.0,2920000.0,2920000.0,0.0,0.0,0.0
7,3.0,0.03895543885503814,10110.84304,747.63276,1303.5332116481354,555.9004516481355,21.655346053667028,5.498062322290145
7,4.0,0.05347052291413663,117593.21040000001,20485.7067603786,58783.021364734064,38297.31460435546,2047.777438102088,32.56762399298817
7,5.0,0.0664123155108352,286813.54824000003,65684.779559936,172751.61232419062,107066.83276425462,7110.556278285505,37.32976821396986
7,6.0,0.07683321585708953,526826.60584,165886.9370925212,345566.9597325339,179680.0226400127,13805.393964706831,34.10610258635694
7,7.0,0.08405532303171202,841496.09528,300308.8347845056,572938.1181815502,272629.2833970446,22915.942483842744,32.39816380922477
7,8.0,0.08771749496060864,1261035.21456,482039.12707375595,869613.4725638069,387574.34549005097,33997.05069738474,30.734617163350453
7,9.0,0.08779328618277006,1797955.31104,766238.8004278109,1284854.831987296,518616.0315594851,45531.00567767439,28.84476762993066
7,10.0,0.08457031395080343,2418069.22016,1183093.5116590254,1835224.5698913382,652131.0582323128,55150.92833177637,26.969081480188656
7,11.0,0.07859268566313524,2840000.0,1905058.1414972674,2539768.170733914,634710.0292366464,49883.56581503512,22.34894469143121
7,12.0,0.07057612825354881,2840000.0,2676320.318655364,2837015.559865003,160695.24120963877,11341.247953346428,5.658283141184463
7,13.0,0.06131033626599182,2840000.0,2840000.0,2840000.0,0.0,0.0,0.0
7,14.0,0.05156436663609224,2840000.0,2840000.0,2840000.0,0.0,0.0,0.0
7,15.0,0.0420088010119959,2840000.0,2840000.0,2840000.0,0.0,0.0,0.0
7,16.0,0.03316374162922435,2840000.0,2840000.0,2840000.0,0.0,0.0,0.0
7,17.0,0.02537587191526388,2840000.0,2840000.0,2840000.0,0.0,0.0,0.0
7,18.0,0.018822265335533075,2840000.0,2840000.0,2840000.0,0.0,0.0,0.0
7,19.0,0.013534536706989139,2840000.0,2840000.0,2840000.0,0.0,0.0,0.0
7,20.0,0.009434913903742709,2840000.0,2840000.0,2840000.0,0.0,0.0,0.0
7,21.0,0.0063758619758559195,2840000.0,2840000.0,2840000.0,0.0,0.0,0.0
7,22.0,0.004176522183532,2840000.0,2840000.0,2840000.0,0.0,0.0,0.0
7,23.0,0.0026516881700664944,2840000.0,2840000.0,2840000.0,0.0,0.0,0.0
7,24.0,0.0016315845330334088,2840000.0,2840000.0,2840000.0,0.0,0.0,0.0
7,25.0,0.0009727845530012318,2840000.0,2840000.0,2840000.0,0.0,0.0,0.0
8,3.0,0.057001666401883054,9897.23368,1019.5661144849951,2909.117439663013,1889.551325178018,107.70757428703344,19.09171174766097
8,4.0,0.08090160736105569,115108.8468,32697.726098058843,88470.04074526457,55772.31464720573,4512.069901205493,48.45180557156422
8,5.0,0.10102925501443008,280754.10708,98746.83560653252,229274.76308454538,130527.92747801286,13187.139271681197,46.49190312319077
8,6.0,0.11453346937453775,515696.46628,214784.80696807802,433549.46820129483,218764.66123321682,25055.875627585763,42.4212061818623
8,7.0,0.11969365250478715,823718.00876,373681.38475549384,701152.5413507964,327471.1565953025,39196.21882285888,39.7552503542162
8,8.0,0.11624681255032186,1234393.62552,585727.7350849942,1053490.8173968042,467763.08231181,54375.96734746175,37.89415893287365
8,9.0,0.10538070059525498,1759970.33968,900742.6789064915,1523309.2442397554,622566.565333264,65606.50082200093,35.373696436637665
8,10.0,0.08937163115818537,2366983.2507200004,1343909.768561577,2099126.4670178453,755216.6984562683,67494.94821893612,31.906296684885405
8,11.0,0.0709807121612412,2780000.0,2027521.1505959318,2688612.5291482448,661091.378552313,46924.73685329987,23.780265415550826
8,12.0,0.05280619435276845,2780000.0,2646560.838325138,2779804.9041584632,133244.06583332503,7036.112036747635,4.792952008392986
8,13.0,0.03678859826365263,2780000.0,2780000.0,2780000.0,0.0,0.0,0.0
8,14.0,0.023985998538409114,2780000.0,2780000.0,2780000.0,0.0,0.0,0.0
8,15.0,0.014623481890363952,2780000.0,2780000.0,2780000.0,0.0,0.0,0.0
8,16.0,0.008328289526164951,2780000.0,2780000.0,2780000.0,0.0,0.0,0.0
8,17.0,0.004425773918898198,2780000.0,2780000.0,2780000.0,0.0,0.0,0.0
8,18.0,0.00219197170370658,2780000.0,2780000.0,2780000.0,0.0,0.0,0.0
8,19.0,0.0010105432840957949,2780000.0,2780000.0,2780000.0,0.0,0.0,0.0
8,20.0,0.0004331084231766859,2780000.0,2780000.0,2780000.0,0.0,0.0,0.0
8,21.0,0.0001723449272455981,2780000.0,2780000.0,2780000.0,0.0,0.0,0.0
8,22.0,6.359074440289298e-05,2780000.0,2780000.0,2780000.0,0.0,0.0,0.0
8,23.0,2.1727715547192225e-05,2780000.0,2780000.0,2780000.0,0.0,0.0,0.0
8,24.0,6.865785556224134e-06,2780000.0,2780000.0,2780000.0,0.0,0.0,0.0
8,25.0,2.0038043144371604e-06,2780000.0,2780000.0,2780000.0,0.0,0.0,0.0
9,3.0,0.049977442349770265,9505.61652,818.83588,1657.4462853752098,838.6104053752098,41.91160318855702,8.822262118514432
9,4.0,0.06426928238789181,110554.1802,27482.340344206707,56736.69664302957,29254.356298822866,1880.1564860450483,26.46155599534975
9,5.0,0.0756186587876526,269645.13162,91909.67043364178,166666.63807490916,74756.96764126739,5653.0216280645855,27.72420447279551
9,6.0,0.08349514870702153,495291.21041999996,199443.95019919888,332345.9733514724,132902.02315227353,11096.674186563096,26.83310754486729
9,7.0,0.08768539112935986,791124.85014,350645.4357458716,550116.0971979199,199470.66145204823,17490.662968254972,25.21355022747032
9,8.0,0.08828183822351199,1185550.7122799999,548554.126850657,834705.5363610553,286151.4095103983,25261.97244182691,24.136581130307306
9,9.0,0.08564254274526475,1690331.22552,846730.1020288051,1229803.3441306688,383073.2421018637,32807.36651127602,22.662614067489532
9,10.0,0.08032686807447198,2273325.6400800003,1275042.3043038042,1748835.1849441796,473792.8806403754,38058.29821782349,20.841399590412497
9,11.0,0.0730169456243976,2670000.0,1949124.949587823,2393729.4713060297,444604.5217182068,32463.66418665961,16.651854746000254
9,12.0,0.06443638162126154,2670000.0,2536746.209483279,2669268.8262855504,132522.61680227146,8539.27790971937,4.963393887725523
9,13.0,0.0552769040085434,2670000.0,2670000.0,2670000.0,0.0,0.0,0.0
9,14.0,0.046141018003530015,2670000.0,2670000.0,2670000.0,0.0,0.0,0.0
9,15.0,0.037505123279074175,2670000.0,2670000.0,2670000.0,0.0,0.0,0.0
9,16.0,0.029703788938582085,2670000.0,2670000.0,2670000.0,0.0,0.0,0.0
9,17.0,0.02293270637514727,2670000.0,2670000.0,2670000.0,0.0,0.0,0.0
9,18.0,0.017265711167342462,2670000.0,2670000.0,2670000.0,0.0,0.0,0.0
9,19.0,0.0126803456216322,2670000.0,2670000.0,2670000.0,0.0,0.0,0.0
9,20.0,0.009086611519659756,2670000.0,2670000.0,2670000.0,0.0,0.0,0.0
9,21.0,0.006354538267104578,2670000.0,2670000.0,2670000.0,0.0,0.0,0.0
9,22.0,0.004337586382812033,2670000.0,2670000.0,2670000.0,0.0,0.0,0.0
9,23.0,0.0028903625589470744,2670000.0,2670000.0,2670000.0,0.0,0.0,0.0
9,24.0,0.0018803724412817173,2670000.0,2670000.0,2670000.0,0.0,0.0,0.0
9,25.0,0.0011944317857393776,2670000.0,2670000.0,2670000.0,0.0,0.0,0.0
10,3.0,0.04155122955191726,8757.98376,1266.8275633688602,2607.341454702387,1340.513891333527,55.700000416333246,15.306192932852927
10,4.0,0.0561986548672152,101858.9076,33489.62828831501,83881.32442955338,50391.69614123837,2831.945539615035,49.47205632631226
10,5.0,0.0689346285125452,248437.08756,123271.84147118183,213489.6635202283,90217.82204904646,6219.132048161927,36.31415218038167
10,6.0,0.07887542891244162,456335.72196,259052.33665874344,400404.00603092276,141351.6693721793,11149.17354922028,30.97536803935973
10,7.0,0.08543271762399071,728901.54732,435549.58075841796,645287.7145447007,209738.13378628273,17918.49875874628,28.77454912222929
10,8.0,0.08834777328584528,1092305.15064,666416.8820915429,968390.5565266373,301973.67443509435,26678.70172728537,27.64554156484229
10,9.0,0.08769417215956339,1557383.82576,994778.05328876,1395393.0498595238,400614.99657076376,35131.60047897945,25.723587849338585
10,10.0,0.0838430090645684,2094524.7470400003,1444569.6568017586,1910676.1182072628,466106.46140550426,39079.768268675594,22.25356668925539
10,11.0,0.07739519363057941,2460000.0,2059583.0709328996,2413959.5231923377,354376.4522594381,27427.034140736992,14.405546839814557
10,12.0,0.069092163539875,2460000.0,2459003.326704989,2459747.1463660244,743.8196610352024,51.3921096644186,0.03023657158679685
10,13.0,0.05971975818212928,2460000.0,2460000.0,2460000.0,0.0,0.0,0.0
10,14.0,0.05001995101315561,2460000.0,2460000.0,2460000.0,0.0,0.0,0.0
10,15.0,0.040622131674380293,2460000.0,2460000.0,2460000.0,0.0,0.0,0.0
10,16.0,0.03200070509113099,2460000.0,2460000.0,2460000.0,0.0,0.0,0.0
10,17.0,0.024460273663366446,2460000.0,2460000.0,2460000.0,0.0,0.0,0.0
10,18.0,0.01814486195621624,2460000.0,2460000.0,2460000.0,0.0,0.0,0.0
10,19.0,0.013064426424782907,2460000.0,2460000.0,2460000.0,0.0,0.0,0.0
10,20.0,0.009130623610913326,2460000.0,2460000.0,2460000.0,0.0,0.0,0.0
10,21.0,0.006194323069892395,2460000.0,2460000.0,2460000.0,0.0,0.0,0.0
10,22.0,0.004079110119023096,2460000.0,2460000.0,2460000.0,0.0,0.0,0.0
10,23.0,0.0026073427244684244,2460000.0,2460000.0,2460000.0,0.0,0.0,0.0
10,24.0,0.0016175787515618882,2460000.0,2460000.0,2460000.0,0.0,0.0,0.0
10,25.0,0.0009739425704376301,2460000.0,2460000.0,2460000.0,0.0,0.0,0.0
11,3.0,0.03745084341778744,8757.98376,427.21871999999996,1715.4899522421092,1288.2712322421094,48.24684419833932,14.709678249530226
11,4.0,0.05195568969995687,101858.9076,11782.03058621517,48385.370882901916,36603.34029668674,1901.7517904365836,35.93533561191141
11,5.0,0.06509833926482488,248437.08756,41787.96890039438,144761.86312155135,102973.89422115697,6703.429501429066,41.448680320842904
11,6.0,0.07587823933358778,456335.72196,102478.07673070971,292135.9249809416,189657.84825023188,14390.903601024367,41.561034809117196
11,7.0,0.08354993644418883,728901.54732,195810.93450186012,485760.37830295926,289949.44380109914,24225.257601609734,39.77895847075305
11,8.0,0.08768015950218627,1092305.15064,323209.49926720734,739550.5727092925,416341.0734420852,36504.85172671348,38.11582076658194
11,9.0,0.0881768493961968,1557383.82576,533986.8156399435,1093314.769949622,559327.9543096785,49319.776790247364,35.91458605502903
11,10.0,0.08527804962855959,2094524.7470400003,858903.2331444207,1560824.9016110874,701921.6684666667,59858.51087886175,33.51221652829016
11,11.0,0.07950024754106755,2460000.0,1470150.2828969276,2151550.186061139,681399.9031642117,54171.460976014285,27.699183055455755
11,12.0,0.07155479221761013,2460000.0,2206454.2972404966,2453640.7118218597,247186.4145813631,17687.37253438547,10.04822823501476
11,13.0,0.06224709028685551,2460000.0,2459585.7789892135,2460000.0,414.2210107864812,25.784052657138645,0.01683825247099517
11,14.0,0.05237562754810079,2460000.0,2460000.0,2460000.0,0.0,0.0,0.0
11,15.0,0.04264635790405353,2460000.0,2460000.0,2460000.0,0.0,0.0,0.0
11,16.0,0.03361339526159337,2460000.0,2460000.0,2460000.0,0.0,0.0,0.0
