farm_id,n_turb,L_geo_mean,L_geo_range,Lw_mean,Lw_range,Lw_cv,kappa,WCI,theta_energy,A_pred,amp_pred,theta_opt_pred,flat_frac_within_1pct,penalty_flatness,A,wake_pool,WCI_train,spacing_D,aspect_ratio,pc1_share,ws_mean,ws_std,weibull_A,weibull_k,frac_below_rated,wd_entropy_norm,orient_sensitivity,lat,lon,country
64,75,21.730827374024063,42.139015729798324,23.10484186100739,45.201615950858894,0.5357338166991692,0.8419041295067761,0.38758333333333334,65.2533266640696,1.4507449587301837,2.9249693879495946,295.0,0.4027777777777778,0.5040136267042564,10.981231581102666,0.1210185574050888,0.3875833333333333,3.6,1.9,0.837,5.2207543282304245,2.1921588482715166,5.8707679831206105,2.559782296926552,0.9962114336152904,0.0797287906476453,0.5275437049851094,10.1591,106.8469,Vietnam
65,75,36.341631449008716,30.94440099186255,14.857855716689974,14.092167838711845,0.24875624349895883,0.9586605474415835,0.43155000000000004,64.5607139680682,0.24709282594980547,0.5058442414458947,160.0,1.0,0.5115238927233574,0.6373889790631604,0.1646349089126265,0.43155,3.1,1.14,0.787,9.750289432464376,4.554186504855778,10.998289802625216,2.262285804680657,0.6299340436326738,0.0399126046421428,0.3504671826715682,54.0341,5.8848,Netherlands
66,74,26.407395577602145,80.16841729438853,19.156887830386182,62.33377600634451,0.8686256716976815,0.6078478170869346,0.2907,30.85,0.8090077417245032,1.6004521783388466,150.0,0.5833333333333334,0.4945130178371239,5.99547731675218,0.1806858851083182,0.2907,2.4,2.19,0.877,6.997692607542257,3.1684124559052718,7.888299691813526,2.334707085724619,0.8944535519125683,0.0436984641477271,0.3660759162240915,30.462,121.4796,China
67,73,45.920387406754216,39.1169469758347,22.588713794672493,21.788787133789423,0.29445482775710974,1.1732828255631746,0.5044285714285713,72.35528064770664,0.2538198317782549,0.5051636084689889,80.0,1.0,0.49754925429502667,0.8738652116383734,0.2709676449252333,0.5044285714285713,2.7,2.79,0.972,8.9669125728564,4.111455199998452,10.10998933866955,2.311199042132501,0.7035475176194915,0.0616947791218998,0.3950583869657152,53.6443,0.2928,United Kingdom
68,72,21.41460630766022,59.084845509053174,7.950498077842627,23.80079154280156,0.70665132714058,1.16623932812661,0.5022,76.8681267523868,0.36551082965202,0.7518754662646805,295.0,1.0,0.5138678597030297,0.4310422531206466,0.0750746099005065,0.5022,2.7,2.45,0.978,10.102052725999426,4.633388943068014,11.390542279691456,2.3087889168397178,0.5933198195745916,0.0457287410310864,0.3608071468902002,55.2017,6.8522,Denmark
69,71,24.101618284479866,48.45916557245516,10.631022961650691,23.077890974985515,0.5977080360814547,1.3347857140461632,0.5525599999999999,91.66416566184071,0.3568324245428458,0.7107885052307051,235.0,1.0,0.4979766528061307,0.5397274763787618,0.0884765674369008,0.5525599999999999,3.5,1.82,0.822,9.011725740572585,4.462255715305892,10.17198641051762,2.124048682495134,0.6998919267909274,0.0750023250887601,0.5078525455948091,49.896,0.2344,France
70,70,25.236869165953745,43.54449175332543,18.27575641283384,33.64571155972226,0.4134134705927751,1.3545142925471845,0.5580571428571429,88.41891985605544,0.21035731432939775,0.4986203068973929,190.0,1.0,0.5781212449241893,1.2720291480868446,0.1586239625800312,0.5580571428571429,4.4,1.57,0.733,6.579840280039215,3.2865129221725358,7.426271660222333,2.1016084453991155,0.8954817185251724,0.0510102087447594,0.4679549763523133,36.427,121.2355,China
71,69,19.99365950671576,15.281306398176453,9.592862591907197,7.561926108246341,0.20668578253930286,1.362139435439672,0.56016,88.92908896297855,0.08089054210741566,0.1775710245746465,245.0,1.0,0.5444609147174418,1.624509299716001,0.06450825757287,0.56016,2.9,1.55,0.829,7.947462402129342,4.6432249590227705,8.870186781267007,1.7066886288644223,0.7091393858489075,0.037245079327335,0.4384482199783039,24.7084,120.7773,Taiwan
72,68,24.34003196314408,44.357361021148776,16.84938383098629,33.35714366213905,0.4888655666423413,0.9298995197495546,0.421,87.4,0.6359414795354287,1.3005384106549802,75.0,0.7083333333333334,0.5110167648065418,3.254749609253543,0.1208848648983663,0.421,2.9,1.24,0.677,7.507374842127298,3.076757466793401,8.43073061117824,2.591566730479748,0.8818178132095715,0.0473668107846021,0.3146538006809235,20.5798,110.6321,China
73,67,25.19286675740084,42.09035064624045,10.485439177864201,19.870210704517355,0.41763105553069074,0.9508411659191268,0.4287,83.7,0.2133081818706088,0.43269844188104,310.0,1.0,0.5070280795481353,0.5428728427644884,0.1033150952332001,0.4287,3.1,1.27,0.707,9.508971930601406,4.40977953258353,10.722260090471906,2.2822439236466514,0.6451098042518153,0.059535834820147,0.2474788655688982,53.2671,1.3778,United Kingdom
74,62,26.223810768651536,74.50698772114517,15.493174945803393,48.328221793091956,0.9082906420341339,1.019622712717501,0.4533,87.8,1.8147241798888183,3.688542894269213,190.0,0.3611111111111111,0.5080105527013639,9.48664974620387,0.0828732875416215,0.4533,2.6,1.4,0.665,7.875334118809678,3.734742811412037,8.885979106489984,2.22813377587049,0.7972253802056042,0.0998087990883542,0.5381727620598744,29.5814,122.2286,China
75,62,19.188005828957333,50.996809560065394,9.830625909079476,28.081666601726816,0.6819280843947026,0.5003077527336437,0.24264000000000002,105.21879120926194,0.07588946839050426,0.1508551354819214,290.0,1.0,0.49693811783018194,0.4671300502985345,0.0877539736605755,0.24264,3.2,1.08,0.567,8.182359219684328,4.054689073675364,9.237003818411411,2.1197247750005284,0.7705292312298825,0.2891025749757882,0.5317145508533517,48.857,-2.542,France
76,61,13.583702839561814,60.86136960910977,9.706597922876298,45.26286489151967,1.2877240761358577,0.427868329595537,0.20918333333333336,94.88203352982333,0.31865246967326577,0.6531168638328638,180.0,1.0,0.5121049733684133,1.7321722214900706,0.085147482383195,0.2091833333333333,2.9,1.32,0.762,6.681051843201412,3.3692382266048644,7.54092996894751,2.07936995304552,0.8875416905789688,0.3166246608085844,0.5591219969458581,38.3074,118.5609,China
77,60,17.72098926819806,65.7701497050082,13.431060393985506,52.86247408828424,0.9083049865853674,0.3814538784845149,0.18734,88.23997121500568,0.1582102358212619,0.31239727686781865,320.0,1.0,0.49356077169586243,4.352451230585686,0.1288679843817997,0.18734,3.7,1.34,0.661,6.655900076032503,3.021477814549343,7.488412782529384,2.2924928014603028,0.9372723132969034,0.3233382174167349,0.5598721164957534,20.1437,109.4282,China
78,60,24.729054305805892,64.0312316080102,16.84550257999064,46.912355603262135,0.6408661487183417,0.4051235889361934,0.19851666666666667,84.98148443255172,0.11551301203330758,0.22047725539907334,5.0,1.0,0.47607742202607095,3.372403622932304,0.1367350370090403,0.1985166666666666,2.7,1.7,0.744,6.749754639401372,3.475407854978586,7.613671073168315,2.0286187244616904,0.8775277590638021,0.3309730653767473,0.5626378940176133,39.4769,123.2027,China
79,60,18.432930762452948,52.91971941719633,11.915780998535835,36.907898146368076,0.7187430473515127,0.33126230670117646,0.1634,78.24999329809522,0.08423892103735575,0.16470496829321088,200.0,1.0,0.4885465696008222,1.5210693188875375,0.094262542459867,0.1634,4.4,1.94,0.806,7.031775545927127,3.5567295495096705,7.937650227170224,2.07390482824757,0.8555090825161564,0.3456790656142907,0.5719545792799152,37.8351,120.3113,China
80,60,20.215634292782624,20.346837409672514,8.146991255937696,8.712394835150604,0.25368087083503926,0.3911877821647407,0.19194545454545456,91.18403737813763,0.011816873577740073,0.026715646466564002,170.0,1.0,0.5576796693824253,0.1662429507016657,0.0819849947799876,0.1919454545454545,3.2,1.82,0.817,9.498107722770852,4.658835144011968,10.708516899350052,2.1434067231662883,0.6382771368241136,0.2676470068859801,0.5376662577423208,54.1164,-3.8162,United Kingdom
81,59,28.597181647349757,25.35502545437979,13.384854783003167,13.406446095708057,0.26011195484450406,0.36175829953670896,0.17798333333333335,84.79853596526407,0.06551453481290569,0.14298141634743292,335.0,1.0,0.5417968538393632,4.511111273104876,0.0756100592024199,0.1779833333333333,2.3,2.09,0.852,9.26019019004544,3.9881359225321313,10.397403004021225,2.474251283126661,0.6519472671357637,0.2889206359801242,0.5452841465231884,25.4058,119.3996,China
82,58,21.855400284452,66.8583572663385,13.393201845150394,45.142844876121934,0.7925342433132718,0.37427067570058203,0.1839333333333333,89.44718948242122,0.14199741715324718,0.28546664754135487,5.0,1.0,0.5025779075200941,2.1959477407088515,0.1054738521048136,0.1839333333333333,1.6,1.27,0.782,7.535421719597016,3.6092909236870576,8.50438338163569,2.2010240702561203,0.8264603138957507,0.2750577810212622,0.5468267217413324,33.3213,121.5926,China
83,58,53.115049569639616,34.729420998969786,28.50616273347018,20.99567777124073,0.2099753897454021,0.3290130892293958,0.16232,83.41980793125612,0.022063935773387753,0.042666721403897004,55.0,1.0,0.48287716873020475,1.0758315502979583,0.3433022214918195,0.16232,1.7,1.73,0.955,8.181043730361734,4.287040229728043,9.228663350098566,2.003199753491759,0.7532836505635743,0.2886462001509465,0.5491444604418381,54.7534,-3.713,United Kingdom
84,57,24.896670184602815,35.68123022671895,13.095095311800737,20.655676575142824,0.38239207153753724,0.2681824741234605,0.13290000000000002,79.07498001320266,0.036946189114585956,0.08118035256777598,180.0,1.0,0.5448875504237758,0.9010681210406936,0.1593036097189105,0.1329,1.5,2.3,0.956,8.224739327302295,4.051300752385167,9.278220606067007,2.131748073203063,0.7642183115684127,0.2914861774548232,0.5449531969331733,53.4864,-3.2425,United Kingdom
85,56,21.515415242461675,61.18549391460445,12.796961339536262,39.39460136985558,0.6751510323754417,0.2957883726745333,0.1463,79.07905598569533,0.028542268764942886,0.05765869052486741,35.0,1.0,0.5049788938126268,3.3527098154345696,0.1032726860433229,0.1463,1.5,2.29,0.943,7.5141071008292,3.7288363669672577,8.474045869966131,2.1113262899690626,0.8020613444120068,0.2824833736209788,0.5512491523952885,28.9259,121.9986,China
86,56,22.482949283952756,63.9172609468505,21.72477896417403,60.67440757261898,0.9648872071876234,0.38505534620393933,0.18904545454545454,55.53940927731356,0.6471014911169973,1.3623445256143767,295.0,0.6944444444444444,0.525008924724697,22.69624926824674,0.0625815190978023,0.1890454545454545,1.5,1.12,0.68,5.787266785623269,2.473987938777258,6.51504947962434,2.5042770848302225,0.9781612583277192,0.0406564714282507,0.4867099621879847,8.9219,105.3984,Vietnam
87,56,23.532726500009087,18.393596863691897,9.96949445256614,8.356211348102516,0.20742194462410954,0.3476275159338098,0.17124,79.89991225326595,0.025859895983285877,0.049399079838774645,245.0,1.0,0.47651057332050406,0.3172003812696066,0.1053836117217126,0.17124,1.7,1.5,0.934,9.370276183055728,4.417023959271071,10.570607632420389,2.239646811648171,0.6604905159840034,0.3275759636725602,0.5724211765187206,51.7743,1.9848,United Kingdom
88,55,20.270641896582053,58.368156977680506,15.398180617273052,46.86749782456161,0.736191587830674,0.3878338075020441,0.19036,276.99890817447823,0.19732154078253678,0.3690360543668787,325.0,1.0,0.4653055211067263,2.490210720180842,0.1217436075052414,0.19036,1.8,1.33,0.719,6.494951376785905,3.1354795029618345,7.328246998952651,2.1779598738711634,0.9131811036482044,0.1481197025878012,0.4974436120652258,34.5028,120.0532,China
89,55,24.70825988223478,27.154973879407642,15.845886206255472,18.521181939920904,0.28343040263663255,0.5487416054872645,0.2645363636363636,78.25427085416574,0.1319644406604139,0.2612136458738258,260.0,1.0,0.4948026539005432,1.1669371031152371,0.1169634182184185,0.2645363636363636,1.5,2.23,0.978,7.516049604528243,3.4091962651892094,8.476597922498032,2.333182649058909,0.8447146629102614,0.0813079966212587,0.4358420688697648,30.9301,122.1242,China
90,55,19.910077673565908,49.493418789139845,15.859089607196816,40.68994563262305,0.6466618093415134,0.9073266520191137,0.41259090909090906,60.654561229787724,0.5538312930760464,1.1177959310795875,165.0,0.8194444444444444,0.5045327347531505,5.55598875398517,0.1245408714486778,0.412590909090909,1.9,1.26,0.778,6.769583592975408,2.881231591737595,7.611845843130187,2.500456253320096,0.9341176828355416,0.2589591064478392,0.4936481916044407,22.7327,116.1203,China
91,55,24.451295212537477,78.04624764588317,18.717733423325214,63.0354779574285,0.8270680065447076,0.8236208285489861,0.3804272727272728,66.27404299824937,1.0185862088675222,2.06556318759821,15.0,0.5,0.5068724041059673,6.22260887708631,0.1617967204697052,0.3804272727272728,1.9,863.13,1.0,6.807216874518607,3.001502122181931,7.666939031643558,2.392850667436048,0.9192891184469896,0.1428598665835762,0.4829106674480699,21.901,113.4405,China
92,54,24.21873193324449,33.07703271904021,15.071634030141917,21.891553301489065,0.48812759789350635,0.5465101457644647,0.2635363636363636,79.44811599271202,0.4475971662871281,0.8599152769360124,60.0,1.0,0.4794869002886311,4.652011127542742,0.1350668411393591,0.2635363636363636,3.8,1.42,0.749,7.696542081428903,3.538564555133524,8.682689702074375,2.301120619248976,0.8271288706739526,0.0906957444063485,0.4483523894958564,30.4497,121.896,China
93,39,12.311843000869887,24.063065871542033,6.749404196524372,13.968855015338267,0.43906487661785676,0.6883141373849866,0.32526363636363637,232.59017321101675,0.0447575154785814,0.0858770235850406,155.0,1.0,0.4788185056941983,,,,,,,,,,,,,,,,
94,50,22.41044711141004,58.80388355798324,15.071960146975016,42.59139527206257,0.6820975408413452,0.20383314587342255,0.10139090909090909,64.95856639871725,0.03968473283781929,0.0818142534788106,0.0,1.0,0.5149410872753791,3.686792901854445,0.118151129210028,0.101390909090909,6.8,1.04,0.732,6.76060431230232,3.5219904279155383,7.629578534458613,2.0082358687727573,0.8732545059094576,0.1003561513148738,0.4948491185096917,37.2621,119.4511,China
95,50,22.99400377760926,48.71278227381477,9.41353168816009,22.304850774316165,0.5244979742972699,0.5639063935090189,0.2713090909090909,247.9326428238178,0.05610283234365243,0.11307459023186411,130.0,1.0,0.5038422670504696,0.6055258145786662,0.0484631290698642,0.2713090909090909,5.0,1.53,0.808,9.536108639483231,4.490338549293827,10.753449551393397,2.239278042851266,0.6391299872744967,0.1004866236469503,0.3556366416221591,54.8305,13.8582,Sweden
96,50,37.101119927416654,54.10090224940587,19.694921243607524,32.236247292822604,0.4201661878790999,0.5545321869303573,0.2671272727272727,230.5685643562086,0.016816138886291503,0.037139355068387545,120.0,1.0,0.5472151076580167,1.1343263501806142,0.221814697913711,0.2671272727272727,4.7,1.5,0.707,8.473104735399472,3.958121633284971,9.561881503634586,2.2623720177177344,0.7545744328531214,0.0988403325731146,0.4165747376326725,51.7298,1.2299,United Kingdom
97,49,30.35108155233483,34.261482632457906,23.779151134657077,27.972961450022616,0.31098611394987374,0.8724877347243247,0.3993909090909091,70.03622190582956,0.4246233897466609,0.8449858771138458,310.0,1.0,0.49747871384903797,2.85379787478025,0.1695625021561223,0.3993909090909091,3.2,132.67,1.0,6.785427682865457,2.9545513247690804,7.637337915821692,2.423495555930268,0.9259218050706934,0.1409048297839614,0.4669032720369298,22.12,113.7329,China
98,48,20.568349733141712,33.75406157750101,17.584265494332712,30.00823456155085,0.3890289590668303,0.38764927774405,0.19027272727272726,53.64421448512031,0.04380446870197736,0.0843828608067409,30.0,1.0,0.4808842899708324,0.732112261268516,0.1081127219972358,0.1902727272727272,1.9,1.0,0.798,5.947764274553078,2.8353803490948235,6.710761035831292,2.2066903254811385,0.9508828095202448,0.0398406603082727,0.4973255508690137,34.6039,119.7916,China
99,48,60.02075966580933,28.844647137268154,38.12453527709338,20.69528386866406,0.1470230661260468,0.573028962991233,0.27536363636363637,235.34184032286564,0.1006170484815805,0.19547864477279553,50.0,1.0,0.4852785653464921,1.3501086777911528,0.4145435222371154,0.2753636363636363,4.5,2.22,0.867,7.964161761908946,3.55870147627723,8.97819837293038,2.376740583033392,0.8046065018022126,0.0808855085469961,0.4775455317324572,55.5128,12.7808,Sweden
100,48,28.267218217431555,63.20260244839078,16.397659369208302,39.63362201020944,0.5975908981867489,0.4876132469383035,0.23683636363636362,234.31560768377045,0.3864224746369177,0.7873106895937994,120.0,1.0,0.5091868054830001,2.94269189559682,0.1902167347704413,0.2368363636363636,3.1,483.04,1.0,8.045221223744381,3.8171752976195705,9.081352327861543,2.2231825971043224,0.7960020993678079,0.0936181078548006,0.4860188372614886,52.747,5.5908,Netherlands
101,47,23.814307990868556,42.378887399348955,11.307115629946773,22.15949865091984,0.5079656754218496,0.9282542397727439,0.4203909090909091,31.890906424647817,0.3518479150942287,0.6796579785757813,180.0,1.0,0.4823162146473659,7.395996932449977,0.0250715546297284,0.4203909090909091,1.2,1.4,0.675,9.206881995899373,4.034639118678318,10.340915027936942,2.423047278648765,0.653539691775151,0.4471111709285912,0.5246328818450333,25.5817,119.6054,China
102,45,35.63446154086777,45.017553740833435,20.69999215245036,28.06139363293154,0.36549083435226054,0.548599545677682,0.26447272727272725,232.40860437795862,0.17398686687129472,0.34488439521725056,25.0,1.0,0.49552119700373126,1.7487307052733387,0.2244801911174372,0.2644727272727272,3.3,1.83,0.851,8.004565564899137,3.742570375270544,9.033026575952396,2.2594391510457563,0.7997465390486949,0.1035196074846889,0.4566276913496201,51.458,1.0879,United Kingdom
103,41,23.646908479871204,65.88691875783688,14.445192875488836,43.45385773226253,0.718394072121689,0.5369569815565952,0.25924545454545456,8.334261045349274,0.24363093032295874,0.48688902159639036,95.0,1.0,0.4996171211169622,5.88180211296845,0.1117784502046324,0.2592454545454545,1.1,18.83,0.997,7.530772674151242,3.66658935988019,8.492170293505982,2.1562579860262225,0.8139587543977842,0.185111153877731,0.3845326682296345,29.0656,122.0286,China
104,39,19.620303507110815,39.450493931586564,12.593638137415045,26.656893357059886,0.4683877893498788,0.5712672887877336,0.2745818181818182,80.32759530615431,0.18469623827461687,0.38021188147953067,340.0,1.0,0.514228125760021,0.8771043346741959,0.1177809907935986,0.2745818181818182,3.6,1.27,0.625,7.575265866709182,3.412281785393585,8.543375630120291,2.3541655661080343,0.8382476233250992,0.085037858070765,0.468560992683642,30.3864,121.6844,China
105,40,26.224316179880013,51.107892812714326,18.94255036215091,39.02035252068071,0.47487724826536404,0.5660919422420366,0.2722818181818182,9.747682231641951,0.26888102829899174,0.5550696076062039,85.0,1.0,0.5155904329574655,4.776333343892062,0.160789683862228,0.2722818181818182,2.0,1.03,0.628,6.650055939129827,3.308727919290053,7.501472677162337,2.107507343016497,0.8965566284901564,0.1975964030474226,0.4529166340078379,28.8353,121.8575,China
106,37,16.15643959243695,73.26187238560169,9.796489343149489,48.22107911005678,1.2125000905891632,0.24848000768717673,0.1232909090909091,109.10377773607054,0.07602541710971043,0.15586485039991452,155.0,1.0,0.51223501055777,1.8229535653407456,0.0811831170263448,0.1232909090909091,6.4,3.58,0.972,7.482317107544469,3.6924713650385534,8.44450005992785,2.126721391876886,0.831056466302368,0.0674608558459987,0.500046264350775,38.0237,119.2633,China
107,39,24.007067525785864,78.86286481438971,22.95641519559,74.28353009572389,0.982390127478421,0.37253483097067736,0.18310909090909092,85.88280246544794,0.5365451252429065,1.0656512700828145,290.0,0.875,0.4965096553573167,19.842508535349165,0.1058173157885725,0.1831090909090909,2.9,4.49,1.0,5.759997573047616,2.5041372512008744,6.488365894941245,2.460892904874337,0.9772922124909548,0.2802193259961207,0.5409449000145075,9.0822,105.5854,Vietnam
108,38,16.273569560117895,56.513798701227,10.907143439674648,40.43998509062965,0.8884042376301367,0.20383314587342255,0.10139090909090909,64.95856639871725,0.04969918984547663,0.09211038360133231,25.0,1.0,0.4604387919980905,3.155698329149934,0.0774095294631732,0.101390909090909,5.6,3.95,0.946,6.76060431230232,3.5219904279155383,7.629578534458613,2.0082358687727573,0.8732545059094576,0.1003561513148738,0.4948491185096917,37.2428,119.6233,China
109,38,18.671193093554773,55.76564920774998,12.783741337893698,40.483937593718814,0.7045815390784904,0.5306613307904443,0.2564090909090909,66.5886634710613,0.26760793939961053,0.5346678508957372,190.0,1.0,0.49948750621289434,1.7715772401693444,0.1027245939290945,0.2564090909090909,6.1,3.02,0.997,7.166989685487641,3.2899791014619155,8.084511388904126,2.300348590511589,0.873653784646374,0.054210656255285,0.4224204225661666,32.3706,121.6844,China
110,38,16.278073156103755,41.99463636516616,11.394260092806267,31.07524969775576,0.6157886687383903,0.425862134184175,0.20824545454545457,1.2006377744823389,0.08613609921832485,0.17214413794763675,250.0,1.0,0.4996280428408802,3.334929284415986,0.0644878010861288,0.2082454545454545,4.5,2.36,0.851,6.901043457764984,3.2846690027621093,7.789748476210693,2.2197140974931115,0.880484234515225,0.1540274885465258,0.4169755832475085,29.531,122.0568,China
111,36,20.168469270538512,77.97448250567473,16.09358526465424,65.12645440455556,1.0296589731960888,0.9073266520191137,0.41259090909090906,60.654561229787724,1.2684091139389448,2.556760880428445,355.0,0.4444444444444444,0.5038999839021352,7.6111697486704095,0.0989117371236448,0.412590909090909,4.5,2.15,0.867,6.785783252190893,2.869999692852504,7.6298170382321375,2.5212507215964157,0.9319480624797264,0.2589591064478392,0.4936481916044407,22.6779,115.9363,China
112,36,24.553080300486428,84.29681138087979,23.274769079082684,79.44397705837807,1.0863499879324026,0.41780447202414905,0.20447272727272728,89.70975845357796,0.87188148549843,1.768313520819088,105.0,0.5416666666666666,0.5069417978014593,25.204815275562364,0.0441312226194589,0.2044727272727272,4.7,1.48,0.935,5.903635338670015,2.507188771458323,6.647116640940341,2.5280935277315253,0.9736932030840632,0.3180174507518598,0.553893515735028,9.6266,106.579,Vietnam
113,36,26.284402767637577,56.85545364400186,12.601228181181273,30.399210016025393,0.5647931111285768,0.4795693623067225,0.23314545454545454,237.2864086465484,0.11017872890740758,0.2225925710519073,345.0,1.0,0.5050206375409145,0.8932764894542273,0.1376506227584864,0.2331454545454545,3.7,1.1,0.605,8.750887732984909,4.259177926477757,9.881123630335589,2.1657132352489703,0.7283231200393788,0.1022036774163634,0.4365655789583262,52.607,4.4203,Netherlands
114,34,16.202656616425227,33.60870354899013,9.331978620837072,20.64658674300165,0.4581162718970385,0.2916203431685471,0.14428181818181818,300.03955065557057,0.02260082946930737,0.049155374768584004,270.0,1.0,0.5402165159822447,1.313157665617057,0.0917141861706201,0.1442818181818181,4.1,1.4,0.774,7.648987679572146,3.7712233564199367,8.623797831844442,2.122926562817087,0.8035757728871922,0.0728646798115415,0.4143580412074886,37.9135,121.8844,China
115,35,25.186350214970044,38.225449999045004,23.283175106609416,35.880722770045224,0.4663562562786319,0.4459877500920012,0.21762727272727272,94.9827753461648,0.48173621508686754,0.9479828537957049,90.0,1.0,0.4918302444416622,12.539218725592926,0.1025913292164851,0.2176272727272727,2.2,1.48,0.822,6.039467386086792,2.597928974262929,6.800789217597104,2.493906887709713,0.9658985203483292,0.3149013440249766,0.5444390474958294,9.9279,106.6985,Vietnam
116,35,18.34577234398124,46.693828627918855,8.481474517817178,23.598546112255125,0.7430722101505798,0.5842843196957216,0.28034545454545456,231.69818199453698,0.04055814689962951,0.08616404683163023,160.0,1.0,0.5292915271391279,0.4007401084699858,0.0848061395719171,0.2803454545454545,4.2,1.48,0.692,8.9669125728564,4.111455199998452,10.10998933866955,2.311199042132501,0.7035475176194915,0.0738422505550508,0.3046723609144667,53.8058,0.1494,United Kingdom
117,32,8.189620463189867,31.56455091508824,3.4593757947989654,14.09994178998587,0.9716164214661562,0.49548091725312016,0.24043636363636364,262.5700920540222,0.018118962011909174,0.03635002678105689,275.0,1.0,0.501541990022421,0.2255084159369641,0.0218067541290635,0.2404363636363636,3.7,2.47,0.864,8.993002037878433,4.438256727159942,10.141798584816314,2.1194452840570617,0.6955861529056566,0.0361692233290804,0.2547982677733422,41.0531,-70.4351,United States of America
118,32,16.53027856176238,49.240341133819896,11.14693050370664,35.60004009317187,0.7920200640591356,0.5626816877606066,0.2707636363636364,88.65859225012711,0.21635457832672594,0.42917273609665363,15.0,1.0,0.4958799566475734,1.8105582843155672,0.0869951146339476,0.2707636363636364,3.2,3.96,0.957,7.284573734990147,3.277895704402925,8.214427731208712,2.350607810268124,0.8712697588392344,0.0824229710309745,0.4310180139236391,30.7438,121.7988,China
119,32,24.776131968126837,28.3008207542638,17.888560937197834,21.561095412154817,0.29713660826329497,0.6445230791531184,0.3066090909090909,13.557327585790624,0.15640681817255747,0.29384761133938325,180.0,1.0,0.4677281279924795,3.4158139557465854,0.1493014834505589,0.3066090909090909,3.9,1.14,0.911,6.80613212564559,3.26878389498399,7.668989309152344,2.188566844752781,0.8917479165107169,0.2417748302034726,0.4568582484791648,28.1833,121.5002,China
120,32,19.178011858416884,62.806411052904664,15.506537162801596,53.158999559252706,0.8146144104864497,1.3106634287647643,0.5457272727272727,93.55647026959839,1.3878841116142593,2.9210786852384008,65.0,0.4305555555555556,0.5248727401189492,4.044025128234615,0.1422026852614048,0.5457272727272727,5.2,1.24,0.817,6.748494159490308,2.787880990285147,7.576264595364709,2.546921952900792,0.9451056715822044,0.135056094995619,0.5032333196805785,20.7161,110.5573,China
121,30,33.97498896453032,64.19623531429525,14.695614637482372,31.191672655046666,0.5141269906651489,0.49776983849099626,0.24148181818181816,239.11151958729386,0.16532651113926952,0.3323670731357547,220.0,1.0,0.5025785509392331,1.6585232903851526,0.1900427556387192,0.2414818181818181,6.3,1.53,0.803,9.53944367405972,4.455071274909252,10.758699253763082,2.2613023864258848,0.6502403611683872,0.0781744512521505,0.3731502240687229,53.6928,6.4755,Germany
122,30,43.734088566889774,47.98317969288891,22.66204976310273,27.47522075572143,0.293930609534213,0.5490460458863682,0.2646727272727273,230.66726700355738,0.27903015628893574,0.5815843156465486,115.0,1.0,0.520224069353123,1.5129036361884425,0.2849519316016922,0.2646727272727273,4.5,1.05,0.715,8.795277896769342,4.026367522357212,9.919433884827184,2.3134090498071505,0.7234685729969809,0.0691763475365245,0.3552579553879609,52.6458,1.7875,United Kingdom
123,30,35.32782016701284,56.885442405636354,16.839133939439606,30.440911989864272,0.45120285438062785,0.5189974865290867,0.25113636363636366,235.96059864431658,0.11928157439834268,0.24120511582641546,350.0,1.0,0.5054765982485697,1.422926069864282,0.1991466888895594,0.2511363636363636,4.0,2.65,0.878,8.701930888734863,4.516450027333818,9.809149959468703,2.0123956091358863,0.7055764528283055,0.0943933755776184,0.5170655052339733,53.9928,-3.2982,United Kingdom
124,29,27.725690114367364,61.22825907159457,13.667866528159237,34.141669050820454,0.652497471300397,0.8999253649851915,0.40980909090909096,32.82726990322364,0.8665892939020494,1.7066656721865807,205.0,0.5555555555555556,0.49223253972655584,7.452785477522479,0.0457423983107877,0.4098090909090909,4.8,1.43,0.69,8.946884430364356,4.047418975144644,10.058410267766854,2.340569776246928,0.678669810614567,0.4577641675037553,0.5577781172817322,25.2975,119.3727,China
125,28,18.658231659233877,36.80505427656722,7.682175857017152,16.31634002867326,0.5172524165427856,0.7979642620394827,0.37026363636363635,37.97274452253186,0.1606572030298598,0.33769634845833313,195.0,1.0,0.5242554331330358,1.917223734345401,0.0461468747293966,0.3702636363636363,7.5,2.38,0.861,9.31423521363258,4.764034491679867,10.485258980519037,2.023692355853986,0.6326298438006837,0.499683932566233,0.576234172525608,23.9216,118.2136,China
126,27,25.443402655590525,80.5505944780831,20.81876340007599,67.99219318432634,0.985311762222795,0.3770165273248798,0.18523636363636362,80.14537463464386,0.47483981286107896,0.9259225745192688,300.0,1.0,0.487171145916155,19.24739130499687,0.1209386998583007,0.1852363636363636,4.1,1.03,0.715,6.716994093444197,2.8601159750522323,7.563794271119157,2.5220321578017773,0.923472237817202,0.3397573735376582,0.5804331905389052,9.5244,106.456,Vietnam
127,27,13.779336094853944,33.00321857213676,5.756991743898196,14.446701227992376,0.5679286032312091,0.5639063935090189,0.2713090909090909,247.9326428238178,0.13300109142067432,0.2663601849635399,170.0,1.0,0.5006720263432904,0.9615348079525536,0.0526813962921596,0.2713090909090909,5.0,1.55,0.862,9.38836062983252,4.47730489461765,10.585651739806272,2.204858526203419,0.6470912243930435,0.1004866236469503,0.3556366416221591,54.8185,13.657,Sweden
