farm_id,ws_bin_ms,weibull_weight,best_orientation_power_kw,mean_orientation_power_kw,weighted_recovered_power_kw,recovery_contribution_pct
155,6.0,0.12991320003695617,14207.790133521734,12760.209523894948,188.05982930806363,12.703962168836219
155,7.0,0.1052662499755066,22953.449339377097,20777.939011178285,229.00781403247257,15.47011191353701
155,8.0,0.08164256046163818,34582.66062710366,31442.771494800872,256.3485883268708,17.317056918117167
155,9.0,0.060885694479495274,49868.56141969504,45704.87627541606,253.50886160338302,17.125225515324995
155,10.0,0.04380598794330285,68255.01407631411,63283.457339651846,217.7839544656732,14.711909123235763
155,11.0,0.03048447858176092,84326.04529457563,80623.13822526314,112.88119124470744,7.625437013434749
155,12.0,0.020560217810108264,89362.61203100259,88666.9388616293,14.303191886963123,0.9662202145676063
155,13.0,0.013461501130875835,89998.79192599635,89995.00484359526,0.05097981402498923,0.003443827590031741
155,14.0,0.008567804790662999,89999.99999999999,90000.0,-1.2467796900692336e-13,-8.422342014129299e-15
155,15.0,0.005307121069407459,89999.99999999999,90000.0,-7.722877590869697e-14,-5.217017643265234e-15
155,16.0,0.003202542740427839,89999.99999999999,90000.0,-4.660313047392758e-14,-3.148170498018891e-15
155,17.0,0.0018843226534465117,89999.99999999999,90000.0,-2.7420503515844927e-14,-1.8523309342427335e-15
155,18.0,0.0010818658641786269,89999.99999999999,90000.0,-1.5743220343991225e-14,-1.0634981239831508e-15
155,19.0,0.0006065218305503194,89999.99999999999,90000.0,-8.826054262322133e-15,-5.962244029529612e-16
155,20.0,0.0003322318281935676,89999.99999999999,90000.0,-4.834609400038136e-15,-3.2659125101391836e-16
155,21.0,0.00017790961449939976,89999.99999999999,90000.0,-2.5889256285066915e-15,-1.7488909440943164e-16
155,22.0,9.318394983226361e-05,89999.99999999999,90000.0,-1.3560049386034896e-15,-9.16018881020816e-17
155,23.0,4.776041095049962e-05,89999.99999999999,90000.0,-6.950054514236344e-16,-4.6949542571142835e-17
155,24.0,2.3964372477108574e-05,89999.99999999999,90000.0,-3.487275167878917e-16,-2.3557509313955413e-17
155,25.0,1.1776252192809644e-05,89999.99999999999,90000.0,-1.7136702361763519e-16,-1.1576316925494269e-17
157,3.0,0.04933553194975941,201.1258403213808,185.76547045535943,0.7578120182852184,0.11200831173606098
157,4.0,0.06953143369460696,2502.739495702486,2371.577213637427,9.119901518639962,1.347965917211854
157,5.0,0.08710562199483579,6210.214955175437,5926.446880625084,24.717794635985435,3.6534105823238248
157,6.0,0.1000393678554445,11544.826449226768,11068.359620967145,47.66544030318133,7.045184515015072
157,7.0,0.1069832795444635,18563.83132537776,17842.574979787372,77.16236924351459,11.404974452737852
157,8.0,0.10745086726141861,27930.951850002155,26887.888534876995,112.07805781876887,16.56568348882017
157,9.0,0.10186195438050406,40130.81542687746,38744.817524717066,141.1804550813364,20.86715972065461
157,10.0,0.09140988600344199,54611.772255019394,52958.351326947326,151.139018550773,22.339083963888477
157,11.0,0.07778373168964978,66353.67577549211,65132.66704516848,94.97461547021364,14.037711305597684
157,12.0,0.06281958138224487,69169.60114459413,68888.38924663531,17.665613709479143,2.61106385176838
157,13.0,0.048170960633339296,69993.51891489579,69991.30625968117,0.10658572723870534,0.01575389024600343
157,14.0,0.03507375049805769,70000.0,70000.0,0.0,0.0
157,15.0,0.02424399264772121,70000.0,70000.0,0.0,0.0
157,16.0,0.01590362883167798,70000.0,70000.0,0.0,0.0
157,17.0,0.0098958121737852,70000.0,70000.0,0.0,0.0
157,18.0,0.005837479601689836,70000.0,70000.0,0.0,0.0
157,19.0,0.003262471777589776,70000.0,70000.0,0.0,0.0
157,20.0,0.0017263350576412911,70000.0,70000.0,0.0,0.0
157,21.0,0.0008642833992016276,70000.0,70000.0,0.0,0.0
157,22.0,0.0004090970017378594,70000.0,70000.0,0.0,0.0
157,23.0,0.00018294280482770205,70000.0,70000.0,0.0,0.0
157,24.0,7.723231831004088e-05,70000.0,70000.0,0.0,0.0
157,25.0,3.075749805085501e-05,70000.0,70000.0,0.0,0.0
159,3.0,0.09360476459075552,211.23816959339996,167.5050246694607,4.093630735418728,0.19003190570454676
159,4.0,0.1301259352342345,2599.783433638349,2145.6322744409235,59.096844328276696,2.743355880065386
159,5.0,0.1537123743010609,6429.299304291059,5427.996541498913,153.91262506299282,7.144833362630637
159,6.0,0.15883399236650675,11933.997769177857,10268.701756932958,264.5056140968803,12.278710310015336
159,7.0,0.14533952312349538,19164.235727910782,16658.78394780467,364.1411669295349,16.903928167819675
159,8.0,0.11832477228265077,28801.46176758772,25189.927946863372,427.33391692830014,19.837421559169254
159,9.0,0.0857846340489527,41297.47816295553,36503.376968344004,411.26021657339663,19.09125852992042
159,10.0,0.05531804423156669,56023.59926297444,50286.14644620227,317.38466869472995,14.733427935164368
159,11.0,0.03165212997552033,67504.18315666729,63135.20675978003,138.28740877425622,6.419489573630914
159,12.0,0.016019814995235207,69572.12860936522,68688.62646363988,14.153540922413146,0.6570266171500062
159,13.0,0.007146232107374378,69999.46315876955,69997.9072350558,0.011118991999821911,0.0005161587294520929
159,14.0,0.0027989177248861755,70000.00000000001,70000.0,4.072961346371704e-14,1.8907240455649003e-15
159,15.0,0.0009586357080713535,70000.00000000001,70000.0,1.3949985558739769e-14,6.475773003514609e-16
159,16.0,0.0002859458210616195,70000.00000000001,70000.0,4.161059347994443e-15,1.9316203359710722e-16
159,17.0,7.397348468933373e-05,70000.00000000001,70000.0,1.0764558783460777e-15,4.997054575515905e-17
159,18.0,1.6527942577792933e-05,70000.00000000001,70000.0,2.4051321929135787e-16,1.1164950715662736e-17
159,19.0,3.176157159541741e-06,70000.00000000001,70000.0,4.6219169737621865e-17,2.14555671309806e-18
159,20.0,5.227857915272237e-07,70000.00000000001,70000.0,7.607534520898825e-18,3.5315209801688557e-19
159,21.0,7.339974856104042e-08,70000.00000000001,70000.0,1.068106918843702e-18,4.95829757012313e-20
159,22.0,8.754671884934382e-09,70000.00000000001,70000.0,1.2739724312173176e-19,5.9139532744034414e-21
159,23.0,8.834910352640287e-10,70000.00000000001,70000.0,1.2856486650184214e-20,5.96815593957003e-22
159,24.0,7.513495093146457e-11,70000.00000000001,70000.0,1.0933574366421754e-21,5.0755139075849814e-23
159,25.0,5.363384276222585e-12,70000.00000000001,70000.0,7.804751332474676e-23,3.6230717060720806e-24
