lon,lat,A_pred_pct
116.0,19.0,4.63557322288248
117.0,19.0,4.893417746309262
118.0,19.0,4.518327870558222
119.0,19.0,4.526281207855429
103.0,20.0,3.2470277901755216
104.0,20.0,3.2470277901755216
105.0,20.0,3.183449116584976
106.0,20.0,3.1724629268127806
107.0,20.0,3.116586366986655
108.0,20.0,3.1839564252946646
109.0,20.0,2.973524748401076
110.0,20.0,4.308703687802784
111.0,20.0,4.495357856047524
112.0,20.0,4.369578426142338
113.0,20.0,4.23049078643203
114.0,20.0,4.1173650951097045
115.0,20.0,4.674141648606446
116.0,20.0,4.821376574093892
117.0,20.0,4.595884612579507
118.0,20.0,4.518650357185023
119.0,20.0,3.322767062708934
120.0,20.0,2.239651555022733
121.0,20.0,1.5605856403350564
122.0,20.0,1.521326121213731
123.0,20.0,1.5231912279245339
103.0,21.0,3.2472049022266263
104.0,21.0,3.2242981167326676
105.0,21.0,3.2066371714582855
106.0,21.0,3.2170682830723307
107.0,21.0,3.2469254120595616
108.0,21.0,3.374343605303702
109.0,21.0,3.165639894905544
110.0,21.0,4.886987867494951
111.0,21.0,4.36298957801089
112.0,21.0,4.246455860329216
113.0,21.0,4.136877856469011
114.0,21.0,4.598822179882365
115.0,21.0,4.670513510759803
116.0,21.0,4.84370909197929
117.0,21.0,4.58767244382416
118.0,21.0,4.478469685465636
119.0,21.0,3.3198291063394425
120.0,21.0,1.5806929347301242
121.0,21.0,1.5260911580977607
122.0,21.0,1.523035581832477
123.0,21.0,1.5199693311014102
124.0,21.0,1.5199693311014102
103.0,22.0,3.2467874073170977
104.0,22.0,3.2357135720737995
105.0,22.0,3.2310447127302173
106.0,22.0,3.2493391882203326
107.0,22.0,3.2508193184107625
108.0,22.0,3.355092332928361
109.0,22.0,3.2317672016794257
110.0,22.0,4.125674951350806
111.0,22.0,4.194527074604761
112.0,22.0,4.100288385263824
113.0,22.0,4.645361744973805
114.0,22.0,4.744067408488714
115.0,22.0,4.8265231311016565
116.0,22.0,4.762033589465791
117.0,22.0,4.402378852825721
118.0,22.0,4.012327109520741
119.0,22.0,1.6643904594108714
120.0,22.0,1.5854652923049608
121.0,22.0,1.540255109973461
122.0,22.0,1.540255109973461
123.0,22.0,1.5344143015970497
124.0,22.0,1.373426716365064
125.0,22.0,1.3730093553284948
103.0,23.0,3.2467874073170977
104.0,23.0,3.2425366039810357
105.0,23.0,3.2368139902969815
106.0,23.0,3.2288841298100146
107.0,23.0,3.229477332933828
108.0,23.0,3.2258813304985896
109.0,23.0,2.220765001806181
110.0,23.0,3.1906164345502943
111.0,23.0,4.062159952398851
112.0,23.0,4.313754130599976
113.0,23.0,4.615811710274993
114.0,23.0,4.891756264499478
115.0,23.0,4.880636997913979
116.0,23.0,4.922762334317503
117.0,23.0,2.146282240643906
118.0,23.0,3.4993838481529935
119.0,23.0,1.5901763098458672
120.0,23.0,1.6532339173097759
121.0,23.0,1.5017641534325776
122.0,23.0,1.3751068397179456
123.0,23.0,1.3718785870815435
124.0,23.0,1.3674660803282945
125.0,23.0,1.3703162316008737
126.0,23.0,1.4671166204482498
104.0,24.0,3.2467874073170977
105.0,24.0,3.257210789940753
106.0,24.0,3.2639247630897077
107.0,24.0,3.2523810570699636
108.0,24.0,2.1488490133330953
109.0,24.0,2.154796796107033
110.0,24.0,3.181821634309551
111.0,24.0,4.202702096883402
112.0,24.0,4.4961855424013555
113.0,24.0,4.697757617627211
114.0,24.0,5.066389761912197
115.0,24.0,4.595884612579507
116.0,24.0,4.172138581268706
117.0,24.0,3.5212896233819477
118.0,24.0,1.6505799218937123
119.0,24.0,1.5746665684729344
120.0,24.0,1.3475610057524992
121.0,24.0,1.3398913359186464
122.0,24.0,1.3642080309502427
123.0,24.0,1.4437637606309117
124.0,24.0,1.4486225674150652
125.0,24.0,1.4642880436226853
126.0,24.0,1.466247566471745
105.0,25.0,3.280315721976993
106.0,25.0,3.225908014760125
107.0,25.0,3.2270429831466045
108.0,25.0,2.154796796107033
109.0,25.0,2.453098762409761
110.0,25.0,2.727436637422449
111.0,25.0,4.23011968544877
112.0,25.0,4.507231624504985
113.0,25.0,5.0015041033920395
114.0,25.0,4.813766830693343
115.0,25.0,4.531518997520164
116.0,25.0,3.5808262118344025
117.0,25.0,1.1839876542254275
118.0,25.0,1.1502812046696718
119.0,25.0,2.718766839681446
120.0,25.0,2.844511034426873
121.0,25.0,1.5455439246369032
122.0,25.0,1.4784136359391218
123.0,25.0,1.4511643170060509
124.0,25.0,1.4105862390357733
125.0,25.0,1.405197820468198
126.0,25.0,1.6793664165015205
111.0,26.0,4.4839550086856725
112.0,26.0,5.010853706006176
113.0,26.0,5.075739364526334
114.0,26.0,4.518327870558222
115.0,26.0,4.127271939204932
116.0,26.0,1.2364847585379983
117.0,26.0,2.953055615199986
118.0,26.0,3.3749672912565476
119.0,26.0,3.7287047387503054
120.0,26.0,3.4246185249576477
121.0,26.0,2.698273511064881
122.0,26.0,1.1040979351966025
123.0,26.0,1.284549261571611
124.0,26.0,2.7152467470978103
125.0,26.0,3.492383745672408
126.0,26.0,3.5337961421864383
114.0,27.0,1.3983889937039715
115.0,27.0,3.3749672912565476
116.0,27.0,3.3749672912565476
117.0,27.0,3.6612395710056216
118.0,27.0,3.7142089790861936
119.0,27.0,3.592145500017948
120.0,27.0,4.176795617676849
121.0,27.0,2.111560926350394
122.0,27.0,3.211545249075594
123.0,27.0,3.560648247020895
124.0,27.0,3.630090645126955
125.0,27.0,3.655296657817734
126.0,27.0,3.865985723518792
127.0,27.0,3.8789962006289547
115.0,28.0,3.6612395710056216
116.0,28.0,3.6612395710056216
117.0,28.0,3.6348807779023997
118.0,28.0,4.6009880426266925
119.0,28.0,3.5810882756261018
120.0,28.0,3.334651098841366
121.0,28.0,3.684215959803321
122.0,28.0,3.688929950263955
123.0,28.0,3.839229548746883
124.0,28.0,3.862690838866961
125.0,28.0,3.8789962006289547
126.0,28.0,3.7596553661143686
127.0,28.0,3.7596553661143686
116.0,29.0,4.614794474988097
117.0,29.0,3.4595178370179442
118.0,29.0,3.4750036558966233
119.0,29.0,3.6718137437192993
120.0,29.0,3.7011798603822643
121.0,29.0,3.6795306188799954
122.0,29.0,3.6268647238962886
123.0,29.0,3.778451094246765
124.0,29.0,3.745577738658767
125.0,29.0,3.752740134975745
126.0,29.0,3.7350380569214
127.0,29.0,3.7350380569214
128.0,29.0,3.7317455515553464
