farm_id,n_years,country,G_mean,G_ew_mean,M_S_rms,M_S_mae,M_S_std,M_S_mean,M_D_rms,M_D_mae,R_i,H_i,P11_median_err
19,7,China,0.7849117484981392,0.8083607831133122,7.9142641914553575,6.845807776234645,8.540874344660908,-0.3316272471457142,1.355265418404343,1.0361960886365673,0.09917684443053719,0,0.0
20,11,Netherlands,-0.12933569337449688,-0.109018105966467,4.458568022701734,4.0320903742527285,3.070436535469161,3.362781745684588,1.4300109760321922,1.204514205189316,-0.029008348132395216,0,0.0
21,4,China,0.7980763886564778,0.9351305291607146,6.72828737188234,5.359036498581538,4.8614796609328055,-5.24827234319865,6.703282364700261,6.517367604076616,0.11861508650650929,0,0.0
22,11,Germany,1.4657409767266953,1.4832589909735931,10.387539272285089,9.667005753998522,3.9868495173466223,9.667005753998522,2.9142344032486647,2.451426297707773,0.14110569773126416,0,0.0
23,11,Netherlands,0.5315405221040288,0.48523277691211325,4.242213980401683,3.9594682416817704,2.9656758525389386,3.1623903701780676,1.9716931463454523,1.6561869829914238,0.1252979044809283,0,0.0
24,11,China,-0.09115454917584719,-0.11020637264434344,7.9041507302884,6.38113149495,8.029015119330367,-1.9674798964884617,1.3255008341741499,0.9433365931466134,-0.011532491255075194,0,0.0
25,11,Sweden,0.8088909735332227,0.6705855916634976,7.877259968141171,6.638661274213232,4.658011357531234,6.505890845251319,1.2924782975660567,1.0616985503697647,0.1026868450203123,0,0.0
26,11,United Kingdom,0.3756860810891478,0.35977955990824917,7.722093670986408,7.073415200958576,3.2491969568141204,7.073415200958576,1.3039433744576763,1.0668168229688404,0.048650805998466766,0,0.0
27,11,Denmark,0.04654960183440857,0.017965357008542602,5.581985041537359,4.9674490262436155,3.001743901965179,4.792413156737369,1.3212766887760365,1.2190361932862415,0.008339255925628232,0,0.0
28,4,China,1.2569403029785535,1.2585593363403142,6.003063108320387,5.5882108731731845,2.5321047686134492,5.5882108731731845,2.468352164638639,1.7842845583802105,0.20938315661489623,0,0.0
29,8,Sweden,0.0,0.0,7.366333833850408,6.511356912321638,3.6824068700613246,6.511356912321638,1.1655816867705482,0.9820710516169572,0.0,0,0.0
30,11,United Kingdom,0.13225799725690382,0.1306537361063288,7.186980102910665,6.430772289185112,3.9288299573621055,6.133532755252529,2.520733986628141,2.2087837547518756,0.018402443775145622,0,0.0
31,11,Netherlands,-0.23577181989492074,-0.1494701600874456,7.779851226039113,6.89164981263122,4.378837994703353,6.564676231396946,3.1287513142838312,2.5470168298513802,-0.030305440688350692,0,0.0
32,6,China,0.07593998692466201,0.11918995661768535,6.24563659219439,5.007787925814349,5.719014967701624,3.4281238223108095,4.277724009016528,3.8738441064243125,0.01215888657684143,0,0.0
33,1,China,0.017540658548759826,0.017540658548759826,4.252930458562832,4.252930458562832,,4.252930458562832,3.461838367244147,3.461838367244147,0.004124369942011053,0,0.0
34,11,China,1.303691988176232,1.2687586448162944,3.259356122550145,2.664217214125655,2.914732307570089,-1.7029594940393862,1.0734832682089435,0.8966412053581173,0.39998451815575575,0,0.0
35,4,China,1.1215998931594051,1.1115090424615401,4.860461142449221,4.136696754794717,5.079427385782643,2.0672797565109002,1.845341564096226,1.8090953005195454,0.23075997529613473,0,0.0
36,8,United Kingdom,0.8431741565573316,0.8527075688901211,7.823868460696242,5.767194155024346,5.74934996718663,5.682408888467732,1.3279036987474606,1.204078203777097,0.10776946989754196,0,0.0
37,4,China,0.20469149146382581,0.2053861516792584,6.55041819732982,5.979758745480377,3.0877098105792653,-5.979758745480377,2.122191279072668,1.8488451719615675,0.031248614255997464,0,0.0
38,11,China,-0.2589005601969235,-0.19315356195352665,6.497856975076229,4.2959596798471855,6.276167599995148,-2.532350695979856,1.583313169808218,1.3250113532234158,-0.03984399182530271,0,0.0
39,5,Taiwan,1.3141990504194545,1.0742314659120549,3.7501198428493607,3.18150689759927,4.083379143520837,0.8510056709210243,2.262905969224492,1.8622619973099401,0.3504418806575843,0,0.0
40,4,United Kingdom,0.0,0.0,5.896644598862512,4.429187770576898,5.259247283496707,3.7450842491950453,0.9421850498846539,0.7707825972838857,0.0,0,0.0
41,4,China,1.1835380735306886,1.1245443093251453,7.43112661428673,6.9166457891092925,5.674458197608529,-5.574229622132153,2.7427019039196012,2.4755166382408182,0.15926765011045227,0,0.0
42,3,Taiwan,0.11206089648398039,0.11238008404823968,3.1140982104870423,2.753637703182274,3.7969761367174772,-0.2936933934518809,1.1722778915911356,1.104688493748127,0.03598502324255668,0,0.0
43,11,Denmark,-0.0601280193012623,-0.062228857766970104,9.544130701131028,8.671829936018595,4.180762614780698,8.671829936018595,1.23767933394822,1.0064888619789405,-0.006299999568754525,0,0.0
44,3,China,0.0,0.0,5.425334817006727,4.871359010201895,2.9250946831727247,4.871359010201895,1.1343822474216048,1.0099780071422308,0.0,0,0.0
45,11,China,0.0,0.0,3.0764409079955217,2.508112004289236,3.1113299839281447,-0.8149530145613139,0.4961556908108861,0.4151608566583875,0.0,0,0.0
46,11,China,0.08284374378491645,0.3297442596737996,3.090989562506223,2.774476864715536,3.240126319029806,0.10099306819153915,1.141612224655588,0.9783808311149254,0.026801689915039843,0,0.0
47,4,China,1.2595650523824835,1.3198611126721669,4.85998649971714,3.783977819801184,5.552058582838995,0.7074269552227572,2.916864287994438,2.792026110590379,0.2591704837978033,0,0.0
48,6,United Kingdom,0.665656627751931,0.6405108654224179,7.53587366116808,6.816788297508783,3.51922533703668,6.816788297508783,0.8885582334635277,0.6987918990121756,0.08833171277565613,0,0.0
49,11,France,-0.40791603993148423,-0.3989837385378287,11.679083986081642,10.409703363186262,5.553646235479806,10.409703363186262,4.384218247282999,3.632528610277735,-0.03492705767144166,0,0.0
50,8,China,0.0,0.0,8.86027356314513,6.88497014931542,8.441210767360843,-4.019597404857346,1.2104999324785273,0.8988963001866553,0.0,0,0.0
51,8,United Kingdom,0.0,0.0,6.82579463596457,6.238906484829744,2.960215877439069,6.238906484829744,1.454499596673822,1.3146861791835867,0.0,0,0.0
52,6,China,0.0,0.0,4.75440760373968,4.3138967279975535,3.9131360447518015,3.1374931992305384,1.0544707669155418,0.8337191460577739,0.0,0,0.0
53,4,United Kingdom,0.12175619090893425,0.12489356779735748,4.943501206994414,4.198993887415132,3.2588437887919492,4.05871371911648,0.6947042830785258,0.488238339203225,0.024629546107253906,0,0.0
54,4,Netherlands,-0.19601830455461555,-0.19497561809102545,6.287812817209508,4.913879526510325,4.529956294595174,4.913879526510325,3.230807812906405,3.1925857530914015,-0.031174322495434472,0,0.0
55,11,United Kingdom,-0.2863901061023981,-0.2922462805899071,8.170868271518152,7.518510148233712,3.3553841520084697,7.518510148233712,2.03173467343388,1.7974779064527253,-0.03505014358152009,0,0.0
56,2,Vietnam,4.4774225180405365,2.0196939687729962,8.66398089942356,8.407912498344327,2.9568809396935603,8.407912498344327,2.780551215458122,2.0270081806840556,0.5167858251324668,0,0.0
57,11,Vietnam,18.216372552078266,17.878344246340294,18.91056017462272,17.900079756087628,6.396567355082073,17.900079756087628,4.8207376739632,4.417040126220327,0.9632910069223635,0,0.0
58,7,France,0.3166435821986907,0.7268963176978158,8.101874161358511,7.138572991600275,5.586259431432445,6.236354107441451,1.8873572534611631,1.5357233471577596,0.03908275738333566,0,0.0
59,11,Denmark,0.48718271775035155,0.4803000154016049,9.137062746276097,8.32078697233627,3.9592248950298385,8.32078697233627,5.0523433662295565,4.268617601688698,0.053319401571244304,0,0.0
60,11,Denmark,0.0,0.0,4.611643475508344,3.955257926538071,2.9789586160243484,3.6331537344212332,0.962513162860591,0.7451427247622188,0.0,0,0.0
61,11,Denmark,0.0,0.0,6.0878265496010595,5.440068861795623,2.9668584935059896,5.390694506389663,2.03067634718866,1.7177510425489748,0.0,0,0.0
62,4,Taiwan,0.2204443574797843,0.7432580735797613,4.034507567760999,2.560497694568275,3.8675852920602276,2.2491307922840598,3.7398821216137055,3.334818442103583,0.05463971842346121,0,0.0
63,9,China,0.37554777419483404,0.49887563619477227,4.807482571546708,3.904906060653954,5.084510222609177,0.36347771611205215,1.105757481873814,0.8581698644182086,0.0781173449109373,0,0.0
64,4,Vietnam,0.0,0.0,8.43226980882429,7.456522302540901,9.63861454728493,-1.1941550717809237,1.3942891072552674,1.1081323541613841,0.0,0,0.0
65,9,Netherlands,0.3707768966363945,0.37792367290929363,4.024267231933404,3.7140452732628244,3.1404695137309657,2.7254388158958838,1.948801411215148,1.7116157761107393,0.09213525724489718,0,0.0
66,5,China,7.76323244569124,8.518031026786787,7.440370359955455,6.569391311637018,3.9054783458450584,-6.569391311637018,7.592507872012247,7.478699201739106,1.0433932815325226,1,0.0
67,11,United Kingdom,2.1023300410163497,2.1076483558032173,6.024769545892727,5.312214245658768,4.325863127137211,4.391576761204107,2.7249285489763806,2.3923952667451918,0.34894779377073,0,0.0
68,11,Denmark,0.0,0.0,3.309673385314178,2.8727752229017587,3.1901065821050647,1.3047297539799554,1.1140081855980093,0.9533810633136923,0.0,0,0.0
69,2,France,0.41392567184711154,0.46700760005979847,9.144008838456529,7.501852687329373,7.393930469700154,7.501852687329373,1.5896832752865384,1.5401462540198319,0.04526741817071346,0,0.0
70,3,China,0.011600420968247685,0.014331667359460787,7.950975208896583,7.270160488669272,3.9426082562461553,7.270160488669272,1.0126788006446201,0.9473089068138636,0.001458993477336922,0,0.0
71,9,Taiwan,1.8712587879098694,1.701473109650432,6.740518014401867,5.850669211226857,3.550321745094094,5.850669211226857,5.103279248169386,4.900936530062116,0.2776134985340469,0,0.0
72,7,China,-8.948948863199016e-05,0.00046114679143373,6.107549427587445,5.148546144336819,6.120666175060732,2.2784641918177715,1.634989201404674,1.5505760507443473,-1.4652274155616547e-05,0,0.0
73,8,United Kingdom,-0.3238081846525243,-0.3230447048261282,7.164063766839434,6.667252274562486,2.802357530505439,6.667252274562486,0.793957621476317,0.6914234113483149,-0.0451989534419483,0,0.0
74,8,China,0.2855959834509226,0.2997044369674356,4.77241608480614,4.009721586193373,5.0981045082139165,-0.1847143928587634,2.4171673961636033,2.056699225344274,0.05984306028138864,0,0.0
75,2,France,0.40333055145983143,0.4126140620728196,8.59491385998286,6.193193851143226,8.42815450530983,6.193193851143226,1.2583224666808583,1.0894415495942833,0.046926654301644825,0,0.0
76,3,China,0.8976929168570837,0.8933453946229798,4.217887637197359,3.572222601393625,2.746762222903964,3.572222601393625,0.7162910066084605,0.6159355552917607,0.2128299741653549,0,0.0
77,1,China,1.2769967952865637,1.2769967952865637,3.869892803221956,3.869892803221956,,3.869892803221956,6.4686467791603155,6.4686467791603155,0.3299824724404187,0,0.0
78,5,China,0.7116664162932598,0.7088343512192063,2.639522045230972,2.4326522481818156,2.1823769009838365,1.7767558855684258,2.750081436273732,2.4303991092579458,0.26961942506942965,0,0.0
79,2,China,0.10526981818343795,0.2814935494826322,8.02688283378447,8.022952208056745,0.35520668501930064,8.022952208056745,0.8308950778322606,0.7077075592457165,0.013114657378623518,0,0.0
80,8,United Kingdom,-0.03336454004195915,-0.04411562996465826,5.9063261767331205,5.520461220024899,4.636662237455738,4.009162230409968,1.2381260389606301,1.1275879801003326,-0.005648949794441185,0,0.0
81,8,China,0.5399296289422302,0.6084645747192764,3.310768552791248,2.85414239685271,3.2133023207085563,1.3879987685204676,1.6052269424396126,1.5224661101033612,0.1630828674166986,0,0.0
82,4,China,-0.1701477373801121,-0.16841959960612182,5.849607025010582,4.78243624397645,4.853938390603583,4.067845120235242,2.0616168021906573,1.5451928500229666,-0.029087037240728884,0,0.0
83,11,United Kingdom,1.3425671739257672,1.3248280815379003,10.288381692548695,8.988441643704043,8.483514958523402,6.357947895439643,10.956115809809681,8.97398938329083,0.13049352308712595,0,0.0
84,11,United Kingdom,1.69586073439338,1.6218330112517105,5.02111883535586,3.6479522700995917,5.185798818018129,0.8740129048785644,2.575053295796376,2.250681178480406,0.33774558818486716,0,0.0
85,2,China,2.9830746832063917,3.0013005267382713,1.930359051687521,1.910867053971909,2.7023741036189945,-0.27362962280546843,5.5920942082259595,5.591632322593364,1.5453470589311278,1,0.0
86,4,Vietnam,1.7313394255582655,2.510183244755264,11.199486362613541,9.69541456988217,6.473271311527448,9.69541456988217,2.5540919736432492,2.498025094863003,0.15459096689807797,0,0.0
87,11,United Kingdom,0.2876898339237953,0.27764209949026425,8.387575591453674,7.737920267659455,3.3946451444980124,7.737920267659455,1.3948517392117914,1.1154552267074669,0.034299522047459126,0,0.0
88,11,China,1.1476052391964293,1.2236087827414548,10.267143457953306,8.698263055700847,8.05674354737294,-6.812057603762557,1.3079284066084713,1.0183631209336446,0.11177454020158374,0,0.0
89,11,China,0.7994665232810413,1.0184267344409146,5.969541430295347,4.078388667081213,6.182441422106471,-0.9421375305104666,1.2480789538202584,1.0308291765786037,0.1339242775372592,0,0.0
90,4,China,1.8409063802084358,1.8004311458686681,5.2113429088258885,4.2476701155231815,6.008023540688123,0.2929757059431587,2.867072421920793,2.75024722342274,0.3532499036075119,0,0.0
91,5,China,6.616506698226263,6.593066723877368,6.5079406349674205,6.103066873369499,6.206998290171934,3.3958546919593444,4.239555892154164,3.758991430965967,1.0166820918241806,1,0.0
92,6,China,3.7554806515698496,3.712509178112091,6.4096784905855175,4.314543623933576,5.911294190790461,-3.4589708263606034,3.071345356552452,2.81330553358933,0.5859078044375967,0,0.0
93,4,United Kingdom,0.10642055763048905,0.21034843789840824,5.080587136054713,4.47744442179342,5.398074561097827,1.9894619678862946,0.691114087193737,0.5433114984583102,0.020946507712714686,0,0.0
94,3,China,0.0,0.0,5.111120743893759,3.9192179455730023,4.018075276875663,-3.9192179455730023,0.46986274835726505,0.4612361941417598,0.0,0,0.0
95,2,Sweden,0.01615928312768842,0.033097368525243705,6.5837980623944725,6.58329305075314,0.11532158769827029,6.58329305075314,0.29391773511896513,0.2797625009249789,0.002454401391802625,0,0.0
96,11,United Kingdom,1.477461809041482,1.4907455880692602,7.195461861203432,5.746007256465062,4.5424529942699925,5.746007256465062,1.6614453880561117,1.4316387638113124,0.20533244947175333,0,0.0
97,11,China,3.1390904399711617,3.317852599905986,7.3259106884112395,5.761723616247951,5.15657269122652,5.431023864306446,1.5344345879811718,1.2834000733166349,0.4284914973010587,0,0.0
98,7,China,0.0,0.0,10.739876497028371,8.622569969123779,9.708042544162229,-5.878995176101512,1.9182402708119586,1.6142188650278169,0.0,0,0.0
99,11,Sweden,1.2381135766753115,1.2193747557259653,14.78738102961698,13.647218108069767,8.38128529212689,12.442133635301145,11.311617404572457,9.344717710746123,0.08372771176961961,0,0.0
100,11,Netherlands,2.1542846201614,2.161879900533668,6.294483726417634,5.226663919552194,5.110884302489172,3.984223383537515,4.6754374622982535,4.150152229792391,0.3422496131207672,0,0.0
101,11,China,-0.021743982118893886,0.027821450280107792,3.35266143423361,3.0072090971101746,3.4718075101849752,0.5316570785420942,1.8975674083645828,1.7747342342307937,-0.0064855884035497245,0,0.0
102,11,United Kingdom,1.3694391576474294,1.3819587768358106,6.397106486734777,4.314981932608292,5.434868138249777,3.7510576523918218,1.9440159454342643,1.527987154055551,0.21407165262718975,0,0.0
103,4,China,2.8919263780627364,2.9035454827547835,6.093488101625684,5.1402261003670375,7.036067629343891,0.030190745735337865,3.8296463634497897,3.4112566420357138,0.4745929309833556,0,0.0
104,2,China,0.8344573116161396,0.8307364417736732,3.2826281322739823,2.517397425913471,3.5601375816099496,-2.1067410032561678,1.4785215168836165,1.4126744396362512,0.25420403347304654,0,0.0
105,2,China,2.7844732530806837,2.7935517466634656,3.5697276006077128,3.33909275208888,1.785169311571316,3.33909275208888,3.971333818131291,3.929433356034335,0.7800240143272146,0,0.0
106,1,China,0.028743485754289276,0.028743485754289276,6.367551771247446,6.367551771247446,,6.367551771247446,2.2581225671104477,2.2581225671104477,0.004514056074750725,0,0.0
107,5,Vietnam,2.641679307334303,3.1774340985018457,12.175486028360224,11.09399307537718,5.60867382612394,11.09399307537718,2.601880746763866,2.4820324743070428,0.21696705176130698,0,0.0
108,3,China,-0.1556075298233697,-0.15933694110698232,4.863234320168818,3.659064528879545,3.9234477490524915,-3.659064528879545,0.6739082095849704,0.5669663204752549,-0.03199671650161576,0,0.0
109,11,China,0.48248411584341944,0.49144971665202464,7.09182731042537,5.818099410207882,7.427329099924107,0.37923188205686914,1.2916248195587325,0.951094934296311,0.06803382185211161,0,0.0
110,3,China,1.4693223374819986,2.0518973915013765,5.728537680778661,5.213199441904548,2.9082715328078654,5.213199441904548,2.9494613644265897,2.693251084485563,0.25649169462777777,0,0.0
111,5,China,2.3677831894519628,2.903215217903376,4.778047421495802,3.161670590521727,5.108821804824223,1.3963126352306374,1.8627981528225275,1.7175186549329748,0.4955545603837292,0,0.0
112,5,Vietnam,0.740149682039027,0.892970153784911,12.244607161413716,11.187781193606458,5.563716889513894,11.187781193606458,1.8644700493448818,1.6919618832967154,0.060446992890997094,0,0.0
113,11,Netherlands,0.029940504672049652,0.04198678838692525,6.837378143631166,5.66322002112343,4.5948332906246065,5.249434679370336,2.1975454514673354,1.8405952523455786,0.004378945268653662,0,0.0
114,2,China,0.7947635117002094,0.7950884836423249,4.001875714702916,3.7065822013843093,2.1336624008075944,3.7065822013843093,0.09433462285061124,0.08909253448241392,0.19859774974526156,0,0.0
115,5,Vietnam,0.8998011167424904,1.1444098919697498,6.73962104615179,5.544899259456396,6.196416783024398,3.834843815147495,1.4616464861463472,1.2646209408363958,0.1335091558680828,0,0.0
116,11,United Kingdom,0.10515552647928428,0.1068821735557847,4.693929300424023,4.128957789436018,3.7862009885767636,3.0001441752048894,1.2497761579597133,1.1046856506993703,0.022402452135311265,0,0.0
117,2,United States of America,-0.2510865497437298,-0.2654964358735605,5.525289992590305,5.216817318453061,2.574352954863332,5.216817318453061,0.8010901823883906,0.7941220528004178,-0.045443144175319236,0,0.0
118,4,China,0.0,0.0,3.763317626461248,3.2745895845042914,2.141532974511463,-3.2745895845042914,1.1117629534299274,0.9307845148976823,0.0,0,0.0
119,4,China,0.7030113344534576,0.9111462075220491,6.25826379160865,5.948500765724036,6.665199880154304,2.418098137701025,4.494466690138207,3.938863549636633,0.11233328569436232,0,0.0
120,4,China,0.6841857749851241,0.6922760013385674,5.447925828941249,4.457426309289936,4.507118444687315,3.800566843487264,2.320210540701823,2.110929489615469,0.1255864702398287,0,0.0
121,11,Germany,2.233223712882614,2.247538690703732,4.649141821374258,4.245319957939824,3.3972227714338117,3.3350547336421545,1.0984569811648446,0.8280145628364298,0.48035181517058706,0,0.0
122,11,United Kingdom,2.4237484030168748,2.41333191521109,9.86326596351804,8.883280397287665,5.075656960855676,8.59440216491473,5.173686640162377,4.458147966994556,0.24573487240248457,0,0.0
123,11,United Kingdom,2.168927629851665,2.174961096753373,7.363726950148728,6.710270415082771,5.347714230029993,5.3128381877311694,5.05830343014484,4.203990549752664,0.2945421040914422,0,0.0
124,9,China,0.11623267035533368,0.45505949785554545,3.379847588116923,2.7323882833026114,3.3276870105684497,-1.2570830763517646,2.0955858567489436,1.9501057140894607,0.03438991472988063,0,0.0
125,2,China,0.6741413843661941,0.6880268704945767,7.272471481468448,7.039392940626978,2.582939595198823,-7.039392940626978,4.893762828234388,4.87987394615695,0.09269770064881332,0,0.0
126,4,Vietnam,5.213772027728837,5.238589132383969,11.734766572813431,10.538994276743846,5.9592333011531995,10.538994276743846,2.1738792464070182,1.9062534233338262,0.4443012986562395,0,0.0
127,3,Sweden,1.076584904652166,0.9906170167580534,6.20995165890938,6.0275759899387005,1.8296832887849168,6.0275759899387005,1.0373149449832466,0.8272876252212488,0.17336445817699664,0,0.0
128,11,United Kingdom,0.5340111399144968,0.5344304432636543,5.414178896320642,4.367803740539649,5.4398181295227035,1.55301617131904,4.447832442230717,3.841736141614081,0.09863197174319435,0,0.0
129,2,United Kingdom,-0.002390903042473469,-0.05474332896243667,3.7556492789732245,2.9720409768535596,4.203100657394886,2.296056170601111,0.22444897890535004,0.17069109194248683,-0.0006366151003128625,0,0.0
130,5,Vietnam,1.1554058173447992,1.6368546300148163,13.531613310409984,12.544332661648035,5.672772344318847,12.544332661648035,2.3307824582426275,2.0480579642179086,0.0853856662055171,0,0.0
131,11,China,0.09476885757093272,0.13229665060498427,8.494926196533584,7.226641598678778,7.693278998347254,-4.2846031370899205,1.8254396573435354,1.3692539754577846,0.011155936541226673,0,0.0
132,1,China,-1.7286734245316988,-1.7286734245316988,1.5439349984117041,1.5439349984117041,,1.5439349984117041,1.0753087617781227,1.0753087617781227,-1.1196542770971842,0,0.0
133,4,Vietnam,0.09811513184810458,0.2525665661561811,10.248569649146242,8.781625167521613,6.100955036773895,8.781625167521613,1.3322727968109345,1.15199137818726,0.009573543939009875,0,0.0
134,2,Netherlands,4.85216034824299,4.852741267802187,6.9619401172594335,5.6804725563456575,5.692247663781,5.6804725563456575,3.107988204684807,3.083800982867877,0.6969551973327001,0,0.0
135,9,Japan,-0.8357353566319375,-0.19811738031064802,12.039770261222262,11.82184011544586,2.4187155178581614,11.82184011544586,2.652730301982559,2.1723237476630186,-0.06941456012027714,0,0.0
136,2,Denmark,-0.40906479534988344,-0.40172981522947726,3.320670346678817,3.055055893731185,1.8403722653258843,3.055055893731185,0.7525776977403295,0.7520328755126378,-0.12318741478178084,0,0.0
137,11,Germany,1.488087061692818,1.4865272672602388,8.025917264100919,7.358188573249453,4.115062381022841,7.001502716852557,2.9715050740226103,2.647545525557354,0.18541021701642432,0,0.0
138,1,United States of America,0.0806343395418683,0.0806343395418683,6.632316752042102,6.632316752042102,,6.632316752042102,0.20171108661716777,0.20171108661716777,0.012157793808180354,0,0.0
139,8,South Korea,0.0,0.0,4.941027696100973,4.583723032520501,3.4135994374512526,3.77063339694942,2.8879639234149113,2.6103052507849336,0.0,0,0.0
140,2,Denmark,-0.2586904693977713,-0.2520682242751263,4.069618436810327,3.91011689524677,1.595481173021035,3.91011689524677,1.0414565303243275,1.0390853546147865,-0.06356627124004455,0,0.0
141,4,Vietnam,3.2382505370000736,3.2019356201776206,10.789426569595108,9.264754498745944,6.384987578025153,9.264754498745944,3.341626182295464,3.2144460148529976,0.3001318481674967,0,0.0
142,9,Germany,0.35606109279174974,0.35139292859407606,6.192583909802625,5.516351282989994,4.050448927716772,4.8749218477061165,4.334119069971274,3.9060079747490306,0.05749798435966585,0,0.0
143,4,Vietnam,0.49929646920369797,0.5362608618449092,7.14172962139384,5.64074416529524,5.230447950627056,5.521423064929017,2.7290454310604533,2.6742266150240397,0.06991254159328578,0,0.0
144,11,Sweden,-1.5627706557973262,-1.592821208855898,8.707706125404044,8.07084156246199,3.42844406167561,8.07084156246199,2.0366011638708272,1.8660447978199592,-0.179469843526077,0,0.0
145,2,Japan,0.5371783815205632,0.5379600482793302,42.09086463575118,42.07587782586759,1.5883267722944039,42.07587782586759,2.944875081461486,2.895323298323415,0.012762350837152775,0,0.0
146,2,United States of America,-0.24180729829684566,-0.23868991606731155,4.690273272885656,4.3541321448889745,2.4658453476201876,4.3541321448889745,0.7679969171810603,0.7651772808846682,-0.05155505537272789,0,0.0
147,8,China,-0.8596610646831147,-0.8512140886532948,4.215961548463707,3.2504879748904845,4.248964567368659,-1.4061807743723636,1.2719473810812036,0.9832214795675513,-0.20390628681050812,0,0.0
148,9,Finland,0.32308757483480427,0.3222284493305335,8.28709613920879,7.059247716980376,5.2458156382532195,6.649436133989665,2.636831884852037,2.294171745017076,0.03898682595296294,0,0.0
149,11,Sweden,0.0,0.0,7.569014061492628,6.757016709726816,5.905138904175422,5.058593567725246,5.100555314094225,4.550313234094224,0.0,0,0.0
150,7,United Kingdom,1.3744374739188114,1.369727186655789,4.134014121309392,3.5718773854717845,4.431112997196939,-0.5101729290477948,1.4283165254803485,1.370504672637077,0.33247043517197206,0,0.0
151,1,South Korea,0.0,0.0,1.3971363681260849,1.3971363681260849,,1.3971363681260849,1.990453323173412,1.990453323173412,0.0,0,0.0
152,11,Denmark,0.0,0.0,4.263373515823571,3.6792563121078685,2.9359290544475445,3.215630815565964,1.8147130029676568,1.547648785370252,0.0,0,0.0
