farm_id,year,P11_kWh,P10_kWh,P01_kWh,P00_kWh
139,2018,318582451.979585,318432148.571042,300608205.010920,315793956.142448
81,2018,612609372.163708,610371101.417678,613133184.934118,641313117.326893
131,2018,670973297.495632,668914519.969800,677574918.073408,675576949.566405
97,2018,670631066.816236,672857268.729012,699779665.348559,670445214.894838
14,2018,994800537.324826,992879489.069206,1051977752.048577,1084151416.455241
109,2018,1212598469.597985,1209122996.193187,1088234154.075275,1091667610.294085
63,2018,1095972382.811233,1093405785.797649,1071033519.573106,1032354807.839029
45,2018,2183193998.881391,2180290779.213016,2259872748.347233,2260111887.337778
74,2018,1840581786.332694,1796919584.515376,1794563665.177660,1767456157.260271
89,2018,1721131162.556553,1729232766.841225,1605003103.883850,1592893882.570260
88,2018,1345498353.311656,1323539227.977268,1391895068.690668,1391811883.865050
38,2018,2098469677.515903,2093405068.545930,2005857136.870017,1991308343.612534
57,2018,603588042.208680,614792371.113029,512121521.140405,511181570.881720
50,2018,2664468214.465988,2645699353.168029,2673449829.708376,2680335116.666702
24,2018,3984139398.391552,3963691569.164445,3681924911.392798,3687780068.054245
0,2018,7735885407.364262,7677584447.190409,7136729579.244915,7146170257.749039
1,2018,7583459200.459497,7546416979.877867,6975449776.448373,6990734066.112556
3,2019,60978212.203024,60971774.116434,68438266.408622,70079591.250212
46,2019,114209604.731436,114221125.280268,115262407.663312,111593167.998697
124,2019,95452468.634088,95452102.960428,97876796.095953,98282564.423679
101,2019,149392298.264816,149386271.641267,149632988.160511,150971498.071127
135,2019,64182883.712226,64202001.295863,58371750.161880,55134063.375152
168,2019,57357240.124554,58323652.489776,56625881.179329,56888206.580566
169,2019,68632406.344713,68676338.786223,79310876.499268,79750353.973899
165,2019,79048139.081025,79345817.490595,79720844.589506,79877295.185778
4,2019,185493503.257865,184170884.130555,202484034.389319,192510193.090566
52,2019,306699040.699897,305614454.489200,303223112.871003,302221992.890976
92,2019,176276845.590673,178852412.196517,203166666.144232,208402756.355847
32,2019,185252218.969989,184692018.697948,196752185.429144,193458117.443329
98,2019,130767720.131013,129942768.900970,152401944.747680,148861642.523999
147,2019,286012024.979838,289042983.516049,295080042.887777,297321869.124148
34,2019,1016929338.037710,1017219305.329537,1035493172.882752,1007248445.780436
139,2019,432524849.142803,430364316.079302,440688531.983586,463477244.362455
81,2019,995915340.502539,995304274.351252,996411257.410067,1005104767.426942
71,2019,855580112.189742,852349952.597818,763375481.310076,813519634.926734
131,2019,567862321.315391,569910193.183772,650470882.285180,653963031.317547
97,2019,653822594.870013,652533809.360624,678932166.458296,678527338.371916
72,2019,1078153071.397137,1079893952.530696,1110128918.332680,1128322315.746705
109,2019,933302343.493073,929865867.347860,1063536742.640512,1090022764.762698
45,2019,2857165613.302165,2847950156.226608,2916010441.454296,2826369344.537087
88,2019,1155815173.310648,1138200729.257103,1342597171.033922,1333514157.324795
89,2019,1397990297.624820,1396046222.539743,1598343775.884460,1638081405.255635
74,2019,1869398251.661031,1830652585.022191,2016595375.669755,2027224091.278548
38,2019,1634770458.994826,1620241569.990134,1891440598.097720,1936027142.318046
63,2019,1627568556.380287,1622663158.552018,1673946981.166930,1657517805.055712
14,2019,1732286147.832503,1730674884.430595,1773861279.692800,1805305515.977034
57,2019,739031770.109686,754212345.665397,566868508.155697,598554984.954057
19,2019,2121807531.164114,2091917568.581383,2363942769.307399,2338496450.201809
50,2019,2285698164.163217,2273728463.808555,2604627977.152699,2638224944.867147
24,2019,3076382545.402939,3085282945.563655,3563390070.690519,3660850418.217721
1,2019,8412105963.773713,8372750427.878416,9379286874.881487,9562981041.122465
0,2019,11603517523.227745,11553957521.241413,13256244212.589432,13554393942.888191
46,2020,119874506.553887,119902290.263068,117361049.085040,113236990.546324
112,2020,40214541.413426,40136922.303097,35713139.881417,35745521.828426
130,2020,34480668.867594,34138807.039702,29090456.315258,31281089.386504
39,2020,113442335.501471,113831024.768651,108397915.654804,112830113.774982
66,2020,83013123.687361,84904820.249221,89849927.415789,95816365.895524
111,2020,88038140.188549,87135576.470948,88548130.667257,84904311.194564
115,2020,64848168.256959,64552961.185750,61613907.331914,61862253.870157
135,2020,60702367.331734,60837847.775254,55340631.198868,54310729.619106
168,2020,53460953.927579,53997037.067500,57613808.764994,56192234.056194
169,2020,68136845.364531,67834307.084295,80722041.661548,79823422.951642
165,2020,75427794.413354,76109048.426619,82094635.794470,80445244.078542
107,2020,203417013.671100,201641131.133275,171737817.673472,184670834.174764
147,2020,266263039.868890,267469776.032956,295402215.718137,293229056.614364
52,2020,697370613.143474,696362861.695429,656915373.592319,656301960.231077
101,2020,771059444.990032,768736310.658512,731414989.532128,748476171.150667
124,2020,806794689.819273,805629022.506440,777634928.173189,799969453.419847
139,2020,513757383.737837,512173861.387429,482506706.174647,488428283.473016
71,2020,853384768.285000,849728842.181527,734917016.714625,807608107.671160
78,2020,617446694.837424,618216194.270569,628798873.793907,650903857.231829
131,2020,568432117.462987,567125329.627554,666189221.628662,659093295.613948
98,2020,445317786.959875,445375033.747837,540395526.603908,523256636.028393
97,2020,782785114.832027,782885068.772247,725083549.746876,701218115.483571
91,2020,887638372.140316,856096792.337196,818350327.997790,768962157.696321
72,2020,1268757698.499346,1276364831.807309,1167965076.008186,1146372936.170496
109,2020,1006057205.321956,1002488558.864184,1066445448.382156,1077458089.674417
34,2020,2565877730.272820,2567203860.891922,2522248946.475563,2503412227.877965
4,2020,1655066991.756625,1706532730.851354,1641553653.956198,1496102805.543366
81,2020,2522074707.534705,2526077299.091474,2372810220.482893,2440109402.900310
3,2020,1609311141.770109,1597368113.686131,1706726494.795780,1704705925.941132
92,2020,1657568582.149184,1665795169.721641,1719992311.116469,1772633373.631644
88,2020,1133674378.896893,1124394712.047592,1361457498.313469,1340696721.992004
89,2020,1603835561.280845,1603467714.066424,1638895901.939964,1662425293.101830
74,2020,2234931848.279503,2168332518.850330,2199066790.771498,2142006539.068998
45,2020,3510380209.709584,3502081506.185332,3449468474.201109,3413783696.038949
57,2020,635762071.237454,645805981.212717,520611692.048196,559614718.364269
38,2020,2157376405.403226,2129459944.731863,2214432097.463717,2255769562.612854
14,2020,1878862506.452310,1879439380.078551,1961420183.982115,2020974320.670610
63,2020,1711970477.039062,1706741859.201204,1929713642.160849,1915839350.928549
32,2020,2742935396.186337,2675114010.497142,2580483955.503747,2331995850.856101
50,2020,2276620924.763450,2263639937.648328,2669528181.543133,2662369022.325421
24,2020,3242368338.230185,3232207849.271689,3583764387.387501,3594526853.306684
19,2020,3627509602.310236,3610235778.038334,4079031116.367908,4079993548.577856
1,2020,12000421488.633005,11891971856.800135,13170974332.243822,13120889016.662458
0,2020,17538841844.762356,17446603783.262890,19004434470.151340,18923570181.166275
21,2021,121095541.704555,120639540.856763,137222085.931546,125243124.349284
135,2021,64534259.175483,64189664.315334,56273229.295919,54481832.389915
168,2021,60607297.329537,61579391.463746,56488612.295329,56682151.550885
169,2021,87026422.820051,86838715.622086,79021346.742232,82128012.884589
143,2021,93407703.733801,92564059.651524,89383925.903697,94108039.034287
165,2021,89256022.258523,89100510.970844,82072125.620695,81384238.467634
159,2021,144365848.482091,143162109.975915,130755680.343821,132300435.663978
62,2021,363119792.205713,362625199.236863,341450225.750530,387930987.811069
133,2021,228317082.923421,221565267.651814,213890679.590559,219269968.247360
147,2021,298033140.389567,299810301.290945,292455093.990466,289471656.102250
141,2021,343113984.422052,325363462.046957,328873695.347758,306327717.934561
86,2021,351369841.642939,343120444.690936,331402141.506719,341268783.182801
139,2021,469550694.636516,469994412.529446,441057907.035779,470215827.341753
39,2021,691884534.433347,686281713.917035,660411135.600884,711781577.191019
115,2021,425319661.423644,415029307.998564,436730767.136339,415597502.792192
8,2021,715495924.226803,724124078.881671,769716835.780648,735342977.039544
71,2021,759167331.310813,755349220.006277,674445381.862837,783811593.971079
119,2021,507787877.247490,505813498.655235,569129372.228708,538870586.547566
126,2021,620478378.060953,609685131.555447,586788795.119718,553885429.661270
131,2021,717439588.100612,723356901.186324,646350209.645157,678516113.463859
130,2021,399254105.691253,387839544.017128,367986221.120733,373642910.189828
124,2021,1263358673.722100,1265612311.297835,1251288981.780670,1302182207.151022
118,2021,915065651.456461,910535764.743716,939798133.242771,979127024.756567
120,2021,732991445.721030,743729963.864588,744066355.003405,767643378.426283
41,2021,1156610153.159478,1135002368.515131,1256576262.298831,1219910849.911033
111,2021,859336096.684185,851639618.656207,875916213.560840,869849916.361894
112,2021,694996882.561755,665576813.850648,666833777.493871,631072151.388033
103,2021,1074403400.213174,1073048852.476574,1174516662.212838,1170919125.674212
109,2021,1137155657.635920,1140501049.313885,1033150917.231253,1085367962.721724
107,2021,654243029.726087,643835618.612764,616063417.823167,634595475.880099
47,2021,1193877391.507175,1176772138.646328,1254788449.034600,1209048706.340057
97,2021,1000884707.214352,996835009.244732,1004276414.445030,979969576.189770
101,2021,2232219728.840693,2226444694.137563,2159345832.039469,2246965279.894268
98,2021,1018773854.847415,1021029565.915484,931308858.938010,950906714.858450
64,2021,614041386.140255,590000864.953588,649572160.799169,654329225.183482
12,2021,1648343910.515218,1636319870.860755,1677938208.504725,1647699557.918096
92,2021,1649737488.804260,1624408303.811344,1711904453.199000,1752111249.845207
88,2021,1439171495.514638,1446565515.330500,1318387631.715021,1378292006.997586
89,2021,1610369938.954006,1608559483.507113,1594743131.498806,1649483757.727707
90,2021,1338607455.501917,1333312658.837948,1364868636.964224,1362015927.099155
91,2021,1199234624.392971,1176226105.370512,1219897906.847324,1179688385.398578
46,2021,3189760933.628675,3190644937.185600,3148038026.515285,3115351513.512092
82,2021,1917136790.601263,1923095888.442120,1713123708.483666,1788942282.100377
52,2021,2853294788.235805,2845801802.143712,2739710937.518164,2784565107.675966
78,2021,1485795360.783205,1476745568.672053,1399441008.570513,1493024324.968476
81,2021,2677600252.798090,2681310215.220453,2591236168.758456,2698804179.643868
74,2021,1967590215.792874,1946790591.933062,2069758624.175991,2112385569.090852
72,2021,1959882392.575636,1965535681.994498,2027677117.658014,2051238384.284777
66,2021,1788180027.229152,1796500521.094584,1929469150.202455,2045427622.742352
63,2021,1921349465.636603,1939272621.524830,1849615856.012430,1842563939.466354
57,2021,691569988.475753,703132161.543403,634216543.379367,659829108.178761
35,2021,2712901635.715163,2729623870.949416,2829842261.605239,2873751945.792888
45,2021,4783312705.808659,4771916170.632772,4823826358.012072,4793998164.527339
50,2021,2898218629.647964,2889659810.287740,2593759858.476294,2709813899.411439
34,2021,5603580325.385551,5598381219.653120,5649730129.183228,5654504702.268529
37,2021,2532761297.785968,2534944843.023595,2667281123.869613,2794445579.814377
38,2021,3367916838.487209,3368572351.765729,3421971580.570381,3546259952.772592
6,2021,3003251800.692682,3024225415.360312,2709880081.432945,2887070808.467568
32,2021,3305359410.756965,3211067702.018734,3437588298.970377,3203461608.671407
28,2021,4375467963.776936,4425500737.035444,3988926972.638368,4233008004.676227
14,2021,3889399972.505058,3878905556.567404,3772260912.216054,4051322470.814401
24,2021,3805687364.237753,3815003383.755373,3486336786.457565,3659714110.761452
19,2021,4704949674.376446,4729181443.454927,4142060365.582965,4350255663.205954
4,2021,9624890911.612461,9599701772.609262,10447757909.982731,9846046925.908108
3,2021,13760398592.348003,13778512826.930416,12395090013.902468,12970434234.676771
1,2021,18859564045.888279,18844192879.378338,16768865243.464237,17485926436.107128
0,2021,29473342218.814827,29435540394.550873,26828321667.989132,27692277577.386131
110,2022,62169613.180966,62179099.154116,58608017.821656,56544173.235113
168,2022,57161807.641704,58122386.213225,58711363.982896,56827620.371336
169,2022,74156763.386230,74518743.039804,81195606.183942,79872504.015328
165,2022,81491147.749900,82362489.346070,81520822.118822,79781513.633862
166,2022,116771859.985546,116785951.623308,113659658.468766,110196605.473494
159,2022,134806188.803660,132678686.261841,126036410.744239,128303872.732031
143,2022,177884395.826082,175143118.932343,176202426.123271,184146833.649244
147,2022,280527347.971665,280994811.238770,301275017.560527,295531589.941005
62,2022,634050992.595245,633517023.411033,568142014.051613,593027446.888885
133,2022,293835018.722396,286390848.506800,282094532.836007,291153334.182762
141,2022,316677023.919749,302955700.321547,310228533.770298,297836158.639718
139,2022,519345112.435179,516389261.204946,485721868.392178,493989574.766916
119,2022,651154564.266932,643601769.507375,659702559.656568,554889154.076257
135,2022,397888263.085914,395909651.162694,362806934.070170,349982308.927988
126,2022,560223449.444642,551212493.414379,557314514.645560,540002236.453319
131,2022,624906316.270302,621738058.006813,672843883.394081,650834994.275736
39,2022,1034378025.641700,1028133118.290922,964874062.149320,939070094.882663
130,2022,378197320.100356,369640867.515133,356090544.792081,366348135.714256
124,2022,1358103035.934182,1359024276.496665,1313341104.354577,1339978723.414635
118,2022,968798142.580853,961739089.829381,1003634631.622114,996840908.986543
120,2022,769273703.911636,778567724.208345,762669099.253736,756871921.845455
41,2022,1350436968.140622,1314244477.880018,1366015091.483532,1254176656.152323
115,2022,599213610.103006,589374415.961350,630726319.409632,616301014.362166
111,2022,1037061069.268577,1031627169.428285,963535662.096816,908530012.769603
112,2022,643976646.352136,618537192.335183,630208023.123087,610175949.858016
108,2022,976569267.905389,966314106.409457,1073545361.634032,1048379643.183713
109,2022,1099727146.578165,1085565761.532416,1116971671.757706,1102237510.948014
107,2022,620519034.161951,612540925.793883,597247662.962036,612873228.543732
47,2022,1392994389.122659,1380525010.483902,1321905134.763697,1233015384.331396
103,2022,1429314970.354499,1416207092.992129,1380872182.794331,1265643232.610813
97,2022,1176703666.965228,1170972513.554481,1070763137.504653,1008208977.653036
101,2022,2368202095.178797,2365526225.148890,2227782736.256197,2286146903.398019
98,2022,858137857.617922,856812613.543838,966065639.593590,931315613.735274
44,2022,1385340709.593050,1371509999.878584,1377676096.512090,1369504323.575974
94,2022,1229976097.388822,1224227737.053087,1352319121.097707,1331050321.562590
92,2022,1743323874.537563,1765221102.546098,1780292718.304760,1768536951.410913
88,2022,1257038033.740764,1236270073.228420,1387693782.044143,1341435766.554996
89,2022,1706950467.375655,1708697603.539109,1711904030.891833,1683075645.257023
90,2022,1578360404.155945,1573037218.719065,1462604224.590616,1380165296.496196
91,2022,1430554147.679775,1381290229.284559,1315504045.719344,1195997218.544082
86,2022,937315471.927563,920721298.142089,905308078.139322,930044785.224062
82,2022,1763721787.243473,1740333264.005224,1808506466.878549,1790993342.126804
81,2022,2861031311.698395,2866411305.837367,2669278312.854475,2756200318.512204
78,2022,1513013201.330109,1502189171.625356,1498423848.085977,1525773158.234630
76,2022,1504737006.099720,1491998382.253902,1530252729.149892,1503801722.551442
74,2022,2338102858.411475,2268960105.943365,2197707880.821835,2118805300.895564
71,2022,2719844617.004659,2717098631.356322,2338485023.506326,2524896022.737628
8,2022,2247013657.748819,2219508015.435557,2253782777.465322,2012112009.259794
72,2022,2067294510.138833,2092575062.388556,2035920516.039586,2040974481.006225
70,2022,1564150723.277685,1558890696.045479,1528117025.094859,1538030476.635995
64,2022,848350798.146712,825963623.895612,914223879.264504,950096505.621862
66,2022,1789557405.934308,1891227742.571296,1940748541.475614,2071488954.872742
63,2022,1845919691.489624,1839512134.908516,1941331189.238052,1891649565.345898
52,2022,3871926798.615017,3858181198.668790,3565887030.811425,3615798616.092757
57,2022,664331629.171544,675719552.399130,616020434.860392,634490154.024805
42,2022,4114562185.778101,4111360471.032651,3917661022.871219,3968292167.790597
35,2022,2898207780.045480,2905482307.947715,2865940509.010133,2839000218.964864
46,2022,5631912117.487315,5624137758.520037,5475311033.889109,5329012664.372585
50,2022,2514929659.409096,2481988304.970806,2697482843.257663,2627246347.087093
45,2022,5401049358.479355,5387832546.305735,5288378725.107213,5201417156.446456
37,2022,2606768541.834592,2595207175.526154,2811886424.611913,2828995065.226962
38,2022,3677311744.425354,3626282418.210480,3715144392.943446,3632131790.535018
6,2022,2907681678.636681,2900965266.131886,2878323126.100743,2891888295.043795
34,2022,6666771170.433104,6673182936.495993,6533425744.916876,6479296508.021710
21,2022,5476853052.098877,5362025469.454027,5882649664.316076,4972001942.253955
32,2022,3732566476.176553,3643262511.120212,3627928643.129774,3236569719.328687
28,2022,4395707324.837428,4311061368.820147,4364507697.778472,4264186541.358104
14,2022,3945811076.673752,3916649570.780971,3990413405.115341,4046951206.238656
24,2022,3487950330.465138,3480885685.899515,3624408577.846779,3668618483.717404
19,2022,4191262656.825037,4124330971.982153,4321644129.249236,4227552407.517125
12,2022,8717644268.079163,8670448547.856380,8148927767.133087,7411623435.658716
4,2022,10852608997.516132,10679227489.929470,11042301887.173714,9718284986.403919
3,2022,12993115531.620388,12744862499.218054,13302703596.276098,13232514445.673367
1,2022,17075589079.648085,16855341519.069229,17450858347.415894,17378353489.610424
0,2022,27178061979.953987,26960621448.460106,28267828035.300232,28077478442.053185
168,2023,60691057.014391,61275829.938991,58727736.452218,57550559.106982
169,2023,81735190.327413,81561767.368688,80611566.925038,80770864.813084
165,2023,87788611.977132,87675765.660228,83055544.837650,80387469.522677
166,2023,111028058.084235,111004559.480153,111477380.792180,110590061.961965
159,2023,158258589.720569,160262701.330803,138092819.385746,136286777.480888
56,2023,226970801.382468,228496704.770782,217384036.331975,223994490.561272
147,2023,302135522.241683,299072733.402068,305099220.872171,297329048.903917
143,2023,330710435.537859,327908815.891250,308615538.507290,313364089.635782
145,2023,445800148.369685,448740208.177940,258598513.593368,268949698.746460
141,2023,384126253.560715,362358227.494469,348222436.910346,317232547.906694
133,2023,400523525.192054,392842202.635983,359606650.658189,359723679.671791
139,2023,485810467.389401,484061024.701891,465598845.504780,462604854.336939
119,2023,544105323.514136,539694857.232682,565644560.346675,509000371.027479
125,2023,1050822945.557670,1050054886.219505,1149401715.880610,1058959785.986080
135,2023,384934032.073558,387646861.631195,356625374.044462,357567773.350456
104,2023,728084936.416352,728084416.914052,775557602.212398,775054711.124134
131,2023,669674425.376523,674308753.322651,661085087.124234,666159230.229025
126,2023,712796469.320186,704260583.238100,637983377.447878,588733979.967576
130,2023,442103987.024089,433130520.968571,386502902.795843,390700356.093208
124,2023,1203803265.219554,1203743270.314354,1238324080.381248,1288027975.264998
118,2023,945340258.529236,933943037.687249,982621162.048649,977061268.244453
120,2023,772313096.507077,784969123.791618,742765409.063319,764767877.452217
114,2023,1139667061.715654,1139096998.228979,1130746095.770216,1117514896.068449
62,2023,1155420562.794948,1157252155.729737,1083316843.828809,1198659771.161336
115,2023,714508916.260694,697083589.973753,695796338.914214,659392753.227839
111,2023,867936082.494070,866628716.626686,913472545.639334,884097675.341759
112,2023,765486963.982333,740368281.258170,696581389.147200,655899874.517746
108,2023,1038149495.452969,1027854742.423310,1071479481.088979,1063431122.186694
109,2023,1075415007.078330,1068752665.477465,1079723677.799827,1072547337.797088
110,2023,1008123248.599814,1004051516.580931,1026157424.000638,950204780.953481
107,2023,722150920.827236,719440100.479952,646801348.772583,657885499.285499
105,2023,935886431.988155,930768497.735056,980268586.743888,887022352.063397
79,2023,1152387370.051027,1138784348.372670,1079561076.684180,1066651500.100763
103,2023,1259087210.347857,1244675963.019295,1335122717.377315,1217809371.562597
97,2023,1003373710.699057,999315268.926941,1012122817.456087,1000471810.186977
101,2023,2082060260.197937,2080517195.349989,2114821438.237980,2221892439.914470
98,2023,963693532.219790,965068813.482639,943318538.860389,934138986.263041
94,2023,1306431919.201634,1302808233.951849,1347593269.541046,1340776580.467030
85,2023,1665753299.459975,1657936671.466341,1765245383.975173,1614025899.408138
92,2023,1698815504.804200,1696695627.736571,1791135201.927973,1745731144.046869
88,2023,1387333772.269358,1364568852.898714,1366585528.316379,1351373001.662281
89,2023,1668234625.789708,1676249599.857159,1670821789.185002,1648790039.659834
90,2023,1322629475.888224,1320162756.208849,1390197381.133998,1339187160.664026
91,2023,1176360381.356820,1180112731.959949,1195734667.231428,1185056208.117187
86,2023,1079403680.515179,1083922407.413047,976916657.046167,999388089.344799
82,2023,1792313111.102924,1777876503.173400,1760424933.819532,1763883518.157066
81,2023,2507040396.047217,2508441998.442328,2542649711.516698,2661901404.870844
78,2023,1553570408.091856,1536190548.167768,1512319223.455276,1518973140.701827
76,2023,1593383953.235472,1573199160.439680,1546099758.020931,1492805356.808583
74,2023,2138686307.706834,2076145950.674884,2215928033.994495,2047777263.486769
72,2023,2041848799.601054,2051341376.592091,1999729699.183920,2033798372.615302
71,2023,2461800447.266106,2456751362.549024,2215408177.420209,2434146195.659540
70,2023,1688010635.410014,1682809929.424037,1523395829.478827,1523595941.652327
39,2023,2445090243.261455,2433008333.743660,2435736308.758572,2488810189.677148
66,2023,1753182822.712735,1804031879.871572,1959333979.602302,2039196318.779529
63,2023,1928313106.960029,1919027407.947713,1937180181.752939,1872303532.534145
64,2023,976186276.230133,946023745.444757,984467884.226651,1012870139.558704
57,2023,818734948.871707,842878621.817935,710688050.775929,726237394.484421
52,2023,3522306255.124411,3509873189.661532,3594350524.427585,3711024215.464789
41,2023,2937536508.227604,2885590300.165287,3244458616.416080,3047363720.441629
35,2023,2906928522.956235,2911522184.291302,2860244416.904354,2881606299.938787
50,2023,2717666969.891796,2692100704.793658,2683487128.014933,2681111174.421946
47,2023,3072975266.032423,3048480811.260273,3237203918.402592,3090541004.647901
45,2023,4935074393.714637,4924172588.150335,5144389768.136131,5137604816.294985
46,2023,5344437198.088957,5344257197.261282,5563784078.095918,5545734814.993908
42,2023,4962935691.135066,4959592225.672283,4909252783.056967,5044688768.188699
44,2023,3117575238.060308,3063506014.087763,2979659944.308422,2926355657.856480
