farm_id,year,country,P00_kWh,P10_kWh,P01_kWh,P11_kWh,AEP_kWh,AEP_noWake_kWh,CF,WakeLoss,P11_err_pct
99,2022,Sweden,921258750.895535,920392772.690064,926246541.066687,920052387.675429,920052387.6754284,1775721848.376238,0.2418339399012292,0.4818713367092114,6.478396836291638e-14
100,2022,Netherlands,1478819727.118295,1443658873.964017,1437793707.537715,1438810851.106595,1438810851.1065946,1759770284.077432,0.373709338794673,0.1823871194296827,3.314105935720375e-14
96,2022,United Kingdom,1540092036.061769,1555724930.068219,1523507347.139596,1543049893.889894,1543049893.8898938,2006574327.249996,0.3786625506478266,0.2310028724404946,1.5451125724815683e-14
87,2022,United Kingdom,2213630750.595262,2273269016.148187,2187797797.569542,2276782288.810594,2276782288.810594,2556319051.758024,0.4972095705748253,0.1093512809972556,0.0
84,2022,United Kingdom,1921195022.668175,1902394468.983743,1923436078.987196,1906876144.545469,1906876144.5454693,2250037823.064949,0.4228791233493379,0.1525137377699867,1.2503097266361415e-14
83,2022,United Kingdom,1518341597.629723,1526552191.823145,1498612751.544604,1524435866.93152,1524435866.9315205,2279579232.8547616,0.3329116784808195,0.3312643645106208,3.1279581420695154e-14
31,2022,Netherlands,1974818960.669751,2005683806.693089,1978665391.74152,2004894307.048461,2004894307.0484607,2711510623.8741574,0.4107548262750381,0.2605987638787472,1.189182782670247e-14
80,2022,United Kingdom,2530959806.94933,2621660226.816011,2514744062.980434,2622717572.925851,2622717572.925851,2848281158.28929,0.5435458784974407,0.0791928790832275,0.0
73,2022,United Kingdom,2721800316.891311,2860584301.58719,2752185483.111928,2863490622.398721,2863490622.3987207,3199558787.8375754,0.5218396337722961,0.1050357839075639,1.665230381665028e-14
68,2022,Denmark,3362158115.252093,3496686097.429153,3401325453.190696,3507387969.357886,3507387969.357886,3797544197.420484,0.5841674277088057,0.0764062807378751,0.0
40,2022,United Kingdom,3425370022.354919,3799076533.110044,3457711603.063113,3801666276.316767,3801666276.316767,3935683314.723321,0.634319369348567,0.0340517840714467,0.0
67,2022,United Kingdom,2326364610.975462,2426649949.089708,2380900319.172557,2434525229.78451,2434525229.78451,3357387821.755052,0.4089474025993818,0.2748751830189583,0.0
23,2022,Netherlands,3131455660.208053,3150884294.103928,3146850380.880498,3156143149.191817,3156143149.1918173,3715039971.7883153,0.5069498693638224,0.1504416713792344,1.5108223412655635e-14
65,2022,Netherlands,3091403916.654035,3115524953.628791,3093381475.258518,3104085237.959176,3104085237.959176,3715039971.7883153,0.498588160134791,0.1644544173060521,0.0
