farm_id,R1_f,R2_f,R1_e,R2_e,ws_mean,disp_f,n_turb,cent_lon,cent_lat,pc1_angle,axis_bearing,pc1_share,aspect_ratio,nn_mean_m,nn_med_m,spacing_D_mean,spacing_D_med,ce_r,n_comp,layout_type,last_year,country,region,A_para,A_real,corr,is_corr
92,0.2690193075281161,0.21838336050959956,0.1835969870125721,0.4278060054556901,8.010141002698868,0.7309806924718839,54,121.9077835,30.448442,175.55,94.45,0.8114,2.074,467.1,422.8,2.359,2.135,0.888,2,multi_cluster,2024,China,east_asia,0.58610934,4.3570000345263615,China strait,True
93,0.3427651474508887,0.21021569667486342,0.5178371251004925,0.3376551147691989,9.582504406815595,0.6572348525491113,39,-2.260965,56.266247,119.04,150.96,0.6426,1.341,1136.0,1018.1,5.737,5.142,1.508,1,cluster,2024,United Kingdom,europe,0.61198,0.27913881540263835,other,False
94,0.10653037229139968,0.31039043434297164,0.0723071000344221,0.43490122038191115,7.092237452823107,0.8934696277086003,50,119.453169,37.263684,118.65,151.35,0.6326,1.312,620.1,582.7,3.132,2.943,1.355,1,cluster,2024,China,east_asia,0.8513469,3.32201450761689,other,False
95,0.27215449957588184,0.27117230913653084,0.43802407896229695,0.42876311313637966,9.755017860751394,0.7278455004241182,50,13.860567,54.8303605,149.04,120.96,0.6057,1.239,829.0,813.7,4.187,4.109,1.787,1,cluster,2024,Sweden,europe,0.30236354,0.5254978826647686,other,False
96,0.27605180429033155,0.21727830529277595,0.4999441027438076,0.3818323410257799,8.792605923249281,0.7239481957096685,50,1.2273655,51.730347,27.6,62.4,0.8433,2.32,433.7,433.5,2.19,2.189,1.484,1,cluster,2024,United Kingdom,europe,0.49918422,1.360732279697625,other,False
97,0.41771145605191234,0.2611971782560709,0.5085841241849973,0.28954393955658025,7.137850615476034,0.5822885439480876,49,113.734619,22.118271,102.96,167.04,0.7313,1.65,693.5,741.1,3.502,3.743,1.839,1,rule_grid,2024,China,east_asia,2.0312195,3.3176854609726183,China strait,True
98,0.20222241865081614,0.09629888530925436,0.24074841217823895,0.2346909455985067,6.402388327839099,0.7977775813491839,48,119.7899665,34.604209999999995,175.94,94.06,0.6306,1.307,1006.8,1150.2,5.085,5.809,2.043,1,rule_grid,2024,China,east_asia,0.61494875,0.35708661607446474,other,False
99,0.2751093638679994,0.21671782665195324,0.414897067638404,0.3416915375562977,8.29397831735195,0.7248906361320007,48,12.780673,55.513857,48.11,41.89,0.6282,1.3,307.0,307.1,1.551,1.551,1.965,1,rule_grid,2024,Sweden,europe,0.2234947,1.259262114813618,other,False
100,0.2475174751077439,0.16031350868082392,0.5195035415924582,0.3030722234828693,8.404400014739062,0.7524825248922561,48,5.5863125,52.7398745,76.53,13.47,0.9806,7.109,441.8,414.5,2.232,2.094,1.398,2,multi_cluster,2024,Netherlands,europe,0.36644757,3.0422890762086765,other,False
101,0.4443715845679888,0.8439050926599845,0.6583119435130205,0.9228605767092392,9.676321859854072,0.5556284154320112,47,119.612339,25.596269,113.48,156.52,0.8905,2.852,482.3,483.7,2.436,2.443,1.105,2,multi_cluster,2024,China,east_asia,2.4794433,6.600155872609006,other,False
102,0.27563818791758665,0.2401888297680526,0.4996735610041357,0.40309665845206344,8.344256046650148,0.7243618120824133,45,1.088142,51.457764,171.34,98.66,0.7923,1.953,652.8,660.9,3.297,3.338,2.265,1,rule_grid,2024,United Kingdom,europe,0.5708875,1.67770493968518,other,False
103,0.26348210963394486,0.4963708505503933,0.2891237493585655,0.6747980725313741,7.845130527458811,0.7365178903660552,41,122.028343,29.068049,63.67,26.33,0.8444,2.33,523.0,521.3,2.641,2.633,1.268,4,multi_cluster,2024,China,east_asia,2.1664279,5.697031434604376,China strait,True
104,0.28404264034646887,0.1924971949122934,0.2304863344194857,0.3799210195905918,7.792754178018692,0.7159573596535311,39,121.680122,30.385234,128.69,141.31,0.8163,2.108,872.9,941.5,4.409,4.755,1.654,1,cluster,2024,China,east_asia,0.48959336,0.859981980469422,other,False
105,0.2816545879955975,0.539352016400345,0.3317686172775147,0.6907963060869694,7.101931748566375,0.7183454120044025,40,121.8605425,28.833842,5.75,84.25,0.8032,2.02,638.2,652.0,3.223,3.293,1.79,1,cluster,2024,China,east_asia,2.7752244,4.578138068961736,China strait,True
106,0.12748438713047783,0.15480923806295663,0.07081960953423828,0.3006958720896578,7.562523700253036,0.8725156128695222,37,119.263103,38.020985,172.77,97.23,0.8509,2.389,645.1,609.1,3.258,3.076,1.212,3,multi_cluster,2024,China,east_asia,0.5439895,2.473372647444689,other,False
107,0.18797329555720307,0.6077882159770294,0.3865080373146316,0.8074488561074628,6.223765773955138,0.8120267044427969,39,105.581059,9.080946,31.57,58.43,0.934,3.763,327.4,341.7,1.654,1.726,0.683,4,multi_cluster,2024,Vietnam,east_asia,3.5618804,18.89450737232436,Vietnam,True
108,0.10653037229139968,0.31039043434297164,0.0723071000344221,0.43490122038191115,7.092237452823107,0.8934696277086003,38,119.6226405,37.2422925,176.99,93.01,0.8354,2.252,785.1,710.8,3.965,3.59,1.578,1,cluster,2024,China,east_asia,0.8513469,2.79166624201138,other,False
109,0.26100702783833746,0.15255168945176928,0.23076815254798944,0.3036972093709513,7.517410545798409,0.7389929721616626,38,121.6859225,32.369460000000004,170.37,99.63,0.9523,4.467,823.2,836.3,4.157,4.224,2.056,1,belt,2024,China,east_asia,0.47930315,1.4477177687013836,other,False
110,0.20502407982758084,0.44880743456695343,0.19967874114454756,0.6179088401021083,7.120858691004918,0.7949759201724191,38,122.0567915,29.5297125,98.14,171.86,0.894,2.904,732.4,677.8,3.699,3.423,1.349,2,multi_cluster,2024,China,east_asia,2.1892712,2.9511414264995173,other,False
111,0.4419532080680946,0.564634585408219,0.662004886266248,0.6920339417507514,7.134272205672283,0.5580467919319054,36,115.9366645,22.67752,14.72,75.28,0.8782,2.685,491.8,487.1,2.484,2.46,1.104,4,multi_cluster,2024,China,east_asia,2.9481227,8.273634168280706,other,False
112,0.21129846546687392,0.6214996479321004,0.41563600727055106,0.8311249408062399,6.325902882001646,0.7887015345331261,36,106.581537,9.6247615,69.1,20.9,0.9552,4.618,301.2,300.5,1.521,1.518,0.789,3,multi_cluster,2024,Vietnam,east_asia,4.137875,25.018136975517024,Vietnam,True
113,0.24324451377008688,0.1730614081787073,0.535391977209298,0.3381955495901497,9.111456696761627,0.7567554862299131,36,4.4215915,52.607425,134.94,135.06,0.7507,1.735,646.8,641.4,3.267,3.239,1.821,1,rule_grid,2024,Netherlands,europe,0.3443989,0.9717582838815785,other,False
114,0.15410585152010314,0.23834879949147317,0.2284736121232409,0.37714163571474607,7.9727402925374244,0.8458941484798969,34,121.8820765,37.9134255,104.26,165.74,0.77,1.829,1008.8,983.3,5.095,4.966,1.939,1,rule_grid,2024,China,east_asia,0.80090237,0.7499463713942269,other,False
115,0.22767360735373932,0.5999844835985008,0.4274171237145883,0.8172361039493177,6.4897406131071405,0.7723263926462607,35,106.698833,9.918907,122.9,147.1,0.7813,1.89,336.5,322.7,1.699,1.63,0.709,8,multi_cluster,2024,Vietnam,east_asia,3.7857761,12.870433818399645,Vietnam,True
116,0.2936786736331,0.1488406044396782,0.46847005556954735,0.2429293463804904,9.302085667026436,0.7063213263668999,35,0.151244,53.805363,38.24,51.76,0.5243,1.05,951.2,940.9,4.804,4.752,1.967,1,rule_grid,2024,United Kingdom,europe,0.27952263,0.3991951153648193,other,False
117,0.251888271565866,0.15649748166398922,0.3043292858961435,0.16642659841058083,9.705318928827282,0.748111728434134,32,-70.4393295,41.05439,99.34,170.66,0.7487,1.726,1903.6,1845.8,9.614,9.322,1.993,1,rule_grid,2024,United States of America,europe,0.3841866,0.12563538879316613,other,False
118,0.27801843837711093,0.19118634306589663,0.24223796714348408,0.3765526372983385,7.501679424438308,0.7219815616228891,32,121.7990515,30.745478,13.43,76.57,0.5651,1.14,712.4,659.2,3.598,3.329,1.297,4,multi_cluster,2024,China,east_asia,0.5282209,1.7918674367448544,other,False
119,0.3199943287893935,0.6071457364371338,0.39225053142502936,0.7442082475900749,7.212925605492003,0.6800056712106065,32,121.498434,28.18214,88.74,1.26,0.791,1.945,617.1,575.8,3.116,2.908,1.64,1,cluster,2024,China,east_asia,2.3582065,3.4509934597761736,other,False
120,0.5690615408838261,0.12642901095703657,0.6113879891499983,0.14892647546381313,7.03567725211775,0.4309384591161739,32,110.558836,20.717193,119.75,150.25,0.7609,1.784,581.8,581.6,2.938,2.938,1.189,4,multi_cluster,2024,China,east_asia,1.4612345,3.2361358747402758,other,False
121,0.24464664630966523,0.13182402296033618,0.46480986793611145,0.2589128566830763,9.87935732194207,0.7553533536903347,30,6.475562,53.692796,13.39,76.61,0.9131,3.241,551.8,551.4,2.787,2.785,2.462,1,belt,2024,Germany,europe,0.22512801,1.2624681100290538,other,False
122,0.2772676184952488,0.14877873446342188,0.4519769162069101,0.23550981318545838,9.12801664410961,0.7227323815047513,30,1.7865615,52.646276,81.25,8.75,0.8607,2.485,375.8,375.3,1.898,1.895,2.052,1,belt,2024,United Kingdom,europe,0.19847248,2.350620819212386,other,False
123,0.2660967027214462,0.1574259047769,0.5199323749824972,0.24437568142746188,9.239200022044445,0.7339032972785537,30,-3.297094,53.993015,138.3,131.7,0.607,1.243,491.1,491.4,2.48,2.482,1.932,1,rule_grid,2024,United Kingdom,europe,0.27299735,1.2251293014332219,other,False
124,0.43614367962844514,0.8240784998632319,0.7022856985385936,0.9219602189580061,9.436048245147171,0.5638563203715549,29,119.372505,25.296141,140.26,129.74,0.754,1.751,449.7,395.6,2.271,1.998,1.573,1,cluster,2024,China,east_asia,2.5032127,6.660916582481052,other,False
125,0.3939229380093671,0.7911314493876248,0.7622983414567062,0.9242696448570609,9.9387308188703,0.6060770619906328,28,118.215332,23.921969,27.23,62.77,0.6398,1.333,708.3,665.9,3.578,3.363,1.576,1,cluster,2024,China,east_asia,1.8445067,2.1282003045215165,other,False
126,0.18472898355548134,0.6600924674979951,0.39553160230796836,0.8662060114675673,7.045055768232764,0.8152710164445187,27,106.453918,9.522959,18.17,71.83,0.9427,4.056,295.1,289.8,1.49,1.464,0.756,4,multi_cluster,2024,Vietnam,east_asia,4.0276327,18.06154667161167,Vietnam,True
127,0.27215449957588184,0.27117230913653084,0.43802407896229695,0.42876311313637966,9.755017860751394,0.7278455004241182,27,13.658768,54.817829,147.81,122.19,0.9352,3.799,938.6,946.6,4.741,4.781,1.946,1,belt,2024,Sweden,europe,0.30236354,0.8324814826304535,other,False
128,0.3374564949857575,0.1380211249512123,0.4695466532436339,0.20171925450240497,8.859273072078686,0.6625435050142425,27,-1.0946,54.645571,152.64,117.36,0.8227,2.154,337.4,337.0,1.704,1.702,1.98,1,rule_grid,2024,United Kingdom,europe,0.27048135,2.86800570205481,other,False
129,0.28859242799812007,0.08028046882576755,0.4576178584972968,0.16347391448048335,10.319156531913398,0.71140757200188,22,1.747461,54.7308425,154.35,115.65,0.9313,3.683,1920.5,1434.5,9.699,7.245,1.46,2,multi_cluster,2024,United Kingdom,europe,0.2139289,0.04135062721106496,other,False
130,0.19627801993278512,0.5990274497692126,0.340218548321117,0.794017397902032,6.038367852894496,0.8037219800672148,26,105.7125645,9.1405785,24.89,65.11,0.7207,1.606,296.6,296.8,1.498,1.499,0.837,2,multi_cluster,2024,Vietnam,east_asia,3.6643736,21.3525819659288,Vietnam,True
131,0.18757443954701286,0.1313739573797591,0.19548808968720852,0.2503359225616791,7.204156052608606,0.8124255604529871,25,120.196163,34.403385,145.16,124.84,0.8128,2.084,694.9,699.7,3.51,3.534,1.745,1,cluster,2024,China,east_asia,0.64799887,1.0340139786260192,other,False
132,0.19875255149789467,0.06452662238105517,0.03537678376205268,0.10048122657376145,7.1524736839934535,0.8012474485021053,24,118.040697,38.6674225,170.99,99.01,0.9178,3.342,684.8,663.8,3.459,3.353,2.024,1,belt,2024,China,east_asia,0.6860598,1.0654169458020701,other,False
133,0.17223175599364549,0.6177909235240895,0.3619240762662437,0.8219551279010948,6.309822893451026,0.8277682440063545,24,105.153759,8.6708005,56.55,33.45,0.777,1.867,376.1,376.3,1.9,1.9,1.055,3,multi_cluster,2024,Vietnam,east_asia,3.702672,15.650070109105114,Vietnam,True
134,0.26182406000793174,0.18128788412807148,0.5250076988932114,0.33053711462316665,7.716448305603515,0.7381759399920682,24,5.5727745,52.605609,22.57,67.43,0.9464,4.203,688.3,694.5,3.476,3.507,2.066,1,belt,2024,Netherlands,europe,0.38103905,2.0608565803689567,other,False
135,0.2726379630044305,0.18015780261194692,0.510249431482039,0.3449501807253765,6.49982192889228,0.7273620369955696,23,139.9785,40.200743,78.95,11.05,0.895,2.92,435.8,407.7,2.201,2.059,1.509,1,belt,2024,Japan,east_asia,1.1444219,3.5064964417254996,other,False
136,0.24849484236327649,0.1877535447353698,0.4135704141047142,0.20332761149588177,10.16581331559341,0.7515051576367235,21,8.025753,56.593204,90.43,179.57,1.0,2315.856,706.4,706.9,3.568,3.57,25.225,1,belt,2024,Denmark,europe,0.45880902,2.077836505716014,other,False
137,0.28688782156848175,0.26150558620705594,0.48727284278961386,0.435836622270162,8.655424963469423,0.7131121784315182,21,12.642478,54.61125,49.41,40.59,0.9111,3.201,608.0,597.0,3.071,3.015,2.202,1,belt,2024,Germany,europe,0.4791046,2.6501102633679867,other,False
138,0.2611246424423644,0.16808904065928051,0.3151292788390969,0.18432108083528306,9.512110647610186,0.7388753575576357,10,-71.02661499999999,41.136463,158.46,111.54,0.8935,2.897,2082.9,1856.7,10.52,9.377,1.431,3,multi_cluster,2024,United States of America,europe,0.41318098,0.13473313248199462,other,False
139,0.25474917252214363,0.3093562084971971,0.2896402642023743,0.5064957555158726,7.246563425707977,0.7452508274778564,20,126.3176345,35.481781999999995,29.03,60.97,0.6639,1.406,794.0,794.0,4.01,4.01,2.592,1,rule_grid,2024,South Korea,east_asia,0.9952321,1.8845873037009588,other,False
140,0.25003611465602543,0.15540027076211096,0.41837391289145026,0.16878850775629559,10.071804722434232,0.7499638853439745,20,7.953638,56.079059,90.12,179.88,1.0,1922.483,679.8,679.9,3.433,3.434,23.054,1,belt,2024,Denmark,europe,0.4584997,1.890899271008891,other,False
141,0.21129846546687392,0.6214996479321004,0.41563600727055106,0.8311249408062399,6.325902882001646,0.7887015345331261,18,106.59461,9.746617,151.85,118.15,0.9549,4.604,350.9,348.3,1.772,1.759,1.256,2,multi_cluster,2024,Vietnam,east_asia,4.137875,19.82937026187862,Vietnam,True
142,0.24393327876279144,0.1176187679345618,0.47702085803694166,0.2575074769308772,8.81640918037193,0.7560667212372085,18,8.1672975,53.835742,116.79,153.21,0.6645,1.407,473.7,474.1,2.392,2.394,2.208,1,rule_grid,2024,Germany,europe,0.3197645,1.099259617042738,other,False
143,0.17322974607278907,0.5956407848449576,0.3308687984939844,0.8126979153081328,6.695262267377365,0.8267702539272109,16,104.930775,8.549771,90.02,179.98,1.0,894.582,385.4,384.9,1.946,1.944,17.706,1,belt,2024,Vietnam,east_asia,3.4112175,16.567040996062474,Vietnam,True
144,0.26641285406073273,0.1689683132345099,0.3452299303150545,0.23645001194804802,9.08507501400951,0.7335871459392673,16,17.013167,56.9842805,120.13,149.87,0.9621,5.037,367.4,358.7,1.856,1.812,1.689,1,belt,2024,Sweden,europe,0.29533973,3.7554644767697587,other,False
145,0.33815097940296834,0.506639519329087,0.489347056901978,0.7087837960843921,8.438471867472472,0.6618490205970317,14,141.2565495,43.2115285,45.41,44.59,0.6233,1.286,475.2,472.4,2.4,2.386,1.719,1,cluster,2024,Japan,east_asia,1.1723546,4.8312857306029695,other,False
146,0.26477547990878914,0.1712238689108578,0.3153787813746588,0.19739331464935947,9.47972759916481,0.7352245200912109,12,-71.146299,41.092738,171.92,98.08,0.7738,1.85,1807.4,1815.5,9.128,9.169,2.484,1,rule_grid,2024,United States of America,europe,0.4463562,0.16951512187238904,other,False
147,0.2008199598017601,0.0563498833931975,0.03700133753260777,0.078764776087973,6.842580280091067,0.7991800401982398,12,117.6400645,38.6650735,174.77,95.23,0.9958,15.359,669.4,678.1,3.381,3.425,3.014,1,belt,2024,China,east_asia,0.8029087,1.3778440125102704,other,False
148,0.18582917058083087,0.11423637920661979,0.3446386907280817,0.17820306293116409,8.313593751774992,0.8141708294191692,11,21.352709,61.624704,113.7,156.3,0.7482,1.724,627.8,623.5,3.171,3.149,2.157,1,rule_grid,2024,Finland,europe,0.5310778,0.5785912972791593,other,False
149,0.2657500833312123,0.20365063698279218,0.3951567109229324,0.3299666249422499,7.657044071140504,0.7342499166687877,11,12.670154,55.69585,90.48,179.52,0.9972,19.031,237.9,168.7,1.201,0.852,2.829,4,multi_cluster,2024,Sweden,europe,0.36302778,9.047336759429617,other,False
150,0.32354619478965335,0.18404902414553634,0.4005765553440708,0.30295582733121446,8.734742009410086,0.6764538052103466,11,-1.998768,57.224085,56.93,33.07,0.8318,2.224,885.6,823.0,4.473,4.156,2.847,1,rule_grid,2024,United Kingdom,europe,0.4319582,0.9150573559833123,other,False
151,0.2318572790437462,0.3163700603155257,0.272495460677605,0.5013957708941256,7.689446023019624,0.7681427209562538,10,125.9485855,34.979393,28.13,61.87,0.6912,1.496,943.7,943.6,4.766,4.766,1.978,1,rule_grid,2024,South Korea,east_asia,0.7495003,1.5021505090136187,other,False
152,0.2510362214718877,0.22262148543900528,0.4255666119429947,0.25925883726774346,9.25316358967765,0.7489637785281122,10,8.2247185,56.6655215,44.7,45.3,0.798,1.988,545.7,289.9,2.756,1.464,1.975,5,multi_cluster,2024,Denmark,europe,0.48637387,3.105137765942021,other,False
153,0.30133246658097024,0.21416996566394864,0.4271743898358332,0.2903961324449464,8.374301450906293,0.6986675334190298,10,10.355277,55.969254500000005,100.61,169.39,0.6742,1.439,180.5,180.6,0.912,0.912,2.057,1,rule_grid,2024,Denmark,europe,0.44075146,6.388566900920512,other,False
154,0.3014621179691776,0.2136037995519866,0.4416600586659976,0.30181112831803175,9.267243297287052,0.6985378820308223,10,10.583343,55.7217575,90.05,179.95,1.0,882.267,295.3,294.8,1.492,1.489,25.979,1,belt,2024,Denmark,europe,0.3256422,6.769668686087433,other,False
155,0.1976398472847325,0.5439378641035079,0.14256087842107526,0.6799716615626565,6.3910287084610555,0.8023601527152675,9,17.140531,40.491207,62.06,27.94,0.9483,4.282,475.8,598.4,2.403,3.022,2.632,1,sparse,2024,Italy,europe,1.8788108,7.879812512561495,Italy,True
156,0.27394169692389647,0.16768791327561314,0.32017494215742814,0.22829977415665073,9.048827453720687,0.7260583030761035,6,-71.16107550000001,41.193036,55.75,34.25,0.9495,4.335,1854.0,1855.4,9.363,9.371,2.447,1,sparse,2024,United States of America,europe,0.538351,0.19463832651840443,other,False
157,0.3009550827830667,0.20010079637271355,0.44018976475209887,0.28142132814802046,8.719100507735519,0.6990449172169333,7,10.960365,55.344036,12.52,77.48,1.0,385.976,449.9,449.5,2.272,2.27,23.278,1,sparse,2024,Denmark,europe,0.41185272,4.2672947819853375,Denmark,True
158,0.33699469519611125,0.23392324118667973,0.5353310303303773,0.35115202798954914,8.819652241859698,0.6630053048038888,7,-5.946678,52.791477,80.74,9.26,0.999,31.687,625.1,622.2,3.157,3.142,6.962,1,sparse,2024,Ireland,europe,0.5487992,2.000825267057411,other,False
159,0.1849083825062884,0.6336922679924376,0.3569718254744126,0.8380320036592243,6.556903691853684,0.8150916174937116,7,106.124901,9.296226,71.29,18.71,0.9352,3.798,385.8,385.6,1.948,1.947,2.515,1,sparse,2024,Vietnam,east_asia,3.9504383,15.975271516023874,Vietnam,True
160,0.2677074247393106,0.1698517851980022,0.3191923615148003,0.20646384686516728,9.416101810782617,0.7322925752606895,5,-71.521061,41.114956,40.52,49.48,0.9954,14.744,838.4,836.5,4.234,4.225,5.974,1,sparse,2024,United States of America,europe,0.4734528,1.2448326063540707,other,False
161,0.32471165511632905,0.18805509300111867,0.45724861930033817,0.30408257945717304,9.827315313754703,0.675288344883671,5,-1.866422,57.005665,65.31,24.69,0.8072,2.046,994.9,1000.2,5.025,5.052,2.522,1,sparse,2024,United Kingdom,europe,0.35926494,0.5724728185493025,other,False
162,0.33395492687799067,0.12663282118818614,0.4702331428571602,0.1984583461376949,8.529573596781733,0.6660450731220093,5,-1.400552,55.131786,108.09,161.91,0.9969,17.859,1006.6,1005.4,5.084,5.078,6.497,1,sparse,2024,United Kingdom,europe,0.59807956,0.8585876519540118,other,False
163,0.26684868563964426,0.16703472901448807,0.4310081622532425,0.264250835609178,8.936455656036758,0.7331513143603557,5,18.143836,57.037056,168.11,101.89,0.5693,1.15,360.6,371.4,1.821,1.876,3.264,1,sparse,2024,Sweden,europe,0.45480916,0.5721290384092308,other,False
164,0.2937739724149465,0.1523645571159634,0.38828431940552666,0.22382115495423016,10.291799641493919,0.7062260275850535,5,-1.352494,57.485243,148.26,121.74,0.7346,1.664,1386.5,1386.4,7.003,7.002,3.912,1,sparse,2024,United Kingdom,europe,0.237356,0.15563732329007152,other,False
165,0.13345468529489296,0.09278875103979202,0.058650644953048,0.17318436803984483,6.546874024193439,0.866545314705107,4,118.442007,38.0456895,76.85,13.15,0.8674,2.558,617.0,603.2,3.116,3.047,4.163,1,sparse,2024,China,east_asia,0.68781906,1.3542832443356785,other,False
166,0.2176700823556645,0.3179892727893577,0.44568295881859066,0.4711931910120073,7.511318232592832,0.7823299176443355,4,140.0042075,39.774293,140.65,129.35,0.9555,4.632,1395.7,931.1,7.049,4.703,4.229,2,sparse,2024,Japan,east_asia,1.5067688,0.8964091151037609,other,False
167,0.2793680610972984,0.4506523655755624,0.49506370235508984,0.6603387987636608,9.066607987849967,0.7206319389027016,3,4.794118,43.190374,55.81,34.19,1.0,314.397,914.1,903.1,4.616,4.561,46.391,1,sparse,2024,France,europe,1.1170268,1.6231649555296752,other,False
168,0.18418250749153703,0.12096638573673653,0.02246211307211899,0.18683716197852088,6.307396091303576,0.8158174925084629,3,117.580662,38.620361,21.11,68.89,0.9827,7.535,669.6,625.3,3.382,3.158,7.166,1,sparse,2024,China,east_asia,1.2355863,1.9444200595571064,other,False
169,0.20015808306447327,0.10642419568027034,0.2310119967346368,0.2305255982734864,6.973754820521519,0.7998419169355268,3,119.887104,34.459923,136.38,133.62,0.6479,1.356,844.1,799.2,4.263,4.036,4.891,1,sparse,2024,China,east_asia,0.57394457,0.3464173969809843,other,False
170,0.253299768408097,0.44325842646144176,0.2032397955740093,0.5550095751802472,8.18804223087311,0.746700231591903,3,-9.05731,41.686756,0.2,89.8,1.0,148.427,597.4,595.1,3.017,3.006,32.008,1,sparse,2024,Portugal,europe,1.7228737,2.9445235152312104,other,False
