farm_id,year,P11_kWh,P10_kWh,P01_kWh,P00_kWh,total_pct,S_pct,D_pct,I_pct,S_shapley,D_shapley,country,gain_pct
123,2016,962864983.453902,959974898.477716,993253255.783188,1014854787.92653,-5.399490620806968,-5.69964537000337,-2.2434642981672215,2.5436190473636233,-4.427835846321558,-0.9716547744854098,United Kingdom,1.2222916743050094
116,2016,1401154959.080813,1401628267.801306,1419585459.019258,1413725045.665369,-0.8971232270271051,-0.8633433287063955,0.4182559049524075,-0.4520358032731171,-1.089361230342954,0.19223800331584895,United Kingdom,0.4383348527287633
113,2016,1241337806.180254,1243607445.037708,1260466531.17078,1280780562.576822,-3.1774393883916394,-2.994601256325235,-1.6364627988372336,1.4536246667708292,-2.2677889229398205,-0.9096504654518189,Netherlands,-0.2132229779538312
87,2016,1575802120.047388,1572212948.197069,1498128016.734949,1505790379.108033,4.442927195531995,4.215159266763679,-0.48625155884759214,0.7140194876159087,4.572169010571633,-0.12924181503963778,United Kingdom,0.028172800138192
15,2016,1553873061.279024,1544976754.092678,1538969339.999701,1554983752.285862,-0.07147887652572156,-0.6440035832107764,-1.0306126468901626,1.6031373535752174,0.15756509357683224,-0.22904397010255395,Netherlands,0.2974749409834037
102,2016,1288122196.007427,1282290877.650526,1306643140.156058,1302993119.19834,-1.154465254694456,-1.6071644143685362,0.28335983721354097,0.16933932246053918,-1.5224947531382667,0.36802949844381055,United Kingdom,1.644207789770045
99,2016,887064287.75295,891589896.800528,938405935.901646,955525525.739746,-7.717731277427175,-7.207553028786137,-1.929915348239993,1.4197370995989547,-6.49768447898666,-1.2200467984405154,Sweden,1.4174664450589152
100,2016,1396883669.440635,1389821226.462516,1464603702.042147,1483682404.773568,-6.2137411462251855,-6.719326767463565,-1.365804694320811,1.8713903155591909,-5.78363160968397,-0.43010953654121564,Netherlands,0.9582148294836298
96,2016,1566782407.134572,1568691127.311725,1533986637.06051,1544680175.8226,1.4106765056415242,1.5325007084447495,-0.6825158818094574,0.5606916790062322,1.8128465479478657,-0.40217004230634135,United Kingdom,0.5269107504350399
84,2016,1822991455.738184,1821614449.170997,1940259373.799134,1952405415.192881,-7.0989888102516385,-7.1745243572149935,-0.6662697927362909,0.7418053396996459,-6.803621687365171,-0.295367122886468,United Kingdom,1.814489796457224
