farm_id,year,n_turb,capacity_kW,n_hours,AEP_kWh,CF,WakeLoss,Volatility_kW,CV,P5_kW,P95_kW,RampFreq,low_hours,high_hours
13,2024,215,2150000.0,7992,7078254948.0,0.4119,0.2004,727935.8,0.8219,25533.7,1981225.0,0.0549,0.2299,0.2312
15,2024,182,1820000.0,8189,7743289243.6,0.5195,0.0871,628626.7,0.6648,48286.1,1677130.0,0.0394,0.1473,0.3490
16,2024,178,1780000.0,8323,8389798983.5,0.5663,0.0905,611187.6,0.6063,54962.6,1640270.0,0.0418,0.1287,0.4041
17,2024,175,1750000.0,8090,6633315006.2,0.4685,0.1618,612491.4,0.7470,26235.7,1612625.0,0.0705,0.1980,0.2954
18,2024,174,1740000.0,8337,7961399103.3,0.5488,0.1003,598969.2,0.6272,42112.2,1603410.0,0.0439,0.1402,0.3824
20,2024,167,1670000.0,8338,7693237647.0,0.5525,0.1157,579436.0,0.6280,46875.6,1538905.0,0.0446,0.1366,0.3952
22,2024,161,1610000.0,8040,5918668303.6,0.4572,0.1889,542189.0,0.7365,26278.2,1483615.0,0.0398,0.1883,0.2565
23,2024,156,1560000.0,8297,7095018532.8,0.5482,0.1113,536298.5,0.6272,38306.7,1437540.0,0.0447,0.1372,0.3803
25,2024,152,1520000.0,8193,6692215287.8,0.5374,0.1017,525129.4,0.6429,37379.5,1400680.0,0.0397,0.1478,0.3676
26,2024,140,1400000.0,8220,6018339019.9,0.5230,0.0989,488789.9,0.6676,30957.4,1290100.0,0.0405,0.1560,0.3600
27,2024,138,1380000.0,8362,6441546027.6,0.5582,0.1025,478283.6,0.6209,45640.6,1271670.0,0.0395,0.1240,0.4107
29,2024,131,1310000.0,8213,5588764323.1,0.5194,0.1276,460323.3,0.6765,29280.7,1207165.0,0.0415,0.1716,0.3521
30,2024,129,1290000.0,8351,5073612339.3,0.4710,0.1676,434877.3,0.7158,24696.6,1188735.0,0.0469,0.1699,0.2766
31,2024,129,1290000.0,8238,5550063313.8,0.5223,0.1181,442883.9,0.6574,33272.6,1188735.0,0.0429,0.1460,0.3376
36,2024,116,1160000.0,8002,4032116089.7,0.4344,0.1744,400592.9,0.7950,14595.9,1068940.0,0.0706,0.2168,0.2617
40,2024,114,1140000.0,8320,5699383365.5,0.6009,0.0430,394679.1,0.5762,35030.3,1050510.0,0.0456,0.1231,0.4696
43,2024,111,1110000.0,8228,4797212745.4,0.5253,0.0836,391006.5,0.6706,25406.2,1022865.0,0.0378,0.1709,0.3649
48,2024,102,1020000.0,8276,4690557046.8,0.5557,0.0719,355942.1,0.6280,27477.7,939930.0,0.0526,0.1385,0.4035
49,2024,101,1010000.0,8098,3708066039.3,0.4534,0.2018,359153.1,0.7844,11151.6,930715.0,0.0729,0.2287,0.2904
51,2024,91,910000.0,8335,3980916963.3,0.5249,0.1111,309785.0,0.6486,23137.7,838565.0,0.0386,0.1423,0.3430
53,2024,90,900000.0,8385,4171138582.0,0.5527,0.0657,304742.6,0.6126,26912.8,829350.0,0.0483,0.1222,0.3761
54,2024,89,890000.0,8183,3316172064.9,0.4553,0.1866,307983.0,0.7600,14642.2,820135.0,0.0738,0.2009,0.2787
55,2024,88,880000.0,8338,3770926285.6,0.5139,0.1489,305890.1,0.6764,17016.1,810920.0,0.0772,0.1563,0.3454
58,2024,81,810000.0,7898,2244859635.9,0.3509,0.1339,250445.6,0.8811,12905.8,746415.0,0.0306,0.2389,0.1581
59,2024,80,800000.0,8325,3397818853.3,0.5102,0.1731,285593.9,0.6997,15973.7,737200.0,0.0858,0.1711,0.3629
60,2024,80,800000.0,8365,3901848771.7,0.5831,0.0666,275236.6,0.5901,30075.2,737200.0,0.0420,0.1137,0.4423
61,2024,80,800000.0,8336,3636988085.6,0.5454,0.1232,278980.6,0.6394,20782.2,737200.0,0.0476,0.1424,0.3881
65,2024,75,750000.0,8297,3343112265.7,0.5372,0.1290,259151.0,0.6432,16982.4,691125.0,0.0434,0.1451,0.3672
67,2024,73,730000.0,8351,2721337347.1,0.4464,0.2052,249946.0,0.7670,11942.8,672695.0,0.0715,0.1997,0.2674
68,2024,72,720000.0,8348,3547565093.6,0.5902,0.0618,248181.9,0.5840,28741.4,663480.0,0.0598,0.1137,0.4532
69,2024,71,710000.0,7942,2641083245.4,0.4684,0.1086,244203.4,0.7343,12205.8,654265.0,0.0633,0.1866,0.2844
73,2024,67,670000.0,8334,3080662743.0,0.5517,0.0893,228789.9,0.6189,20112.7,617405.0,0.0527,0.1280,0.3830
75,2024,62,620000.0,7902,2049068991.0,0.4182,0.0965,207252.8,0.7992,10283.2,571330.0,0.0519,0.2069,0.2325
80,2024,60,600000.0,8172,2652335297.7,0.5409,0.0685,212357.0,0.6543,13271.2,552900.0,0.0403,0.1527,0.3913
83,2024,58,580000.0,7957,1745010916.0,0.3781,0.2378,201166.7,0.9173,4570.1,534470.0,0.0539,0.3019,0.2223
84,2024,57,570000.0,7926,1954830297.7,0.4327,0.1213,192433.8,0.7802,10620.1,525255.0,0.0461,0.1993,0.2465
87,2024,56,560000.0,8193,2459155345.3,0.5360,0.0837,196712.4,0.6554,12781.1,516040.0,0.0391,0.1535,0.3813
93,2024,39,390000.0,8168,1776321768.3,0.5576,0.0442,136265.5,0.6266,10200.5,359385.0,0.0418,0.1500,0.4011
95,2024,50,500000.0,8201,2245566700.9,0.5476,0.0796,174835.9,0.6385,14182.4,460750.0,0.0474,0.1501,0.3900
96,2024,50,500000.0,8055,1732297301.0,0.4301,0.1765,169761.0,0.7894,7063.9,460750.0,0.0688,0.2139,0.2449
99,2024,48,480000.0,8083,1250505450.9,0.3223,0.3239,150075.5,0.9701,5150.3,442320.0,0.0450,0.3202,0.1446
100,2024,48,480000.0,8099,1631813110.8,0.4198,0.1252,156469.1,0.7766,10897.7,442320.0,0.0511,0.1963,0.2140
102,2024,45,450000.0,7937,1440702441.6,0.4034,0.1699,148628.6,0.8188,6709.8,414675.0,0.0512,0.2283,0.2035
113,2024,36,360000.0,8235,1425431633.9,0.4808,0.1055,124296.7,0.7181,7333.9,331740.0,0.0538,0.1764,0.2997
116,2024,35,350000.0,8351,1513348598.7,0.5178,0.0782,119142.8,0.6575,10460.0,322525.0,0.0529,0.1357,0.3402
121,2024,30,300000.0,8261,1297974049.5,0.5237,0.1279,103909.3,0.6613,6358.7,276450.0,0.0713,0.1523,0.3509
122,2024,30,300000.0,8269,1110258887.3,0.4476,0.1870,100236.6,0.7465,5720.1,276450.0,0.0502,0.1816,0.2529
123,2024,30,300000.0,7908,1085802448.1,0.4577,0.1414,106832.9,0.7781,3808.7,276450.0,0.0626,0.2257,0.2967
127,2024,27,270000.0,8201,1251784422.3,0.5653,0.0499,93559.3,0.6129,8689.2,248805.0,0.0452,0.1364,0.4112
128,2024,27,270000.0,8099,947882512.2,0.4335,0.1745,91955.9,0.7857,4024.5,248805.0,0.0517,0.2100,0.2474
129,2024,22,220000.0,8424,1149798568.6,0.6204,0.0130,74079.6,0.5427,9362.6,202730.0,0.0429,0.0972,0.4904
134,2024,24,240000.0,8047,699356734.2,0.3621,0.1302,72331.6,0.8323,4523.9,221160.0,0.0367,0.2284,0.1407
136,2024,21,210000.0,8344,1048838169.5,0.5986,0.0188,72529.0,0.5770,7808.4,193515.0,0.0549,0.1154,0.4666
137,2024,21,210000.0,8034,777899404.6,0.4611,0.0987,70190.3,0.7249,4451.4,193515.0,0.0383,0.1750,0.2605
140,2024,20,200000.0,8353,984118378.3,0.5891,0.0238,69225.3,0.5876,7664.3,184300.0,0.0594,0.1125,0.4566
142,2024,18,180000.0,8180,662789481.4,0.4501,0.1337,59900.6,0.7393,3790.9,165870.0,0.0394,0.1828,0.2480
144,2024,16,160000.0,8197,690383924.2,0.5264,0.0540,55248.2,0.6560,4623.1,147440.0,0.0426,0.1455,0.3473
148,2024,11,110000.0,7948,392854802.3,0.4493,0.0793,37216.6,0.7529,2421.2,101365.0,0.0335,0.1948,0.2563
149,2024,11,110000.0,7982,345586390.2,0.3936,0.0564,35206.0,0.8132,2175.0,101365.0,0.0337,0.2195,0.1869
150,2024,11,110000.0,7964,436456677.6,0.4982,0.0664,37255.4,0.6798,2816.6,101365.0,0.0516,0.1577,0.3070
152,2024,10,100000.0,8235,435677154.5,0.5291,0.0473,34368.1,0.6496,3019.1,92150.0,0.0420,0.1432,0.3558
153,2024,10,100000.0,8250,325648620.1,0.3947,0.1714,32477.3,0.8228,1800.8,92150.0,0.0387,0.2344,0.1872
154,2024,10,100000.0,8219,435461367.0,0.5298,0.0423,35151.2,0.6635,2864.4,92150.0,0.0573,0.1538,0.3715
155,2024,9,90000.0,5998,132856103.2,0.2461,0.1239,25088.2,1.1326,860.3,82606.2,0.0335,0.4186,0.0892
157,2024,7,70000.0,8197,276998718.6,0.4828,0.0653,23903.4,0.7074,1641.9,64505.0,0.0582,0.1697,0.2962
158,2024,7,70000.0,8179,277800903.0,0.4852,0.0403,23425.5,0.6897,2359.2,64505.0,0.0437,0.1453,0.2909
161,2024,5,50000.0,8138,244716369.9,0.6014,0.0199,17052.4,0.5671,1716.6,46075.0,0.0473,0.1121,0.4574
162,2024,5,50000.0,8104,198528278.5,0.4900,0.0185,17115.1,0.6986,1371.6,46075.0,0.0373,0.1631,0.3069
163,2024,5,50000.0,8052,205115726.8,0.5095,0.0711,17337.9,0.6806,1221.3,46075.0,0.0431,0.1669,0.3290
164,2024,5,50000.0,8195,259400825.1,0.6331,0.0155,16834.1,0.5318,1711.2,46075.0,0.0487,0.1095,0.5048
167,2024,3,30000.0,7556,122837565.5,0.5419,0.0022,10961.8,0.6743,696.2,27645.0,0.0518,0.1791,0.4168
170,2024,3,30000.0,7630,111067949.7,0.4852,0.0067,10724.7,0.7367,660.0,27645.0,0.0527,0.1992,0.3326
160,2016,5,50000.0,8156,221724553.7,0.5437,0.0315,17311.4,0.6368,1482.9,46075.0,0.0746,0.1360,0.3813
160,2017,5,50000.0,8146,227761443.0,0.5592,0.0273,17420.4,0.6230,1539.9,46075.0,0.0689,0.1328,0.4044
160,2018,5,50000.0,8159,226536732.7,0.5553,0.0319,17270.4,0.6220,1560.5,46075.0,0.0682,0.1370,0.3934
160,2019,5,50000.0,8173,222520519.4,0.5445,0.0272,17194.4,0.6315,1633.5,46075.0,0.0735,0.1373,0.3756
160,2020,5,50000.0,8151,223426201.6,0.5482,0.0349,17152.9,0.6258,1499.9,46075.0,0.0680,0.1283,0.3795
160,2021,5,50000.0,8140,217486245.7,0.5344,0.0285,17156.6,0.6421,1653.6,46075.0,0.0645,0.1327,0.3623
160,2022,5,50000.0,8157,225397617.1,0.5526,0.0361,17120.0,0.6196,1607.8,46075.0,0.0651,0.1287,0.3859
117,2023,7,70000.0,7942,304676789.8,0.5480,0.0111,24262.5,0.6324,2063.3,64505.0,0.0700,0.1429,0.3829
146,2023,10,100000.0,8063,422425087.9,0.5239,0.0214,34472.4,0.6580,2651.3,92150.0,0.0747,0.1485,0.3439
160,2023,5,50000.0,8087,208095619.0,0.5146,0.0277,17139.0,0.6661,1442.0,46075.0,0.0705,0.1515,0.3308
117,2024,32,320000.0,8114,1444985709.6,0.5565,0.0312,108920.2,0.6116,11772.9,294880.0,0.0622,0.1154,0.3871
138,2024,10,100000.0,8109,449362482.0,0.5542,0.0116,33757.8,0.6092,3697.8,92150.0,0.0599,0.1169,0.3813
146,2024,12,120000.0,8127,529416221.4,0.5429,0.0236,40647.4,0.6240,4187.5,110580.0,0.0644,0.1242,0.3683
156,2024,6,60000.0,8094,249591788.4,0.5139,0.0125,20136.4,0.6530,1983.7,55290.0,0.0685,0.1319,0.3209
160,2024,5,50000.0,8141,216492911.2,0.5319,0.0332,16787.1,0.6313,1727.0,46075.0,0.0639,0.1258,0.3416
