farm_id,year,n_turb,capacity_kW,n_hours,AEP_kWh,CF,WakeLoss,Volatility_kW,CV,P5_kW,P95_kW,RampFreq,low_hours,high_hours
0,2014,8,80000.0,7927,282688887.6,0.4458,0.0057,26449.8,0.7417,2044.6,73720.0,0.0380,0.1743,0.2423
24,2014,147,1470000.0,7897,3527869237.2,0.3039,0.2048,416956.0,0.9333,18022.6,1354605.0,0.0227,0.2797,0.1036
34,2014,5,50000.0,8041,255574960.7,0.6357,0.0076,16772.3,0.5277,2113.4,46075.0,0.0241,0.0955,0.5154
38,2014,63,630000.0,8119,1964344020.1,0.3840,0.1434,199594.1,0.8250,12218.0,580545.0,0.0351,0.2205,0.1751
45,2014,8,80000.0,8041,392132492.8,0.6096,0.0484,27147.0,0.5567,2952.0,73720.0,0.0215,0.1060,0.4761
46,2014,2,20000.0,8171,106101992.7,0.6493,0.0006,6629.9,0.5106,1078.7,18430.0,0.0275,0.0859,0.5363
57,2014,48,480000.0,7356,431838184.1,0.1223,0.4397,67634.9,1.1521,2969.5,194068.5,0.0034,0.5591,0.0054
88,2014,19,190000.0,7532,478431438.7,0.3343,0.0502,57171.1,0.9001,3516.5,175085.0,0.0366,0.2625,0.1377
89,2014,2,20000.0,8141,71005813.8,0.4361,0.0011,6477.6,0.7427,593.8,18430.0,0.0314,0.1706,0.2248
97,2014,5,50000.0,7779,131527916.7,0.3382,0.0589,14423.9,0.8531,1062.5,46075.0,0.0310,0.2417,0.1160
101,2014,2,20000.0,7967,93226927.0,0.5851,0.0000,6853.8,0.5857,727.0,18430.0,0.0254,0.1161,0.4381
109,2014,19,190000.0,7931,606916800.5,0.4028,0.0536,60234.2,0.7871,4478.2,175085.0,0.0335,0.1947,0.1903
131,2014,10,100000.0,7617,268710316.2,0.3528,0.0617,31029.9,0.8796,1676.6,92150.0,0.0364,0.2481,0.1556
165,2014,4,40000.0,7293,81657015.2,0.2799,0.0571,11106.7,0.9920,567.7,36860.0,0.0372,0.3217,0.0947
168,2014,3,30000.0,7346,55134142.4,0.2502,0.0429,7652.0,1.0195,473.8,27175.9,0.0385,0.3455,0.0672
169,2014,3,30000.0,7532,77108988.8,0.3413,0.0305,9067.0,0.8857,570.7,27645.0,0.0351,0.2565,0.1410
0,2015,8,80000.0,7741,246749898.4,0.3984,0.0062,25592.7,0.8029,1886.8,73720.0,0.0357,0.2159,0.1907
24,2015,147,1470000.0,7697,2967114357.1,0.2622,0.2263,380979.9,0.9883,17330.2,1311552.4,0.0220,0.3364,0.0654
34,2015,5,50000.0,8153,278309854.4,0.6827,0.0066,16226.8,0.4754,2243.9,46075.0,0.0202,0.0902,0.5902
38,2015,63,630000.0,7974,1728301340.3,0.3440,0.1542,192179.2,0.8867,8959.0,580545.0,0.0379,0.2568,0.1460
45,2015,8,80000.0,8153,429676058.1,0.6588,0.0414,26332.9,0.4997,3085.6,73720.0,0.0178,0.0975,0.5446
46,2015,2,20000.0,8256,115264354.0,0.6981,0.0004,6401.3,0.4585,1111.3,18430.0,0.0243,0.0832,0.6195
57,2015,48,480000.0,7884,544181764.3,0.1438,0.4362,68909.8,0.9984,3500.8,209913.0,0.0036,0.4731,0.0016
88,2015,19,190000.0,7429,440062414.7,0.3118,0.0488,54172.4,0.9145,3311.4,175085.0,0.0420,0.2812,0.1086
89,2015,2,20000.0,7960,63225359.1,0.3971,0.0015,6274.7,0.7900,538.8,18430.0,0.0334,0.1930,0.1814
97,2015,5,50000.0,7986,131770664.4,0.3300,0.0569,13268.8,0.8042,1151.7,45591.1,0.0349,0.2196,0.0790
101,2015,2,20000.0,8070,103281470.8,0.6399,0.0000,6618.1,0.5171,804.8,18430.0,0.0201,0.0960,0.5038
109,2015,19,190000.0,7787,517650843.4,0.3499,0.0604,57898.5,0.8710,3798.4,175085.0,0.0348,0.2563,0.1468
131,2015,10,100000.0,7495,244546169.3,0.3263,0.0674,29386.6,0.9007,1710.3,92150.0,0.0403,0.2751,0.1209
165,2015,4,40000.0,7216,81307357.3,0.2817,0.0592,11168.7,0.9912,574.5,36860.0,0.0419,0.3268,0.0962
168,2015,3,30000.0,7161,59108097.4,0.2751,0.0475,8088.6,0.9799,473.6,27604.2,0.0381,0.3233,0.0845
169,2015,3,30000.0,7429,70147542.2,0.3147,0.0397,8549.8,0.9055,546.7,27645.0,0.0392,0.2758,0.1080
0,2016,47,470000.0,8028,1578660882.7,0.4184,0.0545,150894.0,0.7673,11923.6,433105.0,0.0320,0.1847,0.2078
1,2016,2,20000.0,7952,68942176.2,0.4335,0.0001,6533.0,0.7535,554.1,18430.0,0.0340,0.1816,0.2285
24,2016,156,1560000.0,7973,3644768875.1,0.2930,0.2130,430603.5,0.9420,20255.5,1437092.7,0.0242,0.2858,0.0954
34,2016,11,110000.0,7973,532062633.4,0.6067,0.0464,37488.8,0.5618,3351.4,101365.0,0.0263,0.1181,0.4664
38,2016,63,630000.0,8071,1982293200.5,0.3899,0.1404,204300.2,0.8318,10795.4,580545.0,0.0398,0.2194,0.1959
45,2016,8,80000.0,7973,385447313.4,0.6043,0.0501,27142.3,0.5614,2510.5,73720.0,0.0207,0.1160,0.4623
46,2016,2,20000.0,8091,105823361.4,0.6540,0.0008,6590.4,0.5039,828.6,18430.0,0.0279,0.0948,0.5332
57,2016,62,620000.0,7974,640225001.3,0.1295,0.4632,89748.6,1.1178,4421.7,273794.5,0.0041,0.5408,0.0036
63,2016,2,20000.0,7801,60029767.5,0.3848,0.0055,6319.7,0.8213,457.1,18430.0,0.0536,0.2173,0.1784
71,2016,3,30000.0,6818,106335763.1,0.5199,0.0269,11007.7,0.7058,515.2,27645.0,0.0233,0.2009,0.3878
88,2016,46,460000.0,7716,1110875169.7,0.3130,0.1055,133136.9,0.9248,7144.6,423890.0,0.0331,0.2773,0.1173
89,2016,29,290000.0,8061,921068417.2,0.3940,0.1122,93625.8,0.8194,5106.0,267235.0,0.0386,0.2164,0.1964
97,2016,6,60000.0,7976,178163327.5,0.3723,0.0461,17587.4,0.7874,1395.7,55290.0,0.0423,0.2045,0.1330
101,2016,3,30000.0,7903,138612574.7,0.5846,0.0001,10247.9,0.5843,1003.4,27645.0,0.0256,0.1245,0.4290
109,2016,38,380000.0,8025,1132522054.6,0.3714,0.1018,119584.6,0.8474,6771.9,350170.0,0.0344,0.2339,0.1693
124,2016,2,20000.0,7804,87926688.7,0.5633,0.0001,6955.5,0.6173,561.1,18430.0,0.0256,0.1430,0.4098
131,2016,17,170000.0,7805,454403637.0,0.3425,0.0842,51123.5,0.8781,2876.5,156655.0,0.0364,0.2525,0.1370
135,2016,3,30000.0,7020,62786633.5,0.2981,0.0190,8571.3,0.9583,442.4,27645.0,0.0425,0.3246,0.0993
165,2016,4,40000.0,7462,84062966.1,0.2816,0.0614,10780.6,0.9570,628.1,36728.6,0.0361,0.2983,0.0862
168,2016,3,30000.0,7273,59808262.5,0.2741,0.0355,7851.9,0.9548,512.4,27463.9,0.0393,0.3036,0.0764
169,2016,3,30000.0,7716,78138834.7,0.3376,0.0353,8800.6,0.8690,613.8,27645.0,0.0314,0.2418,0.1270
0,2017,170,1700000.0,7906,5158873016.6,0.3838,0.0911,543573.8,0.8330,30530.2,1566550.0,0.0366,0.2286,0.1834
1,2017,78,780000.0,7888,2213026959.0,0.3597,0.1384,247709.8,0.8829,10099.3,718770.0,0.0369,0.2645,0.1672
14,2017,3,30000.0,7484,89340025.1,0.3979,0.0058,9767.4,0.8182,670.0,27645.0,0.0616,0.2257,0.1971
24,2017,156,1560000.0,7870,3451779342.6,0.2812,0.2159,427217.5,0.9740,16213.0,1427762.5,0.0236,0.3104,0.0865
34,2017,11,110000.0,8166,569753105.7,0.6343,0.0424,37222.9,0.5335,3603.4,101365.0,0.0266,0.1045,0.5149
38,2017,63,630000.0,8074,1913521141.3,0.3762,0.1435,199608.2,0.8422,9540.6,580545.0,0.0362,0.2364,0.1740
45,2017,17,170000.0,8166,876683848.1,0.6315,0.0465,57594.6,0.5365,5501.0,156655.0,0.0209,0.1069,0.5167
46,2017,2,20000.0,8262,114257207.2,0.6915,0.0005,6279.9,0.4541,1271.6,18430.0,0.0259,0.0719,0.5901
50,2017,47,470000.0,7645,1194231825.8,0.3324,0.0918,142825.0,0.9143,6788.4,433105.0,0.0429,0.2803,0.1338
57,2017,62,620000.0,7483,559275307.8,0.1205,0.4867,86938.6,1.1632,3325.2,263677.3,0.0040,0.5988,0.0020
63,2017,10,100000.0,7801,283001505.7,0.3628,0.0506,30322.8,0.8359,2115.0,92150.0,0.0585,0.2292,0.1445
71,2017,3,30000.0,6833,116637844.9,0.5690,0.0251,10797.4,0.6325,661.3,27645.0,0.0240,0.1671,0.4364
74,2017,10,100000.0,8021,363721960.0,0.4535,0.0260,34192.4,0.7540,2374.5,92150.0,0.0327,0.1976,0.2688
81,2017,6,60000.0,8123,296695378.6,0.6088,0.0163,20086.2,0.5499,2319.4,55290.0,0.0239,0.1101,0.4582
88,2017,55,550000.0,7578,1233557281.4,0.2960,0.1331,155714.0,0.9566,7181.5,506307.3,0.0446,0.3137,0.0955
89,2017,29,290000.0,8018,869955967.4,0.3741,0.1228,91056.4,0.8392,5129.9,267235.0,0.0337,0.2346,0.1724
97,2017,18,180000.0,8014,478331132.9,0.3316,0.1361,48417.0,0.8112,3638.8,165350.7,0.0349,0.2225,0.0885
101,2017,3,30000.0,8123,150805295.4,0.6188,0.0000,10003.2,0.5388,1251.0,27645.0,0.0243,0.1046,0.4732
109,2017,38,380000.0,7932,1067509897.9,0.3542,0.0981,117105.2,0.8701,6134.7,350170.0,0.0298,0.2586,0.1493
124,2017,2,20000.0,7999,96101519.3,0.6007,0.0001,6789.9,0.5652,743.4,18430.0,0.0248,0.1114,0.4559
131,2017,25,250000.0,7645,614927169.1,0.3217,0.1208,74724.9,0.9290,3243.2,230375.0,0.0493,0.2899,0.1256
135,2017,3,30000.0,6856,63942217.0,0.3109,0.0198,8843.7,0.9482,470.2,27645.0,0.0483,0.3136,0.1161
139,2017,3,30000.0,7258,85379129.1,0.3921,0.0159,10260.5,0.8722,521.2,27645.0,0.0521,0.2661,0.2235
147,2017,4,40000.0,7596,99129793.7,0.3263,0.0253,11599.9,0.8889,796.3,36860.0,0.0643,0.2626,0.1160
165,2017,4,40000.0,7363,79759328.2,0.2708,0.0661,10246.9,0.9459,668.9,36116.6,0.0469,0.3056,0.0674
168,2017,3,30000.0,7378,57905181.3,0.2616,0.0455,7570.1,0.9645,471.2,27015.9,0.0431,0.3223,0.0644
169,2017,3,30000.0,7578,74941915.0,0.3296,0.0344,8843.6,0.8942,571.2,27645.0,0.0420,0.2693,0.1223
0,2018,227,2270000.0,8000,7767160304.2,0.4277,0.0901,750236.3,0.7727,45694.4,2091805.0,0.0378,0.1949,0.2295
1,2018,238,2380000.0,7894,7624759938.5,0.4058,0.1240,783897.5,0.8116,37991.5,2193170.0,0.0405,0.2297,0.2071
14,2018,37,370000.0,7588,1020614868.8,0.3635,0.1090,115564.7,0.8592,5433.3,340955.0,0.0469,0.2592,0.1535
19,2018,13,130000.0,7854,391549523.5,0.3835,0.0457,40883.3,0.8201,2872.3,119795.0,0.0391,0.2266,0.1723
24,2018,156,1560000.0,7966,3941074840.2,0.3171,0.2052,448484.2,0.9065,18021.1,1436957.2,0.0274,0.2674,0.1087
34,2018,11,110000.0,7986,547804789.1,0.6236,0.0464,36965.5,0.5389,3653.9,101365.0,0.0250,0.1118,0.4826
38,2018,63,630000.0,8139,2136541394.6,0.4167,0.1326,207574.2,0.7907,13580.0,580545.0,0.0375,0.2029,0.2154
45,2018,45,450000.0,7986,2213286085.7,0.6159,0.0582,152078.8,0.5487,13050.0,414675.0,0.0195,0.1193,0.4758
46,2018,2,20000.0,8153,108786461.4,0.6672,0.0009,6471.4,0.4850,1052.8,18430.0,0.0264,0.0854,0.5472
50,2018,99,990000.0,7766,2653051897.6,0.3451,0.1275,301227.8,0.8818,13752.5,912285.0,0.0395,0.2667,0.1392
57,2018,63,630000.0,7575,628965944.2,0.1318,0.4859,79852.3,0.9617,4701.9,240206.4,0.0040,0.4906,0.0011
63,2018,40,400000.0,7668,1112931453.3,0.3628,0.1146,126084.7,0.8687,6541.8,368600.0,0.0544,0.2582,0.1620
71,2018,3,30000.0,6782,106785006.1,0.5248,0.0268,11006.1,0.6990,578.8,27645.0,0.0206,0.2057,0.3913
72,2018,3,30000.0,8145,97050133.8,0.3972,0.0127,8748.6,0.7342,874.1,27645.0,0.0322,0.1618,0.1382
74,2018,52,520000.0,7983,1866059385.6,0.4495,0.0695,178864.2,0.7652,8719.0,479180.0,0.0331,0.2094,0.2644
81,2018,14,140000.0,7931,618107329.0,0.5567,0.0646,47276.7,0.6066,4105.7,129010.0,0.0216,0.1282,0.3769
88,2018,55,550000.0,7733,1367703213.4,0.3216,0.1173,159947.8,0.9043,7708.0,506825.0,0.0371,0.2714,0.1156
89,2018,52,520000.0,8111,1736715655.8,0.4118,0.1280,168301.2,0.7860,11965.9,479180.0,0.0335,0.1957,0.2028
97,2018,32,320000.0,7810,693652257.3,0.2775,0.1872,86397.3,0.9728,3832.0,292820.6,0.0410,0.3188,0.0818
98,2018,2,20000.0,7559,44946944.4,0.2973,0.0014,5331.4,0.8966,431.6,18430.0,0.0222,0.2667,0.0848
101,2018,3,30000.0,7931,141584414.4,0.5951,0.0001,10046.3,0.5628,1140.9,27645.0,0.0213,0.1113,0.4306
109,2018,38,380000.0,7953,1231177559.1,0.4074,0.0917,121804.9,0.7868,6959.2,350170.0,0.0358,0.1945,0.1970
124,2018,2,20000.0,7837,89867935.7,0.5734,0.0001,6812.8,0.5941,625.1,18430.0,0.0239,0.1289,0.4069
131,2018,25,250000.0,7766,679859219.7,0.3502,0.1146,75681.1,0.8645,4117.9,230375.0,0.0446,0.2503,0.1387
135,2018,3,30000.0,6973,64417435.4,0.3079,0.0165,8996.5,0.9738,425.8,27645.0,0.0476,0.3300,0.1215
139,2018,13,130000.0,7183,329419606.1,0.3528,0.0878,42431.9,0.9252,1598.0,119795.0,0.0608,0.2972,0.1762
147,2018,12,120000.0,7591,298871199.9,0.3281,0.0436,35664.9,0.9058,2309.7,110580.0,0.0573,0.2699,0.1287
165,2018,4,40000.0,7464,89938693.9,0.3012,0.0607,11286.6,0.9367,634.3,36860.0,0.0433,0.2984,0.0991
168,2018,3,30000.0,7403,60424643.1,0.2721,0.0381,7898.8,0.9677,514.2,27457.7,0.0426,0.3158,0.0769
169,2018,3,30000.0,7733,81564415.8,0.3516,0.0349,8942.1,0.8478,591.4,27645.0,0.0374,0.2370,0.1335
0,2019,436,4360000.0,8020,11567224096.3,0.3308,0.1245,1305241.3,0.9050,68126.6,4017740.0,0.0307,0.2726,0.1299
1,2019,325,3250000.0,7905,8376419005.1,0.3260,0.1563,968655.0,0.9141,44694.9,2994875.0,0.0352,0.2882,0.1202
3,2019,2,20000.0,7997,61484448.8,0.3844,0.0007,6289.2,0.8180,504.4,18430.0,0.0319,0.2117,0.1808
4,2019,6,60000.0,8031,187837316.3,0.3898,0.0235,17745.8,0.7587,1684.7,55290.0,0.0229,0.1715,0.1502
14,2019,66,660000.0,7420,1765431626.4,0.3605,0.1440,210901.2,0.8864,7443.8,608190.0,0.0468,0.2655,0.1701
19,2019,96,960000.0,7592,2138021622.7,0.2933,0.1630,274156.4,0.9735,9133.2,884640.0,0.0375,0.3198,0.0987
24,2019,156,1560000.0,7932,3025344294.0,0.2445,0.2317,391855.3,1.0274,19721.6,1427261.8,0.0190,0.3575,0.0652
32,2019,7,70000.0,8016,186934263.0,0.3331,0.0441,18978.2,0.8138,1721.2,64443.7,0.0232,0.2087,0.0996
34,2019,19,190000.0,8205,1021641383.3,0.6553,0.0387,60656.3,0.4871,10604.2,175085.0,0.0293,0.0817,0.5141
38,2019,63,630000.0,7948,1659323575.9,0.3314,0.1517,189161.4,0.9061,9050.9,580545.0,0.0305,0.2550,0.1355
45,2019,55,550000.0,8205,2893887447.2,0.6413,0.0593,177812.5,0.5041,25555.6,506825.0,0.0250,0.0893,0.4926
46,2019,2,20000.0,8282,114675648.9,0.6923,0.0003,6188.1,0.4469,1164.9,18430.0,0.0295,0.0724,0.5740
50,2019,100,1000000.0,7504,2275747391.9,0.3033,0.1349,289938.6,0.9560,10587.5,921500.0,0.0388,0.3097,0.1099
52,2019,6,60000.0,8163,308321293.5,0.6295,0.0121,19338.0,0.5120,2975.9,55290.0,0.0310,0.0910,0.4691
57,2019,68,680000.0,7876,771699971.3,0.1441,0.4510,101274.8,1.0336,5650.7,300323.7,0.0069,0.4870,0.0061
63,2019,65,650000.0,7827,1640627676.5,0.3225,0.1554,197011.6,0.9399,8784.4,598975.0,0.0525,0.2898,0.1357
71,2019,22,220000.0,7277,858068622.9,0.5360,0.0879,76439.5,0.6483,4572.9,202730.0,0.0203,0.1562,0.3626
72,2019,36,360000.0,8126,1086682554.1,0.3715,0.1138,104446.3,0.7810,7566.9,331740.0,0.0252,0.1850,0.1287
74,2019,62,620000.0,7755,1891787131.4,0.3935,0.0892,205845.9,0.8438,8397.8,571330.0,0.0299,0.2380,0.2086
81,2019,21,210000.0,8105,1003342889.3,0.5895,0.0455,68721.8,0.5551,7913.7,193515.0,0.0268,0.1082,0.4101
88,2019,55,550000.0,7432,1172193275.5,0.2868,0.1234,154017.8,0.9765,6648.5,506825.0,0.0375,0.3201,0.0974
89,2019,55,550000.0,7946,1397974150.1,0.3199,0.1554,161100.7,0.9157,8487.7,506825.0,0.0257,0.2610,0.1240
92,2019,6,60000.0,7886,183014618.5,0.3868,0.0426,18684.7,0.8051,1468.9,55290.0,0.0326,0.1955,0.1746
97,2019,32,320000.0,7831,673953609.0,0.2689,0.1955,81600.6,0.9482,3780.3,284722.9,0.0451,0.3065,0.0637
98,2019,7,70000.0,7215,132162745.8,0.2617,0.0308,17999.3,0.9826,1125.1,64175.5,0.0243,0.3249,0.0730
101,2019,3,30000.0,8105,150154057.2,0.6175,0.0001,9737.2,0.5256,1363.1,27645.0,0.0286,0.0971,0.4492
109,2019,38,380000.0,7971,944361730.7,0.3118,0.1099,108796.0,0.9183,6998.5,350170.0,0.0281,0.2735,0.1130
124,2019,2,20000.0,8062,95959928.6,0.5951,0.0002,6646.0,0.5584,758.2,18430.0,0.0300,0.1121,0.4243
131,2019,25,250000.0,7504,575765906.5,0.3069,0.1245,72472.7,0.9445,2983.2,230375.0,0.0432,0.2992,0.1118
135,2019,3,30000.0,6940,65104476.5,0.3127,0.0194,8946.5,0.9537,458.0,27645.0,0.0490,0.3010,0.1261
139,2019,20,200000.0,7042,447873783.6,0.3180,0.1162,63125.9,0.9925,1967.0,184300.0,0.0628,0.3472,0.1467
147,2019,12,120000.0,7603,291978211.4,0.3200,0.0510,35997.7,0.9374,2138.7,110580.0,0.0597,0.2878,0.1302
165,2019,4,40000.0,7380,82313412.3,0.2788,0.0595,10859.9,0.9737,650.7,36860.0,0.0434,0.3186,0.0862
168,2019,3,30000.0,7340,59230077.0,0.2690,0.0436,7990.4,0.9902,508.0,27645.0,0.0387,0.3281,0.0808
169,2019,3,30000.0,7432,70228518.3,0.3150,0.0371,8636.6,0.9140,532.7,27645.0,0.0365,0.2792,0.1115
0,2020,635,6350000.0,7774,17453953628.2,0.3536,0.1294,1979549.1,0.8817,91588.0,5851525.0,0.0369,0.2687,0.1538
1,2020,455,4550000.0,7738,11948741598.3,0.3394,0.1443,1424487.7,0.9225,49248.2,4192825.0,0.0388,0.2979,0.1516
3,2020,54,540000.0,7731,1630980411.9,0.3907,0.0616,174728.0,0.8282,9523.5,497610.0,0.0387,0.2352,0.1879
4,2020,51,510000.0,8124,1670316625.5,0.4031,0.1346,155849.5,0.7580,11178.0,469965.0,0.0273,0.1803,0.1710
14,2020,73,730000.0,7509,1911189504.6,0.3487,0.1509,230793.4,0.9068,8783.9,672695.0,0.0519,0.2833,0.1602
19,2020,163,1630000.0,7601,3634019175.9,0.2933,0.1666,467122.0,0.9770,16967.3,1502045.0,0.0354,0.3297,0.0972
24,2020,156,1560000.0,7809,3191055781.8,0.2619,0.2286,405949.5,0.9934,14502.8,1407422.1,0.0273,0.3386,0.0702
32,2020,92,920000.0,7908,2703867489.9,0.3716,0.1150,268749.1,0.7860,17208.2,847780.0,0.0253,0.1922,0.1344
34,2020,47,470000.0,8296,2574336299.4,0.6602,0.0453,149993.5,0.4834,23943.1,433105.0,0.0244,0.0823,0.5262
38,2020,71,710000.0,8090,2191717461.3,0.3816,0.1309,224631.2,0.8292,13155.0,654265.0,0.0352,0.2267,0.1748
39,2020,3,30000.0,7564,114462199.2,0.5044,0.0305,10841.0,0.7164,695.9,27645.0,0.0356,0.1851,0.3689
45,2020,66,660000.0,8296,3541666133.0,0.6468,0.0647,213622.4,0.5004,29765.1,608190.0,0.0219,0.0899,0.5047
46,2020,2,20000.0,8416,120298041.3,0.7147,0.0004,6054.1,0.4235,1494.4,18430.0,0.0229,0.0621,0.6231
50,2020,100,1000000.0,7556,2263117757.0,0.2995,0.1363,291784.9,0.9742,10720.6,921500.0,0.0401,0.3219,0.1053
52,2020,13,130000.0,8348,701416616.4,0.6463,0.0308,41605.2,0.4952,6989.5,119795.0,0.0241,0.0845,0.4994
57,2020,68,680000.0,7360,671472221.3,0.1342,0.4428,102963.5,1.1286,3743.4,304633.3,0.0034,0.5463,0.0049
63,2020,75,750000.0,7897,1718831889.6,0.2902,0.1799,212812.1,0.9777,9202.6,691125.0,0.0529,0.3101,0.1019
66,2020,3,30000.0,7912,85947695.6,0.3621,0.0529,8927.9,0.8219,689.4,27645.0,0.0450,0.2150,0.1370
71,2020,22,220000.0,7176,855993738.5,0.5422,0.0878,76155.5,0.6384,4229.6,202730.0,0.0162,0.1516,0.3679
72,2020,36,360000.0,8265,1286999348.8,0.4325,0.1013,110788.2,0.7115,10361.2,331740.0,0.0341,0.1547,0.1889
74,2020,62,620000.0,8177,2257513358.2,0.4453,0.0805,209022.0,0.7571,12516.8,571330.0,0.0345,0.1918,0.2474
78,2020,24,240000.0,7458,626721334.9,0.3501,0.0894,75152.2,0.8943,3385.6,221160.0,0.0583,0.2660,0.1555
81,2020,52,520000.0,8248,2542302693.2,0.5928,0.0762,170588.0,0.5534,20336.0,479180.0,0.0263,0.1060,0.4123
88,2020,55,550000.0,7459,1153918258.3,0.2813,0.1277,153708.0,0.9936,6472.2,506352.4,0.0430,0.3342,0.0920
89,2020,55,550000.0,8077,1610789294.2,0.3626,0.1475,169718.8,0.8510,9621.6,506825.0,0.0341,0.2347,0.1520
91,2020,34,340000.0,7897,901963221.9,0.3359,0.1078,96964.8,0.8490,5721.1,313310.0,0.0445,0.2422,0.1104
92,2020,54,540000.0,8112,1727347956.0,0.3943,0.1223,172918.6,0.8121,10495.5,497610.0,0.0366,0.2113,0.1833
97,2020,33,330000.0,7887,807218441.5,0.3101,0.1841,89824.8,0.8776,4956.9,303395.4,0.0454,0.2536,0.0871
98,2020,27,270000.0,7217,446536833.6,0.2292,0.1307,64697.8,1.0457,3019.5,224992.8,0.0244,0.3788,0.0506
101,2020,15,150000.0,8248,771614927.0,0.6237,0.0281,48582.6,0.5193,7065.0,138225.0,0.0285,0.0921,0.4596
107,2020,11,110000.0,7335,206442296.4,0.2559,0.0494,28343.1,1.0070,1435.2,95106.1,0.0116,0.3572,0.0603
109,2020,38,380000.0,7864,1019833383.0,0.3413,0.1054,114576.4,0.8835,5819.7,350170.0,0.0369,0.2648,0.1364
111,2020,3,30000.0,7967,88780536.5,0.3715,0.0090,8764.6,0.7865,684.2,27645.0,0.0228,0.2053,0.1341
112,2020,2,20000.0,7474,40696547.4,0.2723,0.0035,5456.3,1.0021,309.2,18051.9,0.0120,0.3488,0.0736
115,2020,3,30000.0,7439,65777462.3,0.2947,0.0051,8639.0,0.9770,485.5,27645.0,0.0122,0.3174,0.1016
124,2020,17,170000.0,8162,812674881.8,0.5857,0.0508,55998.3,0.5624,6646.2,156655.0,0.0277,0.1041,0.4069
130,2020,2,20000.0,7360,35183029.8,0.2390,0.0073,4759.3,0.9956,290.5,15668.0,0.0133,0.3666,0.0399
131,2020,25,250000.0,7556,575928667.9,0.3049,0.1208,73102.0,0.9591,2931.9,230375.0,0.0424,0.3131,0.1080
135,2020,3,30000.0,6846,61692527.2,0.3004,0.0206,8794.5,0.9759,453.9,27645.0,0.0463,0.3170,0.1160
139,2020,20,200000.0,7438,529014076.3,0.3556,0.1095,65809.0,0.9253,2618.3,184300.0,0.0601,0.2936,0.1851
147,2020,12,120000.0,7507,271705638.3,0.3016,0.0477,34320.6,0.9483,1973.5,110580.0,0.0569,0.3069,0.1066
165,2020,4,40000.0,7468,78676672.2,0.2634,0.0667,10428.8,0.9899,616.3,36610.6,0.0421,0.3277,0.0749
168,2020,3,30000.0,7265,55122011.0,0.2529,0.0393,7557.6,0.9961,451.2,26912.3,0.0407,0.3427,0.0630
169,2020,3,30000.0,7459,69669523.4,0.3113,0.0345,8717.0,0.9333,511.5,27645.0,0.0386,0.2945,0.1101
0,2021,928,9280000.0,7916,29413253640.9,0.4004,0.1303,3027496.4,0.8148,158802.9,8551520.0,0.0369,0.2211,0.2033
1,2021,588,5880000.0,7933,18807439341.3,0.4032,0.1308,1949641.2,0.8224,88918.9,5418420.0,0.0465,0.2332,0.2095
3,2021,440,4400000.0,7919,13861891230.4,0.3978,0.1500,1442607.8,0.8241,70728.5,4054600.0,0.0379,0.2292,0.2037
4,2021,361,3610000.0,8046,9274026519.1,0.3193,0.2142,1024209.4,0.8886,47914.7,3326615.0,0.0177,0.2693,0.1009
6,2021,116,1160000.0,7635,3049779199.0,0.3444,0.1204,366189.8,0.9167,14516.8,1068940.0,0.0639,0.2815,0.1599
8,2021,22,220000.0,8093,731380917.9,0.4108,0.0747,69267.7,0.7665,5212.0,202730.0,0.0268,0.1982,0.1809
12,2021,53,530000.0,7962,1621929918.3,0.3844,0.1231,167258.1,0.8211,8726.9,488395.0,0.0227,0.2322,0.1702
14,2021,142,1420000.0,7430,3935145890.4,0.3730,0.1172,463727.9,0.8756,19547.5,1308530.0,0.0587,0.2672,0.1857
19,2021,171,1710000.0,7813,4722728375.0,0.3535,0.1640,523310.2,0.8657,24901.6,1575765.0,0.0433,0.2536,0.1444
21,2021,3,30000.0,8054,122208912.4,0.5058,0.0040,10382.7,0.6843,941.5,27645.0,0.0286,0.1531,0.3329
24,2021,156,1560000.0,7934,3751680204.7,0.3031,0.2134,442636.1,0.9361,19582.7,1437540.0,0.0280,0.2876,0.1015
28,2021,134,1340000.0,8006,4429548144.8,0.4129,0.1197,453984.5,0.8205,22591.5,1234810.0,0.0511,0.2192,0.2347
32,2021,128,1280000.0,7926,3226771327.1,0.3181,0.1374,356614.2,0.8760,20487.1,1179520.0,0.0188,0.2507,0.1033
34,2021,110,1100000.0,8167,5583412112.9,0.6215,0.0749,364749.6,0.5335,30508.7,1013650.0,0.0288,0.1031,0.4704
35,2021,95,950000.0,8105,2744992668.5,0.3565,0.1458,276183.6,0.8155,20659.3,875425.0,0.0227,0.2160,0.1247
37,2021,113,1130000.0,7814,2528648935.3,0.2864,0.1349,306656.2,0.9476,17915.7,1041210.8,0.0276,0.2940,0.0892
38,2021,115,1150000.0,7995,3388430625.5,0.3685,0.1553,362484.9,0.8553,19850.5,1059725.0,0.0324,0.2389,0.1696
39,2021,21,210000.0,7146,687642270.2,0.4582,0.0928,76104.8,0.7909,2747.8,193515.0,0.0431,0.2348,0.3165
41,2021,35,350000.0,7821,1169950726.9,0.4274,0.0904,116134.7,0.7763,6803.1,322525.0,0.0394,0.2166,0.2206
45,2021,96,960000.0,8167,4807978632.0,0.6132,0.0872,320355.2,0.5442,23779.5,884640.0,0.0239,0.1057,0.4583
