wake_model,aep_bin_kWh,aep_exact_kWh,delta_aep_pct,wl_bin,wl_exact,delta_wl_pp,n_hours
gauss,39227138.460478485,38705829.80753888,1.3468478922471403,0.17337837223968358,0.18436375185621184,-1.0985379616528261,200
