p_real,p_no_wake,p_shuffled_mean,p_shuffled_std,p_shuffled_min,p_shuffled_max,delta_pct,real_wake_loss,shuffled_wake_loss,n_shuffles,farm_id,n_turb
1842759.22994775,4120565.77152,3609866.2569230185,18653.323427518237,3571181.277236611,3641913.1076724757,-95.89462357626468,55.278975458071855,12.393917314140914,20,0,928
1732429.3137686078,2539831.48848,1848205.288940468,18809.240607572505,1814720.0720581608,1881293.4313993526,-6.682868631448471,31.789596214298214,27.23118453631921,20,2,572
