farm_id,year,n_turb,capacity_kW,n_hours,wake_model,turbine_type,country,region,TI,AEP_kWh,AEP_noWake_kWh,CF,WakeLoss,Volatility_kW,CV,P5_kW,P95_kW,RampFreq,low_hours,high_hours,precompute_time_s
63,2016,2,20000.0,7838,gauss,iea_10MW,China,east_asia,0.07,59582547.7898788,60364173.50613784,0.3800876996037178,0.012948503571900378,6404.57599478668,0.9441992265353014,0.0,18430.0,0.1550722987589662,0.31693989071038253,0.1310336976320583,1.1089414000016404
89,2014,2,20000.0,8167,gauss,iea_10MW,China,east_asia,0.08,70471331.36187705,71085063.97175449,0.4314395210106346,0.008633777274524263,6612.104481806742,0.821923385599058,0.0,18430.0,0.11610914487955246,0.23949771689497718,0.17294520547945205,1.0801883000021917
89,2015,2,20000.0,7989,gauss,iea_10MW,China,east_asia,0.08,62721237.52550327,63324157.23244819,0.3925474873294735,0.009521164328042182,6379.933023503573,0.8910572477650242,0.0,18430.0,0.11473912547094417,0.28264840182648404,0.14052511415525115,1.1054446999987704
93,2021,2,20000.0,7850,gauss,iea_10MW,United Kingdom,europe,0.06,82602316.83826888,83053889.24099052,0.5261294066131775,0.005437101222452733,7420.682228472963,0.7869655332876434,0.0,18430.0,0.12090421280968147,0.26723744292237445,0.2976027397260274,1.0991226999976789
93,2022,2,20000.0,8212,gauss,iea_10MW,United Kingdom,europe,0.06,98820425.74223803,99289901.84422232,0.601683059804177,0.004728336852632422,7229.482319466146,0.6408620954914049,0.0,18430.0,0.13711610914487954,0.17602739726027397,0.39052511415525115,1.3752377000018896
98,2018,2,20000.0,7590,gauss,iea_10MW,China,east_asia,0.08,44535036.86929513,45015193.799226776,0.29337968952104826,0.01066655254386344,5326.838915254749,1.047784220648163,0.0,18372.693793428745,0.08962210297979221,0.3829908675799087,0.0593607305936073,1.7780304999978398
101,2014,2,20000.0,7993,gauss,iea_10MW,China,east_asia,0.1,92766876.32924974,93233903.05481519,0.5803007402054907,0.005009194190774878,7341.949625248201,0.6933021921413488,0.0,18430.0,0.09064961753624844,0.20331050228310502,0.3526255707762557,1.5863673999992898
101,2015,2,20000.0,8096,gauss,iea_10MW,China,east_asia,0.1,102826039.7874254,103287662.00121115,0.6350422417701668,0.004469287084650437,7224.966522658929,0.6155124409083003,0.0,18430.0,0.07820527457472314,0.17431506849315068,0.4215753424657534,1.646479900002305
110,2022,2,20000.0,7821,gauss,iea_10MW,China,east_asia,0.08,62169613.1809665,62830313.37257052,0.3974530953904008,0.010515627825795053,6502.314172241876,0.9162076010194233,0.0,18430.0,0.1008105948167599,0.3204337899543379,0.1312785388127854,1.6134444999988773
112,2020,2,20000.0,7527,gauss,iea_10MW,Vietnam,east_asia,0.07,40214541.413426235,40848205.67468024,0.2671352558351683,0.015512658409051782,5355.225521425621,1.1697336169174253,0.0,17817.066615395117,0.05362632357964249,0.46766848816029144,0.042463570127504555,1.34867579999991
124,2016,2,20000.0,7829,gauss,iea_10MW,China,east_asia,0.1,87478307.86006337,87941685.7738386,0.5586812355349557,0.005269149774623366,7445.23242374134,0.7476015850096321,0.0,18430.0,0.09040191278606399,0.2473816029143898,0.32684426229508196,1.3627650999987964
124,2017,2,20000.0,8022,gauss,iea_10MW,China,east_asia,0.1,95645339.14801948,96117467.84950931,0.5961439737473166,0.00491199687271252,7312.60973943228,0.6697499521465519,0.0,18430.0,0.08882292499143737,0.19680365296803654,0.37374429223744293,1.6726593999992474
