id,lon,lat,first_year,active_2014,active_2015,active_2016,active_2017,active_2018,active_2019,active_2020,active_2021,active_2022,active_2023,active_2024
671,119.057076,38.276556,2023,False,False,False,False,False,False,False,False,False,True,True
672,119.076679,38.251123,2022,False,False,False,False,False,False,False,False,True,True,True
673,119.083263,38.251091,2022,False,False,False,False,False,False,False,False,True,True,True
674,119.072163,38.274046,2022,False,False,False,False,False,False,False,False,True,True,True
675,119.070206,38.251102,2022,False,False,False,False,False,False,False,False,True,True,True
676,119.06361,38.251163,2022,False,False,False,False,False,False,False,False,True,True,True
677,119.102852,38.251146,2022,False,False,False,False,False,False,False,False,True,True,True
678,119.089783,38.25108,2022,False,False,False,False,False,False,False,False,True,True,True
679,119.0895,38.249462,2022,False,False,False,False,False,False,False,False,True,True,True
680,118.918541,38.156399,9999,False,False,False,False,False,False,False,False,False,False,False
681,118.916237,38.154179,9999,False,False,False,False,False,False,False,False,False,False,False
682,118.938316,38.220331,9999,False,False,False,False,False,False,False,False,False,False,False
683,119.095051,38.211256,9999,False,False,False,False,False,False,False,False,False,False,False
684,119.060406,38.202423,9999,False,False,False,False,False,False,False,False,False,False,False
685,118.439751,38.039162,2014,True,True,True,True,True,True,True,True,True,True,True
686,118.441223,38.045448,2014,True,True,True,True,True,True,True,True,True,True,True
687,118.44685,38.045931,2014,True,True,True,True,True,True,True,True,True,True,True
688,118.442791,38.052227,2014,True,True,True,True,True,True,True,True,True,True,True
689,119.256165,38.019518,2023,False,False,False,False,False,False,False,False,False,True,True
690,119.263103,38.018875,2023,False,False,False,False,False,False,False,False,False,True,True
691,119.228424,38.022284,2024,False,False,False,False,False,False,False,False,False,False,True
692,119.230705,38.044044,2024,False,False,False,False,False,False,False,False,False,False,True
693,119.279137,38.038208,2024,False,False,False,False,False,False,False,False,False,False,True
694,119.251465,38.041586,2023,False,False,False,False,False,False,False,False,False,True,True
695,119.258366,38.040743,2024,False,False,False,False,False,False,False,False,False,False,True
696,119.221554,38.022949,2024,False,False,False,False,False,False,False,False,False,False,True
697,119.207745,38.024273,2024,False,False,False,False,False,False,False,False,False,False,True
698,119.200768,38.024948,2024,False,False,False,False,False,False,False,False,False,False,True
699,119.244549,38.042343,2024,False,False,False,False,False,False,False,False,False,False,True
700,119.21228,38.000809,2024,False,False,False,False,False,False,False,False,False,False,True
701,119.23539,38.021616,2024,False,False,False,False,False,False,False,False,False,False,True
702,119.269947,38.018366,2024,False,False,False,False,False,False,False,False,False,False,True
703,119.242245,38.020985,2024,False,False,False,False,False,False,False,False,False,False,True
704,119.217022,38.045582,2024,False,False,False,False,False,False,False,False,False,False,True
705,119.28611,38.037334,2024,False,False,False,False,False,False,False,False,False,False,True
706,119.219498,38.000307,2024,False,False,False,False,False,False,False,False,False,False,True
707,119.265411,38.039806,2024,False,False,False,False,False,False,False,False,False,False,True
708,119.223949,38.044798,2024,False,False,False,False,False,False,False,False,False,False,True
709,119.283817,38.016857,2024,False,False,False,False,False,False,False,False,False,False,True
710,119.214626,38.023556,2024,False,False,False,False,False,False,False,False,False,False,True
711,119.248234,37.998497,2025,False,False,False,False,False,False,False,False,False,False,False
712,119.27692,38.01757,2024,False,False,False,False,False,False,False,False,False,False,True
713,119.272282,38.039049,2024,False,False,False,False,False,False,False,False,False,False,True
714,119.233902,37.999298,2024,False,False,False,False,False,False,False,False,False,False,True
715,119.226624,37.999847,2024,False,False,False,False,False,False,False,False,False,False,True
716,119.237621,38.043211,2024,False,False,False,False,False,False,False,False,False,False,True
717,119.262741,37.997383,2025,False,False,False,False,False,False,False,False,False,False,False
718,119.249203,38.020224,2023,False,False,False,False,False,False,False,False,False,True,True
719,119.271912,38.02635,9999,False,False,False,False,False,False,False,False,False,False,False
720,119.27132,38.003277,9999,False,False,False,False,False,False,False,False,False,False,False
721,119.24514,38.003206,9999,False,False,False,False,False,False,False,False,False,False,False
722,119.214878,38.00868,9999,False,False,False,False,False,False,False,False,False,False,False
723,119.236378,38.031231,9999,False,False,False,False,False,False,False,False,False,False,False
724,119.297634,38.015703,2024,False,False,False,False,False,False,False,False,False,False,True
725,119.292957,38.036638,2024,False,False,False,False,False,False,False,False,False,False,True
726,119.299892,38.035742,2024,False,False,False,False,False,False,False,False,False,False,True
727,119.290733,38.016256,2024,False,False,False,False,False,False,False,False,False,False,True
728,119.332336,38.012213,2024,False,False,False,False,False,False,False,False,False,False,True
729,119.339199,38.011572,2024,False,False,False,False,False,False,False,False,False,False,True
730,119.3046,38.014898,2024,False,False,False,False,False,False,False,False,False,False,True
731,119.311558,38.014202,2024,False,False,False,False,False,False,False,False,False,False,True
732,119.325302,38.012953,2024,False,False,False,False,False,False,False,False,False,False,True
733,119.318432,38.013609,2024,False,False,False,False,False,False,False,False,False,False,True
734,119.346119,38.010963,2024,False,False,False,False,False,False,False,False,False,False,True
735,121.860558,37.925739,2023,False,False,False,False,False,False,False,False,False,True,True
736,121.858482,37.916569,2023,False,False,False,False,False,False,False,False,False,True,True
737,121.85849,37.886086,2023,False,False,False,False,False,False,False,False,False,True,True
738,121.858963,37.963903,2023,False,False,False,False,False,False,False,False,False,True,True
739,121.859112,37.952497,2023,False,False,False,False,False,False,False,False,False,True,True
740,121.859695,37.9405,2023,False,False,False,False,False,False,False,False,False,True,True
741,121.859474,37.958254,9999,False,False,False,False,False,False,False,False,False,False,False
742,121.863434,37.896612,2023,False,False,False,False,False,False,False,False,False,True,True
743,121.858505,37.90386,2023,False,False,False,False,False,False,False,False,False,True,True
744,121.883442,37.893795,2023,False,False,False,False,False,False,False,False,False,True,True
745,121.874893,37.954453,2023,False,False,False,False,False,False,False,False,False,True,True
746,121.880482,37.880152,2023,False,False,False,False,False,False,False,False,False,True,True
747,121.893463,37.89246,2023,False,False,False,False,False,False,False,False,False,True,True
748,121.866711,37.959288,2023,False,False,False,False,False,False,False,False,False,True,True
749,121.870628,37.939098,2023,False,False,False,False,False,False,False,False,False,True,True
750,121.869339,37.881834,2023,False,False,False,False,False,False,False,False,False,True,True
751,121.882496,37.908274,2023,False,False,False,False,False,False,False,False,False,True,True
752,121.874954,37.923677,2023,False,False,False,False,False,False,False,False,False,True,True
753,121.881657,37.937574,2023,False,False,False,False,False,False,False,False,False,True,True
754,121.866848,37.910282,2023,False,False,False,False,False,False,False,False,False,True,True
755,121.913357,37.875696,2023,False,False,False,False,False,False,False,False,False,True,True
756,121.891373,37.944765,2023,False,False,False,False,False,False,False,False,False,True,True
757,121.913963,37.889673,2023,False,False,False,False,False,False,False,False,False,True,True
758,121.873493,37.895166,2023,False,False,False,False,False,False,False,False,False,True,True
759,121.898186,37.90609,2023,False,False,False,False,False,False,False,False,False,True,True
760,121.892727,37.935917,2023,False,False,False,False,False,False,False,False,False,True,True
761,121.903301,37.891153,2023,False,False,False,False,False,False,False,False,False,True,True
762,121.889282,37.921709,2023,False,False,False,False,False,False,False,False,False,True,True
763,121.913948,37.903904,2023,False,False,False,False,False,False,False,False,False,True,True
764,121.891499,37.878658,2023,False,False,False,False,False,False,False,False,False,True,True
765,121.902992,37.919823,2023,False,False,False,False,False,False,False,False,False,True,True
766,121.903011,37.877024,2023,False,False,False,False,False,False,False,False,False,True,True
767,121.914135,37.931416,2023,False,False,False,False,False,False,False,False,False,True,True
768,121.913139,37.8829,2023,False,False,False,False,False,False,False,False,False,True,True
769,121.872478,37.906765,9999,False,False,False,False,False,False,False,False,False,False,False
770,121.904232,37.934374,2023,False,False,False,False,False,False,False,False,False,True,True
771,121.914078,37.918148,2023,False,False,False,False,False,False,False,False,False,True,True
772,120.29808,37.829035,2023,False,False,False,False,False,False,False,False,False,True,True
773,120.282318,37.829077,2023,False,False,False,False,False,False,False,False,False,True,True
774,120.287231,37.792875,2024,False,False,False,False,False,False,False,False,False,False,True
775,120.272186,37.806782,2024,False,False,False,False,False,False,False,False,False,False,True
776,120.280827,37.851404,2023,False,False,False,False,False,False,False,False,False,True,True
777,120.255875,37.80681,2024,False,False,False,False,False,False,False,False,False,False,True
778,120.28875,37.85144,2023,False,False,False,False,False,False,False,False,False,True,True
779,120.266582,37.829241,2023,False,False,False,False,False,False,False,False,False,True,True
780,120.296593,37.806763,2024,False,False,False,False,False,False,False,False,False,False,True
781,120.249393,37.819273,2023,False,False,False,False,False,False,False,False,False,True,True
782,120.2883,37.806856,2024,False,False,False,False,False,False,False,False,False,False,True
783,120.274479,37.829153,2023,False,False,False,False,False,False,False,False,False,True,True
784,120.263885,37.807167,2024,False,False,False,False,False,False,False,False,False,False,True
785,120.258842,37.829178,2023,False,False,False,False,False,False,False,False,False,True,True
786,120.272396,37.84277,2023,False,False,False,False,False,False,False,False,False,True,True
787,120.294125,37.865356,2023,False,False,False,False,False,False,False,False,False,True,True
788,120.290199,37.829041,2023,False,False,False,False,False,False,False,False,False,True,True
789,120.264114,37.784719,2024,False,False,False,False,False,False,False,False,False,False,True
790,120.288857,37.784586,2024,False,False,False,False,False,False,False,False,False,False,True
791,120.280708,37.784521,2024,False,False,False,False,False,False,False,False,False,False,True
792,120.27195,37.792772,2024,False,False,False,False,False,False,False,False,False,False,True
793,120.272343,37.784639,2024,False,False,False,False,False,False,False,False,False,False,True
794,120.280273,37.806711,2024,False,False,False,False,False,False,False,False,False,False,True
795,120.296822,37.851387,2023,False,False,False,False,False,False,False,False,False,True,True
796,120.310898,37.873501,2023,False,False,False,False,False,False,False,False,False,True,True
797,120.320904,37.806711,2024,False,False,False,False,False,False,False,False,False,False,True
798,120.309639,37.799442,2024,False,False,False,False,False,False,False,False,False,False,True
799,120.319065,37.873585,2023,False,False,False,False,False,False,False,False,False,True,True
800,120.321735,37.82893,2023,False,False,False,False,False,False,False,False,False,True,True
801,120.304714,37.806723,2024,False,False,False,False,False,False,False,False,False,False,True
802,120.312828,37.806858,2024,False,False,False,False,False,False,False,False,False,False,True
803,120.320988,37.851315,2023,False,False,False,False,False,False,False,False,False,True,True
804,120.306007,37.828953,2023,False,False,False,False,False,False,False,False,False,True,True
805,120.304832,37.851389,2023,False,False,False,False,False,False,False,False,False,True,True
806,120.31295,37.851358,2023,False,False,False,False,False,False,False,False,False,True,True
807,120.302494,37.873638,2023,False,False,False,False,False,False,False,False,False,True,True
808,120.313934,37.829006,2023,False,False,False,False,False,False,False,False,False,True,True
809,120.329044,37.851305,2023,False,False,False,False,False,False,False,False,False,True,True
810,120.326988,37.820923,2023,False,False,False,False,False,False,False,False,False,True,True
811,120.312954,37.81967,9999,False,False,False,False,False,False,False,False,False,False,False
812,120.376003,37.875465,9999,False,False,False,False,False,False,False,False,False,False,False
813,120.247692,37.806866,2024,False,False,False,False,False,False,False,False,False,False,True
814,120.239506,37.784643,2024,False,False,False,False,False,False,False,False,False,False,True
815,120.239586,37.806803,2024,False,False,False,False,False,False,False,False,False,False,True
816,120.334999,37.820263,2023,False,False,False,False,False,False,False,False,False,True,True
817,120.368324,37.873417,2023,False,False,False,False,False,False,False,False,False,True,True
818,120.384857,37.873356,2023,False,False,False,False,False,False,False,False,False,True,True
819,120.379818,37.859455,2023,False,False,False,False,False,False,False,False,False,True,True
820,120.388042,37.85948,2023,False,False,False,False,False,False,False,False,False,True,True
821,120.360115,37.873482,2023,False,False,False,False,False,False,False,False,False,True,True
822,120.376579,37.873367,2023,False,False,False,False,False,False,False,False,False,True,True
823,120.335552,37.87351,2023,False,False,False,False,False,False,False,False,False,True,True
824,120.343693,37.873526,2023,False,False,False,False,False,False,False,False,False,True,True
825,120.337048,37.85133,2023,False,False,False,False,False,False,False,False,False,True,True
826,120.351978,37.873405,2023,False,False,False,False,False,False,False,False,False,True,True
827,120.371632,37.859474,2023,False,False,False,False,False,False,False,False,False,True,True
828,120.327171,37.873648,2023,False,False,False,False,False,False,False,False,False,True,True
829,120.363476,37.860785,2023,False,False,False,False,False,False,False,False,False,True,True
830,120.345158,37.829062,2023,False,False,False,False,False,False,False,False,False,True,True
831,120.393047,37.873325,2023,False,False,False,False,False,False,False,False,False,True,True
832,120.396168,37.859488,2023,False,False,False,False,False,False,False,False,False,True,True
833,120.401138,37.873241,2023,False,False,False,False,False,False,False,False,False,True,True
834,119.441422,37.294735,2022,False,False,False,False,False,False,False,False,True,True,True
835,119.459312,37.290522,2022,False,False,False,False,False,False,False,False,True,True,True
836,119.459595,37.252729,2022,False,False,False,False,False,False,False,False,True,True,True
837,119.461117,37.272699,2022,False,False,False,False,False,False,False,False,True,True,True
838,119.435459,37.296154,2022,False,False,False,False,False,False,False,False,True,True,True
839,119.466183,37.250608,2022,False,False,False,False,False,False,False,False,True,True,True
840,119.446056,37.277927,2022,False,False,False,False,False,False,False,False,True,True,True
841,119.453743,37.27532,2022,False,False,False,False,False,False,False,False,True,True,True
842,119.430016,37.238649,2021,False,False,False,False,False,False,False,True,True,True,True
843,119.446407,37.25671,2022,False,False,False,False,False,False,False,False,True,True,True
844,119.439838,37.258621,2022,False,False,False,False,False,False,False,False,True,True,True
845,119.468533,37.270119,2022,False,False,False,False,False,False,False,False,True,True,True
846,119.465286,37.289045,2022,False,False,False,False,False,False,False,False,True,True,True
847,119.45462,37.23266,2022,False,False,False,False,False,False,False,False,True,True,True
848,119.447399,37.293262,2022,False,False,False,False,False,False,False,False,True,True,True
849,119.433193,37.260706,2022,False,False,False,False,False,False,False,False,True,True,True
850,119.448166,37.23427,2022,False,False,False,False,False,False,False,False,True,True,True
851,119.453327,37.291889,2022,False,False,False,False,False,False,False,False,True,True,True
852,119.442123,37.235706,2022,False,False,False,False,False,False,False,False,True,True,True
853,119.438961,37.280302,2022,False,False,False,False,False,False,False,False,True,True,True
854,119.436092,37.237162,2022,False,False,False,False,False,False,False,False,True,True,True
855,119.47131,37.287613,2022,False,False,False,False,False,False,False,False,True,True,True
856,119.461029,37.231077,2022,False,False,False,False,False,False,False,False,True,True,True
857,119.453011,37.254669,2022,False,False,False,False,False,False,False,False,True,True,True
858,119.486103,37.234734,2022,False,False,False,False,False,False,False,False,True,True,True
859,119.48595,37.24452,2022,False,False,False,False,False,False,False,False,True,True,True
860,119.475906,37.267569,2022,False,False,False,False,False,False,False,False,True,True,True
861,119.483173,37.284758,2022,False,False,False,False,False,False,False,False,True,True,True
862,119.477253,37.286242,2022,False,False,False,False,False,False,False,False,True,True,True
863,119.48341,37.254864,2022,False,False,False,False,False,False,False,False,True,True,True
864,119.479424,37.24655,2022,False,False,False,False,False,False,False,False,True,True,True
865,119.48209,37.275305,2022,False,False,False,False,False,False,False,False,True,True,True
866,119.483315,37.265104,2022,False,False,False,False,False,False,False,False,True,True,True
867,119.472832,37.248577,2022,False,False,False,False,False,False,False,False,True,True,True
868,119.4865,37.248886,9999,False,False,False,False,False,False,False,False,False,False,False
869,119.467278,37.229546,2022,False,False,False,False,False,False,False,False,True,True,True
870,119.486248,37.224958,2022,False,False,False,False,False,False,False,False,True,True,True
871,119.473614,37.228079,2022,False,False,False,False,False,False,False,False,True,True,True
872,119.479916,37.226482,2022,False,False,False,False,False,False,False,False,True,True,True
873,119.562771,37.261234,2020,False,False,False,False,False,False,True,False,True,True,True
874,119.580322,37.261278,2022,False,False,False,False,False,False,False,False,True,True,True
875,119.619644,37.261328,2022,False,False,False,False,False,False,False,False,True,True,True
876,119.590172,37.261301,2022,False,False,False,False,False,False,False,False,True,True,True
877,119.629349,37.261366,2022,False,False,False,False,False,False,False,False,True,True,True
878,119.639198,37.261414,2022,False,False,False,False,False,False,False,False,True,True,True
879,119.60976,37.261423,2022,False,False,False,False,False,False,False,False,True,True,True
880,119.643356,37.244961,2022,False,False,False,False,False,False,False,False,True,True,True
881,119.57769,37.244772,2022,False,False,False,False,False,False,False,False,True,True,True
882,119.610546,37.244877,2020,False,False,False,False,False,False,True,False,True,True,True
883,119.588619,37.244818,2020,False,False,False,False,False,False,True,False,True,True,True
884,119.570938,37.261284,2022,False,False,False,False,False,False,False,False,True,True,True
885,119.566727,37.244732,2022,False,False,False,False,False,False,False,False,True,True,True
886,119.654263,37.245052,2022,False,False,False,False,False,False,False,False,True,True,True
887,119.599926,37.261293,2020,False,False,False,False,False,False,True,False,True,True,True
888,119.649006,37.261532,2022,False,False,False,False,False,False,False,False,True,True,True
889,119.665173,37.245085,2022,False,False,False,False,False,False,False,False,True,True,True
890,119.674057,37.239853,2022,False,False,False,False,False,False,False,False,True,True,True
891,119.658775,37.25819,2022,False,False,False,False,False,False,False,False,True,True,True
892,119.692661,37.238729,2022,False,False,False,False,False,False,False,False,True,True,True
893,119.680237,37.238701,2022,False,False,False,False,False,False,False,False,True,True,True
894,119.668568,37.258202,2022,False,False,False,False,False,False,False,False,True,True,True
895,119.686424,37.238718,2022,False,False,False,False,False,False,False,False,True,True,True
896,119.602169,37.228304,2020,False,False,False,False,False,False,True,False,True,True,True
897,119.617836,37.228369,2022,False,False,False,False,False,False,False,False,True,True,True
898,119.586578,37.228157,2020,False,False,False,False,False,False,True,False,True,True,True
899,119.564419,37.228148,2022,False,False,False,False,False,False,False,False,True,True,True
900,119.594433,37.228209,2020,False,False,False,False,False,False,True,False,True,True,True
901,119.578697,37.228205,2022,False,False,False,False,False,False,False,False,True,True,True
902,119.570885,37.228144,2022,False,False,False,False,False,False,False,False,True,True,True
903,119.610069,37.228277,2022,False,False,False,False,False,False,False,False,True,True,True
904,119.633533,37.22834,2022,False,False,False,False,False,False,False,False,True,True,True
905,119.625637,37.228401,2020,False,False,False,False,False,False,True,False,True,True,True
906,119.641354,37.228401,2022,False,False,False,False,False,False,False,False,True,True,True
907,119.649239,37.228399,2022,False,False,False,False,False,False,False,False,True,True,True
908,119.657074,37.22839,2020,False,False,False,False,False,False,True,False,True,True,True
909,119.671188,37.228456,2022,False,False,False,False,False,False,False,False,True,True,True
910,119.664848,37.228403,2022,False,False,False,False,False,False,False,False,True,True,True
911,121.540546,36.516844,2024,False,False,False,False,False,False,False,False,False,False,True
912,121.515671,36.563728,2023,False,False,False,False,False,False,False,False,False,True,True
913,121.551678,36.573898,2023,False,False,False,False,False,False,False,False,False,True,True
914,121.560074,36.574516,2023,False,False,False,False,False,False,False,False,False,True,True
915,121.540096,36.554623,2023,False,False,False,False,False,False,False,False,False,True,True
916,121.555897,36.537745,2023,False,False,False,False,False,False,False,False,False,True,True
917,121.548271,36.517889,2024,False,False,False,False,False,False,False,False,False,False,True
918,121.565346,36.557049,2023,False,False,False,False,False,False,False,False,False,True,True
919,121.532902,36.515768,2024,False,False,False,False,False,False,False,False,False,False,True
920,121.51804,36.571569,2023,False,False,False,False,False,False,False,False,False,True,True
921,121.555973,36.519081,2024,False,False,False,False,False,False,False,False,False,False,True
922,121.538586,36.496342,2024,False,False,False,False,False,False,False,False,False,False,True
923,121.534794,36.572781,2023,False,False,False,False,False,False,False,False,False,True,True
924,121.564838,36.520395,2024,False,False,False,False,False,False,False,False,False,False,True
925,121.556957,36.556141,2023,False,False,False,False,False,False,False,False,False,True,True
926,121.54694,36.536669,2023,False,False,False,False,False,False,False,False,False,True,True
927,121.528934,36.534603,2022,False,False,False,False,False,False,False,False,True,True,True
928,121.568539,36.575069,2023,False,False,False,False,False,False,False,False,False,True,True
929,121.554222,36.499027,2024,False,False,False,False,False,False,False,False,False,False,True
930,121.519993,36.533419,2023,False,False,False,False,False,False,False,False,False,True,True
931,121.531666,36.553774,2023,False,False,False,False,False,False,False,False,False,True,True
932,121.526459,36.572149,2023,False,False,False,False,False,False,False,False,False,True,True
933,121.537964,36.53557,2023,False,False,False,False,False,False,False,False,False,True,True
934,121.548534,36.555397,2023,False,False,False,False,False,False,False,False,False,True,True
935,121.546371,36.497662,2024,False,False,False,False,False,False,False,False,False,False,True
936,121.523212,36.553013,2023,False,False,False,False,False,False,False,False,False,True,True
937,121.514858,36.552212,2023,False,False,False,False,False,False,False,False,False,True,True
938,121.564884,36.538738,2023,False,False,False,False,False,False,False,False,False,True,True
939,121.543247,36.57333,2023,False,False,False,False,False,False,False,False,False,True,True
940,121.525261,36.514694,2024,False,False,False,False,False,False,False,False,False,False,True
941,121.530624,36.495119,2024,False,False,False,False,False,False,False,False,False,False,True
942,121.488293,36.536995,9999,False,False,False,False,False,False,False,False,False,False,False
943,121.489948,36.476082,2021,False,False,False,False,False,False,False,True,True,True,True
944,121.540501,36.482468,2024,False,False,False,False,False,False,False,False,False,False,True
945,121.502441,36.475864,2021,False,False,False,False,False,False,False,True,True,True,True
946,121.508522,36.475889,2021,False,False,False,False,False,False,False,True,True,True,True
947,121.521038,36.475626,2021,False,False,False,False,False,False,False,True,True,True,True
948,121.496288,36.475979,2021,False,False,False,False,False,False,False,True,True,True,True
949,121.514851,36.475739,2021,False,False,False,False,False,False,False,True,True,True,True
950,121.543816,36.476887,2024,False,False,False,False,False,False,False,False,False,False,True
951,121.562061,36.500427,2024,False,False,False,False,False,False,False,False,False,False,True
952,121.581482,36.503736,2024,False,False,False,False,False,False,False,False,False,False,True
953,121.58279,36.540886,2023,False,False,False,False,False,False,False,False,False,True,True
954,121.58263,36.522884,2024,False,False,False,False,False,False,False,False,False,False,True
955,121.582191,36.558603,2023,False,False,False,False,False,False,False,False,False,True,True
956,121.571762,36.502068,2024,False,False,False,False,False,False,False,False,False,False,True
957,121.573734,36.521618,2024,False,False,False,False,False,False,False,False,False,False,True
958,121.573872,36.53986,2023,False,False,False,False,False,False,False,False,False,True,True
959,121.573818,36.557791,2023,False,False,False,False,False,False,False,False,False,True,True
960,121.585426,36.550064,9999,False,False,False,False,False,False,False,False,False,False,False
961,121.591541,36.52417,2024,False,False,False,False,False,False,False,False,False,False,True
962,121.60041,36.525396,2024,False,False,False,False,False,False,False,False,False,False,True
963,121.591808,36.541946,2023,False,False,False,False,False,False,False,False,False,True,True
964,121.590645,36.559381,2023,False,False,False,False,False,False,False,False,False,True,True
965,121.600807,36.507147,2024,False,False,False,False,False,False,False,False,False,False,True
966,121.591141,36.505362,2024,False,False,False,False,False,False,False,False,False,False,True
967,121.548306,36.461956,2023,False,False,False,False,False,False,False,False,False,True,True
968,121.564358,36.465136,2023,False,False,False,False,False,False,False,False,False,True,True
969,121.556343,36.463551,2023,False,False,False,False,False,False,False,False,False,True,True
970,121.546974,36.451544,2023,False,False,False,False,False,False,False,False,False,True,True
971,121.56731,36.481535,2024,False,False,False,False,False,False,False,False,False,False,True
972,121.568085,36.426023,2023,False,False,False,False,False,False,False,False,False,True,True
973,121.56155,36.444576,2023,False,False,False,False,False,False,False,False,False,True,True
974,121.574806,36.467361,2023,False,False,False,False,False,False,False,False,False,True,True
975,121.577412,36.448254,2023,False,False,False,False,False,False,False,False,False,True,True
976,121.576115,36.483295,2024,False,False,False,False,False,False,False,False,False,False,True
977,121.545609,36.440996,2023,False,False,False,False,False,False,False,False,False,True,True
978,121.559429,36.480013,2022,False,False,False,False,False,False,False,False,True,False,True
979,121.585346,36.469433,2023,False,False,False,False,False,False,False,False,False,True,True
980,121.57666,36.428194,2023,False,False,False,False,False,False,False,False,False,True,True
981,121.559547,36.423767,2023,False,False,False,False,False,False,False,False,False,True,True
982,121.55357,36.442787,2023,False,False,False,False,False,False,False,False,False,True,True
983,121.55164,36.47843,2024,False,False,False,False,False,False,False,False,False,False,True
984,121.525223,36.461582,2021,False,False,False,False,False,False,False,True,True,True,True
985,121.584927,36.485159,2024,False,False,False,False,False,False,False,False,False,False,True
986,121.587196,36.45042,2023,False,False,False,False,False,False,False,False,False,True,True
987,121.569447,36.446421,2023,False,False,False,False,False,False,False,False,False,True,True
988,121.60268,36.488733,2024,False,False,False,False,False,False,False,False,False,False,True
989,121.595882,36.471537,2023,False,False,False,False,False,False,False,False,False,True,True
990,121.593838,36.486887,2024,False,False,False,False,False,False,False,False,False,False,True
991,121.576851,36.575661,2023,False,False,False,False,False,False,False,False,False,True,True
992,121.585312,36.576284,2023,False,False,False,False,False,False,False,False,False,True,True
993,121.619038,36.578543,2023,False,False,False,False,False,False,False,False,False,True,True
994,121.610516,36.508766,2024,False,False,False,False,False,False,False,False,False,False,True
995,121.610584,36.577915,2023,False,False,False,False,False,False,False,False,False,True,True
996,121.609795,36.544104,2022,False,False,False,False,False,False,False,False,True,True,True
997,121.639534,36.5138,2024,False,False,False,False,False,False,False,False,False,False,True
998,121.644844,36.53175,2024,False,False,False,False,False,False,False,False,False,False,True
999,121.627037,36.529261,2024,False,False,False,False,False,False,False,False,False,False,True
1000,121.60759,36.560932,2023,False,False,False,False,False,False,False,False,False,True,True
1001,121.618168,36.52796,2024,False,False,False,False,False,False,False,False,False,False,True
1002,121.624397,36.562506,2023,False,False,False,False,False,False,False,False,False,True,True
1003,121.652603,36.580887,2023,False,False,False,False,False,False,False,False,False,True,True
1004,121.632805,36.563416,2022,False,False,False,False,False,False,False,False,True,True,True
1005,121.641243,36.564148,2023,False,False,False,False,False,False,False,False,False,True,True
1006,121.644176,36.580257,2023,False,False,False,False,False,False,False,False,False,True,True
1007,121.645679,36.548368,2023,False,False,False,False,False,False,False,False,False,True,True
1008,121.599087,36.560152,2023,False,False,False,False,False,False,False,False,False,True,True
1009,121.620186,36.510401,2024,False,False,False,False,False,False,False,False,False,False,True
1010,121.593678,36.576885,2023,False,False,False,False,False,False,False,False,False,True,True
1011,121.629925,36.512016,2024,False,False,False,False,False,False,False,False,False,False,True
1012,121.618687,36.545204,2023,False,False,False,False,False,False,False,False,False,True,True
1013,121.635933,36.530565,2024,False,False,False,False,False,False,False,False,False,False,True
1014,121.635815,36.579601,2023,False,False,False,False,False,False,False,False,False,True,True
1015,121.627728,36.546238,2023,False,False,False,False,False,False,False,False,False,True,True
1016,121.636665,36.547285,2023,False,False,False,False,False,False,False,False,False,True,True
1017,121.615959,36.561731,2023,False,False,False,False,False,False,False,False,False,True,True
1018,121.627377,36.579138,2023,False,False,False,False,False,False,False,False,False,True,True
1019,121.600758,36.542999,2023,False,False,False,False,False,False,False,False,False,True,True
1020,121.64967,36.564854,2023,False,False,False,False,False,False,False,False,False,True,True
1021,121.602139,36.577332,2023,False,False,False,False,False,False,False,False,False,True,True
1022,121.609234,36.526768,2024,False,False,False,False,False,False,False,False,False,False,True
1023,121.629196,36.494057,2024,False,False,False,False,False,False,False,False,False,False,True
1024,121.596935,36.452765,2023,False,False,False,False,False,False,False,False,False,True,True
1025,121.62746,36.477837,2023,False,False,False,False,False,False,False,False,False,True,True
1026,121.611477,36.490458,2024,False,False,False,False,False,False,False,False,False,False,True
1027,121.616924,36.475752,2023,False,False,False,False,False,False,False,False,False,True,True
1028,121.620392,36.492266,2024,False,False,False,False,False,False,False,False,False,False,True
1029,121.606365,36.47364,2023,False,False,False,False,False,False,False,False,False,True,True
1030,121.606689,36.455029,2023,False,False,False,False,False,False,False,False,False,True,True
1031,121.66362,36.550507,2023,False,False,False,False,False,False,False,False,False,True,True
1032,121.653652,36.533064,2024,False,False,False,False,False,False,False,False,False,False,True
1033,121.674675,36.519743,2024,False,False,False,False,False,False,False,False,False,False,True
1034,121.658932,36.517031,2024,False,False,False,False,False,False,False,False,False,False,True
1035,121.638103,36.49585,2024,False,False,False,False,False,False,False,False,False,False,True
1036,121.649296,36.515409,2024,False,False,False,False,False,False,False,False,False,False,True
1037,121.669052,36.535358,2024,False,False,False,False,False,False,False,False,False,False,True
1038,121.655807,36.499407,2024,False,False,False,False,False,False,False,False,False,False,True
1039,121.654613,36.549374,2023,False,False,False,False,False,False,False,False,False,True,True
1040,121.661392,36.53414,2024,False,False,False,False,False,False,False,False,False,False,True
1041,121.664619,36.501156,2024,False,False,False,False,False,False,False,False,False,False,True
1042,121.666847,36.518389,2024,False,False,False,False,False,False,False,False,False,False,True
1043,121.658092,36.565708,2023,False,False,False,False,False,False,False,False,False,True,True
1044,121.647022,36.497557,2024,False,False,False,False,False,False,False,False,False,False,True
1045,121.67244,36.502701,2024,False,False,False,False,False,False,False,False,False,False,True
