farm_id,year,n_turb,layout_type,wake_model,country_x,AEP_kWh,AEP_noWake_kWh,CF,WakeLoss,precompute_time_s,farm_id_int,spacing_D,aspect_ratio,n_turbines,axis_deviation_abs,paradigm,country_y,density_bin,aspect_bin,size_bin,dev_bin,AEP_GWh
150,2020,11,real,gauss,United Kingdom,405219499.3489429,447327477.1223626,0.4579010106208745,0.0941323301763137,5.731942599999456,150,4.3,1.05,572,7.5,E,United Kingdom,疏(>4.3D),近方形,大(>70),小偏差,0.40521949934894286
150,2021,11,real,gauss,United Kingdom,378177638.6562172,418487497.3337516,0.4407664786202998,0.0963227311075115,5.843524400002934,150,4.3,1.05,572,7.5,E,United Kingdom,疏(>4.3D),近方形,大(>70),小偏差,0.37817763865621723
150,2022,11,real,gauss,United Kingdom,427215115.2938257,471360511.7704133,0.4834773777416177,0.0936552710170375,6.482102900001337,150,4.3,1.05,572,7.5,E,United Kingdom,疏(>4.3D),近方形,大(>70),小偏差,0.42721511529382566
150,2023,11,real,gauss,United Kingdom,375434415.60339177,417708787.6432494,0.4332368801534674,0.1012053691242012,6.748387599996931,150,4.3,1.05,572,7.5,E,United Kingdom,疏(>4.3D),近方形,大(>70),小偏差,0.37543441560339175
150,2024,11,real,gauss,United Kingdom,423131137.24545455,467535724.6716085,0.4808909491475691,0.0949758169973923,6.491757399999187,150,4.3,1.05,572,7.5,E,United Kingdom,疏(>4.3D),近方形,大(>70),小偏差,0.42313113724545454
133,2021,12,real,gauss,Vietnam,228317082.9234208,239025281.610708,0.2524402756660705,0.0447994396874185,11.46947630000068,133,4.6,1.42,215,3.799999999999997,A,Vietnam,疏(>4.3D),中等,大(>70),小偏差,0.2283170829234208
146,2024,12,real,gauss,United States of America,529043884.4461568,542218353.9612869,0.5407456196555018,0.0242973507238945,13.5534504999996,146,5.5,1.29,182,43.599999999999994,E,United States of America,疏(>4.3D),近方形,大(>70),中偏差,0.5290438844461568
147,2018,12,real,gauss,China,293100716.1973012,312542395.9782784,0.3203706674069836,0.0622049361339393,13.128209499998777,147,4.4,2.27,102,51.5,B,China,疏(>4.3D),狭长,大(>70),中偏差,0.2931007161973012
147,2019,12,real,gauss,China,286012024.97983795,307728194.3807712,0.3113157708331569,0.0705693199306347,12.062176600000384,147,4.4,2.27,102,51.5,B,China,疏(>4.3D),狭长,大(>70),中偏差,0.28601202497983796
147,2020,12,real,gauss,China,266263039.8688897,285357184.36195856,0.2937329448734552,0.0669131374272642,12.384330000000771,147,4.4,2.27,102,51.5,B,China,疏(>4.3D),狭长,大(>70),中偏差,0.2662630398688897
147,2021,12,real,gauss,China,298033140.3895675,318474568.4976222,0.332745110295605,0.0641854330927755,11.32907399999749,147,4.4,2.27,102,51.5,B,China,疏(>4.3D),狭长,大(>70),中偏差,0.2980331403895675
147,2022,12,real,gauss,China,280527347.9716649,299164335.1123302,0.3074744048091377,0.0622968213562872,11.12507259999984,147,4.4,2.27,102,51.5,B,China,疏(>4.3D),狭长,大(>70),中偏差,0.2805273479716649
147,2023,12,real,gauss,China,302135522.2416829,317911181.57935697,0.3280515985251714,0.0496228514495837,10.856771599999774,147,4.4,2.27,102,51.5,B,China,疏(>4.3D),狭长,大(>70),中偏差,0.3021355222416829
147,2024,12,real,gauss,China,293787163.8557868,311458999.4535365,0.3243113479222267,0.0567388825776601,10.31966309999916,147,4.4,2.27,102,51.5,B,China,疏(>4.3D),狭长,大(>70),中偏差,0.2937871638557868
19,2018,13,real,gauss,China,384717325.9106217,410327161.3725367,0.3754585188361229,0.0624132104154415,11.623042399998669,19,4.4,1.66,35,85.9,B,China,疏(>4.3D),中等,小(<20),大偏差,0.3847173259106217
52,2020,13,real,gauss,China,697370613.143474,723707969.6018865,0.641519891398335,0.0363922432316183,10.71189510000113,52,2.4,1.37,162,4.699999999999989,A,China,密(<2.9D),中等,大(>70),小偏差,0.6973706131434739
139,2018,13,real,gauss,South Korea,318582451.9795851,361160114.26256704,0.3389535609954092,0.1178913744944369,8.184766899998067,139,3.9,1.04,89,77.4,C,South Korea,中(2.9-4.3D),近方形,大(>70),大偏差,0.3185824519795851
143,2023,13,real,gauss,Vietnam,330710435.53785896,339285062.407799,0.3259772459269989,0.0252726330156966,7.980405300000712,143,2.4,2.33,30,61.3,A,Vietnam,密(<2.9D),狭长,小(<20),中偏差,0.33071043553785895
81,2018,14,real,gauss,China,612609372.1637081,660803766.5817673,0.5500667793514484,0.0729329898758918,14.597194499998295,81,2.3,2.09,75,56.400000000000006,C,China,密(<2.9D),狭长,中(20-70),中偏差,0.6126093721637081
145,2023,14,real,gauss,Japan,445800148.3696848,495167830.6325162,0.4165188716898858,0.0996988883542176,9.02438819999952,145,3.5,2.09,24,12.599999999999994,A,Japan,中(2.9-4.3D),狭长,小(<20),小偏差,0.4458001483696848
145,2024,14,real,gauss,Japan,431846313.9934036,478880294.5436345,0.4071563527619207,0.098216571210251,12.621460399997886,145,3.5,2.09,24,12.599999999999994,A,Japan,中(2.9-4.3D),狭长,小(<20),小偏差,0.4318463139934036
99,2014,15,real,gauss,Sweden,501540089.07141,609463833.0296241,0.4079054036610223,0.1770798168969745,11.329582300000766,99,4.5,2.22,111,52.8,A,Sweden,疏(>4.3D),狭长,大(>70),中偏差,0.50154008907141
99,2015,15,real,gauss,Sweden,549191237.4084253,651904653.8655181,0.4418627704629699,0.1575589556663628,12.67922759999783,99,4.5,2.22,111,52.8,A,Sweden,疏(>4.3D),狭长,大(>70),中偏差,0.5491912374084253
101,2020,15,real,gauss,China,771059444.9900321,793911564.2513982,0.6216466682710784,0.0287842126130434,14.545061099997838,101,1.2,1.4,10,89.5,A,China,密(<2.9D),中等,小(<20),大偏差,0.7710594449900321
62,2022,16,real,gauss,Taiwan,634050992.5952452,654499518.7715989,0.5131190863291833,0.0312429965032405,15.931106,62,4.2,1.19,114,36.900000000000006,B,Taiwan,中(2.9-4.3D),近方形,大(>70),中偏差,0.6340509925952452
143,2024,16,real,gauss,Vietnam,415292166.4552246,424428621.9287788,0.3343091242072583,0.0215264829031426,15.665040500000032,143,2.4,2.33,30,61.3,A,Vietnam,密(<2.9D),狭长,小(<20),中偏差,0.4152921664552246
144,2014,16,real,gauss,Sweden,643538512.5696615,709691099.7387314,0.4951515085018323,0.0932132123305809,15.658237999999985,144,4.2,1.0,36,75.19999999999999,A,Sweden,中(2.9-4.3D),近方形,小(<20),大偏差,0.6435385125696615
144,2015,16,real,gauss,Sweden,702876364.9337308,767484638.4016008,0.5363830623731157,0.0841818457792538,12.520118299999012,144,4.2,1.0,36,75.19999999999999,A,Sweden,中(2.9-4.3D),近方形,小(<20),大偏差,0.7028763649337308
144,2016,16,real,gauss,Sweden,643381506.5628792,707284609.539936,0.4861727017311081,0.0903499130549772,11.810005600000297,144,4.2,1.0,36,75.19999999999999,A,Sweden,中(2.9-4.3D),近方形,小(<20),大偏差,0.6433815065628792
144,2017,16,real,gauss,Sweden,676534781.2978485,742270378.5265806,0.5083364249953778,0.0885601785150289,13.850661700002092,144,4.2,1.0,36,75.19999999999999,A,Sweden,中(2.9-4.3D),近方形,小(<20),大偏差,0.6765347812978485
144,2018,16,real,gauss,Sweden,595357576.504883,660049689.1857036,0.4573481874576596,0.0980109736293195,14.453206400001363,144,4.2,1.0,36,75.19999999999999,A,Sweden,中(2.9-4.3D),近方形,小(<20),大偏差,0.5953575765048831
144,2019,16,real,gauss,Sweden,656787817.5211706,736035747.0132,0.4984728426845557,0.1076685878554322,14.350539999999455,144,4.2,1.0,36,75.19999999999999,A,Sweden,中(2.9-4.3D),近方形,小(<20),大偏差,0.6567878175211707
144,2020,16,real,gauss,Sweden,711052869.6862262,772000537.4214076,0.5395265795239668,0.0789477011748661,13.432727200000954,144,4.2,1.0,36,75.19999999999999,A,Sweden,中(2.9-4.3D),近方形,小(<20),大偏差,0.7110528696862263
144,2021,16,real,gauss,Sweden,644633923.4429207,714926924.6336389,0.4936243594116949,0.0983219386047595,11.650871499998177,144,4.2,1.0,36,75.19999999999999,A,Sweden,中(2.9-4.3D),近方形,小(<20),大偏差,0.6446339234429207
144,2022,16,real,gauss,Sweden,623872323.8479342,688973093.6075634,0.4784296962024035,0.0944895676821746,13.794000900001263,144,4.2,1.0,36,75.19999999999999,A,Sweden,中(2.9-4.3D),近方形,小(<20),大偏差,0.6238723238479342
144,2023,16,real,gauss,Sweden,657987445.0824249,727006241.5862862,0.4977513352414858,0.0949356312997619,11.854817899999034,144,4.2,1.0,36,75.19999999999999,A,Sweden,中(2.9-4.3D),近方形,小(<20),大偏差,0.6579874450824249
144,2024,16,real,gauss,Sweden,661368325.46705,729847396.1412446,0.5029263942291109,0.0938265602319723,12.387608199998796,144,4.2,1.0,36,75.19999999999999,A,Sweden,中(2.9-4.3D),近方形,小(<20),大偏差,0.6613683254670499
45,2017,17,real,gauss,China,861548902.9129864,919491802.0185916,0.6190978161516696,0.0630162215458596,14.133922999997594,45,2.5,2.04,54,4.5,A,China,密(<2.9D),狭长,中(20-70),小偏差,0.8615489029129864
124,2020,17,real,gauss,China,806794689.8192734,856156368.7013631,0.5799646971262326,0.0576549806631265,14.6375784999982,124,4.8,1.43,284,62.900000000000006,A,China,疏(>4.3D),中等,大(>70),中偏差,0.8067946898192734
131,2016,17,real,gauss,China,447497495.3040351,496249253.7400698,0.3357146037075366,0.0982404670004206,11.779213400001026,131,3.6,2.57,30,26.599999999999994,A,China,中(2.9-4.3D),狭长,小(<20),小偏差,0.44749749530403515
133,2022,17,real,gauss,Vietnam,293835018.7223958,319967137.2294966,0.2360291255772672,0.0816712576590562,10.546473999998852,133,4.6,1.42,215,3.799999999999997,A,Vietnam,疏(>4.3D),中等,大(>70),小偏差,0.29383501872239576
97,2017,18,real,gauss,China,462388963.3349073,553746388.272738,0.3194264578566051,0.1649806244746723,11.533308399997622,97,3.2,132.67,21,60.400000000000006,C,China,中(2.9-4.3D),狭长,小(<20),中偏差,0.4623889633349073
141,2021,18,real,gauss,Vietnam,343113984.4220519,365237486.72031856,0.2482016669719704,0.06057292337905,11.385748400000011,141,5.4,2.28,129,75.1,E,Vietnam,疏(>4.3D),狭长,大(>70),大偏差,0.34311398442205193
141,2022,18,real,gauss,Vietnam,316677023.919749,339099543.60597163,0.2365945131191717,0.0661237094210814,12.826423700000303,141,5.4,2.28,129,75.1,E,Vietnam,疏(>4.3D),狭长,大(>70),大偏差,0.316677023919749
141,2023,18,real,gauss,Vietnam,384126253.5607151,405289800.0874599,0.2682296055811931,0.0522183053266521,13.352472899998247,141,5.4,2.28,129,75.1,E,Vietnam,疏(>4.3D),狭长,大(>70),大偏差,0.38412625356071506
141,2024,18,real,gauss,Vietnam,394892425.0117403,419874636.2691686,0.2803638090250198,0.0594992150023869,15.181283500001882,141,5.4,2.28,129,75.1,E,Vietnam,疏(>4.3D),狭长,大(>70),大偏差,0.3948924250117403
142,2016,18,real,gauss,Germany,560423314.7717438,721049982.286926,0.3869578498437759,0.2227677296457715,11.894835799997963,142,2.7,3.61,48,86.5,A,Germany,密(<2.9D),狭长,中(20-70),大偏差,0.5604233147717438
142,2017,18,real,gauss,Germany,623895129.1796707,778676133.6128883,0.4249214234397659,0.1987745581915646,14.080002299997432,142,2.7,3.61,48,86.5,A,Germany,密(<2.9D),狭长,中(20-70),大偏差,0.6238951291796707
142,2018,18,real,gauss,Germany,587701676.8872458,754941991.9430918,0.394181977066311,0.2215273714280987,18.0196425000031,142,2.7,3.61,48,86.5,A,Germany,密(<2.9D),狭长,中(20-70),大偏差,0.5877016768872457
142,2019,18,real,gauss,Germany,618066397.0964603,785618163.878175,0.4159542345356082,0.2132737944278192,17.876362099999824,142,2.7,3.61,48,86.5,A,Germany,密(<2.9D),狭长,中(20-70),大偏差,0.6180663970964604
142,2020,18,real,gauss,Germany,632286389.3151032,789732342.6637454,0.4271801243903301,0.1993662217474611,17.099605499999598,142,2.7,3.61,48,86.5,A,Germany,密(<2.9D),狭长,中(20-70),大偏差,0.6322863893151032
142,2021,18,real,gauss,Germany,555787309.893925,708212407.9276257,0.3782564347897185,0.2152251165433936,15.286806800002523,142,2.7,3.61,48,86.5,A,Germany,密(<2.9D),狭长,中(20-70),大偏差,0.555787309893925
142,2022,18,real,gauss,Germany,596449813.6929076,746495304.1795144,0.4034591593901995,0.2009999120510535,12.42160850000073,142,2.7,3.61,48,86.5,A,Germany,密(<2.9D),狭长,中(20-70),大偏差,0.5964498136929076
142,2023,18,real,gauss,Germany,618445627.0607531,764402115.4608197,0.4221932955549774,0.1909420257321982,13.674876300003234,142,2.7,3.61,48,86.5,A,Germany,密(<2.9D),狭长,中(20-70),大偏差,0.6184456270607531
142,2024,18,real,gauss,Germany,607959191.7406021,765136178.730418,0.4117458326497095,0.2054235459766363,18.15250240000023,142,2.7,3.61,48,86.5,A,Germany,密(<2.9D),狭长,中(20-70),大偏差,0.6079591917406021
34,2019,19,real,gauss,China,1016929338.0377096,1062790759.598244,0.6515227844044653,0.0431518821050634,19.49987039999905,34,3.8,1.27,928,61.900000000000006,A,China,中(2.9-4.3D),近方形,大(>70),中偏差,1.0169293380377096
86,2021,19,real,gauss,Vietnam,351369841.6429385,360295231.9616066,0.2450397450663132,0.0247724352888998,18.64820999999938,86,1.5,1.12,82,16.0,A,Vietnam,密(<2.9D),近方形,中(20-70),小偏差,0.3513698416429385
88,2014,19,real,gauss,China,471277180.0434072,503794698.2230921,0.327532841774036,0.0645451774192458,19.52584990000105,88,1.8,1.33,26,4.799999999999997,C,China,密(<2.9D),中等,小(<20),小偏差,0.4712771800434072
88,2015,19,real,gauss,China,433027735.4455097,462710432.0863559,0.3051403594122441,0.0641496162232765,19.22169980000035,88,1.8,1.33,26,4.799999999999997,C,China,密(<2.9D),中等,小(<20),小偏差,0.43302773544550965
109,2014,19,real,gauss,China,599479816.3148291,641359466.609132,0.3965757828020091,0.0652982492263202,20.97760180000114,109,6.1,3.02,5,78.1,B,China,疏(>4.3D),狭长,小(<20),大偏差,0.5994798163148292
109,2015,19,real,gauss,China,510826912.0652091,551005724.3673602,0.343630201313912,0.0729190469813768,20.530800700002143,109,6.1,3.02,5,78.1,B,China,疏(>4.3D),狭长,小(<20),大偏差,0.5108269120652091
134,2023,19,real,gauss,Netherlands,592658495.1191757,685656724.5193074,0.3807684616051447,0.1356338034390749,16.941756500000338,134,5.8,2.97,57,85.80000000000001,E,Netherlands,疏(>4.3D),狭长,中(20-70),大偏差,0.5926584951191757
133,2023,20,real,gauss,Vietnam,400523525.1920541,443372827.4214823,0.2578366970465135,0.0966439519503852,15.558978699998988,133,4.6,1.42,215,3.799999999999997,A,Vietnam,疏(>4.3D),中等,大(>70),小偏差,0.4005235251920541
137,2014,20,real,gauss,Germany,725545354.8639725,838458616.8436804,0.4461599771639236,0.1346676624360568,14.43340900000112,137,5.5,1.14,67,77.3,E,Germany,疏(>4.3D),近方形,中(20-70),大偏差,0.7255453548639725
137,2015,20,real,gauss,Germany,794013591.195965,896159019.287763,0.4809288862483131,0.1139813647950334,13.841142900000705,137,5.5,1.14,67,77.3,E,Germany,疏(>4.3D),近方形,中(20-70),大偏差,0.794013591195965
139,2019,20,real,gauss,South Korea,432524849.14280325,506868173.5601949,0.3045949641850727,0.1466719125314399,14.182756099999096,139,3.9,1.04,89,77.4,C,South Korea,中(2.9-4.3D),近方形,大(>70),大偏差,0.43252484914280326
139,2020,20,real,gauss,South Korea,513757383.7378369,594148417.2468349,0.3429164221985295,0.1353046329425802,16.051263099998323,139,3.9,1.04,89,77.4,C,South Korea,中(2.9-4.3D),近方形,大(>70),大偏差,0.5137573837378369
139,2021,20,real,gauss,South Korea,469550694.6365162,545365786.7482015,0.3275782716872584,0.1390169569744013,13.354269899999052,139,3.9,1.04,89,77.4,C,South Korea,中(2.9-4.3D),近方形,大(>70),大偏差,0.4695506946365162
139,2022,20,real,gauss,South Korea,519345112.435179,597937174.2287576,0.3441650844500855,0.1314386614194872,15.29518470000039,139,3.9,1.04,89,77.4,C,South Korea,中(2.9-4.3D),近方形,大(>70),大偏差,0.519345112435179
139,2023,20,real,gauss,South Korea,485810467.3894012,561129552.2768247,0.3413508062039075,0.1342276210222946,16.152115600001707,139,3.9,1.04,89,77.4,C,South Korea,中(2.9-4.3D),近方形,大(>70),大偏差,0.4858104673894012
139,2024,20,real,gauss,South Korea,444807130.72796106,517257218.20467705,0.3178101820005438,0.1400658800435487,20.599814699999115,139,3.9,1.04,89,77.4,C,South Korea,中(2.9-4.3D),近方形,大(>70),大偏差,0.4448071307279611
140,2023,20,real,gauss,Denmark,938542876.9476088,965931463.3058084,0.5713068401190703,0.028354585598097,21.728198100001464,140,4.0,6.04,7,70.8,A,Denmark,中(2.9-4.3D),狭长,小(<20),大偏差,0.9385428769476089
140,2024,20,real,gauss,Denmark,974542383.49753,1008123661.6631272,0.5825815300678683,0.0333106735241163,20.50553320000108,140,4.0,6.04,7,70.8,A,Denmark,中(2.9-4.3D),狭长,小(<20),大偏差,0.97454238349753
39,2021,21,real,gauss,Taiwan,691884534.4333475,758004933.3012805,0.458423300293087,0.0872295099452241,23.011346100000083,39,5.3,1.73,55,64.6,E,Taiwan,疏(>4.3D),中等,中(20-70),大偏差,0.6918845344333474
81,2019,21,real,gauss,China,995915340.5025388,1051183751.9979584,0.5836866464483744,0.0525773076214051,22.723426799999288,81,2.3,2.09,75,56.400000000000006,C,China,密(<2.9D),狭长,中(20-70),中偏差,0.9959153405025388
115,2021,21,real,gauss,Vietnam,425319661.4236441,458312885.8255185,0.2630300936448015,0.0719884284781707,17.086977099999785,115,2.2,1.48,27,17.400000000000006,A,Vietnam,密(<2.9D),中等,小(<20),小偏差,0.42531966142364414
136,2023,21,real,gauss,Denmark,993892698.3243244,1020134150.6090438,0.574580839258586,0.0257235308405788,23.4973596000018,136,3.7,2.16,129,62.5,A,Denmark,中(2.9-4.3D),狭长,大(>70),中偏差,0.9938926983243244
136,2024,21,real,gauss,Denmark,1037928997.0698222,1068956730.4305716,0.5909276702135127,0.0290261827045623,16.960811799999647,136,3.7,2.16,129,62.5,A,Denmark,中(2.9-4.3D),狭长,大(>70),中偏差,1.0379289970698222
137,2016,21,real,gauss,Germany,698303638.9372652,813353851.1449113,0.4078566691415168,0.1414516105698603,20.354513999998744,137,5.5,1.14,67,77.3,E,Germany,疏(>4.3D),近方形,中(20-70),大偏差,0.6983036389372651
137,2017,21,real,gauss,Germany,813346853.1527499,925405465.8867248,0.4744096341386983,0.1210913668276209,21.64929729999858,137,5.5,1.14,67,77.3,E,Germany,疏(>4.3D),近方形,中(20-70),大偏差,0.8133468531527499
137,2018,21,real,gauss,Germany,696595836.8688828,810042683.734563,0.4092182374425074,0.1400504555422351,22.107194100000925,137,5.5,1.14,67,77.3,E,Germany,疏(>4.3D),近方形,中(20-70),大偏差,0.6965958368688828
137,2019,21,real,gauss,Germany,781294033.8434004,901039326.3206933,0.4528295740271018,0.1328968547535668,19.93512220000048,137,5.5,1.14,67,77.3,E,Germany,疏(>4.3D),近方形,中(20-70),大偏差,0.7812940338434003
137,2020,21,real,gauss,Germany,770286385.0461631,890639943.2336779,0.4451493209929282,0.1351315524324486,23.31590109999888,137,5.5,1.14,67,77.3,E,Germany,疏(>4.3D),近方形,中(20-70),大偏差,0.7702863850461631
137,2021,21,real,gauss,Germany,703534345.5076507,820300646.7266896,0.4100065536698607,0.1423457383399374,22.598402300001908,137,5.5,1.14,67,77.3,E,Germany,疏(>4.3D),近方形,中(20-70),大偏差,0.7035343455076507
137,2022,21,real,gauss,Germany,728537732.8927337,838853064.933089,0.4351219490140735,0.1315073362092974,22.328450400000293,137,5.5,1.14,67,77.3,E,Germany,疏(>4.3D),近方形,中(20-70),大偏差,0.7285377328927337
137,2023,21,real,gauss,Germany,765080433.3397473,878163829.3408393,0.4487854346835059,0.1287725504317045,20.89420500000051,137,5.5,1.14,67,77.3,E,Germany,疏(>4.3D),近方形,中(20-70),大偏差,0.7650804333397473
137,2024,21,real,gauss,Germany,747684774.4897487,863168629.7082508,0.4419019098977811,0.1337906073550603,21.768124299997,137,5.5,1.14,67,77.3,E,Germany,疏(>4.3D),近方形,中(20-70),大偏差,0.7476847744897487
8,2021,22,real,gauss,China,715495924.2268028,790453416.6439297,0.4003759942177671,0.0948284754532125,23.17443879999701,8,2.4,2.55,23,89.0,A,China,密(<2.9D),狭长,小(<20),大偏差,0.7154959242268029
23,2014,22,real,gauss,Netherlands,1044902064.299851,1136690475.5967116,0.5722355226176621,0.0807505765795001,23.21167730000161,23,3.3,1.26,293,53.599999999999994,A,Netherlands,中(2.9-4.3D),近方形,大(>70),中偏差,1.044902064299851
23,2015,22,real,gauss,Netherlands,1060114927.4959352,1145752745.8605793,0.5788928659167005,0.0747437164554391,21.73555259999921,23,3.3,1.26,293,53.599999999999994,A,Netherlands,中(2.9-4.3D),近方形,大(>70),中偏差,1.0601149274959352
71,2019,22,real,gauss,Taiwan,855580112.1897417,940787776.4383292,0.5318654964378243,0.0905705477713263,21.246316299999307,71,2.9,1.55,55,34.5,A,Taiwan,密(<2.9D),中等,中(20-70),中偏差,0.8555801121897417
71,2020,22,real,gauss,Taiwan,853384768.2850002,938440640.827919,0.5377820149761164,0.0906353250727505,22.955384900000357,71,2.9,1.55,55,34.5,A,Taiwan,密(<2.9D),中等,中(20-70),中偏差,0.8533847682850002
71,2021,22,real,gauss,Taiwan,759167331.3108132,840091146.4204888,0.4913513593716834,0.0963274228689121,22.33691860000181,71,2.9,1.55,55,34.5,A,Taiwan,密(<2.9D),中等,中(20-70),中偏差,0.7591673313108132
119,2021,22,real,gauss,China,507787877.2474895,601028976.5810795,0.3007723110191967,0.1551357804144267,22.28394660000049,119,3.9,1.14,21,9.5,A,China,中(2.9-4.3D),近方形,小(<20),小偏差,0.5077878772474895
119,2022,22,real,gauss,China,651154564.2669317,754627364.8968302,0.3758467903416633,0.1371177424026293,22.634771099998037,119,3.9,1.14,21,9.5,A,China,中(2.9-4.3D),近方形,小(<20),小偏差,0.6511545642669316
119,2023,22,real,gauss,China,544105323.5141356,634420409.994766,0.342454446963908,0.1423584188935149,11.079754099999263,119,3.9,1.14,21,9.5,A,China,中(2.9-4.3D),近方形,小(<20),小偏差,0.5441053235141357
129,2024,22,real,gauss,United Kingdom,1143914331.5381756,1164973359.0311947,0.6160676063863505,0.0180768318260359,7.715688299998874,129,3.1,1.22,18,76.6,A,United Kingdom,中(2.9-4.3D),近方形,小(<20),大偏差,1.1439143315381757
125,2023,23,real,gauss,China,1050822945.5576698,1097870019.4182324,0.5817898147801005,0.0428530454684364,6.23839389999921,125,7.5,2.38,339,33.19999999999999,E,China,疏(>4.3D),狭长,大(>70),中偏差,1.0508229455576699
135,2022,23,real,gauss,Japan,397888263.085914,493463297.8731383,0.2482705180738743,0.1936821546793033,7.440944500001933,135,5.1,1.16,92,30.900000000000006,E,Japan,疏(>4.3D),近方形,大(>70),小偏差,0.397888263085914
135,2023,23,real,gauss,Japan,384934032.0735577,485368474.27894247,0.2370239663513345,0.2069241154456702,6.144681499998114,135,5.1,1.16,92,30.900000000000006,E,Japan,疏(>4.3D),近方形,大(>70),小偏差,0.3849340320735577
135,2024,23,real,gauss,Japan,355466761.2463072,453794474.3303028,0.2290998603013104,0.2166789563251181,9.029599000001326,135,5.1,1.16,92,30.900000000000006,E,Japan,疏(>4.3D),近方形,大(>70),小偏差,0.3554667612463072
78,2020,24,real,gauss,China,617446694.8374237,688301029.6377584,0.3427517401841991,0.1029409106617553,7.748138700000709,78,2.7,1.7,120,60.30000000000001,A,China,密(<2.9D),中等,大(>70),中偏差,0.6174466948374236
104,2023,24,real,gauss,China,728084936.4163523,823545881.8666135,0.3828962810889984,0.1159145441100301,7.739117600001919,104,3.6,1.27,80,80.1,A,China,中(2.9-4.3D),近方形,中(20-70),大偏差,0.7280849364163523
128,2014,24,real,gauss,United Kingdom,765844640.9932594,993399643.6969676,0.3996767707254401,0.2290669260327648,7.380515799999557,128,6.1,1.01,35,49.599999999999994,E,United Kingdom,疏(>4.3D),近方形,小(<20),中偏差,0.7658446409932594
128,2015,24,real,gauss,United Kingdom,833427007.1860188,1077300309.7548168,0.4282417720978844,0.2263744847750959,6.528940100000909,128,6.1,1.01,35,49.599999999999994,E,United Kingdom,疏(>4.3D),近方形,小(<20),中偏差,0.8334270071860188
132,2024,24,real,gauss,China,608122396.3199265,694970448.1884686,0.3311780575087824,0.1249665393613827,6.388690299998416,132,5.9,1.26,90,64.1,E,China,疏(>4.3D),近方形,大(>70),大偏差,0.6081223963199265
133,2024,24,real,gauss,Vietnam,497839866.79450375,547401077.9020219,0.2678286350303979,0.0905391185882702,7.389770699999644,133,4.6,1.42,215,3.799999999999997,A,Vietnam,疏(>4.3D),中等,大(>70),小偏差,0.49783986679450376
134,2024,24,real,gauss,Netherlands,670106554.4866357,804057783.9424927,0.3458150413294916,0.1665940335768671,6.793377599999076,134,5.8,2.97,57,85.80000000000001,E,Netherlands,疏(>4.3D),狭长,中(20-70),大偏差,0.6701065544866357
84,2014,25,real,gauss,United Kingdom,823613424.5691605,1018552561.7317824,0.4131494479905495,0.1913883922015559,5.962444199998572,84,1.5,2.3,36,40.80000000000001,C,United Kingdom,密(<2.9D),狭长,小(<20),中偏差,0.8236134245691604
84,2015,25,real,gauss,United Kingdom,889513713.4001826,1078036379.2467237,0.4428746394822915,0.1748759777274594,6.737554799998179,84,1.5,2.3,36,40.80000000000001,C,United Kingdom,密(<2.9D),狭长,小(<20),中偏差,0.8895137134001826
126,2021,25,real,gauss,Vietnam,620478378.0609525,706873981.3819768,0.3154039283573275,0.1222220729529699,7.325348000002123,126,4.1,1.03,75,2.8000000000000114,B,Vietnam,中(2.9-4.3D),近方形,中(20-70),小偏差,0.6204783780609525
126,2022,25,real,gauss,Vietnam,560223449.4446416,637129240.951342,0.2917070812000216,0.1207067366612573,6.961236899998767,126,4.1,1.03,75,2.8000000000000114,B,Vietnam,中(2.9-4.3D),近方形,中(20-70),小偏差,0.5602234494446416
131,2017,25,real,gauss,China,603929748.3722613,699474196.7070067,0.3142194320355158,0.1365946718042649,7.057491800002026,131,3.6,2.57,30,26.599999999999994,A,China,中(2.9-4.3D),狭长,小(<20),小偏差,0.6039297483722613
131,2018,25,real,gauss,China,670973297.4956316,767949315.2492019,0.3437363204383358,0.1262791903422706,6.973385699999199,131,3.6,2.57,30,26.599999999999994,A,China,中(2.9-4.3D),狭长,小(<20),小偏差,0.6709732974956316
131,2019,25,real,gauss,China,567862321.3153908,657701139.3868697,0.3010535832023278,0.1365951990827163,6.883815400000458,131,3.6,2.57,30,26.599999999999994,A,China,中(2.9-4.3D),狭长,小(<20),小偏差,0.5678623213153908
131,2020,25,real,gauss,China,568432117.4629868,655129199.6846999,0.2988994964969038,0.1323358541543234,6.994327699998394,131,3.6,2.57,30,26.599999999999994,A,China,中(2.9-4.3D),狭长,小(<20),小偏差,0.5684321174629868
131,2021,25,real,gauss,China,717439588.100612,825756993.4236097,0.3683900324008277,0.1311734640888852,6.883489899999404,131,3.6,2.57,30,26.599999999999994,A,China,中(2.9-4.3D),狭长,小(<20),小偏差,0.717439588100612
131,2022,25,real,gauss,China,624906316.2703016,714513015.070887,0.3296788795939338,0.1254094703812995,6.854837899998529,131,3.6,2.57,30,26.599999999999994,A,China,中(2.9-4.3D),狭长,小(<20),小偏差,0.6249063162703016
131,2023,25,real,gauss,China,669674425.3765231,764130191.049243,0.3480636306530785,0.1236121367525351,6.822538100001111,131,3.6,2.57,30,26.599999999999994,A,China,中(2.9-4.3D),狭长,小(<20),小偏差,0.6696744253765231
