pair,farm,scenario,n_turb,AEP_kWh,CF,WakeLoss,precompute_s
35_72,F35_alone,F35_alone,120,3787005704.5502567,0.3919322015803793,0.15872168416907306,34.59274310000001
35_72,F72_alone,F72_alone,68,2201937543.992584,0.4021539303338199,0.13678085176004878,16.64078950000021
35_72,F35+F72_merged,F35+F72_merged,188,5960977394.567395,0.3937819990915033,0.15475111342109257,66.50023340000007
31_113,F31_alone,F31_alone,129,5316734627.078483,0.49957572253497606,0.15518144312584292,41.393241700000544
31_113,F113_alone,F113_alone,36,1370098686.9802146,0.4611450001279718,0.14022279602960988,8.783489499999632
31_113,F31+F113_merged,F31+F113_merged,165,6851987817.779591,0.503359986613744,0.14878197979397184,54.50711560000036
