farm_id,year,n_turb,stage,sx_D,sy_D,AEP_kWh,AEP_noWake_kWh,CF,WakeLoss,precompute_time_s
14,2024,181,coarse,7.0,8.0,5193586578.8880825,5848491279.240804,0.38468760560590026,0.11197840076761383,71.86638149999999
14,2024,181,coarse,7.0,9.0,5249580912.223646,5848491279.240804,0.38883509129640903,0.10240425067281668,72.11318929999834
14,2024,181,coarse,7.0,10.0,5337747049.2124195,5848491279.240804,0.3953655341067019,0.08732922828170554,71.8434453000009
14,2024,181,coarse,7.0,11.0,5352045005.726185,5848491279.240804,0.39642458002281233,0.0848845026540012,72.69004639999912
14,2024,181,coarse,7.0,12.0,5351377078.562361,5848491279.240804,0.396375106831701,0.08499870769115239,71.98478769999929
14,2024,181,coarse,8.0,3.0,4396652938.241655,5848491279.240804,0.32565893834669346,0.2482415159192325,71.94016589999956
14,2024,181,coarse,8.0,4.0,4763551162.543446,5848491279.240804,0.3528349942887376,0.18550769162439357,72.22877639999933
14,2024,181,coarse,8.0,5.0,4881932390.107985,5848491279.240804,0.361603460990652,0.16526636409010578,73.11968999999954
14,2024,181,coarse,8.0,6.0,5092494466.435241,5848491279.240804,0.3771997391586152,0.12926356161100397,72.92206120000264
14,2024,181,coarse,8.0,7.0,5116510504.9063015,5848491279.240804,0.3789786008749341,0.12515719685394164,76.82241309999881
14,2024,181,coarse,8.0,8.0,5263914723.39316,5848491279.240804,0.38989679295753504,0.09995339446304656,72.93335889999798
14,2024,181,coarse,8.0,9.0,5306566932.716815,5848491279.240804,0.39305603099646874,0.0926605376753398,73.6034690000015
14,2024,181,coarse,8.0,10.0,5334091574.17822,5848491279.240804,0.39509477402272164,0.0879542570044421,73.63506039999993
14,2024,181,coarse,8.0,11.0,5407544535.245582,5848491279.240804,0.4005354157234933,0.0753949562274908,73.46070929999769
14,2024,181,coarse,8.0,12.0,5441324891.017338,5848491279.240804,0.40303751787986763,0.06961904682472579,73.86135009999998
14,2024,181,fine,7.0,11.0,5352045005.726185,5848491279.240804,0.39642458002281233,0.0848845026540012,74.33565250000174
14,2024,181,fine,7.0,11.5,5346863883.187928,5848491279.240804,0.3960408156254507,0.0857703930983705,75.17562560000079
14,2024,181,fine,7.0,12.0,5351377078.562361,5848491279.240804,0.396375106831701,0.08499870769115239,74.62203900000168
14,2024,181,fine,7.0,12.5,5372660799.194115,5848491279.240804,0.3979515864770961,0.08135952629965397,72.8024817000005
14,2024,181,fine,7.0,13.0,5406911096.676502,5848491279.240804,0.40048849709361467,0.07550326425751691,73.90490549999959
14,2024,181,fine,7.5,11.0,5397676860.513529,5848491279.240804,0.39980451962540925,0.07708217336793147,73.60528539999723
14,2024,181,fine,7.5,11.5,5401251658.12803,5848491279.240804,0.400069303953919,0.0764709392147423,73.90503919999901
14,2024,181,fine,7.5,12.0,5397596468.138163,5848491279.240804,0.39979856498309824,0.07709591919938232,73.71883330000128
14,2024,181,fine,7.5,12.5,5393805007.752102,5848491279.240804,0.3995177324995131,0.0777441992779589,75.72333970000182
14,2024,181,fine,7.5,13.0,5372412255.210485,5848491279.240804,0.3979331768889439,0.08140202341074848,77.33705800000098
14,2024,181,fine,8.0,11.0,5407544535.245582,5848491279.240804,0.4005354157234933,0.0753949562274908,73.75584119999985
14,2024,181,fine,8.0,11.5,5433035889.055719,5848491279.240804,0.40242355366283894,0.07103633575717921,67.9270718000007
14,2024,181,fine,8.0,12.5,5440813641.161049,5848491279.240804,0.40299964973613017,0.0697064625071435,76.24346090000108
14,2024,181,fine,8.0,13.0,5417466191.560642,5848491279.240804,0.4012703102233752,0.0736985090855967,74.29152740000063
14,2024,181,fine,8.5,11.0,5399705332.681429,5848491279.240804,0.3999547680307174,0.07673533653924366,75.84150129999762
14,2024,181,fine,8.5,11.5,5433002762.023214,5848491279.240804,0.40242109995216685,0.07104199995858149,76.93829729999925
14,2024,181,fine,8.5,12.0,5460673246.656485,5848491279.240804,0.40447064554418555,0.06631078239970668,76.35728039999958
14,2024,181,fine,8.5,12.5,5471723207.668388,5848491279.240804,0.4052891132791776,0.06442141290519696,76.08446849999746
14,2024,181,fine,8.5,13.0,5470566555.211289,5848491279.240804,0.4052034403328464,0.06461918227884798,75.6668675999972
14,2024,181,fine,9.0,11.0,5401579617.51156,5848491279.240804,0.4000935958200639,0.07641486331963158,74.60878170000069
14,2024,181,fine,9.0,11.5,5425437329.033312,5848491279.240804,0.4018607303004722,0.07233556998009387,76.25130780000109
14,2024,181,fine,9.0,12.0,5455287460.963323,5848491279.240804,0.40407172180022966,0.06723166702379406,75.18556100000205
14,2024,181,fine,9.0,12.5,5479161316.198095,5848491279.240804,0.405840052041258,0.0631496133633034,75.17447730000276
