farm_id,paradigm,target_year,n_target,n_actual,turbine_id,x_m,y_m,utm_epsg
21,A,2035,75,75,21_2035_61,287584.5,3015462.1,32651
21,A,2035,75,75,21_2035_62,303291.1,3023729.2,32651
21,A,2035,75,75,21_2035_63,304128.0,3020745.1,32651
21,A,2035,75,75,21_2035_64,304125.8,3019334.1,32651
21,A,2035,75,75,21_2035_65,285384.5,3017297.2,32651
21,A,2035,75,75,21_2035_66,284549.9,3021692.3,32651
21,A,2035,75,75,21_2035_67,284547.7,3020281.3,32651
21,A,2035,75,75,21_2035_68,303079.6,3015301.1,32651
21,A,2035,75,75,21_2035_69,305489.0,3020483.0,32651
21,A,2035,75,75,21_2035_70,305486.8,3019072.0,32651
21,A,2035,75,75,21_2035_71,306011.0,3021794.0,32651
21,A,2035,75,75,21_2035_72,283501.5,3016248.3,32651
21,A,2035,75,75,21_2035_73,282140.5,3016510.4,32651
21,A,2035,75,75,21_2035_74,280779.5,3016772.5,32651
21,A,2040,100,100,21_2040_0,294598.9,3021168.7,32651
21,A,2040,100,100,21_2040_1,295959.9,3020906.6,32651
21,A,2040,100,100,21_2040_2,293237.9,3021430.7,32651
21,A,2040,100,100,21_2040_3,294076.8,3019857.7,32651
21,A,2040,100,100,21_2040_4,295962.0,3022317.6,32651
21,A,2040,100,100,21_2040_5,292715.8,3020119.8,32651
21,A,2040,100,100,21_2040_6,293240.0,3022841.8,32651
21,A,2040,100,100,21_2040_7,294074.7,3018446.7,32651
21,A,2040,100,100,21_2040_8,297320.8,3020644.5,32651
21,A,2040,100,100,21_2040_9,291876.9,3021692.8,32651
21,A,2040,100,100,21_2040_10,297323.0,3022055.5,32651
21,A,2040,100,100,21_2040_11,296484.0,3023628.6,32651
21,A,2040,100,100,21_2040_12,293762.0,3024152.7,32651
21,A,2040,100,100,21_2040_13,295435.7,3018184.6,32651
21,A,2040,100,100,21_2040_14,291354.8,3020381.9,32651
21,A,2040,100,100,21_2040_15,297845.0,3023366.5,32651
21,A,2040,100,100,21_2040_16,291352.7,3018970.8,32651
21,A,2040,100,100,21_2040_17,296796.7,3017922.5,32651
21,A,2040,100,100,21_2040_18,298684.0,3021793.5,32651
21,A,2040,100,100,21_2040_19,298159.8,3019071.5,32651
21,A,2040,100,100,21_2040_20,298681.8,3020382.4,32651
21,A,2040,100,100,21_2040_21,295125.2,3025301.7,32651
21,A,2040,100,100,21_2040_22,294913.6,3016873.6,32651
21,A,2040,100,100,21_2040_23,296486.2,3025039.6,32651
21,A,2040,100,100,21_2040_24,293764.2,3025563.8,32651
21,A,2040,100,100,21_2040_25,290518.0,3023366.0,32651
21,A,2040,100,100,21_2040_26,289993.8,3020644.0,32651
21,A,2040,100,100,21_2040_27,297847.2,3024777.5,32651
21,A,2040,100,100,21_2040_28,298157.7,3017660.4,32651
21,A,2040,100,100,21_2040_29,289991.7,3019232.9,32651
21,A,2040,100,100,21_2040_30,299206.0,3023104.4,32651
21,A,2040,100,100,21_2040_31,290830.7,3017659.9,32651
21,A,2040,100,100,21_2040_32,300045.0,3021531.4,32651
21,A,2040,100,100,21_2040_33,299520.8,3018809.4,32651
21,A,2040,100,100,21_2040_34,295647.2,3026612.6,32651
21,A,2040,100,100,21_2040_35,289154.9,3022217.0,32651
21,A,2040,100,100,21_2040_36,299208.2,3024515.4,32651
21,A,2040,100,100,21_2040_37,297635.6,3016349.5,32651
21,A,2040,100,100,21_2040_38,294911.5,3015462.6,32651
21,A,2040,100,100,21_2040_39,292189.5,3015986.8,32651
21,A,2040,100,100,21_2040_40,297008.2,3026350.5,32651
21,A,2040,100,100,21_2040_41,289157.0,3023628.1,32651
21,A,2040,100,100,21_2040_42,291042.2,3026088.0,32651
21,A,2040,100,100,21_2040_43,288630.7,3019495.0,32651
21,A,2040,100,100,21_2040_44,300567.0,3022842.3,32651
21,A,2040,100,100,21_2040_45,299518.7,3017398.3,32651
21,A,2040,100,100,21_2040_46,290828.5,3016248.9,32651
21,A,2040,100,100,21_2040_47,298369.2,3026088.5,32651
21,A,2040,100,100,21_2040_48,292925.2,3027136.8,32651
21,A,2040,100,100,21_2040_49,298996.6,3016087.4,32651
21,A,2040,100,100,21_2040_50,300881.8,3018547.3,32651
21,A,2040,100,100,21_2040_51,301406.0,3021269.3,32651
21,A,2040,100,100,21_2040_52,297633.5,3014938.4,32651
21,A,2040,100,100,21_2040_53,299730.2,3025826.4,32651
21,A,2040,100,100,21_2040_54,289467.5,3016510.9,32651
21,A,2040,100,100,21_2040_55,301403.8,3019858.2,32651
21,A,2040,100,100,21_2040_56,295649.3,3028023.7,32651
21,A,2040,100,100,21_2040_57,297010.3,3027761.6,32651
21,A,2040,100,100,21_2040_58,289681.2,3026350.0,32651
21,A,2040,100,100,21_2040_59,288108.7,3018184.1,32651
21,A,2040,100,100,21_2040_60,287796.0,3023890.1,32651
21,A,2040,100,100,21_2040_61,298371.3,3027499.5,32651
21,A,2040,100,100,21_2040_62,287269.7,3019757.1,32651
21,A,2040,100,100,21_2040_63,300879.7,3017136.2,32651
21,A,2040,100,100,21_2040_64,288318.1,3025201.1,32651
21,A,2040,100,100,21_2040_65,290306.5,3014937.9,32651
21,A,2040,100,100,21_2040_66,301091.2,3025564.3,32651
21,A,2040,100,100,21_2040_67,298994.5,3014676.3,32651
21,A,2040,100,100,21_2040_68,290203.2,3027661.0,32651
21,A,2040,100,100,21_2040_69,301930.1,3023991.3,32651
21,A,2040,100,100,21_2040_70,299732.3,3027237.4,32651
21,A,2040,100,100,21_2040_71,302242.8,3018285.2,32651
21,A,2040,100,100,21_2040_72,288945.5,3015200.0,32651
21,A,2040,100,100,21_2040_73,291566.4,3028809.9,32651
21,A,2040,100,100,21_2040_74,286747.7,3018446.2,32651
21,A,2040,100,100,21_2040_75,286432.9,3022741.2,32651
21,A,2040,100,100,21_2040_76,302764.8,3019596.1,32651
21,A,2040,100,100,21_2040_77,285910.9,3021430.2,32651
21,A,2040,100,100,21_2040_78,302240.7,3016874.1,32651
21,A,2040,100,100,21_2040_79,285908.7,3020019.2,32651
21,A,2040,100,100,21_2040_80,286745.5,3017035.1,32651
21,A,2040,100,100,21_2040_81,287584.5,3015462.1,32651
21,A,2040,100,100,21_2040_82,301718.6,3015563.2,32651
21,A,2040,100,100,21_2040_83,303291.1,3023729.2,32651
21,A,2040,100,100,21_2040_84,304128.0,3020745.1,32651
21,A,2040,100,100,21_2040_85,303603.8,3018023.1,32651
21,A,2040,100,100,21_2040_86,286223.5,3015724.2,32651
21,A,2040,100,100,21_2040_87,285384.5,3017297.2,32651
21,A,2040,100,100,21_2040_88,284549.9,3021692.3,32651
21,A,2040,100,100,21_2040_89,284547.7,3020281.3,32651
21,A,2040,100,100,21_2040_90,304650.0,3022056.0,32651
21,A,2040,100,100,21_2040_91,284025.7,3018970.3,32651
21,A,2040,100,100,21_2040_92,305489.0,3020483.0,32651
21,A,2040,100,100,21_2040_93,305486.8,3019072.0,32651
21,A,2040,100,100,21_2040_94,284023.5,3017559.3,32651
21,A,2040,100,100,21_2040_95,306011.0,3021794.0,32651
21,A,2040,100,100,21_2040_96,283501.5,3016248.3,32651
21,A,2040,100,100,21_2040_97,282662.6,3017821.4,32651
21,A,2040,100,100,21_2040_98,282138.4,3015099.4,32651
21,A,2040,100,100,21_2040_99,280779.5,3016772.5,32651
151,A,2030,60,60,151_2030_0,769359.5,3873586.8,32651
151,A,2030,60,60,151_2030_1,769167.6,3873726.4,32651
151,A,2030,60,60,151_2030_2,769583.9,3873509.7,32651
151,A,2030,60,60,151_2030_3,769775.7,3873370.1,32651
151,A,2030,60,60,151_2030_4,768943.2,3873803.4,32651
151,A,2030,60,60,151_2030_5,769661.2,3874166.3,32651
151,A,2030,60,60,151_2030_6,768865.9,3873146.8,32651
151,A,2030,60,60,151_2030_7,769282.2,3872930.2,32651
151,A,2030,60,60,151_2030_8,770000.1,3873293.0,32651
151,A,2030,60,60,151_2030_9,768751.4,3873943.1,32651
151,A,2030,60,60,151_2030_10,769469.3,3874306.0,32651
151,A,2030,60,60,151_2030_11,769244.9,3874383.0,32651
151,A,2030,60,60,151_2030_12,769474.0,3872790.5,32651
151,A,2030,60,60,151_2030_13,768641.5,3873223.9,32651
151,A,2030,60,60,151_2030_14,770077.4,3873949.7,32651
151,A,2030,60,60,151_2030_15,769698.4,3872713.5,32651
151,A,2030,60,60,151_2030_16,768527.0,3874020.1,32651
151,A,2030,60,60,151_2030_17,770191.9,3873153.4,32651
151,A,2030,60,60,151_2030_18,770301.8,3873872.6,32651
151,A,2030,60,60,151_2030_19,769053.1,3874522.7,32651
151,A,2030,60,60,151_2030_20,769890.2,3872573.8,32651
151,A,2030,60,60,151_2030_21,768225.3,3873440.6,32651
151,A,2030,60,60,151_2030_22,770493.6,3873733.0,32651
151,A,2030,60,60,151_2030_23,770416.3,3873076.4,32651
151,A,2030,60,60,151_2030_24,768335.1,3874159.8,32651
151,A,2030,60,60,151_2030_25,768564.2,3872567.3,32651
151,A,2030,60,60,151_2030_26,768756.0,3872427.6,32651
151,A,2030,60,60,151_2030_27,769962.9,3874745.9,32651
151,A,2030,60,60,151_2030_28,770114.6,3872496.8,32651
151,A,2030,60,60,151_2030_29,768033.4,3873580.2,32651
151,A,2030,60,60,151_2030_30,768636.9,3874739.3,32651
151,A,2030,60,60,151_2030_31,770187.3,3874668.9,32651
151,A,2030,60,60,151_2030_32,769771.0,3874885.5,32651
151,A,2030,60,60,151_2030_33,768339.8,3872644.3,32651
151,A,2030,60,60,151_2030_34,770379.1,3874529.2,32651
151,A,2030,60,60,151_2030_35,770608.2,3872936.7,32651
151,A,2030,60,60,151_2030_36,768148.0,3872783.9,32651
151,A,2030,60,60,151_2030_37,770603.5,3874452.2,32651
151,A,2030,60,60,151_2030_38,770306.5,3872357.2,32651
151,A,2030,60,60,151_2030_39,768412.4,3874816.4,32651
151,A,2030,60,60,151_2030_40,770909.9,3873516.3,32651
151,A,2030,60,60,151_2030_41,770795.3,3874312.6,32651
151,A,2030,60,60,151_2030_42,767923.6,3872861.0,32651
151,A,2030,60,60,151_2030_43,767918.9,3874376.4,32651
151,A,2030,60,60,151_2030_44,767731.7,3873000.6,32651
151,A,2030,60,60,151_2030_45,771019.8,3874235.5,32651
151,A,2030,60,60,151_2030_46,767694.5,3874453.5,32651
151,A,2030,60,60,151_2030_47,771211.6,3874095.9,32651
151,A,2030,60,60,151_2030_48,767507.3,3873077.7,32651
151,A,2030,60,60,151_2030_49,767392.8,3873873.9,32651
151,A,2030,60,60,151_2030_50,767315.5,3873217.3,32651
151,A,2030,60,60,151_2030_51,767502.7,3874593.1,32651
151,A,2030,60,60,151_2030_52,771436.0,3874018.8,32651
151,A,2030,60,60,151_2030_53,767621.9,3872281.4,32651
151,A,2030,60,60,151_2030_54,771097.0,3874892.1,32651
151,A,2030,60,60,151_2030_55,767430.0,3872421.0,32651
151,A,2030,60,60,151_2030_56,771321.5,3874815.1,32651
151,A,2030,60,60,151_2030_57,767278.3,3874670.2,32651
151,A,2030,60,60,151_2030_58,767205.6,3872498.1,32651
151,A,2030,60,60,151_2030_59,771513.3,3874675.4,32651
151,A,2035,75,72,151_2035_0,767846.3,3872204.4,32651
151,A,2035,75,72,151_2035_1,767621.9,3872281.4,32651
151,A,2035,75,72,151_2035_2,767430.0,3872421.0,32651
151,A,2035,75,72,151_2035_3,767205.6,3872498.1,32651
151,A,2035,75,72,151_2035_4,768980.4,3872350.6,32651
151,A,2035,75,72,151_2035_5,768756.0,3872427.6,32651
151,A,2035,75,72,151_2035_6,768564.2,3872567.3,32651
151,A,2035,75,72,151_2035_7,768339.8,3872644.3,32651
151,A,2035,75,72,151_2035_8,768148.0,3872783.9,32651
151,A,2035,75,72,151_2035_9,767923.6,3872861.0,32651
151,A,2035,75,72,151_2035_10,767731.7,3873000.6,32651
151,A,2035,75,72,151_2035_11,767507.3,3873077.7,32651
151,A,2035,75,72,151_2035_12,767315.5,3873217.3,32651
151,A,2035,75,72,151_2035_13,770306.5,3872357.2,32651
151,A,2035,75,72,151_2035_14,770114.6,3872496.8,32651
151,A,2035,75,72,151_2035_15,769890.2,3872573.8,32651
151,A,2035,75,72,151_2035_16,769698.4,3872713.5,32651
151,A,2035,75,72,151_2035_17,769474.0,3872790.5,32651
151,A,2035,75,72,151_2035_18,769282.2,3872930.2,32651
151,A,2035,75,72,151_2035_19,769057.7,3873007.2,32651
151,A,2035,75,72,151_2035_20,768865.9,3873146.8,32651
151,A,2035,75,72,151_2035_21,768641.5,3873223.9,32651
151,A,2035,75,72,151_2035_22,768449.7,3873363.5,32651
151,A,2035,75,72,151_2035_23,768225.3,3873440.6,32651
151,A,2035,75,72,151_2035_24,768033.4,3873580.2,32651
151,A,2035,75,72,151_2035_25,767809.0,3873657.2,32651
151,A,2035,75,72,151_2035_26,767617.2,3873796.9,32651
151,A,2035,75,72,151_2035_27,767392.8,3873873.9,32651
151,A,2035,75,72,151_2035_28,767201.0,3874013.6,32651
151,A,2035,75,72,151_2035_29,770608.2,3872936.7,32651
151,A,2035,75,72,151_2035_30,770416.3,3873076.4,32651
151,A,2035,75,72,151_2035_31,770191.9,3873153.4,32651
151,A,2035,75,72,151_2035_32,770000.1,3873293.0,32651
151,A,2035,75,72,151_2035_33,769775.7,3873370.1,32651
151,A,2035,75,72,151_2035_34,769583.9,3873509.7,32651
151,A,2035,75,72,151_2035_35,769359.5,3873586.8,32651
151,A,2035,75,72,151_2035_36,769167.6,3873726.4,32651
151,A,2035,75,72,151_2035_37,768943.2,3873803.4,32651
151,A,2035,75,72,151_2035_38,768751.4,3873943.1,32651
151,A,2035,75,72,151_2035_39,768527.0,3874020.1,32651
151,A,2035,75,72,151_2035_40,768335.1,3874159.8,32651
151,A,2035,75,72,151_2035_41,768110.7,3874236.8,32651
151,A,2035,75,72,151_2035_42,767918.9,3874376.4,32651
151,A,2035,75,72,151_2035_43,767694.5,3874453.5,32651
151,A,2035,75,72,151_2035_44,767502.7,3874593.1,32651
151,A,2035,75,72,151_2035_45,767278.3,3874670.2,32651
151,A,2035,75,72,151_2035_46,770909.9,3873516.3,32651
151,A,2035,75,72,151_2035_47,770718.0,3873655.9,32651
151,A,2035,75,72,151_2035_48,770493.6,3873733.0,32651
151,A,2035,75,72,151_2035_49,770301.8,3873872.6,32651
151,A,2035,75,72,151_2035_50,770077.4,3873949.7,32651
151,A,2035,75,72,151_2035_51,769885.6,3874089.3,32651
151,A,2035,75,72,151_2035_52,769661.2,3874166.3,32651
151,A,2035,75,72,151_2035_53,769469.3,3874306.0,32651
151,A,2035,75,72,151_2035_54,769244.9,3874383.0,32651
151,A,2035,75,72,151_2035_55,769053.1,3874522.7,32651
151,A,2035,75,72,151_2035_56,768828.7,3874599.7,32651
151,A,2035,75,72,151_2035_57,768636.9,3874739.3,32651
151,A,2035,75,72,151_2035_58,768412.4,3874816.4,32651
151,A,2035,75,72,151_2035_59,771436.0,3874018.8,32651
151,A,2035,75,72,151_2035_60,771211.6,3874095.9,32651
151,A,2035,75,72,151_2035_61,771019.8,3874235.5,32651
151,A,2035,75,72,151_2035_62,770795.3,3874312.6,32651
151,A,2035,75,72,151_2035_63,770603.5,3874452.2,32651
151,A,2035,75,72,151_2035_64,770379.1,3874529.2,32651
151,A,2035,75,72,151_2035_65,770187.3,3874668.9,32651
151,A,2035,75,72,151_2035_66,769962.9,3874745.9,32651
151,A,2035,75,72,151_2035_67,769771.0,3874885.5,32651
151,A,2035,75,72,151_2035_68,771737.7,3874598.4,32651
151,A,2035,75,72,151_2035_69,771513.3,3874675.4,32651
151,A,2035,75,72,151_2035_70,771321.5,3874815.1,32651
151,A,2035,75,72,151_2035_71,771097.0,3874892.1,32651
151,A,2040,100,72,151_2040_0,767846.3,3872204.4,32651
151,A,2040,100,72,151_2040_1,767621.9,3872281.4,32651
151,A,2040,100,72,151_2040_2,767430.0,3872421.0,32651
151,A,2040,100,72,151_2040_3,767205.6,3872498.1,32651
151,A,2040,100,72,151_2040_4,768980.4,3872350.6,32651
151,A,2040,100,72,151_2040_5,768756.0,3872427.6,32651
151,A,2040,100,72,151_2040_6,768564.2,3872567.3,32651
151,A,2040,100,72,151_2040_7,768339.8,3872644.3,32651
151,A,2040,100,72,151_2040_8,768148.0,3872783.9,32651
151,A,2040,100,72,151_2040_9,767923.6,3872861.0,32651
151,A,2040,100,72,151_2040_10,767731.7,3873000.6,32651
151,A,2040,100,72,151_2040_11,767507.3,3873077.7,32651
151,A,2040,100,72,151_2040_12,767315.5,3873217.3,32651
151,A,2040,100,72,151_2040_13,770306.5,3872357.2,32651
151,A,2040,100,72,151_2040_14,770114.6,3872496.8,32651
151,A,2040,100,72,151_2040_15,769890.2,3872573.8,32651
151,A,2040,100,72,151_2040_16,769698.4,3872713.5,32651
151,A,2040,100,72,151_2040_17,769474.0,3872790.5,32651
151,A,2040,100,72,151_2040_18,769282.2,3872930.2,32651
151,A,2040,100,72,151_2040_19,769057.7,3873007.2,32651
151,A,2040,100,72,151_2040_20,768865.9,3873146.8,32651
151,A,2040,100,72,151_2040_21,768641.5,3873223.9,32651
151,A,2040,100,72,151_2040_22,768449.7,3873363.5,32651
151,A,2040,100,72,151_2040_23,768225.3,3873440.6,32651
151,A,2040,100,72,151_2040_24,768033.4,3873580.2,32651
151,A,2040,100,72,151_2040_25,767809.0,3873657.2,32651
151,A,2040,100,72,151_2040_26,767617.2,3873796.9,32651
151,A,2040,100,72,151_2040_27,767392.8,3873873.9,32651
151,A,2040,100,72,151_2040_28,767201.0,3874013.6,32651
151,A,2040,100,72,151_2040_29,770608.2,3872936.7,32651
151,A,2040,100,72,151_2040_30,770416.3,3873076.4,32651
151,A,2040,100,72,151_2040_31,770191.9,3873153.4,32651
151,A,2040,100,72,151_2040_32,770000.1,3873293.0,32651
151,A,2040,100,72,151_2040_33,769775.7,3873370.1,32651
151,A,2040,100,72,151_2040_34,769583.9,3873509.7,32651
151,A,2040,100,72,151_2040_35,769359.5,3873586.8,32651
151,A,2040,100,72,151_2040_36,769167.6,3873726.4,32651
151,A,2040,100,72,151_2040_37,768943.2,3873803.4,32651
151,A,2040,100,72,151_2040_38,768751.4,3873943.1,32651
151,A,2040,100,72,151_2040_39,768527.0,3874020.1,32651
151,A,2040,100,72,151_2040_40,768335.1,3874159.8,32651
151,A,2040,100,72,151_2040_41,768110.7,3874236.8,32651
151,A,2040,100,72,151_2040_42,767918.9,3874376.4,32651
151,A,2040,100,72,151_2040_43,767694.5,3874453.5,32651
151,A,2040,100,72,151_2040_44,767502.7,3874593.1,32651
151,A,2040,100,72,151_2040_45,767278.3,3874670.2,32651
151,A,2040,100,72,151_2040_46,770909.9,3873516.3,32651
151,A,2040,100,72,151_2040_47,770718.0,3873655.9,32651
151,A,2040,100,72,151_2040_48,770493.6,3873733.0,32651
151,A,2040,100,72,151_2040_49,770301.8,3873872.6,32651
151,A,2040,100,72,151_2040_50,770077.4,3873949.7,32651
151,A,2040,100,72,151_2040_51,769885.6,3874089.3,32651
151,A,2040,100,72,151_2040_52,769661.2,3874166.3,32651
151,A,2040,100,72,151_2040_53,769469.3,3874306.0,32651
151,A,2040,100,72,151_2040_54,769244.9,3874383.0,32651
151,A,2040,100,72,151_2040_55,769053.1,3874522.7,32651
151,A,2040,100,72,151_2040_56,768828.7,3874599.7,32651
151,A,2040,100,72,151_2040_57,768636.9,3874739.3,32651
151,A,2040,100,72,151_2040_58,768412.4,3874816.4,32651
151,A,2040,100,72,151_2040_59,771436.0,3874018.8,32651
151,A,2040,100,72,151_2040_60,771211.6,3874095.9,32651
151,A,2040,100,72,151_2040_61,771019.8,3874235.5,32651
151,A,2040,100,72,151_2040_62,770795.3,3874312.6,32651
151,A,2040,100,72,151_2040_63,770603.5,3874452.2,32651
151,A,2040,100,72,151_2040_64,770379.1,3874529.2,32651
151,A,2040,100,72,151_2040_65,770187.3,3874668.9,32651
151,A,2040,100,72,151_2040_66,769962.9,3874745.9,32651
151,A,2040,100,72,151_2040_67,769771.0,3874885.5,32651
151,A,2040,100,72,151_2040_68,771737.7,3874598.4,32651
151,A,2040,100,72,151_2040_69,771513.3,3874675.4,32651
151,A,2040,100,72,151_2040_70,771321.5,3874815.1,32651
151,A,2040,100,72,151_2040_71,771097.0,3874892.1,32651
73,A,2030,99,57,73_2030_0,389607.9,5908396.3,32631
73,A,2030,99,57,73_2030_1,388956.3,5907165.0,32631
73,A,2030,99,57,73_2030_2,389904.0,5907451.6,32631
73,A,2030,99,57,73_2030_3,388310.6,5905914.8,32631
73,A,2030,99,57,73_2030_4,389252.4,5906220.3,32631
73,A,2030,99,57,73_2030_5,390200.0,5906506.9,32631
73,A,2030,99,57,73_2030_6,391141.8,5906812.4,32631
73,A,2030,99,57,73_2030_7,388606.7,5904970.1,32631
73,A,2030,99,57,73_2030_8,389548.4,5905275.6,32631
73,A,2030,99,57,73_2030_9,390496.1,5905562.2,32631
73,A,2030,99,57,73_2030_10,391437.8,5905867.7,32631
73,A,2030,99,57,73_2030_11,392385.5,5906154.3,32631
73,A,2030,99,57,73_2030_12,387955.1,5903738.8,32631
73,A,2030,99,57,73_2030_13,388902.7,5904025.4,32631
73,A,2030,99,57,73_2030_14,389844.5,5904330.9,32631
73,A,2030,99,57,73_2030_15,390792.1,5904617.5,32631
73,A,2030,99,57,73_2030_16,391733.9,5904923.0,32631
73,A,2030,99,57,73_2030_17,392681.5,5905209.6,32631
73,A,2030,99,57,73_2030_18,388251.1,5902794.1,32631
73,A,2030,99,57,73_2030_19,389198.8,5903080.7,32631
73,A,2030,99,57,73_2030_20,390140.5,5903386.2,32631
73,A,2030,99,57,73_2030_21,391088.2,5903672.8,32631
73,A,2030,99,57,73_2030_22,392029.9,5903978.3,32631
73,A,2030,99,57,73_2030_23,392977.6,5904264.9,32631
73,A,2030,99,57,73_2030_24,393919.3,5904570.4,32631
73,A,2030,99,57,73_2030_25,389494.8,5902136.0,32631
73,A,2030,99,57,73_2030_26,390436.6,5902441.5,32631
73,A,2030,99,57,73_2030_27,391384.2,5902728.1,32631
73,A,2030,99,57,73_2030_28,392326.0,5903033.6,32631
73,A,2030,99,57,73_2030_29,393273.6,5903320.2,32631
73,A,2030,99,57,73_2030_30,394215.4,5903625.7,32631
73,A,2030,99,57,73_2030_31,395163.0,5903912.3,32631
73,A,2030,99,57,73_2030_32,389790.9,5901191.3,32631
73,A,2030,99,57,73_2030_33,390732.6,5901496.8,32631
73,A,2030,99,57,73_2030_34,391680.3,5901783.4,32631
73,A,2030,99,57,73_2030_35,392622.0,5902088.9,32631
73,A,2030,99,57,73_2030_36,393569.7,5902375.5,32631
73,A,2030,99,57,73_2030_37,394511.4,5902681.0,32631
73,A,2030,99,57,73_2030_38,395459.1,5902967.6,32631
73,A,2030,99,57,73_2030_39,391028.7,5900552.1,32631
73,A,2030,99,57,73_2030_40,391976.3,5900838.7,32631
73,A,2030,99,57,73_2030_41,392918.1,5901144.2,32631
73,A,2030,99,57,73_2030_42,393865.7,5901430.8,32631
73,A,2030,99,57,73_2030_43,394807.5,5901736.3,32631
73,A,2030,99,57,73_2030_44,395755.1,5902022.9,32631
73,A,2030,99,57,73_2030_45,392272.4,5899894.0,32631
73,A,2030,99,57,73_2030_46,393214.1,5900199.5,32631
73,A,2030,99,57,73_2030_47,394161.8,5900486.1,32631
73,A,2030,99,57,73_2030_48,395103.5,5900791.6,32631
73,A,2030,99,57,73_2030_49,396051.2,5901078.2,32631
73,A,2030,99,57,73_2030_50,392568.4,5898949.3,32631
73,A,2030,99,57,73_2030_51,393510.2,5899254.8,32631
73,A,2030,99,57,73_2030_52,394457.8,5899541.4,32631
73,A,2030,99,57,73_2030_53,395399.6,5899846.9,32631
73,A,2030,99,57,73_2030_54,393806.2,5898310.1,32631
73,A,2030,99,57,73_2030_55,394753.9,5898596.7,32631
73,A,2030,99,57,73_2030_56,395049.9,5897652.0,32631
73,A,2035,124,57,73_2035_0,389607.9,5908396.3,32631
73,A,2035,124,57,73_2035_1,388956.3,5907165.0,32631
73,A,2035,124,57,73_2035_2,389904.0,5907451.6,32631
73,A,2035,124,57,73_2035_3,388310.6,5905914.8,32631
73,A,2035,124,57,73_2035_4,389252.4,5906220.3,32631
73,A,2035,124,57,73_2035_5,390200.0,5906506.9,32631
73,A,2035,124,57,73_2035_6,391141.8,5906812.4,32631
73,A,2035,124,57,73_2035_7,388606.7,5904970.1,32631
73,A,2035,124,57,73_2035_8,389548.4,5905275.6,32631
73,A,2035,124,57,73_2035_9,390496.1,5905562.2,32631
73,A,2035,124,57,73_2035_10,391437.8,5905867.7,32631
73,A,2035,124,57,73_2035_11,392385.5,5906154.3,32631
73,A,2035,124,57,73_2035_12,387955.1,5903738.8,32631
73,A,2035,124,57,73_2035_13,388902.7,5904025.4,32631
73,A,2035,124,57,73_2035_14,389844.5,5904330.9,32631
73,A,2035,124,57,73_2035_15,390792.1,5904617.5,32631
73,A,2035,124,57,73_2035_16,391733.9,5904923.0,32631
73,A,2035,124,57,73_2035_17,392681.5,5905209.6,32631
73,A,2035,124,57,73_2035_18,388251.1,5902794.1,32631
73,A,2035,124,57,73_2035_19,389198.8,5903080.7,32631
73,A,2035,124,57,73_2035_20,390140.5,5903386.2,32631
73,A,2035,124,57,73_2035_21,391088.2,5903672.8,32631
73,A,2035,124,57,73_2035_22,392029.9,5903978.3,32631
73,A,2035,124,57,73_2035_23,392977.6,5904264.9,32631
73,A,2035,124,57,73_2035_24,393919.3,5904570.4,32631
73,A,2035,124,57,73_2035_25,389494.8,5902136.0,32631
73,A,2035,124,57,73_2035_26,390436.6,5902441.5,32631
73,A,2035,124,57,73_2035_27,391384.2,5902728.1,32631
73,A,2035,124,57,73_2035_28,392326.0,5903033.6,32631
73,A,2035,124,57,73_2035_29,393273.6,5903320.2,32631
73,A,2035,124,57,73_2035_30,394215.4,5903625.7,32631
73,A,2035,124,57,73_2035_31,395163.0,5903912.3,32631
73,A,2035,124,57,73_2035_32,389790.9,5901191.3,32631
73,A,2035,124,57,73_2035_33,390732.6,5901496.8,32631
73,A,2035,124,57,73_2035_34,391680.3,5901783.4,32631
73,A,2035,124,57,73_2035_35,392622.0,5902088.9,32631
73,A,2035,124,57,73_2035_36,393569.7,5902375.5,32631
73,A,2035,124,57,73_2035_37,394511.4,5902681.0,32631
73,A,2035,124,57,73_2035_38,395459.1,5902967.6,32631
73,A,2035,124,57,73_2035_39,391028.7,5900552.1,32631
73,A,2035,124,57,73_2035_40,391976.3,5900838.7,32631
73,A,2035,124,57,73_2035_41,392918.1,5901144.2,32631
73,A,2035,124,57,73_2035_42,393865.7,5901430.8,32631
73,A,2035,124,57,73_2035_43,394807.5,5901736.3,32631
73,A,2035,124,57,73_2035_44,395755.1,5902022.9,32631
73,A,2035,124,57,73_2035_45,392272.4,5899894.0,32631
73,A,2035,124,57,73_2035_46,393214.1,5900199.5,32631
73,A,2035,124,57,73_2035_47,394161.8,5900486.1,32631
73,A,2035,124,57,73_2035_48,395103.5,5900791.6,32631
73,A,2035,124,57,73_2035_49,396051.2,5901078.2,32631
73,A,2035,124,57,73_2035_50,392568.4,5898949.3,32631
73,A,2035,124,57,73_2035_51,393510.2,5899254.8,32631
73,A,2035,124,57,73_2035_52,394457.8,5899541.4,32631
73,A,2035,124,57,73_2035_53,395399.6,5899846.9,32631
73,A,2035,124,57,73_2035_54,393806.2,5898310.1,32631
73,A,2035,124,57,73_2035_55,394753.9,5898596.7,32631
73,A,2035,124,57,73_2035_56,395049.9,5897652.0,32631
73,A,2040,166,57,73_2040_0,389607.9,5908396.3,32631
73,A,2040,166,57,73_2040_1,388956.3,5907165.0,32631
73,A,2040,166,57,73_2040_2,389904.0,5907451.6,32631
73,A,2040,166,57,73_2040_3,388310.6,5905914.8,32631
