farm_id,year,country,P00_kWh,P10_kWh,P01_kWh,P11_kWh,AEP_kWh,AEP_noWake_kWh,CF,WakeLoss,P11_err_pct
169,2015,China,78882087.4,68361595.1,77745278.7,68517778.13198683,68517778.13198683,73059541.90837198,0.3057873795331228,0.0621652375275119,0.0
165,2015,China,76999888.9,77784572.3,78774826.9,78121774.53635727,78121774.53635727,86437313.86984882,0.2687922327840533,0.0962031206339023,0.0
34,2015,China,271687386.7,277929126.9,275320209.8,278023720.72740114,278023720.72740114,280154340.3582148,0.6806799381255996,0.0076051637397063,0.0
97,2015,China,126597338.8,129126409.2,126823510.4,129296559.15784016,129296559.15784016,139737652.0256232,0.3226767136457203,0.0747192522303759,0.0
0,2015,China,267334974.4,243890600.0,257019837.5,244765120.39395425,244765120.39395425,248320226.2478994,0.3933107089503057,0.0143166181332168,0.0
45,2015,China,402282508.3,416614796.6,407975050.2,415651751.6084021,415651751.6084021,448246944.5731437,0.6360199406420646,0.0727170443867305,0.0
131,2015,China,275495281.8,240072242.1,269133979.3,240105266.167684,240105266.167684,262246720.40809733,0.3185687490615417,0.0844298613380475,0.0
88,2015,China,494767947.5,427038358.3,490145866.9,433027735.4455097,433027735.4455097,462710432.0863559,0.3051403594122441,0.0641496162232765,0.0
109,2015,China,556920399.0,508935880.6,533755931.8,510826912.0652091,510826912.0652091,551005724.3673602,0.343630201313912,0.0729190469813768,0.0
57,2015,Vietnam,417051258.6,510923855.1,418065155.7,512174058.19399416,512174058.19399416,965328559.3591886,0.1344204192371069,0.4694303268785611,0.0
38,2015,China,1931892704.1,1691461514.6,1847293798.1,1695837575.2072225,1695837575.2072225,2043454496.7130055,0.3366019350921719,0.1701123866789995,0.0
24,2015,China,3369804716.6,3007312494.9,3209824206.9,3015322424.4458027,3015322424.4458027,3835205163.757686,0.2648469650769469,0.2137780651370871,0.0
1,2016,China,67532894.3,68145944.1,65720112.8,68427220.04085764,68427220.04085764,68952759.02146289,0.4279375862467645,0.0076217251936454,0.0
46,2016,China,109282209.9,105395987.3,110009006.3,105376201.46295092,105376201.46295092,105909294.4022262,0.6491080538558021,0.005033485892661,0.0
63,2016,China,59811335.5,59359878.8,61481648.5,59582547.7898788,59582547.7898788,60364173.50613784,0.3800876996037178,0.0129485035719003,0.0
124,2016,China,95239098.2,87294163.0,91234662.3,87478307.86006337,87478307.86006337,87941685.7738386,0.5586812355349557,0.0052691497746233,0.0
71,2016,Taiwan,110664686.3,105521650.2,98324070.5,105338584.97548054,105338584.97548054,109283446.865144,0.5117001116073085,0.0360975243993853,0.0
101,2016,China,146304143.6,137744203.1,140556467.1,137918209.70234784,137918209.70234784,138629400.10448298,0.5803173007756789,0.0051301556639437,0.0
135,2016,Japan,55426216.4,61277605.7,59025971.0,61816200.23747284,61816200.23747284,64018104.17428535,0.2912835747689795,0.03439501942791,0.0
168,2016,China,56565227.0,58053131.5,58412397.3,58021758.12134445,58021758.12134445,62024732.07036783,0.2638192066627765,0.0645383513222105,0.0
169,2016,China,82002458.5,75975422.4,80190718.6,76377774.66594791,76377774.66594791,81007174.53622289,0.3279564372276521,0.0571480229594344,0.0
165,2016,China,80381271.9,80523083.1,81946024.6,80615436.83510987,80615436.83510987,89574333.9040402,0.2682888606067288,0.1000163403785717,0.0
97,2016,China,153548951.4,174054189.6,159614249.9,175720331.40629268,175720331.40629268,186792147.20249623,0.3653077448053983,0.0592734542753605,0.0
45,2016,China,395235602.0,372995578.3,393684859.8,372699886.8512907,372699886.8512907,405803534.59898,0.5827806586991661,0.0815755530084346,0.0
34,2016,China,559727767.3,527575532.4,557473993.2,529278400.28309226,529278400.28309226,557979860.0735974,0.6019041557112065,0.0514381644289445,0.0
131,2016,China,476816525.3,445198357.7,461359854.9,447497495.3040351,447497495.3040351,496249253.7400698,0.3357146037075366,0.0982404670004206,0.0
89,2016,China,895915595.8,907961091.7,875350148.1,910845759.2264868,910845759.2264868,1037559934.888121,0.3878547104974777,0.1221270901090622,0.0
109,2016,China,1084281257.1,1117644083.2,1060408875.2,1118479436.8332028,1118479436.8332028,1261006079.6390991,0.3655902296652272,0.1130261345343295,0.0
88,2016,China,1175765435.9,1074956303.5,1145178891.9,1092659585.3844762,1092659585.3844762,1242110009.5554178,0.3059831153869459,0.1203197969754978,0.0
0,2016,China,1540706188.0,1559821872.1,1491568399.1,1560836501.7193875,1560836501.7193875,1669814020.6286066,0.4121793132757262,0.06526326738363,0.0
57,2016,Vietnam,507133165.8,590537935.9,458200543.5,596383424.5011083,596383424.5011083,1192802801.7240078,0.1198938986906812,0.500015070689698,0.0
38,2016,China,1960853187.0,1943932880.0,1916887894.3,1946574341.9747896,1946574341.9747896,2306071449.923512,0.3817396272321628,0.1558915739408881,0.0
24,2016,China,3666602914.6,3665911553.0,3539969029.6,3690192254.359194,3690192254.359194,4631587008.36337,0.2953562061878458,0.2032553317694942,0.0
46,2017,China,111423285.7,113781358.5,112882278.7,113824585.4033282,113824585.4033282,114315375.14810592,0.6875956590753183,0.0042932960167595,0.0
124,2017,China,97591535.1,95417555.1,94380909.6,95645339.14801948,95645339.14801948,96117467.84950931,0.5961439737473166,0.0049119968727125,0.0
14,2017,China,97576470.8,88325028.7,95641612.8,88759663.74850412,88759663.74850412,89870530.76721373,0.3930723340352691,0.0123607483924516,0.0
71,2017,Taiwan,110956422.9,116027292.5,100834341.8,115664397.28869,115664397.28869,119650905.39533325,0.5595761842703919,0.0333178265009495,0.0
101,2017,China,150863243.7,149761815.7,145036983.7,150095598.1737657,150095598.1737657,150814637.44421753,0.6147176072972342,0.0047677021450772,0.0
135,2017,Japan,54185049.3,62463499.4,56653342.3,63055195.72807929,63055195.72807929,65248817.61866193,0.304173640752915,0.0336193355012649,0.0
139,2017,South Korea,81028470.7,83918348.3,79172228.1,84166561.45973898,84166561.45973898,86768401.77227528,0.3838489600024581,0.0299860347706398,0.0
168,2017,China,57135914.7,56761641.3,58908926.4,56118565.82521149,56118565.82521149,60678218.890799895,0.2518334492246072,0.0751448072955837,0.0
169,2017,China,80683913.4,72512789.7,79809777.8,73199563.54789393,73199563.54789393,77624909.33316255,0.320166047972243,0.0570093520660389,0.0
147,2017,China,100616909.3,96651271.7,103476874.2,97208508.17439516,97208508.17439516,101718311.82930373,0.3180906681099318,0.0443362023396199,0.0
165,2017,China,78948386.9,76393615.1,79825562.6,76293320.97006178,76293320.97006178,85421470.9270898,0.2572609959875296,0.106860135490048,0.0
81,2017,China,295507957.5,293483891.7,282782088.3,294625646.05614465,294625646.05614465,301629274.88843507,0.6033207315725615,0.0232193272184235,0.0
63,2017,China,286038394.6,280086760.3,288385709.1,280090933.255588,280090933.255588,298115339.22723114,0.3574868324895826,0.0604611826361087,0.0
74,2017,China,360329432.3,352710903.8,365008708.3,358605900.4659942,358605900.4659942,373450201.8773428,0.4456946314516458,0.0397490785564606,0.0
