config_hash,ws_bin_m_s,wd_sector_deg,wake_efficiency,p_noWake_kW,n_turbines
46265bc343f6,0.0,310,1.00000000,0.00,47
46265bc343f6,3.0,310,0.42175927,1541.92,47
46265bc343f6,4.0,310,0.84337875,17933.17,47
46265bc343f6,5.0,310,0.87378763,43739.57,47
46265bc343f6,6.0,310,0.88436524,80341.98,47
46265bc343f6,7.0,310,0.89007211,128329.64,47
46265bc343f6,8.0,310,0.88897095,192310.09,47
46265bc343f6,9.0,310,0.89063175,274191.35,47
46265bc343f6,10.0,310,0.89970851,368759.81,47
46265bc343f6,11.0,310,0.95550287,433105.00,47
46265bc343f6,12.0,310,1.00000000,433105.00,47
46265bc343f6,13.0,310,1.00000000,433105.00,47
46265bc343f6,14.0,310,1.00000000,433105.00,47
46265bc343f6,16.0,310,1.00000000,433105.00,47
46265bc343f6,18.0,310,1.00000000,433105.00,47
46265bc343f6,20.0,310,1.00000000,433105.00,47
46265bc343f6,22.0,310,1.00000000,433105.00,47
46265bc343f6,25.0,310,1.00000000,433105.00,47
46265bc343f6,30.0,310,1.00000000,0.00,47
46265bc343f6,0.0,320,1.00000000,0.00,47
46265bc343f6,3.0,320,0.43173328,1541.92,47
46265bc343f6,4.0,320,0.82722136,17933.17,47
46265bc343f6,5.0,320,0.86079162,43739.57,47
46265bc343f6,6.0,320,0.87257739,80341.98,47
46265bc343f6,7.0,320,0.87905296,128329.64,47
46265bc343f6,8.0,320,0.87874209,192310.09,47
46265bc343f6,9.0,320,0.88114194,274191.35,47
46265bc343f6,10.0,320,0.89071242,368759.81,47
46265bc343f6,11.0,320,0.94938694,433105.00,47
46265bc343f6,12.0,320,0.99942857,433105.00,47
46265bc343f6,13.0,320,1.00000000,433105.00,47
46265bc343f6,14.0,320,1.00000000,433105.00,47
46265bc343f6,16.0,320,1.00000000,433105.00,47
46265bc343f6,18.0,320,1.00000000,433105.00,47
46265bc343f6,20.0,320,1.00000000,433105.00,47
46265bc343f6,22.0,320,1.00000000,433105.00,47
46265bc343f6,25.0,320,1.00000000,433105.00,47
46265bc343f6,30.0,320,1.00000000,0.00,47
46265bc343f6,0.0,330,1.00000000,0.00,47
46265bc343f6,3.0,330,0.44177727,1541.92,47
46265bc343f6,4.0,330,0.86764837,17933.17,47
46265bc343f6,5.0,330,0.89344727,43739.57,47
46265bc343f6,6.0,330,0.90275669,80341.98,47
46265bc343f6,7.0,330,0.90763227,128329.64,47
46265bc343f6,8.0,330,0.90684484,192310.09,47
46265bc343f6,9.0,330,0.90887773,274191.35,47
46265bc343f6,10.0,330,0.91659229,368759.81,47
46265bc343f6,11.0,330,0.96982081,433105.00,47
46265bc343f6,12.0,330,0.99982499,433105.00,47
46265bc343f6,13.0,330,1.00000000,433105.00,47
46265bc343f6,14.0,330,1.00000000,433105.00,47
46265bc343f6,16.0,330,1.00000000,433105.00,47
46265bc343f6,18.0,330,1.00000000,433105.00,47
46265bc343f6,20.0,330,1.00000000,433105.00,47
46265bc343f6,22.0,330,1.00000000,433105.00,47
46265bc343f6,25.0,330,1.00000000,433105.00,47
46265bc343f6,30.0,330,1.00000000,0.00,47
46265bc343f6,0.0,340,1.00000000,0.00,47
46265bc343f6,3.0,340,0.41892924,1541.92,47
46265bc343f6,4.0,340,0.78940851,17933.17,47
46265bc343f6,5.0,340,0.83023024,43739.57,47
46265bc343f6,6.0,340,0.84573088,80341.98,47
46265bc343f6,7.0,340,0.85484637,128329.64,47
46265bc343f6,8.0,340,0.85542603,192310.09,47
46265bc343f6,9.0,340,0.85784398,274191.35,47
46265bc343f6,10.0,340,0.86797067,368759.81,47
46265bc343f6,11.0,340,0.92811097,433105.00,47
46265bc343f6,12.0,340,0.99489490,433105.00,47
46265bc343f6,13.0,340,1.00000000,433105.00,47
46265bc343f6,14.0,340,1.00000000,433105.00,47
46265bc343f6,16.0,340,1.00000000,433105.00,47
46265bc343f6,18.0,340,1.00000000,433105.00,47
46265bc343f6,20.0,340,1.00000000,433105.00,47
46265bc343f6,22.0,340,1.00000000,433105.00,47
46265bc343f6,25.0,340,1.00000000,433105.00,47
46265bc343f6,30.0,340,1.00000000,0.00,47
46265bc343f6,0.0,350,1.00000000,0.00,47
46265bc343f6,3.0,350,0.44175331,1541.92,47
46265bc343f6,4.0,350,0.83667886,17933.17,47
46265bc343f6,5.0,350,0.86876671,43739.57,47
46265bc343f6,6.0,350,0.88045749,80341.98,47
46265bc343f6,7.0,350,0.88690638,128329.64,47
46265bc343f6,8.0,350,0.88666000,192310.09,47
46265bc343f6,9.0,350,0.88886341,274191.35,47
46265bc343f6,10.0,350,0.89840553,368759.81,47
46265bc343f6,11.0,350,0.95289682,433105.00,47
46265bc343f6,12.0,350,0.99932231,433105.00,47
46265bc343f6,13.0,350,1.00000000,433105.00,47
46265bc343f6,14.0,350,1.00000000,433105.00,47
46265bc343f6,16.0,350,1.00000000,433105.00,47
46265bc343f6,18.0,350,1.00000000,433105.00,47
46265bc343f6,20.0,350,1.00000000,433105.00,47
46265bc343f6,22.0,350,1.00000000,433105.00,47
46265bc343f6,25.0,350,1.00000000,433105.00,47
46265bc343f6,30.0,350,1.00000000,0.00,47
46df962ccf88,0.0,0,1.00000000,0.00,7
46df962ccf88,3.0,0,0.86259664,229.65,7
46df962ccf88,4.0,0,0.98322823,2670.90,7
46df962ccf88,5.0,0,0.98646842,6514.40,7
46df962ccf88,6.0,0,0.98746680,11965.83,7
46df962ccf88,7.0,0,0.98800002,19112.92,7
46df962ccf88,8.0,0,0.98780032,28641.93,7
46df962ccf88,9.0,0,0.98768644,40837.01,7
46df962ccf88,10.0,0,0.98792914,54921.67,7
46df962ccf88,11.0,0,0.99688979,64505.00,7
46df962ccf88,12.0,0,1.00000000,64505.00,7
46df962ccf88,13.0,0,1.00000000,64505.00,7
46df962ccf88,14.0,0,1.00000000,64505.00,7
46df962ccf88,16.0,0,1.00000000,64505.00,7
46df962ccf88,18.0,0,1.00000000,64505.00,7
46df962ccf88,20.0,0,1.00000000,64505.00,7
46df962ccf88,22.0,0,1.00000000,64505.00,7
46df962ccf88,25.0,0,1.00000000,64505.00,7
46df962ccf88,30.0,0,1.00000000,0.00,7
46df962ccf88,0.0,10,1.00000000,0.00,7
46df962ccf88,3.0,10,0.73944212,229.65,7
46df962ccf88,4.0,10,0.95776330,2670.90,7
46df962ccf88,5.0,10,0.96606509,6514.40,7
46df962ccf88,6.0,10,0.96927656,11965.83,7
46df962ccf88,7.0,10,0.97085871,19112.92,7
46df962ccf88,8.0,10,0.97069183,28641.93,7
46df962ccf88,9.0,10,0.97160762,40837.01,7
46df962ccf88,10.0,10,0.97399610,54921.67,7
46df962ccf88,11.0,10,0.99424922,64505.00,7
46df962ccf88,12.0,10,1.00000000,64505.00,7
46df962ccf88,13.0,10,1.00000000,64505.00,7
46df962ccf88,14.0,10,1.00000000,64505.00,7
46df962ccf88,16.0,10,1.00000000,64505.00,7
46df962ccf88,18.0,10,1.00000000,64505.00,7
46df962ccf88,20.0,10,1.00000000,64505.00,7
46df962ccf88,22.0,10,1.00000000,64505.00,7
46df962ccf88,25.0,10,1.00000000,64505.00,7
46df962ccf88,30.0,10,1.00000000,0.00,7
46df962ccf88,0.0,20,1.00000000,0.00,7
46df962ccf88,3.0,20,0.61623790,229.65,7
46df962ccf88,4.0,20,0.85748574,2670.90,7
46df962ccf88,5.0,20,0.88526151,6514.40,7
46df962ccf88,6.0,20,0.89819137,11965.83,7
46df962ccf88,7.0,20,0.90454950,19112.92,7
46df962ccf88,8.0,20,0.90549437,28641.93,7
46df962ccf88,9.0,20,0.90749537,40837.01,7
46df962ccf88,10.0,20,0.91397545,54921.67,7
46df962ccf88,11.0,20,0.95258316,64505.00,7
46df962ccf88,12.0,20,0.99679707,64505.00,7
46df962ccf88,13.0,20,1.00000000,64505.00,7
46df962ccf88,14.0,20,1.00000000,64505.00,7
46df962ccf88,16.0,20,1.00000000,64505.00,7
46df962ccf88,18.0,20,1.00000000,64505.00,7
46df962ccf88,20.0,20,1.00000000,64505.00,7
46df962ccf88,22.0,20,1.00000000,64505.00,7
46df962ccf88,25.0,20,1.00000000,64505.00,7
46df962ccf88,30.0,20,1.00000000,0.00,7
46df962ccf88,0.0,30,1.00000000,0.00,7
46df962ccf88,3.0,30,0.71665652,229.65,7
46df962ccf88,4.0,30,0.94792328,2670.90,7
46df962ccf88,5.0,30,0.95815682,6514.40,7
46df962ccf88,6.0,30,0.96210334,11965.83,7
46df962ccf88,7.0,30,0.96404902,19112.92,7
46df962ccf88,8.0,30,0.96383603,28641.93,7
46df962ccf88,9.0,30,0.96493821,40837.01,7
46df962ccf88,10.0,30,0.96791287,54921.67,7
46df962ccf88,11.0,30,0.99288671,64505.00,7
46df962ccf88,12.0,30,1.00000000,64505.00,7
46df962ccf88,13.0,30,1.00000000,64505.00,7
46df962ccf88,14.0,30,1.00000000,64505.00,7
46df962ccf88,16.0,30,1.00000000,64505.00,7
46df962ccf88,18.0,30,1.00000000,64505.00,7
46df962ccf88,20.0,30,1.00000000,64505.00,7
46df962ccf88,22.0,30,1.00000000,64505.00,7
46df962ccf88,25.0,30,1.00000000,64505.00,7
46df962ccf88,30.0,30,1.00000000,0.00,7
46df962ccf88,0.0,40,1.00000000,0.00,7
46df962ccf88,3.0,40,0.59522195,229.65,7
46df962ccf88,4.0,40,0.87727268,2670.90,7
46df962ccf88,5.0,40,0.90127939,6514.40,7
46df962ccf88,6.0,40,0.91014635,11965.83,7
46df962ccf88,7.0,40,0.91570667,19112.92,7
46df962ccf88,8.0,40,0.91671234,28641.93,7
46df962ccf88,9.0,40,0.91940318,40837.01,7
46df962ccf88,10.0,40,0.92650885,54921.67,7
46df962ccf88,11.0,40,0.96478715,64505.00,7
46df962ccf88,12.0,40,0.99984788,64505.00,7
46df962ccf88,13.0,40,1.00000000,64505.00,7
46df962ccf88,14.0,40,1.00000000,64505.00,7
46df962ccf88,16.0,40,1.00000000,64505.00,7
46df962ccf88,18.0,40,1.00000000,64505.00,7
46df962ccf88,20.0,40,1.00000000,64505.00,7
46df962ccf88,22.0,40,1.00000000,64505.00,7
46df962ccf88,25.0,40,1.00000000,64505.00,7
46df962ccf88,30.0,40,1.00000000,0.00,7
46df962ccf88,0.0,50,1.00000000,0.00,7
46df962ccf88,3.0,50,0.52587844,229.65,7
46df962ccf88,4.0,50,0.86646533,2670.90,7
46df962ccf88,5.0,50,0.89258034,6514.40,7
46df962ccf88,6.0,50,0.90227001,11965.83,7
46df962ccf88,7.0,50,0.90720286,19112.92,7
46df962ccf88,8.0,50,0.90653390,28641.93,7
46df962ccf88,9.0,50,0.90904421,40837.01,7
46df962ccf88,10.0,50,0.91805529,54921.67,7
46df962ccf88,11.0,50,0.96891193,64505.00,7
46df962ccf88,12.0,50,1.00000000,64505.00,7
46df962ccf88,13.0,50,1.00000000,64505.00,7
46df962ccf88,14.0,50,1.00000000,64505.00,7
46df962ccf88,16.0,50,1.00000000,64505.00,7
46df962ccf88,18.0,50,1.00000000,64505.00,7
46df962ccf88,20.0,50,1.00000000,64505.00,7
46df962ccf88,22.0,50,1.00000000,64505.00,7
46df962ccf88,25.0,50,1.00000000,64505.00,7
46df962ccf88,30.0,50,1.00000000,0.00,7
46df962ccf88,0.0,60,1.00000000,0.00,7
46df962ccf88,3.0,60,0.57342589,229.65,7
46df962ccf88,4.0,60,0.90537879,2670.90,7
46df962ccf88,5.0,60,0.92393026,6514.40,7
46df962ccf88,6.0,60,0.93094873,11965.83,7
46df962ccf88,7.0,60,0.93445545,19112.92,7
46df962ccf88,8.0,60,0.93402657,28641.93,7
46df962ccf88,9.0,60,0.93595843,40837.01,7
46df962ccf88,10.0,60,0.94221261,54921.67,7
46df962ccf88,11.0,60,0.97889352,64505.00,7
46df962ccf88,12.0,60,1.00000000,64505.00,7
46df962ccf88,13.0,60,1.00000000,64505.00,7
46df962ccf88,14.0,60,1.00000000,64505.00,7
46df962ccf88,16.0,60,1.00000000,64505.00,7
46df962ccf88,18.0,60,1.00000000,64505.00,7
46df962ccf88,20.0,60,1.00000000,64505.00,7
46df962ccf88,22.0,60,1.00000000,64505.00,7
46df962ccf88,25.0,60,1.00000000,64505.00,7
46df962ccf88,30.0,60,1.00000000,0.00,7
46df962ccf88,0.0,70,1.00000000,0.00,7
46df962ccf88,3.0,70,0.62201400,229.65,7
46df962ccf88,4.0,70,0.86460598,2670.90,7
46df962ccf88,5.0,70,0.89097940,6514.40,7
46df962ccf88,6.0,70,0.90357375,11965.83,7
46df962ccf88,7.0,70,0.90960912,19112.92,7
46df962ccf88,8.0,70,0.91058739,28641.93,7
46df962ccf88,9.0,70,0.91235992,40837.01,7
46df962ccf88,10.0,70,0.91824659,54921.67,7
46df962ccf88,11.0,70,0.95251656,64505.00,7
46df962ccf88,12.0,70,0.99639995,64505.00,7
46df962ccf88,13.0,70,1.00000000,64505.00,7
46df962ccf88,14.0,70,1.00000000,64505.00,7
46df962ccf88,16.0,70,1.00000000,64505.00,7
46df962ccf88,18.0,70,1.00000000,64505.00,7
46df962ccf88,20.0,70,1.00000000,64505.00,7
46df962ccf88,22.0,70,1.00000000,64505.00,7
46df962ccf88,25.0,70,1.00000000,64505.00,7
46df962ccf88,30.0,70,1.00000000,0.00,7
46df962ccf88,0.0,80,1.00000000,0.00,7
46df962ccf88,3.0,80,0.70048704,229.65,7
46df962ccf88,4.0,80,0.94321521,2670.90,7
46df962ccf88,5.0,80,0.95436167,6514.40,7
46df962ccf88,6.0,80,0.95861198,11965.83,7
46df962ccf88,7.0,80,0.96071824,19112.92,7
46df962ccf88,8.0,80,0.96046546,28641.93,7
46df962ccf88,9.0,80,0.96160853,40837.01,7
46df962ccf88,10.0,80,0.96489286,54921.67,7
46df962ccf88,11.0,80,0.99151669,64505.00,7
46df962ccf88,12.0,80,1.00000000,64505.00,7
46df962ccf88,13.0,80,1.00000000,64505.00,7
46df962ccf88,14.0,80,1.00000000,64505.00,7
46df962ccf88,16.0,80,1.00000000,64505.00,7
46df962ccf88,18.0,80,1.00000000,64505.00,7
46df962ccf88,20.0,80,1.00000000,64505.00,7
46df962ccf88,22.0,80,1.00000000,64505.00,7
46df962ccf88,25.0,80,1.00000000,64505.00,7
46df962ccf88,30.0,80,1.00000000,0.00,7
46df962ccf88,0.0,90,1.00000000,0.00,7
46df962ccf88,3.0,90,0.73938916,229.65,7
46df962ccf88,4.0,90,0.90469178,2670.90,7
46df962ccf88,5.0,90,0.92321362,6514.40,7
46df962ccf88,6.0,90,0.92952267,11965.83,7
46df962ccf88,7.0,90,0.93363870,19112.92,7
46df962ccf88,8.0,90,0.93454395,28641.93,7
46df962ccf88,9.0,90,0.93598145,40837.01,7
46df962ccf88,10.0,90,0.94051698,54921.67,7
46df962ccf88,11.0,90,0.96601533,64505.00,7
46df962ccf88,12.0,90,0.99911677,64505.00,7
46df962ccf88,13.0,90,1.00000000,64505.00,7
46df962ccf88,14.0,90,1.00000000,64505.00,7
46df962ccf88,16.0,90,1.00000000,64505.00,7
46df962ccf88,18.0,90,1.00000000,64505.00,7
46df962ccf88,20.0,90,1.00000000,64505.00,7
46df962ccf88,22.0,90,1.00000000,64505.00,7
46df962ccf88,25.0,90,1.00000000,64505.00,7
46df962ccf88,30.0,90,1.00000000,0.00,7
46df962ccf88,0.0,100,1.00000000,0.00,7
46df962ccf88,3.0,100,0.84489970,229.65,7
46df962ccf88,4.0,100,0.98001920,2670.90,7
46df962ccf88,5.0,100,0.98391382,6514.40,7
46df962ccf88,6.0,100,0.98526548,11965.83,7
46df962ccf88,7.0,100,0.98595364,19112.92,7
46df962ccf88,8.0,100,0.98578901,28641.93,7
46df962ccf88,9.0,100,0.98590077,40837.01,7
46df962ccf88,10.0,100,0.98651725,54921.67,7
46df962ccf88,11.0,100,0.99667109,64505.00,7
46df962ccf88,12.0,100,1.00000000,64505.00,7
46df962ccf88,13.0,100,1.00000000,64505.00,7
46df962ccf88,14.0,100,1.00000000,64505.00,7
46df962ccf88,16.0,100,1.00000000,64505.00,7
46df962ccf88,18.0,100,1.00000000,64505.00,7
46df962ccf88,20.0,100,1.00000000,64505.00,7
46df962ccf88,22.0,100,1.00000000,64505.00,7
46df962ccf88,25.0,100,1.00000000,64505.00,7
46df962ccf88,30.0,100,1.00000000,0.00,7
46df962ccf88,0.0,110,1.00000000,0.00,7
46df962ccf88,3.0,110,0.77946111,229.65,7
46df962ccf88,4.0,110,0.95691161,2670.90,7
46df962ccf88,5.0,110,0.96518918,6514.40,7
46df962ccf88,6.0,110,0.96883467,11965.83,7
46df962ccf88,7.0,110,0.97040875,19112.92,7
46df962ccf88,8.0,110,0.97050220,28641.93,7
46df962ccf88,9.0,110,0.97221987,40837.01,7
46df962ccf88,10.0,110,0.97557865,54921.67,7
46df962ccf88,11.0,110,0.99486642,64505.00,7
46df962ccf88,12.0,110,1.00000000,64505.00,7
46df962ccf88,13.0,110,1.00000000,64505.00,7
46df962ccf88,14.0,110,1.00000000,64505.00,7
46df962ccf88,16.0,110,1.00000000,64505.00,7
46df962ccf88,18.0,110,1.00000000,64505.00,7
46df962ccf88,20.0,110,1.00000000,64505.00,7
46df962ccf88,22.0,110,1.00000000,64505.00,7
46df962ccf88,25.0,110,1.00000000,64505.00,7
46df962ccf88,30.0,110,1.00000000,0.00,7
46df962ccf88,0.0,120,1.00000000,0.00,7
46df962ccf88,3.0,120,0.61278812,229.65,7
46df962ccf88,4.0,120,0.75339231,2670.90,7
46df962ccf88,5.0,120,0.80259700,6514.40,7
46df962ccf88,6.0,120,0.82515268,11965.83,7
46df962ccf88,7.0,120,0.83662296,19112.92,7
46df962ccf88,8.0,120,0.83994839,28641.93,7
46df962ccf88,9.0,120,0.84301709,40837.01,7
46df962ccf88,10.0,120,0.85235336,54921.67,7
46df962ccf88,11.0,120,0.90369421,64505.00,7
46df962ccf88,12.0,120,0.98426000,64505.00,7
46df962ccf88,13.0,120,1.00000000,64505.00,7
46df962ccf88,14.0,120,1.00000000,64505.00,7
46df962ccf88,16.0,120,1.00000000,64505.00,7
46df962ccf88,18.0,120,1.00000000,64505.00,7
46df962ccf88,20.0,120,1.00000000,64505.00,7
46df962ccf88,22.0,120,1.00000000,64505.00,7
46df962ccf88,25.0,120,1.00000000,64505.00,7
46df962ccf88,30.0,120,1.00000000,0.00,7
46df962ccf88,0.0,130,1.00000000,0.00,7
46df962ccf88,3.0,130,0.49299047,229.65,7
46df962ccf88,4.0,130,0.59076128,2670.90,7
46df962ccf88,5.0,130,0.65604637,6514.40,7
46df962ccf88,6.0,130,0.64402920,11965.83,7
46df962ccf88,7.0,130,0.66003393,19112.92,7
46df962ccf88,8.0,130,0.66874429,28641.93,7
46df962ccf88,9.0,130,0.67654303,40837.01,7
46df962ccf88,10.0,130,0.68596648,54921.67,7
46df962ccf88,11.0,130,0.72274307,64505.00,7
46df962ccf88,12.0,130,0.79876078,64505.00,7
46df962ccf88,13.0,130,0.89843573,64505.00,7
46df962ccf88,14.0,130,0.99765579,64505.00,7
46df962ccf88,16.0,130,1.00000000,64505.00,7
46df962ccf88,18.0,130,1.00000000,64505.00,7
46df962ccf88,20.0,130,1.00000000,64505.00,7
46df962ccf88,22.0,130,1.00000000,64505.00,7
46df962ccf88,25.0,130,1.00000000,64505.00,7
46df962ccf88,30.0,130,1.00000000,0.00,7
46df962ccf88,0.0,140,1.00000000,0.00,7
46df962ccf88,3.0,140,0.56268897,229.65,7
46df962ccf88,4.0,140,0.70787542,2670.90,7
46df962ccf88,5.0,140,0.77003906,6514.40,7
46df962ccf88,6.0,140,0.79173484,11965.83,7
46df962ccf88,7.0,140,0.80428084,19112.92,7
46df962ccf88,8.0,140,0.80627604,28641.93,7
46df962ccf88,9.0,140,0.81070242,40837.01,7
46df962ccf88,10.0,140,0.82312176,54921.67,7
46df962ccf88,11.0,140,0.87462803,64505.00,7
46df962ccf88,12.0,140,0.96360262,64505.00,7
46df962ccf88,13.0,140,1.00000000,64505.00,7
46df962ccf88,14.0,140,1.00000000,64505.00,7
46df962ccf88,16.0,140,1.00000000,64505.00,7
46df962ccf88,18.0,140,1.00000000,64505.00,7
46df962ccf88,20.0,140,1.00000000,64505.00,7
46df962ccf88,22.0,140,1.00000000,64505.00,7
46df962ccf88,25.0,140,1.00000000,64505.00,7
46df962ccf88,30.0,140,1.00000000,0.00,7
46df962ccf88,0.0,150,1.00000000,0.00,7
46df962ccf88,3.0,150,0.68927479,229.65,7
46df962ccf88,4.0,150,0.94732646,2670.90,7
46df962ccf88,5.0,150,0.95783059,6514.40,7
46df962ccf88,6.0,150,0.96256667,11965.83,7
46df962ccf88,7.0,150,0.96481617,19112.92,7
46df962ccf88,8.0,150,0.96491641,28641.93,7
46df962ccf88,9.0,150,0.96680813,40837.01,7
46df962ccf88,10.0,150,0.97085344,54921.67,7
46df962ccf88,11.0,150,0.99395192,64505.00,7
46df962ccf88,12.0,150,1.00000000,64505.00,7
46df962ccf88,13.0,150,1.00000000,64505.00,7
46df962ccf88,14.0,150,1.00000000,64505.00,7
46df962ccf88,16.0,150,1.00000000,64505.00,7
46df962ccf88,18.0,150,1.00000000,64505.00,7
46df962ccf88,20.0,150,1.00000000,64505.00,7
46df962ccf88,22.0,150,1.00000000,64505.00,7
46df962ccf88,25.0,150,1.00000000,64505.00,7
46df962ccf88,30.0,150,1.00000000,0.00,7
46df962ccf88,0.0,160,1.00000000,0.00,7
46df962ccf88,3.0,160,0.86102927,229.65,7
46df962ccf88,4.0,160,0.98281175,2670.90,7
46df962ccf88,5.0,160,0.98614180,6514.40,7
46df962ccf88,6.0,160,0.98720699,11965.83,7
46df962ccf88,7.0,160,0.98776625,19112.92,7
46df962ccf88,8.0,160,0.98757898,28641.93,7
46df962ccf88,9.0,160,0.98751614,40837.01,7
46df962ccf88,10.0,160,0.98780838,54921.67,7
46df962ccf88,11.0,160,0.99687644,64505.00,7
46df962ccf88,12.0,160,1.00000000,64505.00,7
46df962ccf88,13.0,160,1.00000000,64505.00,7
46df962ccf88,14.0,160,1.00000000,64505.00,7
46df962ccf88,16.0,160,1.00000000,64505.00,7
46df962ccf88,18.0,160,1.00000000,64505.00,7
46df962ccf88,20.0,160,1.00000000,64505.00,7
46df962ccf88,22.0,160,1.00000000,64505.00,7
46df962ccf88,25.0,160,1.00000000,64505.00,7
46df962ccf88,30.0,160,1.00000000,0.00,7
46df962ccf88,0.0,170,1.00000000,0.00,7
46df962ccf88,3.0,170,0.86273108,229.65,7
46df962ccf88,4.0,170,0.98327058,2670.90,7
46df962ccf88,5.0,170,0.98650143,6514.40,7
46df962ccf88,6.0,170,0.98749226,11965.83,7
46df962ccf88,7.0,170,0.98802269,19112.92,7
46df962ccf88,8.0,170,0.98782153,28641.93,7
46df962ccf88,9.0,170,0.98770221,40837.01,7
46df962ccf88,10.0,170,0.98793861,54921.67,7
46df962ccf88,11.0,170,0.99689060,64505.00,7
46df962ccf88,12.0,170,1.00000000,64505.00,7
46df962ccf88,13.0,170,1.00000000,64505.00,7
46df962ccf88,14.0,170,1.00000000,64505.00,7
46df962ccf88,16.0,170,1.00000000,64505.00,7
46df962ccf88,18.0,170,1.00000000,64505.00,7
46df962ccf88,20.0,170,1.00000000,64505.00,7
46df962ccf88,22.0,170,1.00000000,64505.00,7
46df962ccf88,25.0,170,1.00000000,64505.00,7
46df962ccf88,30.0,170,1.00000000,0.00,7
46df962ccf88,0.0,180,1.00000000,0.00,7
46df962ccf88,3.0,180,0.86259690,229.65,7
46df962ccf88,4.0,180,0.98322832,2670.90,7
46df962ccf88,5.0,180,0.98646849,6514.40,7
46df962ccf88,6.0,180,0.98746685,11965.83,7
46df962ccf88,7.0,180,0.98800007,19112.92,7
46df962ccf88,8.0,180,0.98780036,28641.93,7
46df962ccf88,9.0,180,0.98768647,40837.01,7
46df962ccf88,10.0,180,0.98792916,54921.67,7
46df962ccf88,11.0,180,0.99688979,64505.00,7
46df962ccf88,12.0,180,1.00000000,64505.00,7
46df962ccf88,13.0,180,1.00000000,64505.00,7
46df962ccf88,14.0,180,1.00000000,64505.00,7
46df962ccf88,16.0,180,1.00000000,64505.00,7
46df962ccf88,18.0,180,1.00000000,64505.00,7
46df962ccf88,20.0,180,1.00000000,64505.00,7
46df962ccf88,22.0,180,1.00000000,64505.00,7
46df962ccf88,25.0,180,1.00000000,64505.00,7
46df962ccf88,30.0,180,1.00000000,0.00,7
46df962ccf88,0.0,190,1.00000000,0.00,7
46df962ccf88,3.0,190,0.73944225,229.65,7
46df962ccf88,4.0,190,0.95774294,2670.90,7
46df962ccf88,5.0,190,0.96604881,6514.40,7
46df962ccf88,6.0,190,0.96926219,11965.83,7
46df962ccf88,7.0,190,0.97084523,19112.92,7
46df962ccf88,8.0,190,0.97067845,28641.93,7
46df962ccf88,9.0,190,0.97159535,40837.01,7
46df962ccf88,10.0,190,0.97398599,54921.67,7
46df962ccf88,11.0,190,0.99424757,64505.00,7
46df962ccf88,12.0,190,1.00000000,64505.00,7
46df962ccf88,13.0,190,1.00000000,64505.00,7
46df962ccf88,14.0,190,1.00000000,64505.00,7
46df962ccf88,16.0,190,1.00000000,64505.00,7
46df962ccf88,18.0,190,1.00000000,64505.00,7
46df962ccf88,20.0,190,1.00000000,64505.00,7
46df962ccf88,22.0,190,1.00000000,64505.00,7
46df962ccf88,25.0,190,1.00000000,64505.00,7
46df962ccf88,30.0,190,1.00000000,0.00,7
46df962ccf88,0.0,200,1.00000000,0.00,7
46df962ccf88,3.0,200,0.61623809,229.65,7
46df962ccf88,4.0,200,0.85753368,2670.90,7
46df962ccf88,5.0,200,0.88529998,6514.40,7
46df962ccf88,6.0,200,0.89822021,11965.83,7
46df962ccf88,7.0,200,0.90457776,19112.92,7
46df962ccf88,8.0,200,0.90552238,28641.93,7
46df962ccf88,9.0,200,0.90752226,40837.01,7
46df962ccf88,10.0,200,0.91399947,54921.67,7
46df962ccf88,11.0,200,0.95259467,64505.00,7
46df962ccf88,12.0,200,0.99679876,64505.00,7
46df962ccf88,13.0,200,1.00000000,64505.00,7
46df962ccf88,14.0,200,1.00000000,64505.00,7
46df962ccf88,16.0,200,1.00000000,64505.00,7
46df962ccf88,18.0,200,1.00000000,64505.00,7
46df962ccf88,20.0,200,1.00000000,64505.00,7
46df962ccf88,22.0,200,1.00000000,64505.00,7
46df962ccf88,25.0,200,1.00000000,64505.00,7
46df962ccf88,30.0,200,1.00000000,0.00,7
46df962ccf88,0.0,210,1.00000000,0.00,7
46df962ccf88,3.0,210,0.71787592,229.65,7
46df962ccf88,4.0,210,0.94821268,2670.90,7
46df962ccf88,5.0,210,0.95838389,6514.40,7
46df962ccf88,6.0,210,0.96228484,11965.83,7
46df962ccf88,7.0,210,0.96421282,19112.92,7
46df962ccf88,8.0,210,0.96399175,28641.93,7
46df962ccf88,9.0,210,0.96506058,40837.01,7
46df962ccf88,10.0,210,0.96799307,54921.67,7
46df962ccf88,11.0,210,0.99289450,64505.00,7
46df962ccf88,12.0,210,1.00000000,64505.00,7
46df962ccf88,13.0,210,1.00000000,64505.00,7
46df962ccf88,14.0,210,1.00000000,64505.00,7
46df962ccf88,16.0,210,1.00000000,64505.00,7
46df962ccf88,18.0,210,1.00000000,64505.00,7
46df962ccf88,20.0,210,1.00000000,64505.00,7
46df962ccf88,22.0,210,1.00000000,64505.00,7
46df962ccf88,25.0,210,1.00000000,64505.00,7
46df962ccf88,30.0,210,1.00000000,0.00,7
46df962ccf88,0.0,220,1.00000000,0.00,7
46df962ccf88,3.0,220,0.59523693,229.65,7
46df962ccf88,4.0,220,0.87716599,2670.90,7
46df962ccf88,5.0,220,0.90119296,6514.40,7
46df962ccf88,6.0,220,0.91006299,11965.83,7
46df962ccf88,7.0,220,0.91573527,19112.92,7
