farm_id,year,config_hash
109,2024,5d52e987f682
110,2022,377e4ba31468
110,2023,c684680656c6
110,2024,c684680656c6
111,2020,d0111ba1c355
111,2021,036803aba984
111,2022,5ad894cdc60d
111,2023,5ad894cdc60d
111,2024,5ad894cdc60d
112,2020,7ad3e0edb685
112,2021,4cbc35648f1f
112,2022,4cbc35648f1f
112,2023,4cbc35648f1f
112,2024,4cbc35648f1f
113,2014,0773a413b707
113,2015,0773a413b707
113,2016,0773a413b707
113,2017,0773a413b707
113,2018,0773a413b707
113,2019,0773a413b707
113,2020,0773a413b707
113,2021,0773a413b707
113,2022,0773a413b707
113,2023,0773a413b707
113,2024,0773a413b707
114,2023,6b7f5ce56489
114,2024,6b7f5ce56489
115,2020,a1fff0a01417
115,2021,01ab673b64ff
115,2022,bbedd4a14b59
115,2023,bbedd4a14b59
115,2024,bbedd4a14b59
116,2014,69ad7719ae9e
116,2015,69ad7719ae9e
116,2016,69ad7719ae9e
116,2017,69ad7719ae9e
116,2018,69ad7719ae9e
116,2019,69ad7719ae9e
116,2020,69ad7719ae9e
116,2021,69ad7719ae9e
116,2022,69ad7719ae9e
116,2023,69ad7719ae9e
116,2024,69ad7719ae9e
117,2023,06859e50fd2b
117,2024,09fd176d4f79
118,2021,830d8e96a17a
118,2022,830d8e96a17a
118,2023,830d8e96a17a
118,2024,830d8e96a17a
119,2021,6b38bf1abf39
119,2022,6b38bf1abf39
119,2023,6b38bf1abf39
119,2024,08f822d60df7
120,2021,8a5d98f801a8
120,2022,8a5d98f801a8
120,2023,8a5d98f801a8
120,2024,8a5d98f801a8
121,2014,8306a2ad57e3
121,2015,8306a2ad57e3
121,2016,8306a2ad57e3
121,2017,8306a2ad57e3
121,2018,8306a2ad57e3
121,2019,8306a2ad57e3
121,2020,8306a2ad57e3
121,2021,8306a2ad57e3
121,2022,8306a2ad57e3
121,2023,8306a2ad57e3
121,2024,8306a2ad57e3
122,2014,28ad3c246038
122,2015,28ad3c246038
122,2016,28ad3c246038
122,2017,28ad3c246038
122,2018,28ad3c246038
122,2019,28ad3c246038
122,2020,28ad3c246038
