farm_id,year,config_hash
141,2021,66885f2a20f4
141,2022,66885f2a20f4
141,2023,66885f2a20f4
141,2024,66885f2a20f4
142,2016,02514d205a9d
142,2017,02514d205a9d
142,2018,02514d205a9d
142,2019,02514d205a9d
142,2020,02514d205a9d
142,2021,02514d205a9d
142,2022,02514d205a9d
142,2023,02514d205a9d
142,2024,02514d205a9d
143,2021,eb0e7218f236
143,2022,0daa645948b3
143,2023,52a9640aff12
143,2024,9c0971d53e03
144,2014,eff673f73a35
144,2015,eff673f73a35
144,2016,eff673f73a35
144,2017,eff673f73a35
144,2018,eff673f73a35
144,2019,eff673f73a35
144,2020,eff673f73a35
144,2021,eff673f73a35
144,2022,eff673f73a35
144,2023,eff673f73a35
144,2024,eff673f73a35
145,2023,1eaa0dc75a4a
145,2024,1eaa0dc75a4a
146,2023,ba9f598d7b8b
146,2024,8309e7d1a96e
147,2017,0df4148206d0
147,2018,052da54a3ebb
147,2019,052da54a3ebb
147,2020,052da54a3ebb
147,2021,052da54a3ebb
147,2022,052da54a3ebb
147,2023,052da54a3ebb
147,2024,052da54a3ebb
148,2016,50f52d822c0b
148,2017,a0d9848fa65a
148,2018,a0d9848fa65a
148,2019,a0d9848fa65a
148,2020,a0d9848fa65a
148,2021,a0d9848fa65a
148,2022,a0d9848fa65a
148,2023,a0d9848fa65a
148,2024,a0d9848fa65a
149,2014,dd372662595c
149,2015,dd372662595c
149,2016,d6a61d06df09
149,2017,d6a61d06df09
149,2018,d6a61d06df09
149,2019,d6a61d06df09
149,2020,d6a61d06df09
149,2021,d6a61d06df09
149,2022,d6a61d06df09
149,2023,d6a61d06df09
149,2024,d6a61d06df09
150,2018,6f84589a1c56
150,2019,6f84589a1c56
150,2020,6f84589a1c56
150,2021,6f84589a1c56
150,2022,6f84589a1c56
150,2023,6f84589a1c56
150,2024,6f84589a1c56
151,2024,2b65ccd7e433
152,2014,601d42672329
152,2015,601d42672329
152,2016,601d42672329
152,2017,b59799789a7f
152,2018,708a21111d44
152,2019,708a21111d44
152,2020,708a21111d44
152,2021,708a21111d44
152,2022,708a21111d44
152,2023,708a21111d44
152,2024,708a21111d44
153,2014,66d600fb3ff6
153,2015,66d600fb3ff6
153,2016,66d600fb3ff6
153,2017,66d600fb3ff6
153,2018,66d600fb3ff6
153,2019,66d600fb3ff6
153,2020,66d600fb3ff6
153,2021,66d600fb3ff6
153,2022,66d600fb3ff6
153,2023,66d600fb3ff6
153,2024,66d600fb3ff6
154,2014,d2d08e9c9476
154,2015,d2d08e9c9476
154,2016,a119883d4fd3
154,2017,a119883d4fd3
154,2018,a119883d4fd3
154,2019,a119883d4fd3
154,2020,a119883d4fd3
154,2021,a119883d4fd3
154,2022,a119883d4fd3
154,2023,a119883d4fd3
154,2024,a119883d4fd3
155,2021,d0fd0f6bac00
155,2022,48803c520d16
155,2023,48803c520d16
155,2024,48803c520d16
156,2024,aee3a1248f9b
157,2014,061d94ed59a1
157,2015,061d94ed59a1
157,2016,061d94ed59a1
157,2017,061d94ed59a1
157,2018,061d94ed59a1
157,2019,061d94ed59a1
157,2020,061d94ed59a1
157,2021,061d94ed59a1
157,2022,061d94ed59a1
157,2023,061d94ed59a1
157,2024,061d94ed59a1
158,2014,5ffb89219121
158,2015,5ffb89219121
158,2016,5ffb89219121
158,2017,5ffb89219121
158,2018,5ffb89219121
158,2019,5ffb89219121
158,2020,5ffb89219121
158,2021,5ffb89219121
158,2022,5ffb89219121
158,2023,5ffb89219121
158,2024,5ffb89219121
159,2021,42c32e23da61
159,2022,42c32e23da61
159,2023,42c32e23da61
159,2024,42c32e23da61
160,2016,1cec8c1b0973
160,2017,1cec8c1b0973
160,2018,1cec8c1b0973
160,2019,1cec8c1b0973
160,2020,1cec8c1b0973
160,2021,1cec8c1b0973
160,2022,1cec8c1b0973
160,2023,1cec8c1b0973
160,2024,1cec8c1b0973
161,2021,b0b5ebe76b98
161,2022,b0b5ebe76b98
161,2023,b0b5ebe76b98
161,2024,b0b5ebe76b98
162,2017,4a5f0b81aff8
162,2018,4a5f0b81aff8
162,2019,4a5f0b81aff8
162,2020,4a5f0b81aff8
162,2021,4a5f0b81aff8
162,2022,4a5f0b81aff8
162,2023,4a5f0b81aff8
162,2024,4a5f0b81aff8
163,2014,626aab0aca7c
163,2015,626aab0aca7c
163,2016,626aab0aca7c
163,2017,626aab0aca7c
163,2018,626aab0aca7c
163,2019,626aab0aca7c
163,2020,626aab0aca7c
163,2021,626aab0aca7c
163,2022,626aab0aca7c
163,2023,626aab0aca7c
163,2024,626aab0aca7c
164,2017,e5bd11e33583
164,2018,e5bd11e33583
164,2019,e5bd11e33583
164,2020,e5bd11e33583
164,2021,e5bd11e33583
164,2022,e5bd11e33583
164,2023,e5bd11e33583
164,2024,e5bd11e33583
165,2014,38daaee9c210
165,2015,38daaee9c210
165,2016,38daaee9c210
165,2017,38daaee9c210
165,2018,38daaee9c210
165,2019,38daaee9c210
165,2020,38daaee9c210
165,2021,38daaee9c210
165,2022,38daaee9c210
165,2023,38daaee9c210
165,2024,38daaee9c210
166,2022,dde1a69e3fa9
166,2023,dde1a69e3fa9
166,2024,dde1a69e3fa9
167,2023,4d5c7af8d1af
167,2024,4d5c7af8d1af
168,2014,220f01de19bf
168,2015,220f01de19bf
168,2016,220f01de19bf
168,2017,220f01de19bf
168,2018,220f01de19bf
168,2019,220f01de19bf
168,2020,220f01de19bf
168,2021,220f01de19bf
168,2022,220f01de19bf
168,2023,220f01de19bf
168,2024,220f01de19bf
169,2014,b9b3e62293a8
169,2015,b9b3e62293a8
169,2016,b9b3e62293a8
169,2017,b9b3e62293a8
169,2018,b9b3e62293a8
169,2019,b9b3e62293a8
169,2020,b9b3e62293a8
169,2021,b9b3e62293a8
169,2022,b9b3e62293a8
169,2023,b9b3e62293a8
169,2024,b9b3e62293a8
170,2020,cc1c921927c8
170,2021,cc1c921927c8
170,2022,cc1c921927c8
170,2023,cc1c921927c8
170,2024,cc1c921927c8
