farm_id,ws_bin_m_s,wd_weighted_efficiency,energy_share,wakeloss_pct
129,18.0,1.0,0.135347,0.0
129,20.0,1.0,0.05266,0.0
129,22.0,1.0,0.05266,0.0
129,25.0,1.0,0.05266,0.0
129,30.0,1.0,0.001278,0.0
135,0.0,1.0,0.243771,0.0
135,3.0,0.41792,0.265036,58.208
135,4.0,0.63313,0.265036,36.687
135,5.0,0.679292,0.265036,32.0708
135,6.0,0.736744,0.223693,26.3256
135,7.0,0.750304,0.223693,24.9696
135,8.0,0.770586,0.144656,22.9414
135,9.0,0.776796,0.144656,22.3204
135,10.0,0.794997,0.076116,20.5003
135,11.0,0.851808,0.076116,14.8192
135,12.0,0.94393,0.039883,5.607
135,13.0,0.983285,0.039883,1.6715
135,14.0,0.993584,0.039883,0.6416
135,16.0,0.998171,0.00648,0.1829
135,18.0,1.0,0.00648,0.0
135,20.0,1.0,0.000365,0.0
135,22.0,1.0,0.000365,0.0
135,25.0,1.0,0.000365,0.0
135,30.0,1.0,0.0,0.0
132,0.0,1.0,0.116364,0.0
132,3.0,0.43722,0.198777,56.278
132,4.0,0.725046,0.198777,27.4954
132,5.0,0.77159,0.198777,22.841
132,6.0,0.796313,0.240303,20.3687
132,7.0,0.808083,0.240303,19.1917
132,8.0,0.813537,0.206443,18.6463
132,9.0,0.818081,0.206443,18.1919
132,10.0,0.833024,0.129506,16.6976
132,11.0,0.890113,0.129506,10.9887
132,12.0,0.970465,0.083508,2.9535
132,13.0,0.995304,0.083508,0.4696
132,14.0,0.999982,0.083508,0.0018
132,16.0,1.0,0.023455,0.0
132,18.0,1.0,0.023455,0.0
132,20.0,1.0,0.001643,0.0
132,22.0,1.0,0.001643,0.0
132,25.0,1.0,0.001643,0.0
132,30.0,1.0,0.0,0.0
133,0.0,1.0,0.154331,0.0
133,3.0,0.493087,0.272246,50.6913
133,4.0,0.777177,0.272246,22.2823
133,5.0,0.800414,0.272246,19.9586
133,6.0,0.886736,0.277083,11.3264
133,7.0,0.892688,0.277083,10.7312
133,8.0,0.900651,0.19321,9.9349
133,9.0,0.903118,0.19321,9.6882
133,10.0,0.908037,0.086794,9.1963
133,11.0,0.96038,0.086794,3.962
133,12.0,1.0,0.016063,0.0
133,13.0,1.0,0.016063,0.0
133,14.0,1.0,0.016063,0.0
133,16.0,1.0,0.000274,0.0
133,18.0,1.0,0.000274,0.0
133,20.0,1.0,0.0,0.0
133,22.0,1.0,0.0,0.0
133,25.0,1.0,0.0,0.0
133,30.0,1.0,0.0,0.0
134,0.0,1.0,0.114812,0.0
134,3.0,0.467868,0.184357,53.2132
134,4.0,0.711256,0.184357,28.8744
134,5.0,0.758077,0.184357,24.1923
134,6.0,0.774941,0.224058,22.5059
134,7.0,0.787585,0.224058,21.2415
134,8.0,0.780427,0.196039,21.9573
134,9.0,0.785045,0.196039,21.4955
134,10.0,0.796525,0.136899,20.3475
134,11.0,0.852859,0.136899,14.7141
134,12.0,0.934341,0.10021,6.5659
134,13.0,0.971907,0.10021,2.8093
134,14.0,0.986125,0.10021,1.3875
134,16.0,1.0,0.038514,0.0
134,18.0,1.0,0.038514,0.0
134,20.0,1.0,0.005111,0.0
134,22.0,1.0,0.005111,0.0
134,25.0,1.0,0.005111,0.0
134,30.0,1.0,0.0,0.0
131,0.0,1.0,0.118919,0.0
131,3.0,0.408106,0.182167,59.1894
131,4.0,0.749714,0.182167,25.0286
131,5.0,0.787985,0.182167,21.2015
131,6.0,0.806541,0.224879,19.3459
131,7.0,0.817547,0.224879,18.2453
131,8.0,0.82631,0.21776,17.369
131,9.0,0.829257,0.21776,17.0743
131,10.0,0.843138,0.145752,15.6862
131,11.0,0.902229,0.145752,9.7771
131,12.0,0.976885,0.089897,2.3115
131,13.0,0.99361,0.089897,0.639
131,14.0,0.997714,0.089897,0.2286
131,16.0,1.0,0.019257,0.0
131,18.0,1.0,0.019257,0.0
131,20.0,1.0,0.001369,0.0
131,22.0,1.0,0.001369,0.0
131,25.0,1.0,0.001369,0.0
131,30.0,1.0,0.0,0.0
130,0.0,1.0,0.145843,0.0
130,3.0,0.499017,0.279365,50.0983
130,4.0,0.788334,0.279365,21.1666
130,5.0,0.816779,0.279365,18.3221
130,6.0,0.877674,0.325545,12.2326
130,7.0,0.883852,0.325545,11.6148
130,8.0,0.894623,0.197864,10.5377
130,9.0,0.897089,0.197864,10.2911
130,10.0,0.900945,0.047641,9.9055
130,11.0,0.958059,0.047641,4.1941
130,12.0,0.998688,0.003742,0.1312
130,13.0,1.0,0.003742,0.0
130,14.0,1.0,0.003742,0.0
130,16.0,1.0,0.0,0.0
130,18.0,1.0,0.0,0.0
130,20.0,1.0,0.0,0.0
130,22.0,1.0,0.0,0.0
130,25.0,1.0,0.0,0.0
130,30.0,1.0,0.0,0.0
126,0.0,1.0,0.081683,0.0
126,3.0,0.446217,0.239573,55.3783
126,4.0,0.738876,0.239573,26.1124
126,5.0,0.771339,0.239573,22.8661
126,6.0,0.837824,0.27544,16.2176
126,7.0,0.845776,0.27544,15.4224
126,8.0,0.839325,0.221502,16.0675
126,9.0,0.841709,0.221502,15.8291
126,10.0,0.84442,0.128229,15.558
126,11.0,0.915872,0.128229,8.4128
126,12.0,0.997825,0.051291,0.2175
126,13.0,0.998702,0.051291,0.1298
126,14.0,0.999314,0.051291,0.0686
126,16.0,1.0,0.002282,0.0
126,18.0,1.0,0.002282,0.0
126,20.0,1.0,0.0,0.0
126,22.0,1.0,0.0,0.0
126,25.0,1.0,0.0,0.0
126,30.0,1.0,0.0,0.0
127,0.0,1.0,0.082596,0.0
127,3.0,0.504064,0.118007,49.5936
127,4.0,0.79878,0.118007,20.122
127,5.0,0.8359,0.118007,16.41
127,6.0,0.846845,0.151775,15.3155
127,7.0,0.855295,0.151775,14.4705
127,8.0,0.861814,0.176143,13.8186
127,9.0,0.864604,0.176143,13.5396
127,10.0,0.875677,0.158894,12.4323
127,11.0,0.925002,0.158894,7.4998
127,12.0,0.981245,0.181528,1.8755
127,13.0,0.993646,0.181528,0.6354
127,14.0,0.997521,0.181528,0.2479
127,16.0,1.0,0.104226,0.0
127,18.0,1.0,0.104226,0.0
127,20.0,1.0,0.026102,0.0
127,22.0,1.0,0.026102,0.0
127,25.0,1.0,0.026102,0.0
127,30.0,1.0,0.00073,0.0
128,0.0,1.0,0.095555,0.0
128,3.0,0.288172,0.145752,71.1828
128,4.0,0.422348,0.145752,57.7652
128,5.0,0.486026,0.145752,51.3974
128,6.0,0.518969,0.16802,48.1031
128,7.0,0.539814,0.16802,46.0186
128,8.0,0.552323,0.175048,44.7677
128,9.0,0.562899,0.175048,43.7101
128,10.0,0.587634,0.15643,41.2366
128,11.0,0.656997,0.15643,34.3003
128,12.0,0.808667,0.155973,19.1333
128,13.0,0.920282,0.155973,7.9718
128,14.0,0.970556,0.155973,2.9444
128,16.0,0.994544,0.08579,0.5456
128,18.0,1.0,0.08579,0.0
128,20.0,1.0,0.017341,0.0
128,22.0,1.0,0.017341,0.0
128,25.0,1.0,0.017341,0.0
128,30.0,1.0,9.1e-05,0.0
125,0.0,1.0,0.065529,0.0
125,3.0,0.413423,0.113535,58.6577
125,4.0,0.799972,0.113535,20.0028
125,5.0,0.836679,0.113535,16.3321
125,6.0,0.857281,0.129598,14.2719
125,7.0,0.864883,0.129598,13.5117
125,8.0,0.863622,0.139454,13.6378
125,9.0,0.866036,0.139454,13.3964
125,10.0,0.877737,0.143744,12.2263
125,11.0,0.940025,0.143744,5.9975
125,12.0,0.998448,0.205439,0.1552
125,13.0,0.9998,0.205439,0.02
125,14.0,0.999941,0.205439,0.0059
125,16.0,1.0,0.177695,0.0
125,18.0,1.0,0.177695,0.0
125,20.0,1.0,0.024642,0.0
125,22.0,1.0,0.024642,0.0
125,25.0,1.0,0.024642,0.0
125,30.0,1.0,0.000365,0.0
124,0.0,1.0,0.076663,0.0
124,3.0,0.426936,0.089258,57.3064
124,4.0,0.736772,0.089258,26.3228
124,5.0,0.787755,0.089258,21.2245
124,6.0,0.810484,0.1233,18.9516
124,7.0,0.821026,0.1233,17.8974
124,8.0,0.820511,0.17377,17.9489
124,9.0,0.824208,0.17377,17.5792
124,10.0,0.836682,0.208269,16.3318
124,11.0,0.899551,0.208269,10.0449
124,12.0,0.981971,0.237382,1.8029
124,13.0,0.999605,0.237382,0.0395
124,14.0,0.999812,0.237382,0.0188
124,16.0,1.0,0.084238,0.0
124,18.0,1.0,0.084238,0.0
124,20.0,1.0,0.007027,0.0
124,22.0,1.0,0.007027,0.0
124,25.0,1.0,0.007027,0.0
124,30.0,1.0,9.1e-05,0.0
121,0.0,1.0,0.065255,0.0
121,3.0,0.324017,0.114721,67.5983
121,4.0,0.531562,0.114721,46.8438
121,5.0,0.596828,0.114721,40.3172
121,6.0,0.619869,0.148307,38.0131
121,7.0,0.641346,0.148307,35.8654
121,8.0,0.645531,0.172675,35.4469
121,9.0,0.652365,0.172675,34.7635
121,10.0,0.658297,0.159533,34.1703
121,11.0,0.725821,0.159533,27.4179
121,12.0,0.850432,0.187643,14.9568
121,13.0,0.932485,0.187643,6.7515
121,14.0,0.963509,0.187643,3.6491
121,16.0,0.987154,0.112074,1.2846
121,18.0,1.0,0.112074,0.0
121,20.0,1.0,0.038423,0.0
121,22.0,1.0,0.038423,0.0
121,25.0,1.0,0.038423,0.0
121,30.0,1.0,0.001369,0.0
122,0.0,1.0,0.083965,0.0
122,3.0,0.263887,0.140184,73.6113
122,4.0,0.417305,0.140184,58.2695
122,5.0,0.470497,0.140184,52.9503
122,6.0,0.501999,0.177786,49.8001
122,7.0,0.52523,0.177786,47.477
122,8.0,0.540661,0.186365,45.9339
122,9.0,0.551261,0.186365,44.8739
122,10.0,0.567768,0.151593,43.2232
122,11.0,0.637718,0.151593,36.2282
122,12.0,0.770234,0.154513,22.9766
122,13.0,0.883919,0.154513,11.6081
122,14.0,0.950744,0.154513,4.9256
122,16.0,0.994374,0.087159,0.5626
122,18.0,1.0,0.087159,0.0
122,20.0,1.0,0.017888,0.0
122,22.0,1.0,0.017888,0.0
122,25.0,1.0,0.017888,0.0
122,30.0,1.0,0.000548,0.0
123,0.0,1.0,0.113626,0.0
123,3.0,0.297524,0.146847,70.2476
123,4.0,0.510137,0.146847,48.9863
123,5.0,0.578174,0.146847,42.1826
123,6.0,0.60864,0.155334,39.136
123,7.0,0.626325,0.155334,37.3675
123,8.0,0.634193,0.15716,36.5807
123,9.0,0.64052,0.15716,35.948
123,10.0,0.654196,0.141827,34.5804
123,11.0,0.724845,0.141827,27.5155
123,12.0,0.870053,0.150406,12.9947
123,13.0,0.938779,0.150406,6.1221
123,14.0,0.967702,0.150406,3.2298
123,16.0,0.996544,0.103039,0.3456
123,18.0,1.0,0.103039,0.0
123,20.0,1.0,0.031304,0.0
123,22.0,1.0,0.031304,0.0
123,25.0,1.0,0.031304,0.0
123,30.0,1.0,0.000456,0.0
117,0.0,1.0,0.075021,0.0
117,3.0,0.595112,0.12686,40.4888
117,4.0,0.905881,0.12686,9.4119
117,5.0,0.924241,0.12686,7.5759
117,6.0,0.924355,0.170667,7.5645
117,7.0,0.928425,0.170667,7.1575
117,8.0,0.92995,0.180524,7.005
117,9.0,0.931188,0.180524,6.8812
117,10.0,0.938882,0.159624,6.1118
117,11.0,0.973098,0.159624,2.6902
117,12.0,0.99436,0.16364,0.564
117,13.0,1.0,0.16364,0.0
117,14.0,1.0,0.16364,0.0
117,16.0,1.0,0.094369,0.0
117,18.0,1.0,0.094369,0.0
117,20.0,1.0,0.028384,0.0
117,22.0,1.0,0.028384,0.0
117,25.0,1.0,0.028384,0.0
117,30.0,1.0,0.000913,0.0
118,0.0,1.0,0.069727,0.0
118,3.0,0.439419,0.165191,56.0581
118,4.0,0.793099,0.165191,20.6901
118,5.0,0.824561,0.165191,17.5439
118,6.0,0.849647,0.246783,15.0353
118,7.0,0.857504,0.246783,14.2496
118,8.0,0.868571,0.223145,13.1429
118,9.0,0.871278,0.223145,12.8722
118,10.0,0.8848,0.153053,11.52
118,11.0,0.942416,0.153053,5.7584
118,12.0,0.992991,0.111162,0.7009
118,13.0,0.997121,0.111162,0.2879
118,14.0,0.999049,0.111162,0.0951
118,16.0,1.0,0.028019,0.0
118,18.0,1.0,0.028019,0.0
118,20.0,1.0,0.002738,0.0
118,22.0,1.0,0.002738,0.0
118,25.0,1.0,0.002738,0.0
118,30.0,1.0,0.000183,0.0
119,0.0,1.0,0.101123,0.0
119,3.0,0.366997,0.210094,63.3003
119,4.0,0.684522,0.210094,31.5478
119,5.0,0.739615,0.210094,26.0385
119,6.0,0.761229,0.223875,23.8771
119,7.0,0.77472,0.223875,22.528
119,8.0,0.769901,0.215844,23.0099
119,9.0,0.773231,0.215844,22.6769
119,10.0,0.788223,0.156977,21.1777
119,11.0,0.85825,0.156977,14.175
119,12.0,0.962899,0.078124,3.7101
119,13.0,0.995889,0.078124,0.4111
119,14.0,0.999176,0.078124,0.0824
119,16.0,1.0,0.011956,0.0
119,18.0,1.0,0.011956,0.0
119,20.0,1.0,0.001825,0.0
119,22.0,1.0,0.001825,0.0
119,25.0,1.0,0.001825,0.0
119,30.0,1.0,0.000183,0.0
120,0.0,1.0,0.094369,0.0
120,3.0,0.41716,0.19394,58.284
120,4.0,0.781494,0.19394,21.8506
120,5.0,0.816971,0.19394,18.3029
120,6.0,0.836926,0.280825,16.3074
120,7.0,0.845454,0.280825,15.4546
120,8.0,0.850399,0.248699,14.9601
120,9.0,0.853448,0.248699,14.6552
120,10.0,0.867842,0.120288,13.2158
120,11.0,0.924735,0.120288,7.5265
120,12.0,0.982353,0.052204,1.7647
120,13.0,0.991616,0.052204,0.8384
120,14.0,0.997515,0.052204,0.2485
120,16.0,1.0,0.007119,0.0
120,18.0,1.0,0.007119,0.0
120,20.0,1.0,0.002555,0.0
120,22.0,1.0,0.002555,0.0
120,25.0,1.0,0.002555,0.0
120,30.0,1.0,0.0,0.0
114,0.0,1.0,0.116729,0.0
114,3.0,0.41932,0.161449,58.068
114,4.0,0.78093,0.161449,21.907
114,5.0,0.820397,0.161449,17.9603
114,6.0,0.83345,0.188647,16.655
114,7.0,0.842584,0.188647,15.7416
114,8.0,0.841868,0.192845,15.8132
114,9.0,0.844428,0.192845,15.5572
114,10.0,0.850443,0.15862,14.9557
114,11.0,0.912114,0.15862,8.7886
114,12.0,0.979826,0.136169,2.0174
114,13.0,0.996404,0.136169,0.3596
114,14.0,0.999187,0.136169,0.0813
114,16.0,1.0,0.041891,0.0
114,18.0,1.0,0.041891,0.0
114,20.0,1.0,0.003651,0.0
114,22.0,1.0,0.003651,0.0
114,25.0,1.0,0.003651,0.0
114,30.0,1.0,0.0,0.0
115,0.0,1.0,0.088528,0.0
115,3.0,0.461019,0.257096,53.8981
115,4.0,0.727397,0.257096,27.2603
115,5.0,0.770523,0.257096,22.9477
115,6.0,0.817163,0.314593,18.2837
115,7.0,0.827392,0.314593,17.2608
115,8.0,0.847901,0.205439,15.2099
115,9.0,0.850746,0.205439,14.9254
115,10.0,0.8617,0.102126,13.83
115,11.0,0.913192,0.102126,8.6808
115,12.0,0.992715,0.031761,0.7285
115,13.0,0.998946,0.031761,0.1054
115,14.0,0.999303,0.031761,0.0697
115,16.0,1.0,0.000456,0.0
115,18.0,1.0,0.000456,0.0
115,20.0,1.0,0.0,0.0
115,22.0,1.0,0.0,0.0
115,25.0,1.0,0.0,0.0
115,30.0,1.0,0.0,0.0
116,0.0,1.0,0.088893,0.0
116,3.0,0.398707,0.12905,60.1293
116,4.0,0.747242,0.12905,25.2758
116,5.0,0.79459,0.12905,20.541
116,6.0,0.814103,0.169846,18.5897
116,7.0,0.824418,0.169846,17.5582
116,8.0,0.827846,0.169298,17.2154
116,9.0,0.830893,0.169298,16.9107
116,10.0,0.839875,0.162179,16.0125
116,11.0,0.902852,0.162179,9.7148
116,12.0,0.977671,0.159807,2.2329
116,13.0,0.995027,0.159807,0.4973
116,14.0,0.999937,0.159807,0.0063
116,16.0,1.0,0.097472,0.0
116,18.0,1.0,0.097472,0.0
116,20.0,1.0,0.023182,0.0
116,22.0,1.0,0.023182,0.0
116,25.0,1.0,0.023182,0.0
116,30.0,1.0,0.000274,0.0
111,0.0,1.0,0.086794,0.0
111,3.0,0.44805,0.195583,55.195
111,4.0,0.785913,0.195583,21.4087
111,5.0,0.81426,0.195583,18.574
111,6.0,0.846301,0.252076,15.3699
111,7.0,0.853881,0.252076,14.6119
111,8.0,0.850245,0.250342,14.9755
111,9.0,0.851448,0.250342,14.8552
111,10.0,0.855992,0.148307,14.4008
111,11.0,0.923865,0.148307,7.6135
111,12.0,0.997553,0.057497,0.2447
111,13.0,0.998234,0.057497,0.1766
111,14.0,0.999045,0.057497,0.0955
111,16.0,1.0,0.007575,0.0
111,18.0,1.0,0.007575,0.0
111,20.0,1.0,0.001643,0.0
111,22.0,1.0,0.001643,0.0
111,25.0,1.0,0.001643,0.0
111,30.0,1.0,0.000183,0.0
112,0.0,1.0,0.100666,0.0
112,3.0,0.582475,0.292233,41.7525
112,4.0,0.807142,0.292233,19.2858
112,5.0,0.827697,0.292233,17.2303
112,6.0,0.911051,0.316601,8.8949
112,7.0,0.914905,0.316601,8.5095
112,8.0,0.956134,0.19896,4.3866
112,9.0,0.957016,0.19896,4.2984
112,10.0,0.959971,0.076298,4.0029
112,11.0,0.981079,0.076298,1.8921
112,12.0,0.994747,0.014968,0.5253
112,13.0,0.996868,0.014968,0.3132
112,14.0,0.998458,0.014968,0.1542
112,16.0,1.0,0.000274,0.0
112,18.0,1.0,0.000274,0.0
112,20.0,1.0,0.0,0.0
112,22.0,1.0,0.0,0.0
112,25.0,1.0,0.0,0.0
112,30.0,1.0,0.0,0.0
113,0.0,1.0,0.082504,0.0
113,3.0,0.355067,0.141188,64.4933
113,4.0,0.63784,0.141188,36.216
113,5.0,0.697136,0.141188,30.2864
113,6.0,0.726514,0.188829,27.3486
113,7.0,0.742188,0.188829,25.7812
113,8.0,0.750834,0.177786,24.9166
113,9.0,0.755312,0.177786,24.4688
113,10.0,0.762448,0.154787,23.7552
113,11.0,0.827936,0.154787,17.2064
113,12.0,0.937314,0.140823,6.2686
113,13.0,0.973205,0.140823,2.6795
113,14.0,0.989487,0.140823,1.0513
113,16.0,0.999345,0.086429,0.0655
113,18.0,1.0,0.086429,0.0
113,20.0,1.0,0.02665,0.0
113,22.0,1.0,0.02665,0.0
113,25.0,1.0,0.02665,0.0
113,30.0,1.0,0.001004,0.0
106,0.0,1.0,0.124487,0.0
106,3.0,0.475395,0.192388,52.4605
106,4.0,0.789388,0.192388,21.0612
106,5.0,0.81159,0.192388,18.841
106,6.0,0.830328,0.220407,16.9672
106,7.0,0.839325,0.220407,16.0675
106,8.0,0.848585,0.182349,15.1415
106,9.0,0.851341,0.182349,14.8659
106,10.0,0.885835,0.126403,11.4165
106,11.0,0.936159,0.126403,6.3841
106,12.0,0.984786,0.10961,1.5214
106,13.0,0.989988,0.10961,1.0012
106,14.0,0.99528,0.10961,0.472
106,16.0,1.0,0.0418,0.0
106,18.0,1.0,0.0418,0.0
106,20.0,1.0,0.002555,0.0
106,22.0,1.0,0.002555,0.0
106,25.0,1.0,0.002555,0.0
106,30.0,1.0,0.0,0.0
108,0.0,1.0,0.122205,0.0
108,3.0,0.440169,0.204527,55.9831
108,4.0,0.792572,0.204527,20.7428
108,5.0,0.825717,0.204527,17.4283
108,6.0,0.857354,0.21055,14.2646
108,7.0,0.865198,0.21055,13.4802
108,8.0,0.878352,0.191202,12.1648
108,9.0,0.880859,0.191202,11.9141
108,10.0,0.896351,0.139272,10.3649
108,11.0,0.948386,0.139272,5.1614
108,12.0,0.995734,0.11034,0.4266
108,13.0,0.998591,0.11034,0.1409
108,14.0,0.999202,0.11034,0.0798
108,16.0,1.0,0.021082,0.0
108,18.0,1.0,0.021082,0.0
108,20.0,1.0,0.000821,0.0
108,22.0,1.0,0.000821,0.0
108,25.0,1.0,0.000821,0.0
108,30.0,1.0,0.0,0.0
109,0.0,1.0,0.082413,0.0
109,3.0,0.448423,0.181893,55.1577
109,4.0,0.753481,0.181893,24.6519
109,5.0,0.799805,0.181893,20.0195
109,6.0,0.823335,0.241398,17.6665
109,7.0,0.83322,0.241398,16.678
109,8.0,0.835714,0.218034,16.4286
109,9.0,0.83878,0.218034,16.122
109,10.0,0.856473,0.149767,14.3527
109,11.0,0.911937,0.149767,8.8063
109,12.0,0.986713,0.103222,1.3287
109,13.0,0.998863,0.103222,0.1137
109,14.0,0.99999,0.103222,0.001
109,16.0,1.0,0.021265,0.0
109,18.0,1.0,0.021265,0.0
109,20.0,1.0,0.002008,0.0
109,22.0,1.0,0.002008,0.0
109,25.0,1.0,0.002008,0.0
109,30.0,1.0,0.0,0.0
110,0.0,1.0,0.09802,0.0
110,3.0,0.451294,0.222232,54.8706
110,4.0,0.805676,0.222232,19.4324
110,5.0,0.840011,0.222232,15.9989
110,6.0,0.858472,0.242037,14.1528
110,7.0,0.865914,0.242037,13.4086
110,8.0,0.862629,0.195491,13.7371
110,9.0,0.86484,0.195491,13.516
110,10.0,0.872641,0.146025,12.7359
110,11.0,0.937762,0.146025,6.2238
110,12.0,0.996211,0.080405,0.3789
110,13.0,0.998537,0.080405,0.1463
110,14.0,0.999355,0.080405,0.0645
110,16.0,1.0,0.01369,0.0
110,18.0,1.0,0.01369,0.0
110,20.0,1.0,0.001734,0.0
110,22.0,1.0,0.001734,0.0
110,25.0,1.0,0.001734,0.0
110,30.0,1.0,0.000365,0.0
93,0.0,1.0,0.100666,0.0
93,3.0,0.456581,0.127498,54.3419
93,4.0,0.817908,0.127498,18.2092
93,5.0,0.853105,0.127498,14.6895
93,6.0,0.86731,0.148763,13.269
93,7.0,0.874518,0.148763,12.5482
93,8.0,0.872252,0.163366,12.7748
93,9.0,0.874599,0.163366,12.5401
93,10.0,0.884727,0.151958,11.5273
93,11.0,0.936814,0.151958,6.3186
93,12.0,0.988173,0.168294,1.1827
93,13.0,0.9989,0.168294,0.11
93,14.0,1.0,0.168294,0.0
93,16.0,1.0,0.105503,0.0
93,18.0,1.0,0.105503,0.0
93,20.0,1.0,0.03313,0.0
93,22.0,1.0,0.03313,0.0
93,25.0,1.0,0.03313,0.0
93,30.0,1.0,0.000821,0.0
104,0.0,1.0,0.073743,0.0
104,3.0,0.419373,0.14566,58.0627
104,4.0,0.758216,0.14566,24.1784
104,5.0,0.793226,0.14566,20.6774
104,6.0,0.812449,0.218947,18.7551
104,7.0,0.821752,0.218947,17.8248
104,8.0,0.820603,0.218856,17.9397
104,9.0,0.824028,0.218856,17.5972
104,10.0,0.837354,0.166104,16.2646
104,11.0,0.89643,0.166104,10.357
104,12.0,0.958276,0.13553,4.1724
104,13.0,0.977227,0.13553,2.2773
104,14.0,0.990963,0.13553,0.9037
104,16.0,1.0,0.037693,0.0
104,18.0,1.0,0.037693,0.0
104,20.0,1.0,0.003194,0.0
104,22.0,1.0,0.003194,0.0
104,25.0,1.0,0.003194,0.0
104,30.0,1.0,0.000274,0.0
107,0.0,1.0,0.154148,0.0
107,3.0,0.466673,0.268048,53.3327
107,4.0,0.776639,0.268048,22.3361
107,5.0,0.807951,0.268048,19.2049
107,6.0,0.869124,0.296158,13.0876
107,7.0,0.875768,0.296158,12.4232
107,8.0,0.870754,0.193484,12.9246
107,9.0,0.873159,0.193484,12.6841
107,10.0,0.870264,0.077759,12.9736
107,11.0,0.938689,0.077759,6.1311
107,12.0,0.999026,0.010222,0.0974
107,13.0,0.999927,0.010222,0.0073
107,14.0,1.0,0.010222,0.0
107,16.0,1.0,0.000183,0.0
107,18.0,1.0,0.000183,0.0
107,20.0,1.0,0.0,0.0
107,22.0,1.0,0.0,0.0
107,25.0,1.0,0.0,0.0
107,30.0,1.0,0.0,0.0
105,0.0,1.0,0.090079,0.0
105,3.0,0.341519,0.207356,65.8481
105,4.0,0.67123,0.207356,32.877
105,5.0,0.728618,0.207356,27.1382
105,6.0,0.765496,0.234462,23.4504
105,7.0,0.778775,0.234462,22.1225
105,8.0,0.782645,0.23574,21.7355
105,9.0,0.786702,0.23574,21.3298
105,10.0,0.804231,0.151501,19.5769
105,11.0,0.870687,0.151501,12.9313
105,12.0,0.97063,0.068723,2.937
105,13.0,0.995411,0.068723,0.4589
105,14.0,0.999415,0.068723,0.0585
105,16.0,1.0,0.009765,0.0
105,18.0,1.0,0.009765,0.0
105,20.0,1.0,0.002099,0.0
105,22.0,1.0,0.002099,0.0
105,25.0,1.0,0.002099,0.0
105,30.0,1.0,0.000274,0.0
103,0.0,1.0,0.074017,0.0
103,3.0,0.369202,0.172858,63.0798
103,4.0,0.706208,0.172858,29.3792
103,5.0,0.754202,0.172858,24.5798
103,6.0,0.790207,0.208086,20.9793
103,7.0,0.801407,0.208086,19.8593
103,8.0,0.811925,0.209364,18.8075
103,9.0,0.814458,0.209364,18.5542
103,10.0,0.829409,0.169298,17.0591
103,11.0,0.898103,0.169298,10.1897
103,12.0,0.991098,0.131879,0.8902
103,13.0,0.998746,0.131879,0.1254
103,14.0,0.999133,0.131879,0.0867
103,16.0,0.999826,0.030574,0.0174
103,18.0,1.0,0.030574,0.0
103,20.0,1.0,0.003286,0.0
103,22.0,1.0,0.003286,0.0
103,25.0,1.0,0.003286,0.0
103,30.0,1.0,0.000639,0.0
102,0.0,1.0,0.111253,0.0
102,3.0,0.267389,0.173314,73.2611
102,4.0,0.518016,0.173314,48.1984
102,5.0,0.589114,0.173314,41.0886
102,6.0,0.624071,0.194853,37.5929
102,7.0,0.646302,0.194853,35.3698
102,8.0,0.6588,0.185635,34.12
102,9.0,0.664381,0.185635,33.5619
102,10.0,0.678082,0.136077,32.1918
102,11.0,0.747986,0.136077,25.2014
102,12.0,0.888904,0.126677,11.1096
102,13.0,0.960031,0.126677,3.9969
102,14.0,0.983463,0.126677,1.6537
102,16.0,1.0,0.061422,0.0
102,18.0,1.0,0.061422,0.0
102,20.0,1.0,0.010496,0.0
102,22.0,1.0,0.010496,0.0
102,25.0,1.0,0.010496,0.0
102,30.0,1.0,0.000274,0.0
101,0.0,1.0,0.073104,0.0
101,3.0,0.478801,0.079493,52.1199
101,4.0,0.754452,0.079493,24.5548
101,5.0,0.79215,0.079493,20.785
101,6.0,0.853068,0.120471,14.6932
101,7.0,0.861365,0.120471,13.8635
101,8.0,0.878159,0.173861,12.1841
101,9.0,0.881739,0.173861,11.8261
101,10.0,0.895944,0.213653,10.4056
101,11.0,0.947008,0.213653,5.2992
101,12.0,0.993478,0.242402,0.6522
101,13.0,0.999274,0.242402,0.0726
101,14.0,0.999487,0.242402,0.0513
101,16.0,0.999563,0.089075,0.0437
101,18.0,1.0,0.089075,0.0
101,20.0,1.0,0.007758,0.0
101,22.0,1.0,0.007758,0.0
101,25.0,1.0,0.007758,0.0
101,30.0,1.0,0.000183,0.0
98,0.0,1.0,0.122205,0.0
98,3.0,0.350248,0.216756,64.9752
98,4.0,0.744427,0.216756,25.5573
98,5.0,0.793611,0.216756,20.6389
98,6.0,0.813996,0.282833,18.6004
98,7.0,0.824097,0.282833,17.5903
98,8.0,0.832339,0.230446,16.7661
98,9.0,0.834886,0.230446,16.5114
98,10.0,0.856348,0.10313,14.3652
98,11.0,0.920846,0.10313,7.9154
98,12.0,0.98267,0.03824,1.733
98,13.0,0.997733,0.03824,0.2267
98,14.0,0.999888,0.03824,0.0112
98,16.0,1.0,0.00575,0.0
98,18.0,1.0,0.00575,0.0
98,20.0,1.0,0.000639,0.0
98,22.0,1.0,0.000639,0.0
98,25.0,1.0,0.000639,0.0
98,30.0,1.0,0.0,0.0
99,0.0,1.0,0.096468,0.0
99,3.0,0.16356,0.160993,83.644
99,4.0,0.27091,0.160993,72.909
99,5.0,0.309302,0.160993,69.0698
