farm_id,year,n_turb,centroid_lon,centroid_lat,pc1_angle,pc1_share,aspect_ratio,spacing_d,ce_r,layout_type
87,2016,38,1.9669,51.7719,48.8,0.6652,1.48,4.73,1.944,rule_grid
87,2017,56,1.9848,51.7743,35.6,0.7014,1.55,4.71,1.631,cluster
87,2018,56,1.9848,51.7743,35.6,0.7014,1.55,4.71,1.631,cluster
87,2019,56,1.9848,51.7743,35.6,0.7014,1.55,4.71,1.631,cluster
87,2020,56,1.9848,51.7743,35.6,0.7014,1.55,4.71,1.631,cluster
87,2021,56,1.9848,51.7743,35.6,0.7014,1.55,4.71,1.631,cluster
87,2022,56,1.9848,51.7743,35.6,0.7014,1.55,4.71,1.631,cluster
87,2023,56,1.9848,51.7743,35.6,0.7014,1.55,4.71,1.631,cluster
87,2024,56,1.9848,51.7743,35.6,0.7014,1.55,4.71,1.631,cluster
88,2014,19,120.0391,34.512,-19.0,0.9513,3.58,4.08,1.619,belt
88,2015,19,120.0391,34.512,-19.0,0.9513,3.58,4.08,1.619,belt
88,2016,46,120.0456,34.5067,-27.6,0.9132,4.2,3.48,1.714,belt
88,2017,55,120.0532,34.5028,-28.0,0.9274,4.56,3.42,1.817,belt
88,2018,55,120.0532,34.5028,-28.0,0.9274,4.56,3.42,1.817,belt
88,2019,55,120.0532,34.5028,-28.0,0.9274,4.56,3.42,1.817,belt
88,2020,55,120.0532,34.5028,-28.0,0.9274,4.56,3.42,1.817,belt
88,2021,55,120.0532,34.5028,-28.0,0.9274,4.56,3.42,1.817,belt
88,2022,55,120.0532,34.5028,-28.0,0.9274,4.56,3.42,1.817,belt
88,2023,55,120.0532,34.5028,-28.0,0.9274,4.56,3.42,1.817,belt
88,2024,55,120.0532,34.5028,-28.0,0.9274,4.56,3.42,1.817,belt
89,2014,2,122.1269,30.9213,0.0,0.0,0.0,33.81,,sparse
89,2015,2,122.1269,30.9213,0.0,0.0,0.0,33.81,,sparse
89,2016,29,122.1343,30.9525,67.7,0.7912,2.88,4.94,2.207,rule_grid
89,2017,29,122.1343,30.9525,67.7,0.7912,2.88,4.94,2.207,rule_grid
89,2018,52,122.1235,30.931,67.8,0.9059,2.94,4.28,2.042,belt
89,2019,55,122.1242,30.9301,68.3,0.8966,3.0,4.24,2.077,belt
89,2020,55,122.1242,30.9301,68.3,0.8966,3.0,4.24,2.077,belt
89,2021,55,122.1242,30.9301,68.3,0.8966,3.0,4.24,2.077,belt
89,2022,55,122.1242,30.9301,68.3,0.8966,3.0,4.24,2.077,belt
89,2023,55,122.1242,30.9301,68.3,0.8966,3.0,4.24,2.077,belt
89,2024,55,122.1242,30.9301,68.3,0.8966,3.0,4.24,2.077,belt
90,2021,55,116.1203,22.7327,21.1,0.9634,4.25,2.66,1.108,belt
90,2022,55,116.1203,22.7327,21.1,0.9634,4.25,2.66,1.108,belt
90,2023,55,116.1203,22.7327,21.1,0.9634,4.25,2.66,1.108,belt
90,2024,55,116.1203,22.7327,21.1,0.9634,4.25,2.66,1.108,belt
91,2020,34,113.439,21.9058,36.3,0.9072,2.14,2.53,1.053,belt
91,2021,55,113.4405,21.901,32.9,0.7986,1.86,2.04,0.974,multi_cluster
91,2022,55,113.4405,21.901,32.9,0.7986,1.86,2.04,0.974,multi_cluster
91,2023,55,113.4405,21.901,32.9,0.7986,1.86,2.04,0.974,multi_cluster
91,2024,55,113.4405,21.901,32.9,0.7986,1.86,2.04,0.974,multi_cluster
92,2019,6,121.8791,30.4465,-8.5,0.9911,9.45,3.7,1.535,belt
92,2020,54,121.896,30.4497,-5.5,0.7719,1.45,2.26,0.9,multi_cluster
92,2021,54,121.896,30.4497,-5.5,0.7719,1.45,2.26,0.9,multi_cluster
92,2022,54,121.896,30.4497,-5.5,0.7719,1.45,2.26,0.9,multi_cluster
92,2023,54,121.896,30.4497,-5.5,0.7719,1.45,2.26,0.9,multi_cluster
92,2024,54,121.896,30.4497,-5.5,0.7719,1.45,2.26,0.9,multi_cluster
93,2021,2,-2.2186,56.2523,0.0,0.0,0.0,50.48,,sparse
93,2022,2,-2.2186,56.2523,0.0,0.0,0.0,50.48,,sparse
93,2023,32,-2.2513,56.2676,-39.0,0.6044,1.34,6.75,1.415,cluster
93,2024,39,-2.2527,56.2659,-27.7,0.6467,1.33,6.77,1.516,cluster
94,2022,50,119.4511,37.2621,115.2,0.6438,1.31,3.04,1.338,cluster
94,2023,50,119.4511,37.2621,115.2,0.6438,1.31,3.04,1.338,cluster
94,2024,50,119.4511,37.2621,115.2,0.6438,1.31,3.04,1.338,cluster
95,2023,3,13.8999,54.8323,123.7,0.9717,6.51,14.21,6.408,belt
95,2024,50,13.8582,54.8305,-12.7,0.7026,1.57,4.27,1.583,cluster
96,2014,50,1.2299,51.7298,21.3,0.8767,2.85,2.32,1.413,belt
96,2015,50,1.2299,51.7298,21.3,0.8767,2.85,2.32,1.413,belt
96,2016,50,1.2299,51.7298,21.3,0.8767,2.85,2.32,1.413,belt
96,2017,50,1.2299,51.7298,21.3,0.8767,2.85,2.32,1.413,belt
96,2018,50,1.2299,51.7298,21.3,0.8767,2.85,2.32,1.413,belt
96,2019,50,1.2299,51.7298,21.3,0.8767,2.85,2.32,1.413,belt
96,2020,50,1.2299,51.7298,21.3,0.8767,2.85,2.32,1.413,belt
96,2021,50,1.2299,51.7298,21.3,0.8767,2.85,2.32,1.413,belt
96,2022,50,1.2299,51.7298,21.3,0.8767,2.85,2.32,1.413,belt
96,2023,50,1.2299,51.7298,21.3,0.8767,2.85,2.32,1.413,belt
96,2024,50,1.2299,51.7298,21.3,0.8767,2.85,2.32,1.413,belt
97,2014,5,113.7278,22.1367,49.7,0.8308,2.15,5.16,3.031,sparse
97,2015,5,113.7278,22.1367,49.7,0.8308,2.15,5.16,3.031,sparse
97,2016,6,113.7296,22.1336,80.6,0.6792,1.2,5.57,2.566,rule_grid
97,2017,18,113.7312,22.1268,101.0,0.7683,1.63,3.36,2.146,rule_grid
97,2018,32,113.7292,22.1288,87.3,0.7191,1.43,3.22,1.954,rule_grid
97,2019,32,113.7292,22.1288,87.3,0.7191,1.43,3.22,1.954,rule_grid
97,2020,33,113.7297,22.1279,92.2,0.7256,1.6,3.19,1.941,rule_grid
97,2021,47,113.7322,22.1209,97.5,0.7945,1.71,3.11,1.753,cluster
97,2022,47,113.7322,22.1209,97.5,0.7945,1.71,3.11,1.753,cluster
97,2023,47,113.7322,22.1209,97.5,0.7945,1.71,3.11,1.753,cluster
97,2024,49,113.7329,22.12,99.0,0.7963,1.74,3.07,1.766,cluster
98,2018,2,119.8102,34.5864,0.0,0.0,0.0,25.59,,sparse
98,2019,7,119.7753,34.5909,2.6,0.9506,4.15,8.41,2.945,belt
98,2020,27,119.7761,34.6018,-4.4,0.5899,1.46,4.99,1.99,rule_grid
98,2021,48,119.7916,34.6039,-5.7,0.5954,1.22,4.8,1.997,rule_grid
98,2022,48,119.7916,34.6039,-5.7,0.5954,1.22,4.8,1.997,rule_grid
98,2023,48,119.7916,34.6039,-5.7,0.5954,1.22,4.8,1.997,rule_grid
98,2024,48,119.7916,34.6039,-5.7,0.5954,1.22,4.8,1.997,rule_grid
99,2014,15,12.7806,55.5122,29.4,0.6969,1.47,2.66,1.713,cluster
99,2015,15,12.7806,55.5122,29.4,0.6969,1.47,2.66,1.713,cluster
99,2016,48,12.7808,55.5128,21.3,0.6814,1.47,1.99,2.171,rule_grid
99,2017,48,12.7808,55.5128,21.3,0.6814,1.47,1.99,2.171,rule_grid
99,2018,48,12.7808,55.5128,21.3,0.6814,1.47,1.99,2.171,rule_grid
99,2019,48,12.7808,55.5128,21.3,0.6814,1.47,1.99,2.171,rule_grid
99,2020,48,12.7808,55.5128,21.3,0.6814,1.47,1.99,2.171,rule_grid
99,2021,48,12.7808,55.5128,21.3,0.6814,1.47,1.99,2.171,rule_grid
99,2022,48,12.7808,55.5128,21.3,0.6814,1.47,1.99,2.171,rule_grid
99,2023,48,12.7808,55.5128,21.3,0.6814,1.47,1.99,2.171,rule_grid
99,2024,48,12.7808,55.5128,21.3,0.6814,1.47,1.99,2.171,rule_grid
100,2014,48,5.5908,52.747,73.0,0.9712,5.29,2.29,1.275,belt
100,2015,48,5.5908,52.747,73.0,0.9712,5.29,2.29,1.275,belt
100,2016,48,5.5908,52.747,73.0,0.9712,5.29,2.29,1.275,belt
100,2017,48,5.5908,52.747,73.0,0.9712,5.29,2.29,1.275,belt
100,2018,48,5.5908,52.747,73.0,0.9712,5.29,2.29,1.275,belt
100,2019,48,5.5908,52.747,73.0,0.9712,5.29,2.29,1.275,belt
100,2020,48,5.5908,52.747,73.0,0.9712,5.29,2.29,1.275,belt
100,2021,48,5.5908,52.747,73.0,0.9712,5.29,2.29,1.275,belt
100,2022,48,5.5908,52.747,73.0,0.9712,5.29,2.29,1.275,belt
100,2023,48,5.5908,52.747,73.0,0.9712,5.29,2.29,1.275,belt
100,2024,48,5.5908,52.747,73.0,0.9712,5.29,2.29,1.275,belt
101,2014,2,119.5956,25.5932,0.0,0.0,0.0,11.07,,sparse
101,2015,2,119.5956,25.5932,0.0,0.0,0.0,11.07,,sparse
101,2016,3,119.6042,25.5841,126.1,0.9999,48.54,11.86,24.728,belt
101,2017,3,119.6042,25.5841,126.1,0.9999,48.54,11.86,24.728,belt
101,2018,3,119.6042,25.5841,126.1,0.9999,48.54,11.86,24.728,belt
101,2019,3,119.6042,25.5841,126.1,0.9999,48.54,11.86,24.728,belt
101,2020,15,119.5956,25.5988,123.9,0.7486,1.59,2.71,1.162,cluster
101,2021,47,119.6054,25.5817,109.4,0.9123,2.8,2.26,1.111,belt
101,2022,47,119.6054,25.5817,109.4,0.9123,2.8,2.26,1.111,belt
101,2023,47,119.6054,25.5817,109.4,0.9123,2.8,2.26,1.111,belt
101,2024,47,119.6054,25.5817,109.4,0.9123,2.8,2.26,1.111,belt
102,2014,45,1.0879,51.458,-6.3,0.85,2.37,3.56,2.208,belt
102,2015,45,1.0879,51.458,-6.3,0.85,2.37,3.56,2.208,belt
102,2016,45,1.0879,51.458,-6.3,0.85,2.37,3.56,2.208,belt
102,2017,45,1.0879,51.458,-6.3,0.85,2.37,3.56,2.208,belt
102,2018,45,1.0879,51.458,-6.3,0.85,2.37,3.56,2.208,belt
102,2019,45,1.0879,51.458,-6.3,0.85,2.37,3.56,2.208,belt
102,2020,45,1.0879,51.458,-6.3,0.85,2.37,3.56,2.208,belt
102,2021,45,1.0879,51.458,-6.3,0.85,2.37,3.56,2.208,belt
102,2022,45,1.0879,51.458,-6.3,0.85,2.37,3.56,2.208,belt
102,2023,45,1.0879,51.458,-6.3,0.85,2.37,3.56,2.208,belt
102,2024,45,1.0879,51.458,-6.3,0.85,2.37,3.56,2.208,belt
103,2021,38,122.0282,29.0642,65.3,0.8711,2.41,2.45,1.216,belt
103,2022,41,122.0286,29.0656,67.8,0.8667,2.47,2.32,1.185,belt
103,2023,41,122.0286,29.0656,67.8,0.8667,2.47,2.32,1.185,belt
103,2024,41,122.0286,29.0656,67.8,0.8667,2.47,2.32,1.185,belt
104,2023,24,121.6816,30.3894,119.7,0.8811,2.13,4.13,1.442,belt
104,2024,39,121.6841,30.3869,123.5,0.8274,1.91,4.0,1.587,cluster
105,2023,40,121.8575,28.8353,7.3,0.7572,1.78,2.84,1.68,cluster
105,2024,40,121.8575,28.8353,7.3,0.7572,1.78,2.84,1.68,cluster
106,2024,37,119.2658,38.0243,-7.6,0.8431,2.5,3.17,1.194,multi_cluster
107,2020,11,105.5684,9.0798,25.3,0.7195,1.16,2.63,1.254,cluster
107,2021,39,105.5854,9.0822,39.8,0.923,2.5,1.62,0.759,belt
107,2022,39,105.5854,9.0822,39.8,0.923,2.5,1.62,0.759,belt
107,2023,39,105.5854,9.0822,39.8,0.923,2.5,1.62,0.759,belt
107,2024,39,105.5854,9.0822,39.8,0.923,2.5,1.62,0.759,belt
108,2022,38,119.6233,37.2428,-3.2,0.8236,2.72,3.82,1.549,cluster
108,2023,38,119.6233,37.2428,-3.2,0.8236,2.72,3.82,1.549,cluster
108,2024,38,119.6233,37.2428,-3.2,0.8236,2.72,3.82,1.549,cluster
109,2014,19,121.6732,32.3755,-12.0,0.95,3.87,4.28,1.729,belt
109,2015,19,121.6732,32.3755,-12.0,0.95,3.87,4.28,1.729,belt
109,2016,38,121.6844,32.3706,-10.8,0.9428,4.46,3.77,1.956,belt
109,2017,38,121.6844,32.3706,-10.8,0.9428,4.46,3.77,1.956,belt
109,2018,38,121.6844,32.3706,-10.8,0.9428,4.46,3.77,1.956,belt
109,2019,38,121.6844,32.3706,-10.8,0.9428,4.46,3.77,1.956,belt
109,2020,38,121.6844,32.3706,-10.8,0.9428,4.46,3.77,1.956,belt
109,2021,38,121.6844,32.3706,-10.8,0.9428,4.46,3.77,1.956,belt
109,2022,38,121.6844,32.3706,-10.8,0.9428,4.46,3.77,1.956,belt
109,2023,38,121.6844,32.3706,-10.8,0.9428,4.46,3.77,1.956,belt
109,2024,38,121.6844,32.3706,-10.8,0.9428,4.46,3.77,1.956,belt
110,2022,2,122.0372,29.5332,0.0,0.0,0.0,42.49,,sparse
110,2023,38,122.0568,29.531,96.9,0.9157,3.09,3.28,1.271,belt
110,2024,38,122.0568,29.531,96.9,0.9157,3.09,3.28,1.271,belt
111,2020,3,115.9225,22.6864,9.3,0.9846,7.19,5.81,5.541,belt
111,2021,35,115.9375,22.678,19.6,0.8326,2.09,2.3,1.105,multi_cluster
111,2022,36,115.9363,22.6779,18.9,0.8399,2.07,2.29,1.115,multi_cluster
111,2023,36,115.9363,22.6779,18.9,0.8399,2.07,2.29,1.115,multi_cluster
111,2024,36,115.9363,22.6779,18.9,0.8399,2.07,2.29,1.115,multi_cluster
112,2020,2,106.5609,9.6014,0.0,0.0,0.0,4.52,,sparse
112,2021,36,106.579,9.6266,73.9,0.9699,4.87,1.49,0.876,belt
112,2022,36,106.579,9.6266,73.9,0.9699,4.87,1.49,0.876,belt
112,2023,36,106.579,9.6266,73.9,0.9699,4.87,1.49,0.876,belt
112,2024,36,106.579,9.6266,73.9,0.9699,4.87,1.49,0.876,belt
113,2014,36,4.4203,52.607,-32.6,0.7691,2.04,3.65,1.81,rule_grid
113,2015,36,4.4203,52.607,-32.6,0.7691,2.04,3.65,1.81,rule_grid
113,2016,36,4.4203,52.607,-32.6,0.7691,2.04,3.65,1.81,rule_grid
113,2017,36,4.4203,52.607,-32.6,0.7691,2.04,3.65,1.81,rule_grid
113,2018,36,4.4203,52.607,-32.6,0.7691,2.04,3.65,1.81,rule_grid
113,2019,36,4.4203,52.607,-32.6,0.7691,2.04,3.65,1.81,rule_grid
113,2020,36,4.4203,52.607,-32.6,0.7691,2.04,3.65,1.81,rule_grid
113,2021,36,4.4203,52.607,-32.6,0.7691,2.04,3.65,1.81,rule_grid
113,2022,36,4.4203,52.607,-32.6,0.7691,2.04,3.65,1.81,rule_grid
113,2023,36,4.4203,52.607,-32.6,0.7691,2.04,3.65,1.81,rule_grid
113,2024,36,4.4203,52.607,-32.6,0.7691,2.04,3.65,1.81,rule_grid
114,2023,34,121.8836,37.9144,103.5,0.78,1.83,4.98,1.92,rule_grid
114,2024,34,121.8836,37.9144,103.5,0.78,1.83,4.98,1.92,rule_grid
115,2020,3,106.6804,9.934,90.4,1.0,69.29,12.24,69.158,belt
115,2021,21,106.6892,9.9354,105.9,0.8642,2.08,1.87,0.725,belt
115,2022,35,106.6985,9.9279,112.9,0.8271,2.14,1.67,0.786,multi_cluster
115,2023,35,106.6985,9.9279,112.9,0.8271,2.14,1.67,0.786,multi_cluster
115,2024,35,106.6985,9.9279,112.9,0.8271,2.14,1.67,0.786,multi_cluster
116,2014,35,0.1494,53.8058,4.9,0.6339,1.31,5.36,1.928,rule_grid
116,2015,35,0.1494,53.8058,4.9,0.6339,1.31,5.36,1.928,rule_grid
116,2016,35,0.1494,53.8058,4.9,0.6339,1.31,5.36,1.928,rule_grid
116,2017,35,0.1494,53.8058,4.9,0.6339,1.31,5.36,1.928,rule_grid
116,2018,35,0.1494,53.8058,4.9,0.6339,1.31,5.36,1.928,rule_grid
116,2019,35,0.1494,53.8058,4.9,0.6339,1.31,5.36,1.928,rule_grid
116,2020,35,0.1494,53.8058,4.9,0.6339,1.31,5.36,1.928,rule_grid
116,2021,35,0.1494,53.8058,4.9,0.6339,1.31,5.36,1.928,rule_grid
116,2022,35,0.1494,53.8058,4.9,0.6339,1.31,5.36,1.928,rule_grid
116,2023,35,0.1494,53.8058,4.9,0.6339,1.31,5.36,1.928,rule_grid
116,2024,35,0.1494,53.8058,4.9,0.6339,1.31,5.36,1.928,rule_grid
117,2023,7,-70.4453,41.0206,93.2,0.8961,2.88,13.3,2.815,belt
117,2024,32,-70.4336,41.0536,99.6,0.744,1.65,9.67,1.987,rule_grid
118,2021,32,121.7988,30.7438,46.1,0.5296,1.0,3.23,1.231,cluster
118,2022,32,121.7988,30.7438,46.1,0.5296,1.0,3.23,1.231,cluster
118,2023,32,121.7988,30.7438,46.1,0.5296,1.0,3.23,1.231,cluster
118,2024,32,121.7988,30.7438,46.1,0.5296,1.0,3.23,1.231,cluster
119,2021,22,121.5007,28.1931,111.0,0.6515,1.33,2.81,1.93,rule_grid
119,2022,22,121.5007,28.1931,111.0,0.6515,1.33,2.81,1.93,rule_grid
119,2023,22,121.5007,28.1931,111.0,0.6515,1.33,2.81,1.93,rule_grid
119,2024,32,121.5002,28.1833,89.0,0.8347,2.09,2.83,1.596,cluster
120,2021,32,110.5573,20.7161,111.7,0.8045,1.91,2.79,1.243,cluster
120,2022,32,110.5573,20.7161,111.7,0.8045,1.91,2.79,1.243,cluster
120,2023,32,110.5573,20.7161,111.7,0.8045,1.91,2.79,1.243,cluster
120,2024,32,110.5573,20.7161,111.7,0.8045,1.91,2.79,1.243,cluster
121,2014,30,6.4755,53.6928,10.0,0.9439,5.17,3.08,2.391,belt
121,2015,30,6.4755,53.6928,10.0,0.9439,5.17,3.08,2.391,belt
121,2016,30,6.4755,53.6928,10.0,0.9439,5.17,3.08,2.391,belt
121,2017,30,6.4755,53.6928,10.0,0.9439,5.17,3.08,2.391,belt
121,2018,30,6.4755,53.6928,10.0,0.9439,5.17,3.08,2.391,belt
121,2019,30,6.4755,53.6928,10.0,0.9439,5.17,3.08,2.391,belt
121,2020,30,6.4755,53.6928,10.0,0.9439,5.17,3.08,2.391,belt
121,2021,30,6.4755,53.6928,10.0,0.9439,5.17,3.08,2.391,belt
121,2022,30,6.4755,53.6928,10.0,0.9439,5.17,3.08,2.391,belt
121,2023,30,6.4755,53.6928,10.0,0.9439,5.17,3.08,2.391,belt
121,2024,30,6.4755,53.6928,10.0,0.9439,5.17,3.08,2.391,belt
122,2014,30,1.7875,52.6458,77.7,0.8003,1.99,1.92,1.844,rule_grid
122,2015,30,1.7875,52.6458,77.7,0.8003,1.99,1.92,1.844,rule_grid
122,2016,30,1.7875,52.6458,77.7,0.8003,1.99,1.92,1.844,rule_grid
122,2017,30,1.7875,52.6458,77.7,0.8003,1.99,1.92,1.844,rule_grid
122,2018,30,1.7875,52.6458,77.7,0.8003,1.99,1.92,1.844,rule_grid
122,2019,30,1.7875,52.6458,77.7,0.8003,1.99,1.92,1.844,rule_grid
122,2020,30,1.7875,52.6458,77.7,0.8003,1.99,1.92,1.844,rule_grid
122,2021,30,1.7875,52.6458,77.7,0.8003,1.99,1.92,1.844,rule_grid
122,2022,30,1.7875,52.6458,77.7,0.8003,1.99,1.92,1.844,rule_grid
122,2023,30,1.7875,52.6458,77.7,0.8003,1.99,1.92,1.844,rule_grid
122,2024,30,1.7875,52.6458,77.7,0.8003,1.99,1.92,1.844,rule_grid
123,2014,30,-3.2982,53.9928,-18.0,0.6734,1.51,2.92,1.994,rule_grid
123,2015,30,-3.2982,53.9928,-18.0,0.6734,1.51,2.92,1.994,rule_grid
123,2016,30,-3.2982,53.9928,-18.0,0.6734,1.51,2.92,1.994,rule_grid
123,2017,30,-3.2982,53.9928,-18.0,0.6734,1.51,2.92,1.994,rule_grid
123,2018,30,-3.2982,53.9928,-18.0,0.6734,1.51,2.92,1.994,rule_grid
123,2019,30,-3.2982,53.9928,-18.0,0.6734,1.51,2.92,1.994,rule_grid
123,2020,30,-3.2982,53.9928,-18.0,0.6734,1.51,2.92,1.994,rule_grid
123,2021,30,-3.2982,53.9928,-18.0,0.6734,1.51,2.92,1.994,rule_grid
123,2022,30,-3.2982,53.9928,-18.0,0.6734,1.51,2.92,1.994,rule_grid
123,2023,30,-3.2982,53.9928,-18.0,0.6734,1.51,2.92,1.994,rule_grid
123,2024,30,-3.2982,53.9928,-18.0,0.6734,1.51,2.92,1.994,rule_grid
124,2016,2,119.3637,25.2948,0.0,0.0,0.0,7.71,,sparse
124,2017,2,119.3637,25.2948,0.0,0.0,0.0,7.71,,sparse
124,2018,2,119.3637,25.2948,0.0,0.0,0.0,7.71,,sparse
124,2019,2,119.3637,25.2948,0.0,0.0,0.0,7.71,,sparse
124,2020,17,119.3758,25.2938,-10.6,0.6099,1.29,2.32,1.575,cluster
124,2021,29,119.3727,25.2975,130.6,0.753,2.15,2.04,1.535,cluster
124,2022,29,119.3727,25.2975,130.6,0.753,2.15,2.04,1.535,cluster
124,2023,29,119.3727,25.2975,130.6,0.753,2.15,2.04,1.535,cluster
124,2024,29,119.3727,25.2975,130.6,0.753,2.15,2.04,1.535,cluster
125,2023,23,118.2157,23.9194,47.6,0.6388,1.15,3.41,1.525,cluster
125,2024,28,118.2136,23.9216,47.1,0.6156,1.14,3.27,1.568,cluster
126,2021,25,106.4511,9.5221,22.1,0.8918,2.14,1.43,0.874,belt
126,2022,25,106.4511,9.5221,22.1,0.8918,2.14,1.43,0.874,belt
126,2023,26,106.4529,9.5227,22.8,0.9081,2.97,1.78,1.014,belt
126,2024,27,106.4546,9.5235,23.9,0.9181,2.94,1.46,0.837,belt
127,2022,9,13.6289,54.8376,-21.8,0.9283,3.22,6.48,2.212,belt
127,2023,27,13.657,54.8185,-24.6,0.9517,3.98,5.49,1.955,belt
127,2024,27,13.657,54.8185,-24.6,0.9517,3.98,5.49,1.955,belt
128,2014,24,-1.0943,54.6454,-18.3,0.8818,2.77,2.15,2.051,belt
128,2015,24,-1.0943,54.6454,-18.3,0.8818,2.77,2.15,2.051,belt
128,2016,27,-1.0941,54.6456,-19.1,0.8724,2.81,2.06,2.086,belt
128,2017,27,-1.0941,54.6456,-19.1,0.8724,2.81,2.06,2.086,belt
128,2018,27,-1.0941,54.6456,-19.1,0.8724,2.81,2.06,2.086,belt
128,2019,27,-1.0941,54.6456,-19.1,0.8724,2.81,2.06,2.086,belt
128,2020,27,-1.0941,54.6456,-19.1,0.8724,2.81,2.06,2.086,belt
128,2021,27,-1.0941,54.6456,-19.1,0.8724,2.81,2.06,2.086,belt
128,2022,27,-1.0941,54.6456,-19.1,0.8724,2.81,2.06,2.086,belt
128,2023,27,-1.0941,54.6456,-19.1,0.8724,2.81,2.06,2.086,belt
128,2024,27,-1.0941,54.6456,-19.1,0.8724,2.81,2.06,2.086,belt
129,2023,5,1.7214,54.7318,-1.9,0.8206,2.18,15.69,3.053,sparse
129,2024,22,1.7807,54.7312,-19.3,0.9529,3.64,11.42,1.493,belt
130,2020,2,105.6919,9.1479,0.0,0.0,0.0,1.5,,sparse
130,2021,26,105.7125,9.1406,42.2,0.6765,1.14,1.47,0.928,multi_cluster
130,2022,26,105.7125,9.1406,42.2,0.6765,1.14,1.47,0.928,multi_cluster
130,2023,26,105.7125,9.1406,42.2,0.6765,1.14,1.47,0.928,multi_cluster
130,2024,26,105.7125,9.1406,42.2,0.6765,1.14,1.47,0.928,multi_cluster
131,2014,10,120.1824,34.4059,129.1,0.7495,1.81,4.41,1.974,rule_grid
131,2015,10,120.1824,34.4059,129.1,0.7495,1.81,4.41,1.974,rule_grid
131,2016,17,120.1931,34.4016,-35.9,0.8356,1.94,3.76,1.652,cluster
131,2017,25,120.1958,34.4035,-38.3,0.8059,2.0,3.38,1.743,cluster
131,2018,25,120.1958,34.4035,-38.3,0.8059,2.0,3.38,1.743,cluster
131,2019,25,120.1958,34.4035,-38.3,0.8059,2.0,3.38,1.743,cluster
131,2020,25,120.1958,34.4035,-38.3,0.8059,2.0,3.38,1.743,cluster
131,2021,25,120.1958,34.4035,-38.3,0.8059,2.0,3.38,1.743,cluster
131,2022,25,120.1958,34.4035,-38.3,0.8059,2.0,3.38,1.743,cluster
131,2023,25,120.1958,34.4035,-38.3,0.8059,2.0,3.38,1.743,cluster
131,2024,25,120.1958,34.4035,-38.3,0.8059,2.0,3.38,1.743,cluster
132,2024,24,118.0399,38.6684,-9.2,0.9146,3.65,3.41,2.013,belt
133,2021,12,105.156,8.6774,91.2,0.8185,1.61,2.47,1.604,cluster
133,2022,17,105.1594,8.6776,94.0,0.7204,1.64,1.74,1.348,cluster
133,2023,20,105.1561,8.6745,65.8,0.7483,1.6,1.83,1.166,cluster
133,2024,24,105.1538,8.6706,66.9,0.8233,1.83,1.75,1.097,multi_cluster
134,2023,19,5.5731,52.6047,15.6,0.9649,7.01,4.22,2.323,belt
134,2024,24,5.5748,52.6039,17.9,0.9617,5.13,4.18,2.213,belt
135,2016,3,139.981,40.2069,37.7,0.9562,4.67,6.63,5.256,belt
135,2017,3,139.981,40.2069,37.7,0.9562,4.67,6.63,5.256,belt
135,2018,3,139.981,40.2069,37.7,0.9562,4.67,6.63,5.256,belt
135,2019,3,139.981,40.2069,37.7,0.9562,4.67,6.63,5.256,belt
135,2020,3,139.981,40.2069,37.7,0.9562,4.67,6.63,5.256,belt
135,2021,3,139.981,40.2069,37.7,0.9562,4.67,6.63,5.256,belt
135,2022,23,139.9778,40.2006,78.9,0.8949,2.33,2.21,1.509,belt
135,2023,23,139.9778,40.2006,78.9,0.8949,2.33,2.21,1.509,belt
135,2024,23,139.9778,40.2006,78.9,0.8949,2.33,2.21,1.509,belt
136,2023,21,8.0257,56.5932,90.6,1.0,142.01,3.57,21.574,belt
136,2024,21,8.0257,56.5932,90.6,1.0,142.01,3.57,21.574,belt
137,2014,20,12.6498,54.6091,39.1,0.9082,3.19,3.13,1.907,belt
137,2015,20,12.6498,54.6091,39.1,0.9082,3.19,3.13,1.907,belt
137,2016,21,12.6507,54.6098,39.7,0.9117,3.22,3.13,1.95,belt
137,2017,21,12.6507,54.6098,39.7,0.9117,3.22,3.13,1.95,belt
137,2018,21,12.6507,54.6098,39.7,0.9117,3.22,3.13,1.95,belt
137,2019,21,12.6507,54.6098,39.7,0.9117,3.22,3.13,1.95,belt
137,2020,21,12.6507,54.6098,39.7,0.9117,3.22,3.13,1.95,belt
137,2021,21,12.6507,54.6098,39.7,0.9117,3.22,3.13,1.95,belt
137,2022,21,12.6507,54.6098,39.7,0.9117,3.22,3.13,1.95,belt
137,2023,21,12.6507,54.6098,39.7,0.9117,3.22,3.13,1.95,belt
137,2024,21,12.6507,54.6098,39.7,0.9117,3.22,3.13,1.95,belt
138,2024,10,-70.9953,41.1325,-21.2,0.8956,2.71,10.64,1.434,belt
139,2017,3,126.3281,35.4822,8.5,0.8025,2.32,3.92,4.92,sparse
139,2018,13,126.3215,35.4862,14.0,0.6341,1.25,3.86,2.627,rule_grid
139,2019,20,126.3176,35.4818,34.3,0.6508,1.4,3.85,2.564,rule_grid
139,2020,20,126.3176,35.4818,34.3,0.6508,1.4,3.85,2.564,rule_grid
139,2021,20,126.3176,35.4818,34.3,0.6508,1.4,3.85,2.564,rule_grid
139,2022,20,126.3176,35.4818,34.3,0.6508,1.4,3.85,2.564,rule_grid
139,2023,20,126.3176,35.4818,34.3,0.6508,1.4,3.85,2.564,rule_grid
139,2024,20,126.3176,35.4818,34.3,0.6508,1.4,3.85,2.564,rule_grid
