turbine_id,lon,lat,x_km,y_km,point_role,commission_year,first_quarter,first_status
11324,-3.540711,53.465908,-302.263,5951.825,substation,,2016Q1,offshore wind farm substation
11329,-3.508164,53.480961,-299.485,5953.501,substation,,2016Q1,offshore wind farm substation
11399,-3.274996,53.486628,-279.58,5954.131,substation,,2016Q2,offshore wind farm substation
11464,0.889668,53.451065,75.949,5950.173,substation,,2020Q1,offshore wind farm substation
11635,1.378936,53.265221,117.717,5929.484,substation,,2016Q2,offshore wind farm substation
11670,0.48997,53.188866,41.828,5920.985,substation,,2016Q1,offshore wind farm substation
11698,0.866804,53.255878,73.997,5928.444,substation,,2016Q3,offshore wind farm substation
11755,1.120262,53.14436,95.635,5916.03,substation,,2016Q1,offshore wind farm substation
11776,1.446188,53.241726,123.458,5926.869,substation,,2021Q2,offshore wind farm substation
11824,1.175451,53.12697,100.346,5914.094,substation,,2016Q1,offshore wind farm substation
11922,-5.955222,52.773935,-508.385,5874.794,substation,,2016Q1,offshore wind farm substation
11954,4.293665,52.698193,366.542,5866.363,substation,,2021Q4,offshore wind farm substation
12002,5.581702,52.765314,476.499,5873.835,substation,,2016Q1,offshore wind farm substation
12081,4.389755,52.606821,374.745,5856.191,substation,,2016Q1,offshore wind farm substation
12177,4.235412,52.585604,361.569,5853.829,substation,,2016Q1,offshore wind farm substation
12216,4.173647,52.404045,356.296,5833.618,substation,,2016Q1,offshore wind farm substation
12275,3.949631,52.385643,337.172,5831.57,substation,,2021Q4,offshore wind farm substation
12286,4.043144,52.319935,345.155,5824.255,substation,,2020Q3,offshore wind farm substation
12317,2.506152,52.248941,213.945,5816.352,substation,,2018Q3,offshore wind farm substation
12363,4.084751,52.258133,348.707,5817.375,substation,,2021Q2,offshore wind farm substation
12436,2.020251,51.952023,172.465,5783.299,substation,,2017Q2,offshore wind farm substation
12536,1.943488,51.914452,165.912,5779.117,substation,,2016Q1,offshore wind farm substation
12552,1.894561,51.859642,161.735,5773.015,substation,,2016Q1,offshore wind farm substation
12576,1.957778,51.786793,167.132,5764.906,substation,,2016Q1,offshore wind farm substation
12695,1.238321,51.730089,105.713,5758.594,substation,,2016Q1,offshore wind farm substation
12750,2.723621,51.712431,232.51,5756.628,substation,,2018Q1,offshore wind farm substation
12771,2.759176,51.688572,235.545,5753.972,substation,,2018Q1,offshore wind farm substation
12806,2.81681,51.69495,240.465,5754.682,substation,,2016Q1,offshore wind farm substation
12807,2.825531,51.690163,241.21,5754.149,substation,,2016Q3,offshore wind farm substation
12847,2.965726,51.726934,253.178,5758.242,substation,,2019Q2,offshore wind farm substation
12911,3.056802,51.700336,260.953,5755.281,substation,,2017Q1,offshore wind farm substation
12917,2.992793,51.665941,255.489,5751.453,substation,,2024Q2,offshore wind farm substation
12959,1.436793,51.630571,122.656,5747.515,substation,,2016Q1,offshore wind farm substation
13132,2.8441,51.624538,242.795,5746.844,substation,,2018Q1,offshore wind farm substation
13135,2.868521,51.582697,244.88,5742.186,substation,,2016Q3,offshore wind farm substation
13172,2.918741,51.57588,249.167,5741.427,substation,,2016Q4,offshore wind farm substation
13291,2.991221,51.513798,255.355,5734.516,substation,,2018Q3,offshore wind farm substation
13335,2.954682,51.533176,252.235,5736.673,substation,,2016Q1,offshore wind farm substation
13435,-0.343187,50.688469,-29.297,5642.64,substation,,2016Q1,offshore wind farm substation
13517,0.219025,49.847849,18.698,5549.063,substation,,2016Q1,offshore wind farm substation
13527,0.269755,49.902647,23.028,5555.163,substation,,2022Q3,offshore wind farm substation
13568,-2.532817,48.849976,-216.221,5437.979,substation,,2017Q3,offshore wind farm substation
13572,-70.970196,41.095869,-6058.582,4574.792,substation,,2024Q3,offshore wind farm substation
13579,-70.882664,41.130995,-6051.11,4578.702,substation,,2024Q3,offshore wind farm substation
13585,-70.507153,41.103325,-6019.053,4575.622,substation,,2024Q1,offshore wind farm substation
13589,-70.440968,41.104132,-6013.403,4575.712,substation,,2023Q4,offshore wind farm substation
13592,-70.482777,41.003269,-6016.972,4564.484,substation,,2024Q4,offshore wind farm substation
13593,-70.484299,41.07019,-6017.102,4571.934,substation,,2024Q4,offshore wind farm substation
13594,-70.484047,41.053699,-6017.081,4570.098,substation,,2023Q4,offshore wind farm substation
13595,-70.506756,41.086697,-6019.019,4573.771,substation,,2024Q4,offshore wind farm substation
13596,-70.484703,41.087038,-6017.137,4573.809,substation,,2024Q4,offshore wind farm substation
13597,-70.505867,41.05315,-6018.944,4570.037,substation,,2024Q4,offshore wind farm substation
13604,-70.396481,41.087891,-6009.606,4573.904,substation,,2023Q4,offshore wind farm substation
13619,-70.461193,41.020447,-6015.13,4566.396,substation,,2024Q4,offshore wind farm substation
13620,-70.461487,41.036985,-6015.155,4568.237,substation,,2024Q4,offshore wind farm substation
13623,-70.482346,40.986902,-6016.936,4562.662,substation,,2024Q4,offshore wind farm substation
13629,17.143394,40.481319,1463.497,4506.38,substation,,2016Q1,offshore wind farm substation
13676,118.699039,38.280041,10133.097,4261.334,substation,,2016Q2,offshore wind farm substation
13677,118.735176,38.279781,10136.182,4261.305,substation,,2021Q3,offshore wind farm substation
13694,118.80685,38.247721,10142.301,4257.736,substation,,2016Q1,offshore wind farm substation
13695,118.822502,38.247854,10143.637,4257.751,substation,,2016Q1,offshore wind farm substation
13696,118.815384,38.243702,10143.03,4257.289,substation,,2016Q1,offshore wind farm substation
13697,118.815407,38.253197,10143.032,4258.346,substation,,2016Q1,offshore wind farm substation
13698,118.808517,38.255987,10142.443,4258.656,substation,,2016Q1,offshore wind farm substation
13702,118.833706,38.248806,10144.594,4257.857,substation,,2016Q1,offshore wind farm substation
13703,118.82893,38.252274,10144.186,4258.243,substation,,2016Q1,offshore wind farm substation
13704,118.829792,38.244678,10144.26,4257.398,substation,,2016Q1,offshore wind farm substation
13705,118.801712,38.214777,10141.862,4254.069,substation,,2016Q1,offshore wind farm substation
13706,118.802895,38.23525,10141.963,4256.348,substation,,2016Q1,offshore wind farm substation
13707,118.81889,38.239126,10143.329,4256.78,substation,,2016Q1,offshore wind farm substation
13708,118.813656,38.233994,10142.882,4256.208,substation,,2016Q1,offshore wind farm substation
13709,118.810402,38.23007,10142.604,4255.771,substation,,2016Q1,offshore wind farm substation
13710,118.791931,38.231691,10141.027,4255.952,substation,,2016Q1,offshore wind farm substation
13723,119.403545,37.267218,10193.24,4148.587,substation,,2016Q1,offshore wind farm substation
13732,121.710499,36.439728,10390.18,4056.471,substation,,2024Q2,offshore wind farm substation
13745,119.893509,34.44953,10235.067,3834.922,substation,,2016Q1,offshore wind farm substation
13791,121.353653,33.009813,10359.717,3674.652,substation,,2018Q4,offshore wind farm substation
13852,121.381119,32.733154,10362.061,3643.855,substation,,2019Q1,offshore wind farm substation
13865,121.286327,32.679703,10353.969,3637.905,substation,,2018Q1,offshore wind farm substation
13929,122.063049,32.149826,10420.276,3578.919,substation,,2020Q3,offshore wind farm substation
14081,119.902382,24.031151,10235.824,2675.148,substation,,2024Q3,offshore wind farm substation
14082,119.87434,24.032184,10233.431,2675.263,substation,,2024Q3,offshore wind farm substation
14084,119.888985,24.032069,10234.681,2675.25,substation,,2024Q3,offshore wind farm substation
14085,119.916031,24.03136,10236.99,2675.171,substation,,2024Q3,offshore wind farm substation
14087,119.866001,24.032178,10232.719,2675.262,substation,,2024Q3,offshore wind farm substation
14088,119.895828,24.031633,10235.265,2675.201,substation,,2024Q3,offshore wind farm substation
14089,119.881844,24.03084,10234.071,2675.113,substation,,2024Q3,offshore wind farm substation
14090,119.831272,23.997137,10229.754,2671.361,substation,,2024Q4,offshore wind farm substation
14091,119.839077,23.999423,10230.42,2671.616,substation,,2024Q4,offshore wind farm substation
14092,119.888454,24.01478,10234.635,2673.325,substation,,2024Q3,offshore wind farm substation
14093,119.856529,24.032021,10231.91,2675.245,substation,,2024Q3,offshore wind farm substation
14094,119.840485,23.989791,10230.54,2670.544,substation,,2024Q4,offshore wind farm substation
14095,119.881252,24.01484,10234.021,2673.332,substation,,2024Q3,offshore wind farm substation
14096,119.856243,24.003869,10231.886,2672.111,substation,,2024Q4,offshore wind farm substation
14097,119.856419,24.017043,10231.901,2673.577,substation,,2024Q3,offshore wind farm substation
14098,119.848076,23.987892,10231.188,2670.332,substation,,2024Q4,offshore wind farm substation
14099,119.881813,23.996886,10234.068,2671.333,substation,,2024Q4,offshore wind farm substation
14100,119.875217,23.997933,10233.505,2671.45,substation,,2024Q4,offshore wind farm substation
14101,119.850098,24.029363,10231.361,2674.949,substation,,2024Q3,offshore wind farm substation
14102,119.888184,23.995274,10234.612,2671.154,substation,,2024Q3,offshore wind farm substation
14103,119.899048,24.00934,10235.54,2672.72,substation,,2024Q3,offshore wind farm substation
14104,119.887989,24.00599,10234.596,2672.347,substation,,2024Q2,offshore wind farm substation
14105,119.862743,23.984912,10232.441,2670.0,substation,,2024Q3,offshore wind farm substation
14107,119.83493,23.960883,10230.066,2667.325,substation,,2024Q3,offshore wind farm substation
14108,119.816181,23.969426,10228.466,2668.277,substation,,2024Q3,offshore wind farm substation
14109,119.833294,23.977355,10229.927,2669.159,substation,,2024Q4,offshore wind farm substation
14110,119.828762,23.963554,10229.54,2667.623,substation,,2024Q3,offshore wind farm substation
14111,119.86974,23.982944,10233.038,2669.781,substation,,2024Q3,offshore wind farm substation
14112,119.847744,23.955071,10231.16,2666.679,substation,,2024Q3,offshore wind farm substation
14113,119.858204,23.966941,10232.053,2668.0,substation,,2024Q4,offshore wind farm substation
14114,119.854778,23.951962,10231.761,2666.332,substation,,2024Q3,offshore wind farm substation
14115,119.841705,23.957727,10230.645,2666.974,substation,,2024Q3,offshore wind farm substation
14116,119.876328,23.979856,10233.6,2669.438,substation,,2024Q3,offshore wind farm substation
14117,119.845352,23.971272,10230.956,2668.482,substation,,2024Q4,offshore wind farm substation
14118,119.864777,23.964776,10232.614,2667.759,substation,,2024Q3,offshore wind farm substation
14131,116.428291,22.701132,9939.248,2527.09,substation,,2022Q3,offshore wind farm substation
14187,116.227352,22.578575,9922.095,2513.447,substation,,2022Q4,offshore wind farm substation
14293,105.802746,9.162278,9032.167,1019.945,substation,,2021Q1,offshore wind farm substation
14384,-2.253006,56.274454,-192.335,6264.472,substation,,2021Q4,offshore wind farm substation
14385,-2.246721,56.332842,-191.798,6270.972,substation,,2023Q4,offshore wind farm substation
14406,-2.309839,56.252987,-197.186,6262.083,substation,,2018Q3,offshore wind farm substation
14407,-2.239883,56.243975,-191.214,6261.079,substation,,2021Q4,offshore wind farm substation
14412,-2.332004,56.294151,-199.078,6266.665,substation,,2020Q4,offshore wind farm substation
14446,7.68616,55.690878,656.152,6199.509,substation,,2016Q2,offshore wind farm substation
14499,2.227677,54.864389,190.172,6107.504,substation,,2024Q4,offshore wind farm substation
14500,2.211439,54.873451,188.786,6108.513,substation,,2024Q4,offshore wind farm substation
14501,2.178733,54.891571,185.994,6110.53,substation,,2024Q2,offshore wind farm substation
14541,-3.7093,54.769499,-316.655,6096.941,substation,,2016Q1,offshore wind farm substation
14637,-3.411042,54.078884,-291.194,6020.061,substation,,2016Q1,offshore wind farm substation
14670,-3.27026,53.987877,-279.175,6009.93,substation,,2016Q1,offshore wind farm substation
14774,7.108367,54.044531,606.827,6016.237,substation,,2019Q3,offshore wind farm substation
14856,4.343014,52.71707,370.754,5868.464,substation,,2023Q1,offshore wind farm substation
14915,1.534755,51.602837,131.019,5744.428,substation,,2016Q1,offshore wind farm substation
15365,6.623677,54.000347,565.45,6011.319,substation,,2016Q1,offshore wind farm substation
15375,-70.528378,41.069632,-6020.865,4571.871,substation,,2024Q1,offshore wind farm substation
15376,-70.527203,41.01956,-6020.765,4566.297,substation,,2024Q4,offshore wind farm substation
15377,-70.528664,41.085945,-6020.89,4573.687,substation,,2024Q1,offshore wind farm substation
15378,-70.527603,41.036327,-6020.799,4568.164,substation,,2024Q4,offshore wind farm substation
15404,7.233569,55.123596,617.515,6136.359,substation,,2016Q1,offshore wind farm substation
15426,-75.440929,36.992554,-6440.24,4118.011,substation,,2024Q3,offshore wind farm substation
15452,-15.384905,28.041426,-1313.378,3121.572,substation,,2016Q4,offshore wind farm substation
15454,1.725559,54.961952,147.307,6118.364,substation,,2024Q2,offshore wind farm substation
15455,1.615899,54.869358,137.946,6108.057,substation,,2024Q4,offshore wind farm substation
15459,-70.593697,41.035347,-6026.441,4568.055,substation,,2023Q4,offshore wind farm substation
15460,-70.572086,41.052486,-6024.597,4569.963,substation,,2024Q1,offshore wind farm substation
15469,-70.48502,41.120447,-6017.164,4577.528,substation,,2023Q3,offshore wind farm substation
15470,-70.505608,41.036589,-6018.921,4568.193,substation,,2024Q4,offshore wind farm substation
15471,-70.504757,41.003119,-6018.849,4564.467,substation,,2024Q4,offshore wind farm substation
15473,-70.505238,41.019947,-6018.89,4566.341,substation,,2024Q4,offshore wind farm substation
15474,-70.483265,41.020271,-6017.014,4566.377,substation,,2023Q4,offshore wind farm substation
15475,-70.52808,41.053055,-6020.84,4570.026,substation,,2024Q4,offshore wind farm substation
15476,-70.549252,41.019314,-6022.647,4566.27,substation,,2020Q3,offshore wind farm substation
15477,-70.54958,41.03598,-6022.675,4568.125,substation,,2023Q4,offshore wind farm substation
15478,-70.550442,41.069384,-6022.749,4571.844,substation,,2023Q4,offshore wind farm substation
15482,-75.374771,36.962177,-6434.592,4114.63,substation,,2024Q3,offshore wind farm substation
15483,-75.425404,36.99299,-6438.915,4118.06,substation,,2024Q3,offshore wind farm substation
15484,-75.450546,36.946489,-6441.061,4112.883,substation,,2024Q3,offshore wind farm substation
15485,-75.46611,36.946438,-6442.39,4112.877,substation,,2024Q3,offshore wind farm substation
15486,-75.464081,36.931105,-6442.216,4111.171,substation,,2024Q3,offshore wind farm substation
15487,-75.434944,36.946335,-6439.729,4112.866,substation,,2024Q3,offshore wind farm substation
15489,-75.419357,36.946392,-6438.398,4112.872,substation,,2024Q3,offshore wind farm substation
15490,-75.481693,36.946461,-6443.72,4112.88,substation,,2024Q3,offshore wind farm substation
15491,-75.448719,36.931213,-6440.905,4111.183,substation,,2024Q3,offshore wind farm substation
15492,-75.47979,36.931051,-6443.557,4111.165,substation,,2024Q3,offshore wind farm substation
15493,-3.021308,58.147625,-257.923,6472.994,substation,,2016Q1,offshore wind farm substation
15498,-3.153595,58.094501,-269.216,6467.08,substation,,2016Q1,offshore wind farm substation
15518,-2.934952,58.111443,-250.551,6468.966,substation,,2023Q4,offshore wind farm substation
15520,-3.113001,58.062151,-265.751,6463.479,substation,,2018Q4,offshore wind farm substation
15543,-1.759161,56.585299,-150.176,6299.075,substation,,2019Q3,offshore wind farm substation
15546,2.069429,54.807554,176.663,6101.177,substation,,2023Q2,offshore wind farm substation
15556,1.98006,54.702793,169.034,6089.515,substation,,2023Q3,offshore wind farm substation
15563,2.009103,54.682102,171.513,6087.212,substation,,2023Q2,offshore wind farm substation
15566,1.959298,54.688183,167.261,6087.889,substation,,2023Q2,offshore wind farm substation
15602,-71.258686,41.157413,-6083.21,4581.643,substation,,2024Q2,offshore wind farm substation
15603,-71.236805,41.157785,-6081.342,4581.685,substation,,2024Q3,offshore wind farm substation
