farm_id,n_turb,main_label,scenario_S2,capacity_MW,E_base,E_S1,E_S2,E_S3,G_plan_S1,G_plan_S2,G_plan_S3,G_info_S1,G_info_S2,G_info_S3,V1,V2,V3,pos_frac_S1,pos_frac_S2,pos_frac_S3,g_so_S1_p05,g_so_S1_p95,g_so_S2_p05,g_so_S2_p95,g_so_S3_p05,g_so_S3_p95,monotonic,dE_GWh_S1,e_MWhperMW_S1,dE_GWh_S2,e_MWhperMW_S2,dE_GWh_S3,e_MWhperMW_S3,e_base_MWhperMW,area_real_km2,Y_area_S1,Y_area_S2,Y_area_S3,corridor
10,246,C,S_C,2460,52119960.862273365,52154147.76240285,51150856.0,55079676.0,0.06559272026281984,-1.8593737336722453,5.678659555304851,0.1442257601142116,0.3351965515626157,10.21287132949803,34186.90012948215,-1003291.7624028474,3928820.0,1.0,1.0,0.2,0.07572726836665103,0.2869514029565417,0.10235015903718722,0.44944320713542524,-0.1050422956372683,0.09205001958375039,False,8.409977431852058,5215.4147762402845,-238.39979611924693,5115.0856,728.089923880752,5507.9676,5211.9960862273365,646.9856820154778,80610.97673743447,828407.6053509539,114548.8644871475,other
11,246,C,S_C,2460,48296461.07333849,48302156.32330317,52173460.0,56211120.0,0.011792271810616772,8.027501064258638,16.387658123942135,0.5810809808539645,0.21814831520012007,10.152566280839723,5695.249964676797,3871303.6766968295,4037660.0,1.0,1.0,0.4,0.6529197461055576,0.8959576308920703,0.1028217111103348,0.5425396031019871,-0.035243029159938884,0.09239683752700241,True,1.4010314913098227,4830.215632330317,953.7417359587288,5217.346,1947.0060959587302,5621.112,4829.64610733385,163.693386694902,295077.0174566098,844969.0668221423,116901.92163713502,other
12,244,C,S_C,2440,37018907.20128269,37843912.49455821,37493368.0,40745444.0,2.228605206495491,1.2816715418894717,10.066577002003426,5.690746354561369,2.3849419027282006,14.384285225374589,825005.2932755202,-350544.4945582077,3252076.0,1.0,1.0,1.0,4.929960087916215,5.742608401064469,1.932276421502428,2.6192345857458186,0.24169592284972613,0.3839350637217762,False,201.30129155922728,3784.391249455821,115.76843488702461,3749.3368,909.274978887025,4074.5444,3701.8907201282686,309.1703219458837,122404.73877431967,607219.3826320734,84738.05007902837,China_strait
13,215,B,S_B0,2150,37027544.92254222,37082847.335683,37510244.0,46854700.0,0.14935479318563552,1.303621610526797,26.540120599448777,0.35355384461835043,0.6434307710766995,12.439630504682176,55302.413140781224,427396.66431699693,9344456.0,1.0,0.8,0.0,0.2365888582943614,0.43939421805902773,-0.03944775510172138,1.459394183222191,-0.2767237055027512,-0.062127330714227234,True,11.890018825268704,3708.2847335683005,103.78030165342227,3751.0244,2112.8383416534234,4685.47,3702.754492254222,170.95746409703926,216912.71294615106,1760878.9784996714,97443.43232676151,other
14,181,C,S_C,1810,32213324.597076762,32369152.52405771,32239970.0,35848612.0,0.4837374872976849,0.08271547024877868,11.285042597724068,1.6368345612232864,0.9402833044266481,15.26856238479254,155827.9269809462,-129182.52405770868,3608642.0,1.0,1.0,1.0,1.3889673453656173,1.8971717369573675,0.39846275584812796,1.261979709873764,0.05177364136642562,0.21566217051751638,False,28.20485478355129,3236.915252405771,4.822817929105781,3223.997,657.9870199291057,3584.8612,3221.332459707676,344.6858106566103,93909.15298310654,522138.60007125966,74554.13859079944,other
15,182,C,S_C,1820,46289003.52282278,46351611.17911811,46287188.0,50317776.0,0.13525384331175036,-0.0039221471291497004,8.703519563109264,0.13911898941981454,0.34826414923012927,11.369591063939398,62607.65629532933,-64423.17911811173,4030588.0,1.0,1.0,0.2,0.14729405722082275,0.20633771204836618,0.11976523080794982,0.562099492364505,-0.15062821771643983,0.0023483625469033174,False,11.394593445748633,4635.161117911811,-0.33042515374772846,4628.7188,733.2365908462535,5031.7776,4628.900352282279,352.55866150722466,131472.05341930955,749638.6486574028,104645.5702520589,other
16,178,C,S_C,1780,50842697.09732666,50844554.80557597,52451160.0,56366316.0,0.0036538349760478154,3.163606563975764,10.864134316280747,0.14491501625308167,0.3426421917375305,9.933519545987151,1857.708249308169,1606605.1944240332,3915156.0,1.0,1.0,0.6,0.06373624395194398,0.25108041642880446,0.1956380953328083,0.7549147680339257,-0.067609201179903,0.05168260282076558,True,0.3306720683768981,5084.455480557596,286.3063966758555,5245.116,983.2041646758549,5636.6316,5084.269709732665,156.98091835059586,323890.03287661663,849466.5241473132,117224.68180683804,other
17,175,B,S_B0,1750,41535975.101225615,41684552.25918849,40105224.0,49695212.0,0.35770716252786244,-3.4446069888543365,19.64378319971987,0.834239495579588,0.7612912781659092,12.065789810179698,148577.15796287358,-1579328.2591884881,9589988.0,1.0,0.8,0.0,0.3716008891837168,1.2454283913033921,-0.5615390438623601,1.2582407868729972,-0.2758727694718014,-0.05516678409369899,False,26.00100264350272,4168.455225918849,-250.38144271448255,4010.5224,1427.866457285518,4969.5212,4153.597510122561,107.34693348601884,388316.1903699615,1882697.5870810254,103350.8277181599,other
18,174,C,S_C,1740,50125371.280812174,50234604.59813955,51494520.0,55534404.0,0.2179202159230427,2.731448534351169,10.791007789020378,0.1415099369362713,0.23848744006132996,10.27921559645889,109233.31732737273,1259915.4018604532,4039884.0,1.0,0.8,0.4,0.11792742086846293,0.3120072326311873,-0.007743785155364169,0.7813837833294787,-0.028240138637537146,0.013123733991946402,True,19.00659721496255,5023.460459813955,238.2318771386814,5149.452,941.1716931386817,5553.4404,5012.537128081218,234.49409214818957,214225.4593194338,833973.3747935089,115494.55952083853,other
19,171,C,S_C,1710,28672901.466584787,28824911.599773526,29595938.0,33155168.0,0.5301526019816691,3.219194731621123,15.632413547819072,2.1177763041452646,0.6478416372699912,15.977897038848345,152010.13318873942,771026.4002264738,3559230.0,1.0,1.0,1.0,1.5734536913651467,2.3143484296179997,0.3900224280057919,1.0001022896128586,0.05166053834816374,0.22378715974681523,True,25.99373277527484,2882.4911599773527,157.8392472140019,2959.5938,766.4675772140015,3315.5168,2867.2901466584785,191.0338957445402,150888.99007911977,479317.4942506397,68952.59961733634,other
20,167,C,S_C,1670,49921801.757881664,49938352.44699814,52835992.0,56756568.0,0.03315322871708039,5.837510144870208,13.69094464031291,0.30593075986267465,0.3170054051690103,9.854979583091481,16550.689116477966,2897639.5530018583,3920576.0,1.0,1.0,0.4,0.29940666927378895,0.48302368938045287,0.17302381240302342,0.6316507126738544,-0.07767371115279792,0.06561319276635942,True,2.7639650824513318,4993.835244699814,486.669770433761,5283.5992,1141.4059624337613,5675.6568,4992.180175788167,124.62267389979309,400716.4257055879,855699.0250380591,118036.2864986274,other
21,162,C,S_C,1620,44955837.03847071,45493329.25498579,44585960.0,47587160.0,1.1956005091288215,-0.8227564268332667,5.8531286143722605,5.734782519607898,1.4656819585772172,10.826383407382249,537492.2165150791,-907369.254985787,3001200.0,1.0,1.0,0.0,5.38307774520637,6.186734079218732,1.3440107717399186,1.7560974567360144,-1.0852031427182725,-0.7164273170852977,False,87.0737390754421,4549.332925498578,-59.92008023225553,4458.596,426.2743197677458,4758.716,4495.583703847071,263.9390604287396,172363.00372171873,722086.6128980014,98966.72489809501,other
22,161,C,S_C,1610,39684807.13564476,40306843.41617399,46108976.0,50388676.0,1.567441863590443,16.1879805599082,26.972208351092267,0.9741830702259603,0.44291665173063416,12.311882451758988,622036.2805292234,5802132.583826013,4279700.0,1.0,1.0,0.6,0.5372620482821588,1.6896510900537123,0.13823015677137532,0.9556010390217496,-0.11610076840350031,0.07185508718209946,True,100.14784116520497,4030.684341617399,1034.2911871611934,4610.8976,1723.3228871611923,5038.8676,3968.4807135644764,82.243278055701,490092.86070620053,746752.4374048521,104793.02054737543,other
23,156,C,S_C,1560,49203396.422236115,49297329.69075105,51622768.0,55586940.0,0.19090809851591486,4.9170824652066445,12.97378644958546,0.180907862138071,0.34176592716855825,10.188406557865958,93933.26851493865,2325438.3092489466,3964172.0,1.0,1.0,0.6,0.009597116232399566,0.2839523781358459,0.20512004060297478,0.7347964310239012,-0.041273778390350416,0.07138267364141439,True,14.653589888330389,4929.732969075106,377.4219661311649,5162.2768,995.832798131166,5558.694,4920.339642223612,134.0747024853092,367685.5422905201,836050.4000259126,115603.8183179436,other
24,156,C,S_C,1560,26267584.512932833,26365904.662382826,28379176.0,31968532.0,0.3743022103977054,8.03877298282804,21.70335640972358,0.4910131745106916,0.6299974550217539,16.64847012452191,98320.14944999292,2013271.3376171738,3589356.0,1.0,1.0,0.6,0.3095399199103839,0.9090603875782417,0.328113310264866,1.0007677611422985,-0.11162873331537233,0.11635528320361249,True,15.33794331419871,2636.5904662382827,329.408271982478,2837.9176,889.3478079824777,3196.8532,2626.7584512932835,139.48334163848222,189025.4732405171,459611.5699802416,66484.76000332751,other
25,152,C,S_C,1520,48800836.10722775,49036865.646486975,50510628.0,54277776.0,0.48365880195291877,3.5036118828280025,11.223045196885625,0.39749784427724677,0.34248657377207187,10.070298518365396,236029.53925922513,1473762.3535130247,3767148.0,1.0,1.0,0.4,0.3056265693482059,0.5739649944254248,0.08387371258395057,0.7016370527043867,-0.013500251725076254,0.04086713648146024,True,35.87648996740223,4903.686564648698,259.88836770138136,5051.0628,832.4948637013823,5427.7776,4880.083610722775,325.5092973573511,150646.5899579306,818038.8689145856,112881.1579735463,other
26,140,C,S_C,1400,47283659.53535167,47402711.98755112,48063676.0,52127032.0,0.25178349850531756,1.6496533312214312,10.243226755803825,0.18238454101429255,0.4524307418844648,11.271047272678436,119052.45219945163,660964.0124488771,4063356.0,1.0,1.0,0.0,0.13605348476924958,0.33466285233309584,0.16676860379152925,0.5149353429580142,-0.13603209345111097,-0.08282343190958068,True,16.667343307922785,4740.271198755112,109.20230505076543,4806.3676,678.0721450507659,5212.7032,4728.365953535167,173.31439635989005,273507.06567455974,778409.5487966832,108408.2688628234,other
27,138,C,S_C,1380,50780087.07161858,50811767.160733506,53657664.0,57480736.0,0.06238683496199247,5.666742800820684,13.195426228653455,0.2556276353218433,0.4128095544558714,9.648968317086664,31680.089114926755,2845896.839266494,3823072.0,1.0,1.0,0.6,0.1695792666016007,0.38478248045789404,0.22644597384793477,0.6602700175629164,-0.05401175350879457,0.04398920422597665,True,4.371852297859659,5081.176716073351,397.1056161166363,5365.7664,924.6895521166352,5748.0736,5078.008707161858,193.59652165005318,262462.1905789264,869006.3161986201,119542.33424839865,other
28,134,A,S_A,1340,36189000.34059812,36641990.693717204,39858348.0,40244344.0,1.2517349162886433,10.139400438993261,11.206011830209215,2.9174149599520933,0.19977827093979073,13.550416609821866,452990.35311908275,3216357.306282796,385996.0,1.0,1.0,0.6,1.666482857401343,3.4074161869729904,0.18427143333051857,0.26197505785772984,-0.054138956046427156,0.05452722522250577,True,60.70070731795676,3664.1990693717203,491.6925863598517,3985.8348,543.4160503598516,4024.4344,3618.9000340598122,133.48844544629537,274495.59826104116,129520.8181011708,83695.91548124117,other
29,131,C,S_C,1310,47082727.27760158,47091001.203705974,50257524.0,54126048.0,0.01757316660016994,6.743017887812019,14.95945780895557,0.4285437250293059,0.2799852520811799,10.307815782992162,8273.926104396582,3166522.796294026,3868524.0,1.0,0.8,0.6,0.38718089497247565,0.637462806621701,0.017895781458288174,0.7400548677504125,-0.055238241875305946,0.10445630907913259,True,1.0838843196755443,4709.100120370597,415.8983706341935,5025.7524,922.6750146341932,5412.6048,4708.272727760158,88.01743045745344,535019.0406486496,813939.7531823923,112565.61018218119,other
30,129,B,S_B0,1290,41552440.416375,41718832.71218038,40645756.0,50532312.0,0.4004392862081219,-2.182024466648871,21.610936670969185,0.8023674663591553,0.3826229961172126,12.00223020616353,166392.2958053872,-1073076.7121803835,9886556.0,1.0,1.0,0.2,0.5752653930263055,1.2413769514700226,0.02384197560333613,0.7455943043797096,-0.14641619354655003,0.04399485481904818,False,21.4646061588953,4171.883271218038,-116.96228971237397,4064.5756,1158.4034342876262,5053.2312,4155.244041637499,66.83963753668527,624163.0602691822,1908072.2936813445,105091.73945595209,other
31,129,C,S_C,1290,45476083.08447911,45540904.95768101,48590044.0,52580164.0,0.14254058134576414,6.847469492339985,15.621576076206749,0.17951765826320684,0.2919559468297693,10.711825617922042,64821.87320189923,3049139.0423189923,3990120.0,0.6,1.0,0.2,-0.021951145297951336,0.3234982467944608,0.19112849298152695,0.3513361697016941,-0.1165593754529086,0.035144325378907125,True,8.362021643045036,4554.0904957681005,401.70095810219516,4859.0044,916.426438102196,5258.0164,4547.6083084479105,203.20777382902986,224110.05297463242,786934.2791435883,109350.64470509942,other
32,128,C,S_C,1280,30754941.73154242,30796819.162257064,30622678.0,34112040.0,0.13616488394024429,-0.43005684321218957,10.915638526521816,5.642060740369516,1.6772461723942602,16.635435471840974,41877.43071464449,-174141.16225706413,3489362.0,1.0,1.0,0.6,5.241746569209567,6.078530720927352,1.1760365776849866,1.9235991411735458,-0.14887287883889747,0.2471692846829175,False,5.360311131474446,3079.6819162257066,-16.929757637429866,3062.2678,429.7085783625703,3411.204,3075.494173154242,167.80061582342242,183532.21775219668,495945.9398179639,70942.60044921387,other
33,109,B,S_B0,1090,32296034.283170875,32296800.662539672,25525596.0,34233116.0,0.002372982893433132,-20.963683106748743,5.9978934250714415,1.7922402810385254,2.516758789361776,17.542670894430664,766.3793687969446,-6771204.662539672,8707520.0,1.0,1.0,0.8,1.5994045629969798,1.952501698311796,1.5431649268750074,2.9136416260251297,-0.22991277241178376,0.25539922687483096,False,0.08353535119887966,3229.680066253967,-737.9777728656253,2552.5596,211.14190713437463,3423.3116,3229.6034283170875,321.18571528212556,100554.90990366916,1198272.274903765,71194.40146410449,other
34,125,C,S_C,1250,57359263.30186384,58158599.860960595,59227300.0,61462340.0,1.3935614111535841,3.2567306318166365,7.153293926637359,2.7210607116491548,1.6825409676406133,7.437816616085762,799336.5590967536,1068700.1390394047,2235040.0,1.0,1.0,0.0,2.589090570858123,2.73532376760923,1.5843617591438355,1.7011281425043945,-0.9470141380935209,-0.8349540439296356,True,99.91706988709439,5815.859986096059,233.5045872670196,5922.73,512.8845872670206,6146.234,5735.926330186384,147.91400689477348,393191.97067208664,959208.6936805623,127822.85167623326,other
35,120,B,S_B0,1200,33485783.67104822,33929857.17114586,29325122.0,39115720.0,1.3261553155214991,-12.42515842520217,16.812914949992397,2.3926451832257145,2.9381214117299437,17.4971485697876,444073.50009763613,-4604735.171145856,9790598.0,1.0,1.0,0.0,2.0519538453287556,2.927694176982493,1.8277565897710668,3.4959816985137895,-0.3499585629983093,-0.06037211481554808,False,53.288820011716055,3392.9857171145854,-499.27940052578634,2932.5122,675.5923594742137,3911.572,3348.578367104822,124.37897604323744,272794.15099341975,1376637.029386912,81348.7230679644,other
36,116,A,S_A,1160,40402374.139337614,40786632.22191486,48123504.0,48520968.0,0.951077976883324,19.110584526627456,20.094348497104157,0.7092548125657597,0.15464357688876354,11.273309007398854,384258.08257724345,7336871.778085142,397464.0,1.0,1.0,0.0,0.2547021437017806,1.0109402925050188,0.10268591126175772,0.16929337266755115,-0.32012699532829014,-0.13832012795847626,True,44.57393757896028,4078.6632221914856,895.6510638368374,4812.3504,941.7568878368373,4852.0968,4040.237413933761,63.530062248534115,642005.2299390902,156378.67399760184,100908.7596705765,other
37,114,A,S_A,1140,26135886.611716416,26209705.39009746,28734444.0,29109182.0,0.2824422200697557,9.94248799318972,11.376294336044028,1.149706578091215,0.3017447390059487,17.900622874829132,73818.77838104591,2524738.6099025384,374738.0,1.0,1.0,1.0,0.727269821559229,1.5583341844280054,0.2214393192000518,0.5613618177892834,0.05567664696428185,0.23176384470575956,True,8.415340735439276,2620.970539009746,296.2355422643286,2873.4444,338.9556742643288,2910.9182,2613.5886611716414,235.0350708036204,111514.01916523572,93373.38051647997,60538.18733882373,other
38,115,C,S_C,1150,34234270.74037513,34394533.52536973,35748488.0,39494212.0,0.46813553064996904,4.42310359437286,15.36454887418242,1.9812300578879571,0.5956301098410044,14.117292409895493,160262.7849946022,1353954.4746302664,3745724.0,1.0,1.0,0.8,1.397210362544018,2.204689785895939,0.4852749430823986,0.863122334125107,-0.06120262165657917,0.21803530771081855,True,18.430220274379238,3439.4533525369734,174.13498485686006,3574.8488,604.8932448568602,3949.4212,3423.427074037513,124.46371293143264,276341.85671704786,578960.3860978849,82135.87055985359,other
39,114,C,S_C,1140,43940751.932109535,44309035.67542164,44374860.0,46296212.0,0.8381370985210282,0.9879395522433981,5.360536550511831,2.213486100905727,2.0447032867558517,8.357106134697935,368283.74331210554,65824.32457835972,1921352.0,1.0,1.0,0.0,2.0613921550573395,2.364416271668326,1.8666531952438878,2.245627696578808,-1.3671321890411048,-1.1216534589964096,True,41.98434673757985,4430.903567542164,49.48831973951306,4437.486,268.5224477395127,4629.6212,4394.075193210953,211.99660988874533,209008.22753097222,718667.7679525799,96281.94825721654,other
40,114,B,S_B0,1140,54723048.42987156,54723048.42987156,47449508.0,56588596.0,0.0,-13.291548330303117,3.4090709923062295,0.30043912042005205,0.6583143229632485,9.855565079044826,0.0,-7273540.429871559,9139088.0,1.0,1.0,1.0,0.12043679498822736,0.5189179179319875,0.2425080327737036,1.3015811491381448,0.039549790783773436,0.14782506738900494,False,0.0,5472.304842987156,-829.1836090053583,4744.9508,212.6724229946419,5658.8596,5472.304842987156,385.55704625741845,141932.42987273933,2227467.2800675994,117686.95616005325,other
41,102,C,S_C,1020,39861877.23806399,40206191.73442829,39907504.0,43121616.0,0.8637688945454646,0.11446215054929743,8.177584669352436,3.6101732259546284,1.8471537346274933,12.920058649134598,344314.4963642955,-298687.73442828655,3214112.0,1.0,1.0,1.0,3.2629794774330705,3.9349401577846934,1.4966643273208762,1.8689107834221461,0.06480443948484359,0.22663985278400545,False,35.12007862915812,4020.6191734428285,4.653929717472984,3990.7504,332.49335371747344,4312.1616,3986.187723806399,121.93594687870198,329732.0664137224,646317.2351245425,89679.76041926628,other
42,111,C,S_C,1110,56562044.74432383,56651964.22020395,55700116.0,57458840.0,0.15897493855921355,-1.5238641888212934,1.5855071359777333,4.268885625046844,1.4425595684018848,6.072047671579247,89919.47588012367,-951848.220203951,1758724.0,1.0,1.0,0.0,3.8257515114914455,4.655739348167268,1.2670732182194875,1.6157609143982,-1.3046399106367172,-0.838657183152864,False,9.981061822693773,5665.196422020395,-95.67409061994533,5570.0116,99.54427338005489,5745.884,5656.204474432383,122.18499140119074,463657.30823836563,902084.6046707479,119496.79727144165,other
43,111,B,S_B0,1110,48961034.19458654,48969912.17651539,43383820.0,53266968.0,0.018132750001912317,-11.391128243780424,8.794613668290436,0.8276371175809358,0.25636068825114977,11.187834337276671,8877.98192885518,-5586092.176515393,9883148.0,1.0,0.8,0.6,0.6048233378410471,1.0693721889417656,-0.02444222565682491,1.0118436875666899,-0.029527538397517893,0.06036810463557475,False,0.9854559941027765,4896.991217651539,-619.070775599106,4338.382,477.9586524008941,5326.6968,4896.103419458654,118.96189849537323,411643.6673917067,2036607.8302506807,110778.986773147,other
44,108,C,S_C,1080,32327073.340288054,32345226.3496805,31841386.0,35590920.0,0.056154199922022044,-1.5024166746414367,10.096325842291243,1.8462460906066802,0.3280673572679337,15.136203515221178,18153.009392444044,-503840.34968049824,3749534.0,1.0,0.8,0.8,1.7098018825077337,2.192093476473141,-0.14861575130661142,0.7011085409927439,-0.07502715558469422,0.10446089457725813,False,1.9605250143840385,3234.5226349680497,-52.45423275110941,3184.1386,352.4954392488904,3559.092,3232.7073340288052,150.45110400795252,214988.29512059147,515683.38029993844,74018.21811829299,other
45,106,C,S_C,1060,55978904.576091714,56026082.28263373,59227300.0,61462340.0,0.08427765226789453,5.802892086773092,9.795538989968431,4.11891998800173,1.6825409676406133,7.437816616085762,47177.706542015076,3201217.7173662707,2235040.0,1.0,1.0,0.0,3.820691013573171,4.194265422741626,1.5843617591438355,1.7011281425043945,-0.9470141380935209,-0.8349540439296356,True,5.000836893453652,5602.608228263373,344.32991493427744,5922.73,581.2441549342783,6146.234,5597.890457609172,61.22238652684246,915124.1149031252,959208.6936805623,127822.85167623326,other
46,105,C,S_C,1050,60733844.07030632,61154671.90520186,60926408.0,63320752.0,0.6929049878818477,0.3170619819005066,4.259417412635757,2.781769307034277,1.1873589986069417,7.03853845679049,420827.8348955363,-228263.90520185977,2394344.0,1.0,1.0,0.0,2.6273324588153035,2.8130078745532767,1.095674766099694,1.2993425298696204,-0.7911160273699958,-0.6472760606025602,False,44.18692266403123,6115.467190520186,20.219212617836273,6092.6408,271.62533261783636,6332.0752,6073.384407030632,103.48561372426617,590948.535785335,986726.3952320798,131687.7797188254,other
47,104,B,S_B0,1040,35772625.06651655,36203943.787688665,29845396.0,38388712.0,1.2057228687302413,-16.569175607032765,7.313097455439827,3.133749548772874,3.245537020986562,15.499482939778446,431318.7211721167,-6358547.787688665,8543316.0,1.0,1.0,0.6,2.848092641586755,3.4113219048902583,2.576754761951813,3.5338111320609946,-0.17211382994973756,0.19427353646823764,False,44.857147001899975,3620.3943787688663,-616.4318229177209,2984.5396,272.0730410822791,3838.8712,3577.262506651655,172.12125021178218,210339.76771109,1401060.745469909,79836.76898760503,other
48,102,A,S_A,1020,50436034.389620066,50641215.25929039,53404952.0,53828380.0,0.40681404109866154,5.886500884357691,6.7260355645210925,1.0038244032704038,0.1583712103066232,10.583890221790025,205180.86967032403,2763736.7407096103,423428.0,1.0,1.0,0.0,0.8141896262143468,1.1898247312909764,0.05855436126881315,0.21444640452588976,-0.11059056697118225,-0.057434856840789736,True,20.928448706373675,5064.121525929039,302.8295962587539,5340.4952,346.0192522587533,5382.838,5043.603438962006,141.3834297781432,358183.5250337033,173540.8871861362,111946.5518675651,other
