farm_id,paradigm,A_built,A_fixed,A_C0,A_C1,A_C2,A_C3,t_built_bin,theta_energy_deg,theta_star_off_deg,pos_frac,wake_loss_built,wake_loss_rot,aep_built_MWh
43,S_E,0.0611,0.0611,0.0611,0.0536,0.0673,0.0,26,227.7,80,1.0,0.0178,0.0178,53.2
44,S_A,0.1392,0.1392,0.1392,0.1414,0.125,0.0,4,161.5,70,0.8,0.0367,0.0357,35.1
44,S_B0,0.5239,0.5239,0.5239,0.3199,0.2816,0.0,0,161.5,60,0.8,0.2613,0.2604,26.9
44,S_B45,0.5238,0.5238,0.5238,0.32,0.2817,0.0,9,161.5,60,0.8,0.2613,0.2604,26.9
44,S_C,0.328,0.328,0.328,0.246,0.2182,-0.0,4,161.5,125,0.8,0.1307,0.129,31.7
44,S_D,0.583,0.583,0.583,0.3753,0.3304,0.0,0,161.5,60,0.8,0.2016,0.2001,29.1
44,S_E,0.098,0.098,0.098,0.1035,0.0915,-0.0,4,161.5,70,0.8,0.0249,0.0242,35.5
45,S_A,0.5633,0.5633,0.5633,0.547,0.9666,0.0,30,31.7,30,1.0,0.0291,0.0135,60.0
45,S_B0,3.6437,3.6437,3.6437,3.3163,4.5121,0.0,0,31.7,0,1.0,0.1024,0.134,55.5
45,S_B45,3.6434,3.6434,3.6434,3.3163,4.5121,-0.0,9,31.7,0,1.0,0.1024,0.134,55.5
45,S_C,1.6825,1.6827,1.6825,1.5882,2.4532,0.0,30,31.7,120,1.0,0.0805,0.0573,56.8
45,S_D,2.7983,2.7983,2.7983,2.7063,3.9667,0.0,0,31.7,85,1.0,0.0741,0.0971,57.2
45,S_E,0.3688,0.3689,0.3688,0.3604,0.651,0.0,30,31.7,30,1.0,0.0192,0.0089,60.6
46,S_A,0.4045,0.4045,0.4045,0.4336,0.8047,-0.0,29,34.8,40,1.0,0.0235,0.0128,62.2
46,S_B0,2.6513,2.6513,2.6513,2.5578,3.5108,0.0,0,34.8,0,1.0,0.1061,0.1292,56.9
46,S_B45,2.6511,2.6511,2.6511,2.5576,3.5107,-0.0,9,34.8,0,1.0,0.1061,0.1292,56.9
46,S_C,1.1874,1.1875,1.1874,1.2172,1.9208,-0.0,29,34.8,35,1.0,0.0694,0.0547,59.3
46,S_D,2.0664,2.0664,2.0664,2.1818,3.2454,-0.0,0,34.8,30,1.0,0.0767,0.0932,58.8
46,S_E,0.2594,0.2594,0.2594,0.2862,0.5439,0.0,29,34.8,40,1.0,0.0155,0.0084,62.7
47,S_A,0.6152,0.6152,0.6152,0.4248,0.3401,-0.0,22,72.2,145,1.0,0.0453,0.0325,37.3
47,S_B0,3.2455,3.2455,3.2455,1.9268,1.5221,-0.0,0,72.2,170,1.0,0.2465,0.2603,29.4
47,S_B45,3.2455,3.2455,3.2455,1.9268,1.522,0.0,9,72.2,80,1.0,0.2465,0.2603,29.4
47,S_C,1.7316,1.7319,1.7316,1.0596,0.8392,-0.0,22,72.2,60,1.0,0.1403,0.1245,33.6
47,S_D,2.8538,2.8538,2.8538,1.8024,1.4203,0.0,0,72.2,170,1.0,0.1817,0.1978,32.0
47,S_E,0.4112,0.4112,0.4112,0.2886,0.2322,0.0,22,72.2,145,1.0,0.0305,0.0217,37.9
48,S_A,0.1584,0.1583,0.1584,0.139,0.181,-0.0,25,234.6,55,1.0,0.0263,0.0252,53.3
48,S_B0,0.6073,0.6073,0.6073,0.5048,0.6019,-0.0,0,234.6,175,0.8,0.1865,0.1908,44.5
48,S_B45,0.6072,0.6072,0.6072,0.5047,0.6017,0.0,9,234.6,175,0.8,0.1865,0.1908,44.5
48,S_C,0.4016,0.4015,0.4016,0.3241,0.4098,-0.0,25,234.6,140,1.0,0.0923,0.0919,49.6
48,S_D,0.5691,0.5691,0.5691,0.4592,0.5655,0.0,0,234.6,175,0.8,0.1401,0.1447,47.0
48,S_E,0.1154,0.1154,0.1154,0.1022,0.1368,-0.0,25,234.6,55,1.0,0.0178,0.017,53.7
49,S_A,0.2391,0.239,0.2391,0.2081,0.2506,0.0,25,234.7,55,1.0,0.0297,0.0275,50.4
49,S_B0,0.7859,0.7859,0.7859,0.706,0.7925,-0.0,0,234.7,170,0.8,0.2004,0.2056,41.5
49,S_B45,0.7859,0.7858,0.7859,0.7058,0.7923,-0.0,9,234.7,80,0.8,0.2004,0.2056,41.5
49,S_C,0.5376,0.5375,0.5376,0.4765,0.5406,0.0,25,234.7,145,1.0,0.1012,0.0998,46.7
49,S_D,0.6947,0.6947,0.6947,0.6479,0.7325,0.0,0,234.7,0,0.8,0.1505,0.1564,44.1
49,S_E,0.1732,0.1732,0.1732,0.1504,0.1854,-0.0,25,234.7,55,1.0,0.0201,0.0186,50.9
50,S_A,0.2813,0.2812,0.2813,0.1836,0.148,0.0,19,86.5,175,1.0,0.0344,0.0359,32.6
50,S_B0,0.8724,0.8724,0.8724,0.4692,0.3951,0.0,0,86.5,90,1.0,0.2633,0.2696,24.9
50,S_B45,0.8723,0.8723,0.8723,0.4692,0.395,0.0,9,86.5,90,1.0,0.2633,0.2696,24.9
50,S_C,0.6828,0.6828,0.6828,0.407,0.3359,0.0,19,86.5,85,1.0,0.1306,0.1324,29.4
50,S_D,0.9774,0.9774,0.9774,0.5751,0.4741,0.0,0,86.5,90,1.0,0.2033,0.2068,26.9
50,S_E,0.2019,0.2019,0.2019,0.1338,0.1074,0.0,19,86.5,175,1.0,0.0231,0.0242,33.0
51,S_A,0.1352,0.1351,0.1352,0.1287,0.1585,-0.0,26,231.9,50,1.0,0.0277,0.0266,52.1
51,S_B0,0.3468,0.3468,0.3468,0.335,0.3795,-0.0,0,231.9,0,0.8,0.1976,0.2004,43.0
51,S_B45,0.3463,0.3463,0.3463,0.3349,0.3794,0.0,9,231.9,0,0.8,0.1976,0.2004,43.0
51,S_C,0.2727,0.2727,0.2727,0.2499,0.2831,-0.0,26,231.9,140,1.0,0.0973,0.0968,48.3
51,S_D,0.3957,0.3957,0.3957,0.338,0.387,-0.0,0,231.9,0,1.0,0.1487,0.1521,45.6
51,S_E,0.1032,0.1033,0.1032,0.0959,0.1213,-0.0,26,231.9,50,1.0,0.0187,0.018,52.6
52,S_A,0.6042,0.6042,0.6042,0.5924,0.8718,0.0,30,31.8,150,1.0,0.0327,0.0163,56.9
52,S_B0,3.5534,3.5534,3.5534,3.265,3.7432,0.0,0,31.8,0,1.0,0.1275,0.1574,51.3
52,S_B45,3.5532,3.5532,3.5532,3.2648,3.743,-0.0,9,31.8,0,1.0,0.1275,0.1574,51.3
52,S_C,1.6375,1.6376,1.6375,1.5848,2.0547,-0.0,30,31.8,30,1.0,0.0916,0.0683,53.5
52,S_D,2.8925,2.8925,2.8925,2.7834,3.4236,0.0,0,31.8,35,1.0,0.093,0.1149,53.4
52,S_E,0.3948,0.3948,0.3948,0.3908,0.587,0.0,30,31.8,150,1.0,0.0217,0.0107,57.6
53,S_A,0.1239,0.1239,0.1239,0.1156,0.1447,0.0,26,231.7,50,1.0,0.027,0.0262,52.5
53,S_B0,0.2731,0.2731,0.2731,0.2724,0.3149,0.0,0,231.7,0,0.6,0.1959,0.1981,43.4
53,S_B45,0.2726,0.2726,0.2726,0.2724,0.3148,-0.0,9,231.7,0,0.6,0.1959,0.1981,43.4
53,S_C,0.2512,0.2509,0.2512,0.2042,0.2333,0.0,26,231.7,20,1.0,0.0958,0.0956,48.8
53,S_D,0.3176,0.3176,0.3176,0.2529,0.3037,0.0,0,231.7,0,0.8,0.1476,0.1503,46.0
53,S_E,0.0924,0.0924,0.0924,0.0866,0.1113,-0.0,26,231.7,50,1.0,0.0182,0.0177,53.0
54,S_A,0.1519,0.1518,0.1519,0.1364,0.1607,0.0,25,236.5,55,1.0,0.0291,0.0283,49.4
54,S_B0,0.4313,0.4313,0.4313,0.3035,0.3411,0.0,0,236.5,65,0.6,0.2061,0.2076,40.4
54,S_B45,0.4313,0.4313,0.4313,0.3035,0.3411,-0.0,9,236.5,65,0.6,0.2061,0.2076,40.4
54,S_C,0.2813,0.2811,0.2813,0.2215,0.246,0.0,25,236.5,30,0.8,0.1028,0.1017,45.7
54,S_D,0.3534,0.3534,0.3534,0.2839,0.3211,0.0,0,236.5,155,0.6,0.1559,0.1584,43.0
54,S_E,0.1188,0.1188,0.1188,0.1027,0.1236,0.0,25,236.5,55,1.0,0.0198,0.0192,49.9
55,S_A,0.1044,0.1044,0.1044,0.1138,0.1466,-0.0,25,233.3,115,1.0,0.0263,0.0252,53.3
55,S_B0,0.4852,0.4852,0.4852,0.3765,0.445,-0.0,0,233.3,0,0.8,0.1883,0.1922,44.4
55,S_B45,0.4848,0.4848,0.4848,0.3765,0.4449,0.0,9,233.3,0,0.8,0.1883,0.1922,44.4
55,S_C,0.3256,0.3256,0.3256,0.2663,0.3169,-0.0,25,233.3,145,1.0,0.0935,0.0924,49.6
55,S_D,0.479,0.479,0.479,0.3664,0.4345,0.0,0,233.3,0,1.0,0.1415,0.1456,47.0
55,S_E,0.0742,0.0742,0.0742,0.0852,0.113,0.0,25,233.3,55,1.0,0.0178,0.0171,53.7
56,S_A,0.9958,0.9958,0.9958,0.7825,0.7516,-0.0,28,41.3,40,1.0,0.0306,0.033,35.0
56,S_B0,5.4835,5.4835,5.4835,3.3484,3.0541,-0.0,0,41.3,0,1.0,0.2049,0.2462,28.7
56,S_B45,5.4828,5.4829,5.4828,3.3481,3.0538,-0.0,9,41.3,0,1.0,0.2049,0.2462,28.7
56,S_C,2.794,2.7944,2.794,1.8825,1.7596,0.0,28,41.3,135,1.0,0.11,0.1205,32.2
56,S_D,4.5886,4.5886,4.5886,2.8769,2.6527,-0.0,0,41.3,40,1.0,0.1569,0.1883,30.5
56,S_E,0.6544,0.6545,0.6544,0.5282,0.51,0.0,28,41.3,40,1.0,0.021,0.0223,35.4
57,S_A,1.5539,1.5541,1.5539,0.906,0.5391,0.0,18,91.3,160,1.0,0.0701,0.0548,20.0
57,S_B0,5.3556,5.3556,5.3556,2.8224,1.8944,0.0,0,91.3,75,1.0,0.3822,0.3554,13.3
57,S_B45,5.3553,5.3553,5.3553,2.8221,1.8941,-0.0,9,91.3,75,1.0,0.3822,0.3554,13.3
57,S_C,3.2112,3.2115,3.2112,1.7845,1.1476,0.0,18,91.3,75,1.0,0.2009,0.1868,17.2
57,S_D,5.4422,5.4422,5.4422,2.9315,1.9195,0.0,0,91.3,165,1.0,0.292,0.2797,15.2
57,S_E,1.0681,1.0682,1.0681,0.6308,0.3686,-0.0,18,91.3,160,1.0,0.0495,0.0375,20.4
58,S_A,0.2564,0.2565,0.2564,0.2083,0.1934,-0.0,19,264.8,85,1.0,0.0332,0.0343,38.1
58,S_B0,0.6448,0.6448,0.6448,0.5208,0.4902,0.0,0,264.8,5,1.0,0.2439,0.2486,29.8
58,S_B45,0.6445,0.6445,0.6445,0.5205,0.4899,0.0,9,264.8,5,1.0,0.2439,0.2486,29.8
58,S_C,0.5881,0.588,0.5881,0.4635,0.4365,0.0,19,264.8,175,1.0,0.1184,0.1234,34.7
58,S_D,0.879,0.879,0.879,0.6892,0.6449,0.0,0,264.8,5,1.0,0.1844,0.1912,32.1
58,S_E,0.1945,0.1945,0.1945,0.1593,0.1473,0.0,19,264.8,85,1.0,0.0225,0.0232,38.5
59,S_A,0.1544,0.1543,0.1544,0.1312,0.176,0.0,23,244.3,70,1.0,0.024,0.0232,56.1
59,S_B0,0.5446,0.5446,0.5446,0.3819,0.4727,0.0,0,244.3,10,0.8,0.177,0.1803,47.3
59,S_B45,0.5445,0.5445,0.5445,0.3818,0.4727,0.0,9,244.3,10,0.8,0.177,0.1803,47.3
59,S_C,0.3945,0.3944,0.3945,0.3087,0.3864,-0.0,23,244.3,165,1.0,0.0866,0.0857,52.5
59,S_D,0.4968,0.4968,0.4968,0.3822,0.4826,0.0,0,244.3,10,0.8,0.1323,0.136,49.9
59,S_E,0.1065,0.1065,0.1065,0.0945,0.133,-0.0,23,244.3,65,1.0,0.0162,0.0156,56.5
60,S_A,0.1854,0.1853,0.1854,0.1496,0.2064,-0.0,23,243.4,65,1.0,0.0233,0.0227,56.7
60,S_B0,0.5459,0.5459,0.5459,0.4135,0.5134,0.0,0,243.4,5,1.0,0.1732,0.1773,48.0
60,S_B45,0.5458,0.5457,0.5458,0.4133,0.5134,-0.0,9,243.4,5,1.0,0.1732,0.1773,48.0
60,S_C,0.4357,0.4357,0.4357,0.3439,0.4324,0.0,23,243.4,155,1.0,0.0851,0.0842,53.1
60,S_D,0.5209,0.5209,0.5209,0.4319,0.5574,-0.0,0,243.4,0,1.0,0.1291,0.1336,50.5
60,S_E,0.1307,0.1308,0.1307,0.1069,0.1545,-0.0,23,243.4,65,1.0,0.0157,0.0153,57.1
61,S_A,0.1462,0.1462,0.1462,0.133,0.1774,0.0,23,242.8,65,1.0,0.0243,0.0233,56.3
61,S_B0,0.4167,0.4167,0.4167,0.3117,0.3781,-0.0,0,242.8,10,1.0,0.1788,0.181,47.3
61,S_B45,0.4165,0.4165,0.4165,0.3116,0.3781,0.0,9,242.8,10,1.0,0.1788,0.181,47.3
61,S_C,0.3429,0.3427,0.3429,0.2904,0.3526,0.0,23,242.8,160,1.0,0.0872,0.0861,52.6
61,S_D,0.3972,0.3972,0.3972,0.3599,0.4559,0.0,0,242.8,5,1.0,0.1337,0.1366,49.9
61,S_E,0.1041,0.1041,0.1041,0.0957,0.1341,0.0,23,242.8,65,1.0,0.0164,0.0157,56.7
62,S_A,0.8212,0.8212,0.8212,0.6738,0.8555,0.0,33,16.3,155,1.0,0.0487,0.0193,41.6
62,S_B0,4.7759,4.7759,4.7759,3.6061,4.2662,-0.0,0,16.3,50,1.0,0.1564,0.1682,36.9
62,S_B45,4.7752,4.7753,4.7752,3.6054,4.2654,0.0,9,16.3,140,1.0,0.1564,0.1682,36.9
62,S_C,2.2517,2.2519,2.2517,1.8377,2.257,0.0,33,16.3,65,1.0,0.1224,0.0768,38.4
62,S_D,4.0089,4.0089,4.0089,3.188,3.878,-0.0,0,16.3,55,1.0,0.1194,0.1252,38.5
62,S_E,0.5429,0.5429,0.5429,0.4486,0.5718,0.0,33,16.3,155,1.0,0.0329,0.0128,42.3
63,S_A,0.1974,0.1974,0.1974,0.1534,0.1278,-0.0,29,213.4,110,1.0,0.0386,0.0382,33.3
63,S_B0,1.0296,1.0296,1.0296,0.5509,0.4601,0.0,0,213.4,170,1.0,0.2703,0.2747,25.3
63,S_B45,1.0297,1.0297,1.0297,0.5509,0.4601,0.0,9,213.4,80,1.0,0.2703,0.2747,25.3
63,S_C,0.5963,0.5962,0.5963,0.3673,0.31,0.0,29,213.4,25,1.0,0.137,0.137,29.9
63,S_D,0.8015,0.8015,0.8015,0.4495,0.3774,0.0,0,213.4,80,1.0,0.208,0.2118,27.4
63,S_E,0.1365,0.1365,0.1365,0.1114,0.0926,0.0,29,213.4,110,1.0,0.0263,0.0259,33.7
64,S_A,1.301,1.3014,1.301,0.6174,0.3572,0.0,13,117.0,170,1.0,0.0491,0.0577,17.6
64,S_B0,4.8835,4.8835,4.8835,2.8659,1.8733,0.0,0,117.0,145,1.0,0.4034,0.3669,11.0
64,S_B45,4.8826,4.8828,4.8826,2.8652,1.8729,-0.0,9,117.0,55,1.0,0.4034,0.3669,11.0
64,S_C,3.0018,3.002,3.0018,1.7596,1.1203,-0.0,13,117.0,80,1.0,0.1793,0.1947,15.2
64,S_D,4.5939,4.5939,4.5939,2.6671,1.7143,-0.0,0,117.0,150,1.0,0.312,0.2898,12.7
64,S_E,0.9076,0.9078,0.9076,0.4372,0.2538,-0.0,13,117.0,170,1.0,0.0338,0.0397,17.9
65,S_A,0.1736,0.1736,0.1736,0.1365,0.1816,0.0,24,238.9,60,1.0,0.0241,0.0241,55.1
65,S_B0,0.3008,0.3008,0.3008,0.2857,0.3442,0.0,0,238.9,0,0.6,0.1817,0.1842,46.2
65,S_B45,0.3006,0.3006,0.3006,0.2855,0.3441,-0.0,9,238.9,0,0.6,0.1817,0.1842,46.2
65,S_C,0.3415,0.3416,0.3415,0.2712,0.3306,-0.0,24,238.9,150,1.0,0.0889,0.0884,51.4
65,S_D,0.4054,0.4054,0.4054,0.3559,0.4515,0.0,0,238.9,0,1.0,0.1359,0.1394,48.8
65,S_E,0.1293,0.1293,0.1293,0.0996,0.1375,0.0,24,238.9,60,1.0,0.0162,0.0163,55.5
66,S_A,0.2778,0.2777,0.2778,0.2649,0.2088,0.0,19,82.8,175,1.0,0.0352,0.0366,33.8
66,S_B0,1.2841,1.2841,1.2841,0.8508,0.6955,0.0,0,82.8,85,1.0,0.2654,0.2743,25.7
66,S_B45,1.2837,1.2837,1.2837,0.8507,0.6954,0.0,9,82.8,175,1.0,0.2654,0.2743,25.7
66,S_C,0.8148,0.8147,0.8148,0.5728,0.4613,0.0,19,82.8,85,1.0,0.133,0.1349,30.3
66,S_D,1.27,1.27,1.27,0.8722,0.7045,-0.0,0,82.8,90,1.0,0.2053,0.2106,27.8
66,S_E,0.2004,0.2004,0.2004,0.193,0.1518,0.0,19,82.8,175,1.0,0.0236,0.0247,34.2
67,S_A,0.1585,0.1585,0.1585,0.1498,0.1712,-0.0,25,232.6,115,1.0,0.0302,0.029,49.9
67,S_B0,0.3546,0.3546,0.3546,0.2863,0.3101,-0.0,0,232.6,60,0.8,0.2145,0.2149,40.5
67,S_B45,0.3548,0.3547,0.3548,0.2863,0.3102,0.0,9,232.6,60,0.8,0.2145,0.2149,40.5
67,S_C,0.3248,0.3245,0.3248,0.2395,0.2613,0.0,25,232.6,25,0.8,0.1051,0.1049,46.1
67,S_D,0.3781,0.3781,0.3781,0.2909,0.32,0.0,0,232.6,60,0.8,0.1624,0.1638,43.1
67,S_E,0.1064,0.1064,0.1064,0.1062,0.1247,0.0,25,232.6,115,1.0,0.0205,0.0197,50.4
68,S_A,0.2084,0.2084,0.2084,0.1583,0.2238,0.0,23,243.9,65,1.0,0.023,0.0225,56.9
68,S_B0,0.478,0.478,0.478,0.4239,0.5298,-0.0,0,243.9,0,1.0,0.1719,0.1758,48.2
68,S_B45,0.4778,0.4778,0.4778,0.4238,0.5297,0.0,9,243.9,0,1.0,0.1719,0.1758,48.2
68,S_C,0.4082,0.4082,0.4082,0.3488,0.4457,0.0,23,243.9,155,1.0,0.0845,0.0835,53.3
68,S_D,0.4775,0.4775,0.4775,0.4368,0.5672,0.0,0,243.9,0,1.0,0.1284,0.1325,50.7
68,S_E,0.1507,0.1507,0.1507,0.1125,0.1659,0.0,23,243.9,65,1.0,0.0155,0.0152,57.3
69,S_A,0.1661,0.166,0.1661,0.1377,0.1637,0.0,23,242.7,125,1.0,0.027,0.0255,48.2
69,S_B0,0.6521,0.6521,0.6521,0.4285,0.4861,0.0,0,242.7,65,1.0,0.198,0.1981,39.7
69,S_B45,0.6522,0.6522,0.6522,0.4285,0.4862,-0.0,9,242.7,65,1.0,0.198,0.1981,39.7
69,S_C,0.4741,0.4739,0.4741,0.3138,0.358,0.0,23,242.7,40,1.0,0.0946,0.0949,44.8
69,S_D,0.5461,0.5461,0.5461,0.4054,0.4689,-0.0,0,242.7,170,1.0,0.1485,0.1503,42.2
69,S_E,0.116,0.116,0.116,0.0982,0.1188,0.0,23,242.7,125,1.0,0.0182,0.0171,48.6
70,S_A,0.3637,0.3637,0.3637,0.3019,0.239,0.0,18,267.8,30,1.0,0.0381,0.0406,29.7
70,S_B0,1.2276,1.2276,1.2276,0.7328,0.5886,0.0,0,267.8,25,1.0,0.2836,0.2866,22.1
70,S_B45,1.2272,1.2272,1.2272,0.7327,0.5885,0.0,9,267.8,115,1.0,0.2836,0.2866,22.1
70,S_C,0.8036,0.8035,0.8036,0.5309,0.4317,0.0,18,267.8,115,1.0,0.1437,0.1442,26.5
70,S_D,1.0272,1.0272,1.0272,0.7697,0.6065,0.0,0,267.8,95,1.0,0.2218,0.2217,24.1
70,S_E,0.2527,0.2527,0.2527,0.2149,0.169,0.0,18,267.8,30,1.0,0.0256,0.0275,30.1
71,S_A,0.767,0.767,0.767,0.7025,1.0036,0.0,27,43.1,160,1.0,0.0328,0.017,48.9
71,S_B0,4.6059,4.6059,4.6059,3.9745,4.6663,0.0,0,43.1,25,1.0,0.1449,0.1593,43.3
71,S_B45,4.6053,4.6053,4.6053,3.974,4.6657,-0.0,9,43.1,115,1.0,0.1449,0.1593,43.3
71,S_C,2.2055,2.2057,2.2055,1.9489,2.5317,0.0,27,43.1,70,1.0,0.0926,0.0701,45.9
71,S_D,3.8097,3.8097,3.8097,3.3731,4.1613,0.0,0,43.1,30,1.0,0.105,0.1168,45.3
71,S_E,0.5051,0.5051,0.5051,0.4656,0.6742,0.0,27,43.1,160,1.0,0.0218,0.0112,49.5
72,S_A,0.6143,0.6143,0.6143,0.4876,0.3818,-0.0,17,93.6,75,1.0,0.0379,0.0402,38.5
72,S_B0,2.9381,2.9381,2.9381,1.8485,1.4663,0.0,0,93.6,160,1.0,0.2936,0.2886,28.3
72,S_B45,2.9377,2.9376,2.9377,1.8483,1.4661,0.0,9,93.6,160,1.0,0.2936,0.2886,28.3
72,S_C,1.6805,1.6807,1.6805,1.1874,0.9412,0.0,17,93.6,165,1.0,0.1407,0.1444,34.4
72,S_D,2.2419,2.2419,2.2419,1.5088,1.2027,0.0,0,93.6,160,1.0,0.2258,0.2228,31.0
72,S_E,0.4192,0.4191,0.4192,0.3424,0.2679,-0.0,17,93.6,75,1.0,0.0258,0.0272,39.0
73,S_A,0.1242,0.1241,0.1242,0.1298,0.1696,0.0,25,233.6,115,1.0,0.0261,0.025,53.4
73,S_B0,0.4526,0.4526,0.4526,0.3465,0.4109,0.0,0,233.6,0,0.8,0.1871,0.1908,44.6
73,S_B45,0.4522,0.4522,0.4522,0.3465,0.4108,-0.0,9,233.6,0,0.8,0.1871,0.1908,44.6
73,S_C,0.2843,0.2844,0.2843,0.2438,0.2907,0.0,25,233.6,145,0.8,0.0922,0.0917,49.8
73,S_D,0.4344,0.4344,0.4344,0.3192,0.3939,0.0,0,233.6,0,0.8,0.1408,0.1445,47.1
73,S_E,0.0884,0.0884,0.0884,0.0927,0.1251,-0.0,25,233.6,115,1.0,0.0177,0.0169,53.9
74,S_A,0.3439,0.3439,0.3439,0.258,0.2515,0.0,32,21.2,140,1.0,0.0339,0.0285,40.9
74,S_B0,2.5455,2.5455,2.5455,1.6629,1.5533,0.0,0,21.2,45,1.0,0.2302,0.2273,32.6
74,S_B45,2.5449,2.545,2.5449,1.6625,1.553,-0.0,9,21.2,135,1.0,0.2302,0.2273,32.6
74,S_C,1.324,1.3242,1.324,0.9751,0.9378,0.0,32,21.2,155,1.0,0.1119,0.1081,37.6
74,S_D,2.2107,2.2107,2.2107,1.5297,1.4509,-0.0,0,21.2,45,1.0,0.1779,0.1722,34.8
74,S_E,0.2346,0.2346,0.2346,0.1855,0.183,0.0,32,21.2,140,1.0,0.0229,0.0191,41.3
75,S_A,0.2167,0.2167,0.2167,0.2141,0.2205,0.0,22,250.3,70,1.0,0.0307,0.0301,43.3
75,S_B0,0.7971,0.7971,0.7971,0.7556,0.7507,-0.0,0,250.3,0,1.0,0.221,0.2272,34.8
75,S_B45,0.7967,0.7967,0.7967,0.7554,0.7504,0.0,9,250.3,0,1.0,0.221,0.2272,34.8
75,S_C,0.5627,0.5627,0.5627,0.5177,0.5216,0.0,22,250.3,160,1.0,0.1088,0.1105,39.8
75,S_D,0.7918,0.7918,0.7918,0.7132,0.7149,0.0,0,250.3,0,1.0,0.1668,0.1734,37.2
75,S_E,0.1584,0.1584,0.1584,0.1565,0.1625,0.0,22,250.3,70,1.0,0.0207,0.0203,43.7
76,S_A,0.1846,0.1846,0.1846,0.1504,0.1233,0.0,7,144.5,45,0.8,0.0402,0.0393,30.9
76,S_B0,0.8943,0.8943,0.8943,0.544,0.4522,0.0,0,144.5,170,1.0,0.2739,0.2786,23.4
76,S_B45,0.8942,0.8942,0.8942,0.544,0.4522,0.0,9,144.5,80,1.0,0.2739,0.2786,23.4
76,S_C,0.5387,0.5388,0.5387,0.3505,0.2911,0.0,7,144.5,135,1.0,0.1459,0.1399,27.5
76,S_D,0.7626,0.7626,0.7626,0.4309,0.3604,0.0,0,144.5,80,1.0,0.2117,0.2153,25.4
76,S_E,0.1287,0.1287,0.1287,0.1085,0.0883,-0.0,7,144.5,40,0.8,0.0272,0.0267,31.3
77,S_A,0.4702,0.4702,0.4702,0.2695,0.1992,0.0,19,84.5,15,1.0,0.0503,0.0451,30.3
77,S_B0,1.9726,1.9726,1.9726,0.9513,0.7139,0.0,0,84.5,115,1.0,0.3134,0.3103,21.9
77,S_B45,1.9726,1.9727,1.9726,0.9512,0.7138,-0.0,9,84.5,115,1.0,0.3134,0.3103,21.9
77,S_C,1.1961,1.1964,1.1961,0.6365,0.4875,0.0,19,84.5,20,1.0,0.1585,0.1585,26.8
77,S_D,1.9611,1.9611,1.9611,0.9994,0.7467,0.0,0,84.5,25,1.0,0.2413,0.2415,24.2
77,S_E,0.3038,0.3038,0.3038,0.2089,0.15,0.0,19,84.5,15,1.0,0.0347,0.0307,30.8
78,S_A,0.3268,0.3268,0.3268,0.2379,0.1981,-0.0,12,301.3,0,1.0,0.0349,0.038,33.0
78,S_B0,1.3947,1.3947,1.3947,0.9724,0.8124,0.0,0,301.3,45,1.0,0.2785,0.2745,24.7
78,S_B45,1.3943,1.3943,1.3943,0.9721,0.8121,-0.0,9,301.3,45,1.0,0.2785,0.2745,24.7
78,S_C,0.8754,0.8753,0.8754,0.6508,0.5428,0.0,12,301.3,75,1.0,0.1339,0.1367,29.6
78,S_D,1.3298,1.3298,1.3298,0.9524,0.7934,-0.0,0,301.3,45,1.0,0.217,0.2115,26.8
78,S_E,0.2312,0.2312,0.2312,0.172,0.1431,0.0,12,301.3,0,1.0,0.0235,0.0257,33.4
79,S_A,0.3191,0.3191,0.3191,0.2404,0.2081,-0.0,27,223.9,70,1.0,0.0351,0.0366,33.3
79,S_B0,1.6379,1.6379,1.6379,0.8286,0.7074,0.0,0,223.9,20,1.0,0.2685,0.2662,25.2
79,S_B45,1.6375,1.6374,1.6375,0.8282,0.7071,-0.0,9,223.9,20,1.0,0.2685,0.2662,25.2
79,S_C,0.8913,0.8912,0.8913,0.5569,0.4806,-0.0,27,223.9,155,1.0,0.128,0.132,30.1
79,S_D,1.2946,1.2946,1.2946,0.7504,0.6448,0.0,0,223.9,20,1.0,0.208,0.2047,27.3
79,S_E,0.2194,0.2193,0.2194,0.1669,0.1447,-0.0,27,223.9,70,1.0,0.0238,0.0248,33.7
80,S_A,0.1653,0.1652,0.1653,0.1511,0.2058,0.0,25,235.2,60,1.0,0.0239,0.0237,53.3
80,S_B0,0.4468,0.4468,0.4468,0.353,0.4341,0.0,0,235.2,0,0.6,0.1771,0.1807,44.9
80,S_B45,0.4466,0.4466,0.4466,0.3529,0.434,-0.0,9,235.2,0,0.6,0.1771,0.1807,44.9
80,S_C,0.4023,0.4022,0.4023,0.3197,0.4021,0.0,25,235.2,145,1.0,0.0884,0.0867,49.8
80,S_D,0.4596,0.4596,0.4596,0.3697,0.472,0.0,0,235.2,0,0.8,0.1328,0.1368,47.4
80,S_E,0.115,0.115,0.115,0.1084,0.1528,0.0,25,235.2,55,1.0,0.0161,0.016,53.7
81,S_A,0.7171,0.7171,0.7171,0.6517,0.8909,-0.0,30,31.1,35,1.0,0.0372,0.0176,54.7
81,S_B0,4.1615,4.1615,4.1615,3.5422,3.888,-0.0,0,31.1,0,1.0,0.1326,0.1672,49.3
81,S_B45,4.1611,4.1611,4.1611,3.5419,3.8877,0.0,9,31.1,0,1.0,0.1326,0.1672,49.3
81,S_C,1.9752,1.9754,1.9752,1.7808,2.1642,0.0,30,31.1,120,1.0,0.1014,0.0733,51.0
