farm_id,paradigm,A_built,A_fixed,A_C0,A_C1,A_C2,A_C3,t_built_bin,theta_energy_deg,theta_star_off_deg,pos_frac,wake_loss_built,wake_loss_rot,aep_built_MWh
6,S_A,0.3419,0.3419,0.3419,0.3063,0.2529,-0.0,17,275.3,35,1.0,0.0383,0.0386,31.8
6,S_B0,1.164,1.164,1.164,0.8254,0.6841,0.0,0,275.3,25,1.0,0.2745,0.2762,24.0
6,S_B45,1.1637,1.1637,1.1637,0.8253,0.684,-0.0,9,275.3,115,1.0,0.2745,0.2762,24.0
6,S_C,0.7193,0.7192,0.7193,0.5546,0.4647,0.0,17,275.3,120,1.0,0.1435,0.138,28.4
6,S_D,0.9149,0.9149,0.9149,0.6821,0.5694,0.0,0,275.3,115,1.0,0.2139,0.2131,26.0
6,S_E,0.2351,0.2351,0.2351,0.2156,0.1776,-0.0,17,275.3,35,1.0,0.0258,0.0261,32.3
7,S_A,0.1461,0.1461,0.1461,0.1248,0.1617,0.0,24,237.8,60,1.0,0.0247,0.0244,54.9
7,S_B0,0.2709,0.2709,0.2709,0.249,0.2932,-0.0,0,237.8,0,0.8,0.1843,0.1865,45.9
7,S_B45,0.2707,0.2707,0.2707,0.2488,0.2931,0.0,9,237.8,0,0.8,0.1843,0.1865,45.9
7,S_C,0.3045,0.3046,0.3045,0.2553,0.3036,0.0,24,237.8,150,1.0,0.0902,0.0895,51.2
7,S_D,0.3622,0.3622,0.3622,0.3282,0.408,-0.0,0,237.8,0,1.0,0.138,0.1411,48.5
7,S_E,0.1093,0.1093,0.1093,0.0919,0.1241,0.0,24,237.8,60,1.0,0.0166,0.0165,55.4
8,S_A,0.6446,0.6447,0.6446,0.4942,0.4196,0.0,19,84.3,60,1.0,0.0383,0.0369,41.1
8,S_B0,3.2538,3.2538,3.2538,1.9436,1.6062,-0.0,0,84.3,160,1.0,0.2841,0.2718,30.6
8,S_B45,3.2534,3.2535,3.2534,1.9434,1.606,0.0,9,84.3,70,1.0,0.2841,0.2718,30.6
8,S_C,1.6508,1.6512,1.6508,1.1671,0.9761,-0.0,19,84.3,155,1.0,0.1434,0.1343,36.6
8,S_D,2.5412,2.5412,2.5412,1.5699,1.3064,-0.0,0,84.3,70,1.0,0.2174,0.2088,33.4
8,S_E,0.436,0.436,0.436,0.3411,0.2911,-0.0,19,84.3,60,1.0,0.0262,0.0249,41.6
9,S_A,0.1928,0.1927,0.1928,0.1571,0.2071,-0.0,25,235.1,55,1.0,0.0248,0.0245,52.0
9,S_B0,0.3918,0.3918,0.3918,0.3595,0.4508,-0.0,0,235.1,5,0.8,0.1827,0.1858,43.6
9,S_B45,0.3917,0.3917,0.3917,0.3595,0.4507,0.0,9,235.1,5,0.8,0.1827,0.1858,43.6
9,S_C,0.4066,0.4065,0.4066,0.3212,0.3897,-0.0,25,235.1,145,1.0,0.0917,0.0895,48.4
9,S_D,0.4214,0.4214,0.4214,0.4166,0.5446,0.0,0,235.1,0,1.0,0.1372,0.1408,46.0
9,S_E,0.1403,0.1403,0.1403,0.114,0.1555,0.0,25,235.1,55,1.0,0.0167,0.0166,52.4
10,S_A,0.1427,0.1427,0.1427,0.1342,0.1847,0.0,28,218.3,130,1.0,0.0245,0.0241,54.6
10,S_B0,0.5824,0.5824,0.5824,0.4185,0.4907,-0.0,0,218.3,70,0.8,0.1815,0.1852,45.8
10,S_B45,0.5822,0.5822,0.5822,0.4183,0.4905,-0.0,9,218.3,70,0.8,0.1815,0.1852,45.8
10,S_C,0.3349,0.3346,0.3349,0.2822,0.3487,0.0,28,218.3,20,1.0,0.09,0.0886,50.9
10,S_D,0.4667,0.4667,0.4667,0.3779,0.4546,0.0,0,218.3,70,1.0,0.1371,0.14,48.3
10,S_E,0.0987,0.0987,0.0987,0.0997,0.1403,-0.0,28,218.3,130,1.0,0.0166,0.0163,55.0
11,S_A,0.1256,0.1255,0.1256,0.1146,0.1465,-0.0,24,239.8,60,1.0,0.0241,0.0238,55.7
11,S_B0,0.1381,0.1381,0.1381,0.1891,0.231,-0.0,0,239.8,170,0.8,0.1836,0.1843,46.6
11,S_B45,0.1382,0.1381,0.1382,0.1891,0.2309,0.0,9,239.8,170,0.8,0.1836,0.1843,46.6
11,S_C,0.218,0.2179,0.218,0.2192,0.2538,-0.0,24,239.8,150,1.0,0.0888,0.0879,52.0
11,S_D,0.2412,0.2412,0.2412,0.2787,0.3601,-0.0,0,239.8,170,0.8,0.1373,0.1391,49.2
11,S_E,0.0936,0.0936,0.0936,0.0843,0.114,0.0,24,239.8,60,1.0,0.0163,0.016,56.1
12,S_A,0.8504,0.8504,0.8504,0.6245,0.554,0.0,24,58.0,150,1.0,0.05,0.0294,39.3
12,S_B0,4.7786,4.7786,4.7786,3.1468,2.6326,0.0,0,58.0,5,1.0,0.2132,0.2416,32.5
12,S_B45,4.7785,4.7785,4.7785,3.1466,2.6325,0.0,9,58.0,95,1.0,0.2132,0.2416,32.5
12,S_C,2.3849,2.3852,2.3849,1.6858,1.4455,-0.0,24,58.0,65,1.0,0.142,0.114,35.5
12,S_D,4.1664,4.1664,4.1664,2.9202,2.4718,0.0,0,58.0,5,1.0,0.1558,0.1825,34.9
12,S_E,0.5617,0.5617,0.5617,0.417,0.373,0.0,24,58.0,150,1.0,0.0337,0.0196,39.9
13,S_A,0.1738,0.1737,0.1738,0.184,0.2026,0.0,25,236.3,55,1.0,0.0317,0.0302,46.3
13,S_B0,0.6431,0.6431,0.6431,0.5346,0.5726,0.0,0,236.3,160,0.8,0.2174,0.2199,37.4
13,S_B45,0.643,0.6431,0.643,0.5345,0.5725,-0.0,9,236.3,70,0.8,0.2174,0.2199,37.4
13,S_C,0.3991,0.3988,0.3991,0.3555,0.3757,0.0,25,236.3,165,0.8,0.111,0.1081,42.5
13,S_D,0.6359,0.6359,0.6359,0.5626,0.6148,-0.0,0,236.3,160,1.0,0.1647,0.1681,39.9
13,S_E,0.1246,0.1246,0.1246,0.1362,0.1533,-0.0,25,236.3,55,1.0,0.0215,0.0205,46.7
14,S_A,0.3309,0.3309,0.3309,0.241,0.2134,0.0,11,303.7,5,1.0,0.0336,0.0354,35.4
14,S_B0,1.5659,1.5659,1.5659,1.0554,0.9202,-0.0,0,303.7,45,1.0,0.2662,0.2601,26.9
14,S_B45,1.5654,1.5654,1.5654,1.055,0.9198,0.0,9,303.7,45,1.0,0.2662,0.2601,26.9
14,S_C,0.94,0.94,0.94,0.6774,0.5961,0.0,11,303.7,80,1.0,0.1247,0.1283,32.1
14,S_D,1.4121,1.4121,1.4121,0.9816,0.8588,0.0,0,303.7,45,1.0,0.207,0.1996,29.1
14,S_E,0.2318,0.2318,0.2318,0.1754,0.1559,-0.0,11,303.7,5,1.0,0.0227,0.0239,35.8
15,S_A,0.1561,0.156,0.1561,0.1512,0.1842,-0.0,25,237.5,55,0.8,0.0301,0.0277,49.7
15,S_B0,0.5719,0.5719,0.5719,0.4766,0.5421,0.0,0,237.5,5,1.0,0.1996,0.2032,41.0
15,S_B45,0.5715,0.5715,0.5715,0.4763,0.5418,0.0,9,237.5,5,1.0,0.1996,0.2032,41.0
15,S_C,0.3482,0.348,0.3482,0.3489,0.4052,0.0,25,237.5,150,1.0,0.1023,0.0994,46.0
15,S_D,0.5842,0.5842,0.5842,0.4978,0.5879,-0.0,0,237.5,5,1.0,0.151,0.155,43.5
15,S_E,0.1191,0.1191,0.1191,0.1119,0.1386,0.0,25,237.5,55,1.0,0.0205,0.0188,50.2
16,S_A,0.1605,0.1604,0.1605,0.1236,0.1677,0.0,24,240.7,60,1.0,0.0234,0.0235,55.9
16,S_B0,0.3184,0.3184,0.3184,0.2769,0.3406,0.0,0,240.7,0,1.0,0.1776,0.1802,47.0
16,S_B45,0.3182,0.3182,0.3182,0.2767,0.3405,0.0,9,240.7,0,1.0,0.1776,0.1802,47.0
16,S_C,0.3424,0.3424,0.3424,0.2608,0.3252,0.0,24,240.7,150,1.0,0.0864,0.0863,52.3
16,S_D,0.4074,0.4074,0.4074,0.3373,0.4366,-0.0,0,240.7,0,1.0,0.1327,0.1363,49.6
16,S_E,0.1169,0.1169,0.1169,0.0898,0.1267,0.0,24,240.7,60,1.0,0.0158,0.0158,56.3
17,S_A,0.2228,0.2227,0.2228,0.1893,0.2185,-0.0,25,234.0,55,1.0,0.0309,0.0289,49.0
17,S_B0,0.7609,0.7609,0.7609,0.6721,0.7308,0.0,0,234.0,175,0.8,0.208,0.2135,40.1
17,S_B45,0.7608,0.7608,0.7608,0.6719,0.7306,0.0,9,234.0,175,0.8,0.208,0.2135,40.1
17,S_C,0.5371,0.537,0.5371,0.4557,0.5021,0.0,25,234.0,145,1.0,0.1051,0.1042,45.3
17,S_D,0.7212,0.7212,0.7212,0.6465,0.7115,-0.0,0,234.0,0,0.8,0.1567,0.1627,42.7
17,S_E,0.1604,0.1604,0.1604,0.1378,0.1623,0.0,25,234.0,55,1.0,0.0209,0.0196,49.5
18,S_A,0.1131,0.113,0.1131,0.1201,0.1562,0.0,25,236.9,55,1.0,0.0243,0.0244,55.0
18,S_B0,0.1682,0.1682,0.1682,0.2284,0.2744,-0.0,0,236.9,5,0.8,0.1852,0.1865,46.0
18,S_B45,0.168,0.168,0.168,0.2282,0.2743,0.0,9,236.9,5,0.8,0.1852,0.1865,46.0
18,S_C,0.2384,0.2383,0.2384,0.2358,0.2809,-0.0,25,236.9,150,0.8,0.0896,0.0894,51.4
18,S_D,0.261,0.261,0.261,0.307,0.3869,0.0,0,236.9,5,0.8,0.1391,0.1411,48.6
18,S_E,0.0845,0.0845,0.0845,0.0874,0.1185,-0.0,25,236.9,55,1.0,0.0164,0.0164,55.5
19,S_A,0.2432,0.2432,0.2432,0.1763,0.1412,0.0,17,92.8,5,1.0,0.0345,0.0361,32.8
19,S_B0,0.8493,0.8493,0.8493,0.4813,0.4009,0.0,0,92.8,90,1.0,0.2649,0.2711,24.9
19,S_B45,0.8492,0.8492,0.8492,0.4812,0.4009,0.0,9,92.8,90,1.0,0.2649,0.2711,24.9
19,S_C,0.6478,0.6479,0.6478,0.4099,0.3367,0.0,17,92.8,95,1.0,0.1312,0.1332,29.5
19,S_D,0.9938,0.9938,0.9938,0.6066,0.495,-0.0,0,92.8,90,1.0,0.205,0.208,27.0
19,S_E,0.1746,0.1746,0.1746,0.1284,0.1024,0.0,17,92.8,5,1.0,0.0231,0.0244,33.1
20,S_A,0.1715,0.1715,0.1715,0.1293,0.1776,0.0,24,241.6,60,1.0,0.0229,0.0232,56.3
20,S_B0,0.3278,0.3278,0.3278,0.277,0.3491,0.0,0,241.6,175,1.0,0.1764,0.1788,47.4
20,S_B45,0.3278,0.3278,0.3278,0.277,0.3491,0.0,9,241.6,175,1.0,0.1764,0.1788,47.4
20,S_C,0.3168,0.3168,0.3168,0.2515,0.3142,0.0,24,241.6,150,1.0,0.0854,0.0854,52.7
20,S_D,0.378,0.378,0.378,0.3261,0.4313,0.0,0,241.6,175,1.0,0.1319,0.1351,50.0
20,S_E,0.1251,0.1251,0.1251,0.093,0.1331,0.0,24,241.6,60,1.0,0.0154,0.0156,56.7
21,S_A,0.5431,0.5431,0.5431,0.4989,0.5985,0.0,29,33.3,40,1.0,0.0338,0.0218,46.5
21,S_B0,2.8932,2.8932,2.8932,2.4764,2.5385,0.0,0,33.3,0,1.0,0.1671,0.1905,40.1
21,S_B45,2.893,2.893,2.893,2.4763,2.5384,0.0,9,33.3,90,1.0,0.1671,0.1905,40.1
21,S_C,1.4657,1.4658,1.4657,1.351,1.4744,0.0,29,33.3,35,1.0,0.1005,0.0868,43.3
21,S_D,2.3973,2.3973,2.3973,2.0557,2.1733,-0.0,0,33.3,30,1.0,0.1243,0.1418,42.1
21,S_E,0.3533,0.3533,0.3533,0.3361,0.4084,-0.0,29,33.3,40,1.0,0.0227,0.0145,47.0
22,S_A,0.1491,0.1491,0.1491,0.1163,0.1294,-0.0,24,237.6,100,1.0,0.029,0.0292,49.9
22,S_B0,0.583,0.583,0.583,0.4154,0.4357,-0.0,0,237.6,40,0.8,0.2198,0.2184,40.1
22,S_B45,0.583,0.583,0.583,0.4155,0.4358,0.0,9,237.6,40,0.8,0.2198,0.2184,40.1
22,S_C,0.4428,0.4425,0.4428,0.3184,0.3356,0.0,24,237.6,10,1.0,0.1034,0.1061,46.0
22,S_D,0.4831,0.4831,0.4831,0.3645,0.3843,0.0,0,237.6,35,1.0,0.1647,0.1662,42.9
22,S_E,0.1009,0.1009,0.1009,0.0833,0.0954,-0.0,24,237.6,100,1.0,0.0196,0.0198,50.3
23,S_A,0.1736,0.1736,0.1736,0.1365,0.1816,0.0,24,238.9,60,1.0,0.0241,0.0241,55.1
23,S_B0,0.3008,0.3008,0.3008,0.2857,0.3442,0.0,0,238.9,0,0.6,0.1817,0.1842,46.2
23,S_B45,0.3006,0.3006,0.3006,0.2855,0.3441,-0.0,9,238.9,0,0.6,0.1817,0.1842,46.2
23,S_C,0.3415,0.3416,0.3415,0.2712,0.3306,-0.0,24,238.9,150,1.0,0.0889,0.0884,51.4
23,S_D,0.4054,0.4054,0.4054,0.3559,0.4515,0.0,0,238.9,0,1.0,0.1359,0.1394,48.8
23,S_E,0.1293,0.1293,0.1293,0.0996,0.1375,0.0,24,238.9,60,1.0,0.0162,0.0163,55.5
24,S_A,0.2656,0.2655,0.2656,0.2007,0.1541,0.0,21,75.3,165,1.0,0.037,0.038,31.5
24,S_B0,0.8269,0.8269,0.8269,0.5616,0.4629,-0.0,0,75.3,85,1.0,0.2747,0.2803,23.8
24,S_B45,0.8267,0.8267,0.8267,0.5616,0.4629,0.0,9,75.3,85,1.0,0.2747,0.2803,23.8
24,S_C,0.63,0.6299,0.63,0.4257,0.3405,0.0,21,75.3,75,1.0,0.1417,0.1388,28.1
24,S_D,0.9038,0.9038,0.9038,0.5952,0.4803,0.0,0,75.3,90,1.0,0.2124,0.2157,25.8
24,S_E,0.1907,0.1907,0.1907,0.1456,0.111,0.0,21,75.3,165,1.0,0.0248,0.0256,31.9
25,S_A,0.1032,0.1032,0.1032,0.085,0.107,-0.0,24,239.0,90,1.0,0.0219,0.0226,53.9
25,S_B0,0.5782,0.5782,0.5782,0.4591,0.5426,0.0,0,239.0,40,1.0,0.1854,0.1831,44.9
25,S_B45,0.5782,0.5782,0.5782,0.4591,0.5425,0.0,9,239.0,40,1.0,0.1854,0.1831,44.9
25,S_C,0.3425,0.3423,0.3425,0.2803,0.3449,0.0,24,239.0,10,1.0,0.0831,0.086,50.5
25,S_D,0.5092,0.5092,0.5092,0.4219,0.5158,0.0,0,239.0,135,1.0,0.1373,0.1378,47.5
25,S_E,0.0688,0.0688,0.0688,0.0624,0.0803,-0.0,24,239.0,90,1.0,0.0147,0.0151,54.3
26,S_A,0.1988,0.1988,0.1988,0.1822,0.2246,0.0,25,233.6,55,1.0,0.0282,0.0268,51.5
26,S_B0,0.6427,0.6427,0.6427,0.5369,0.6101,0.0,0,233.6,0,0.8,0.1961,0.2013,42.6
26,S_B45,0.6421,0.6421,0.6421,0.5368,0.6099,-0.0,9,233.6,0,0.8,0.1961,0.2013,42.6
26,S_C,0.4523,0.4522,0.4523,0.3817,0.4386,-0.0,25,233.6,145,1.0,0.0975,0.0974,47.8
26,S_D,0.6489,0.6489,0.6489,0.5322,0.6132,0.0,0,233.6,0,1.0,0.1474,0.1529,45.2
26,S_E,0.1475,0.1475,0.1475,0.1342,0.1696,-0.0,25,233.6,55,1.0,0.0192,0.0181,52.0
27,S_A,0.1779,0.1779,0.1779,0.1477,0.2066,0.0,23,244.9,65,1.0,0.0233,0.0225,56.9
27,S_B0,0.5849,0.5849,0.5849,0.4325,0.5497,-0.0,0,244.9,10,1.0,0.1716,0.1754,48.3
27,S_B45,0.5847,0.5847,0.5847,0.4324,0.5497,0.0,9,244.9,10,1.0,0.1716,0.1754,48.3
27,S_C,0.4127,0.4126,0.4127,0.3343,0.4236,0.0,23,244.9,160,1.0,0.0842,0.0832,53.4
27,S_D,0.5289,0.5289,0.5289,0.4198,0.544,0.0,0,244.9,5,1.0,0.1281,0.1322,50.8
27,S_E,0.1291,0.1291,0.1291,0.1062,0.1556,-0.0,23,244.9,65,1.0,0.0158,0.0151,57.4
28,S_A,0.1998,0.1997,0.1998,0.1328,0.1235,-0.0,21,74.8,165,1.0,0.0297,0.0302,39.8
28,S_B0,0.8343,0.8343,0.8343,0.4901,0.4463,0.0,0,74.8,45,1.0,0.2382,0.2361,31.2
28,S_B45,0.8339,0.834,0.8339,0.4899,0.4462,-0.0,9,74.8,135,1.0,0.2382,0.2361,31.2
28,S_C,0.4746,0.4743,0.4746,0.3005,0.2791,-0.0,21,74.8,120,1.0,0.119,0.1134,36.1
28,S_D,0.6928,0.6928,0.6928,0.419,0.3851,-0.0,0,74.8,45,1.0,0.1826,0.1795,33.5
28,S_E,0.1463,0.1463,0.1463,0.1001,0.0937,0.0,21,74.8,165,1.0,0.0199,0.0202,40.2
29,S_A,0.0986,0.0986,0.0986,0.1193,0.1569,-0.0,23,243.3,70,1.0,0.0228,0.023,53.7
29,S_B0,0.4747,0.4747,0.4747,0.4916,0.5726,0.0,0,243.3,45,1.0,0.1899,0.1869,44.5
29,S_B45,0.4746,0.4746,0.4746,0.4916,0.5726,-0.0,9,243.3,45,1.0,0.1899,0.1869,44.5
29,S_C,0.28,0.2798,0.28,0.2791,0.342,-0.0,23,243.3,20,0.8,0.0855,0.0876,50.2
29,S_D,0.4592,0.4592,0.4592,0.4811,0.58,0.0,0,243.3,140,1.0,0.1407,0.1405,47.2
29,S_E,0.0738,0.0738,0.0738,0.0811,0.1093,0.0,23,243.3,70,1.0,0.0153,0.0153,54.1
30,S_A,0.1332,0.1331,0.1332,0.1262,0.1441,-0.0,26,232.0,50,1.0,0.03,0.0288,49.9
30,S_B0,0.3826,0.3826,0.3826,0.3703,0.3925,-0.0,0,232.0,0,1.0,0.2105,0.2135,40.6
30,S_B45,0.3821,0.3821,0.3821,0.3699,0.3922,0.0,9,232.0,0,1.0,0.2105,0.2135,40.6
30,S_C,0.3141,0.3141,0.3141,0.2871,0.3118,0.0,26,232.0,140,0.8,0.1041,0.1041,46.1
30,S_D,0.4545,0.4545,0.4545,0.4036,0.4409,0.0,0,232.0,0,1.0,0.1588,0.1626,43.3
30,S_E,0.102,0.102,0.102,0.0945,0.1106,0.0,26,232.0,50,1.0,0.0203,0.0195,50.4
31,S_A,0.1681,0.1681,0.1681,0.1338,0.1709,0.0,24,238.0,60,1.0,0.0264,0.0258,52.0
31,S_B0,0.4289,0.4289,0.4289,0.3171,0.3828,-0.0,0,238.0,65,1.0,0.1903,0.1927,43.3
31,S_B45,0.4289,0.4289,0.4289,0.3171,0.3829,0.0,9,238.0,65,1.0,0.1903,0.1927,43.3
31,S_C,0.2917,0.2918,0.2917,0.228,0.2689,0.0,24,238.0,150,1.0,0.0947,0.0936,48.4
31,S_D,0.3688,0.3688,0.3688,0.2976,0.3583,0.0,0,238.0,0,1.0,0.1434,0.1465,45.8
31,S_E,0.1249,0.1249,0.1249,0.1001,0.1309,0.0,24,238.0,60,1.0,0.0178,0.0175,52.5
32,S_A,0.4809,0.4809,0.4809,0.3122,0.2271,-0.0,22,68.3,15,1.0,0.0379,0.0363,33.5
32,S_B0,3.2633,3.2633,3.2633,1.7912,1.3553,0.0,0,68.3,35,1.0,0.2655,0.2782,25.6
32,S_B45,3.2629,3.263,3.2629,1.7909,1.3551,0.0,9,68.3,125,1.0,0.2655,0.2782,25.6
32,S_C,1.6772,1.6774,1.6772,1.0694,0.8065,0.0,22,68.3,15,1.0,0.1358,0.1361,30.1
32,S_D,3.0659,3.0659,3.0659,1.818,1.3555,0.0,0,68.3,35,1.0,0.2017,0.2132,27.8
32,S_E,0.3025,0.3025,0.3025,0.2173,0.1575,0.0,22,68.3,15,1.0,0.0258,0.0245,34.0
33,S_A,0.5421,0.5421,0.5421,0.3473,0.2677,-0.0,20,82.4,10,1.0,0.0404,0.0408,33.7
33,S_B0,2.5166,2.5166,2.5166,1.4583,1.1559,0.0,0,82.4,120,1.0,0.2871,0.2904,25.0
33,S_B45,2.5163,2.5165,2.5163,1.4581,1.1558,-0.0,9,82.4,120,1.0,0.2871,0.2904,25.0
33,S_C,1.4539,1.4542,1.4539,0.9518,0.7618,0.0,20,82.4,20,1.0,0.1404,0.1459,30.2
33,S_D,2.3617,2.3617,2.3617,1.4383,1.1364,0.0,0,82.4,30,1.0,0.2196,0.2245,27.4
33,S_E,0.3473,0.3473,0.3473,0.2399,0.1858,0.0,20,82.4,10,1.0,0.0275,0.0277,34.1
34,S_A,0.5633,0.5633,0.5633,0.547,0.9666,0.0,30,31.7,30,1.0,0.0291,0.0135,60.0
34,S_B0,3.6437,3.6437,3.6437,3.3163,4.5121,0.0,0,31.7,0,1.0,0.1024,0.134,55.5
34,S_B45,3.6434,3.6434,3.6434,3.3163,4.5121,-0.0,9,31.7,0,1.0,0.1024,0.134,55.5
34,S_C,1.6825,1.6827,1.6825,1.5882,2.4532,0.0,30,31.7,120,1.0,0.0805,0.0573,56.8
34,S_D,2.7983,2.7983,2.7983,2.7063,3.9667,0.0,0,31.7,85,1.0,0.0741,0.0971,57.2
34,S_E,0.3688,0.3689,0.3688,0.3604,0.651,0.0,30,31.7,30,1.0,0.0192,0.0089,60.6
35,S_A,0.6143,0.6143,0.6143,0.4876,0.3818,-0.0,17,93.6,75,1.0,0.0379,0.0402,38.5
35,S_B0,2.9381,2.9381,2.9381,1.8485,1.4663,0.0,0,93.6,160,1.0,0.2936,0.2886,28.3
35,S_B45,2.9377,2.9376,2.9377,1.8483,1.4661,0.0,9,93.6,160,1.0,0.2936,0.2886,28.3
35,S_C,1.6805,1.6807,1.6805,1.1874,0.9412,0.0,17,93.6,165,1.0,0.1407,0.1444,34.4
35,S_D,2.2419,2.2419,2.2419,1.5088,1.2027,0.0,0,93.6,160,1.0,0.2258,0.2228,31.0
35,S_E,0.4192,0.4191,0.4192,0.3424,0.2679,-0.0,17,93.6,75,1.0,0.0258,0.0272,39.0
36,S_A,0.1546,0.1546,0.1546,0.1351,0.1606,-0.0,23,244.4,45,1.0,0.0307,0.0261,47.8
36,S_B0,0.9454,0.9454,0.9454,0.5731,0.6414,0.0,0,244.4,60,1.0,0.198,0.2016,39.6
36,S_B45,0.9452,0.9452,0.9452,0.5731,0.6414,0.0,9,244.4,60,1.0,0.198,0.2016,39.6
36,S_C,0.5515,0.5513,0.5515,0.3895,0.4392,0.0,23,244.4,30,1.0,0.1013,0.0969,44.3
36,S_D,0.7865,0.7865,0.7865,0.6349,0.7245,-0.0,0,244.4,55,1.0,0.1476,0.1531,42.1
36,S_E,0.1044,0.1044,0.1044,0.0918,0.1106,0.0,23,244.4,45,1.0,0.0207,0.0175,48.3
37,S_A,0.3016,0.3016,0.3016,0.2896,0.2057,0.0,18,88.6,0,1.0,0.0381,0.041,28.7
37,S_B0,1.4703,1.4703,1.4703,1.1009,0.849,-0.0,0,88.6,90,1.0,0.2867,0.2971,21.3
37,S_B45,1.47,1.4701,1.47,1.1009,0.8489,0.0,9,88.6,90,1.0,0.2867,0.2971,21.3
37,S_C,0.9865,0.9864,0.9865,0.7545,0.5655,0.0,18,88.6,90,1.0,0.1422,0.1485,25.6
37,S_D,1.5745,1.5745,1.5745,1.1423,0.8609,0.0,0,88.6,90,1.0,0.2238,0.2295,23.2
37,S_E,0.2239,0.2239,0.2239,0.2101,0.1484,-0.0,18,88.6,0,1.0,0.0255,0.0277,29.1
38,S_A,0.1855,0.1854,0.1855,0.1367,0.1234,-0.0,20,81.7,170,1.0,0.0306,0.0315,39.1
38,S_B0,1.0422,1.0422,1.0422,0.5241,0.4613,0.0,0,81.7,45,1.0,0.2473,0.2446,30.3
38,S_B45,1.0419,1.0419,1.0419,0.524,0.4611,-0.0,9,81.7,135,1.0,0.2473,0.2446,30.3
38,S_C,0.5956,0.5954,0.5956,0.3458,0.3092,0.0,20,81.7,125,1.0,0.124,0.118,35.3
38,S_D,0.8521,0.8521,0.8521,0.4636,0.4108,-0.0,0,81.7,45,1.0,0.1906,0.1863,32.6
38,S_E,0.1416,0.1416,0.1416,0.0985,0.0893,0.0,20,81.7,170,1.0,0.0205,0.0211,39.5
39,S_A,0.6747,0.6747,0.6747,0.5995,0.8802,0.0,33,16.3,30,1.0,0.0443,0.0167,44.5
39,S_B0,4.3688,4.3688,4.3688,3.3566,4.5753,0.0,0,16.3,50,1.0,0.1248,0.1477,40.8
39,S_B45,4.3684,4.3684,4.3684,3.3562,4.5748,-0.0,9,16.3,140,1.0,0.1248,0.1477,40.8
39,S_C,2.0447,2.0449,2.0447,1.7545,2.4864,0.0,33,16.3,120,1.0,0.1097,0.067,41.5
39,S_D,3.6702,3.6702,3.6702,2.9007,4.0864,-0.0,0,16.3,50,1.0,0.0942,0.1097,42.2
39,S_E,0.4459,0.4459,0.4459,0.3989,0.5876,-0.0,33,16.3,30,1.0,0.0299,0.0112,45.2
40,S_A,0.1886,0.1886,0.1886,0.1819,0.2562,-0.0,26,229.6,110,1.0,0.0231,0.0229,56.1
40,S_B0,0.6583,0.6583,0.6583,0.5801,0.7384,0.0,0,229.6,45,1.0,0.1765,0.1788,47.3
40,S_B45,0.6583,0.6583,0.6583,0.58,0.7383,-0.0,9,229.6,45,1.0,0.1765,0.1788,47.3
40,S_C,0.4169,0.4166,0.4169,0.3967,0.5091,-0.0,26,229.6,20,1.0,0.0839,0.085,52.6
40,S_D,0.5855,0.5855,0.5855,0.5922,0.7807,-0.0,0,229.6,45,1.0,0.1327,0.1348,49.8
40,S_E,0.1289,0.1289,0.1289,0.1272,0.186,0.0,26,229.6,110,1.0,0.0156,0.0155,56.5
41,S_A,0.7335,0.7335,0.7335,0.564,0.5559,0.0,24,58.2,150,1.0,0.04,0.0263,41.9
41,S_B0,3.718,3.718,3.718,2.5599,2.3268,0.0,0,58.2,5,1.0,0.1977,0.2209,35.0
41,S_B45,3.7178,3.7178,3.7178,2.5597,2.3266,0.0,9,58.2,95,1.0,0.1977,0.2209,35.0
41,S_C,1.8472,1.8473,1.8472,1.3741,1.296,0.0,24,58.2,65,1.0,0.1198,0.103,38.4
41,S_D,3.2266,3.2266,3.2266,2.3833,2.2148,0.0,0,58.2,10,1.0,0.1444,0.166,37.4
41,S_E,0.4849,0.4849,0.4849,0.3779,0.3762,-0.0,24,58.2,150,1.0,0.0269,0.0176,42.5
42,S_A,0.4885,0.4885,0.4885,0.5078,1.0376,-0.0,31,27.3,30,1.0,0.0268,0.012,56.2
42,S_B0,2.9792,2.9792,2.9792,2.8368,5.2253,0.0,0,27.3,5,1.0,0.0876,0.1102,52.7
42,S_B45,2.979,2.979,2.979,2.8366,5.2248,0.0,9,27.3,5,1.0,0.0876,0.1102,52.7
42,S_C,1.4426,1.4426,1.4426,1.4666,2.8474,0.0,31,27.3,120,1.0,0.0698,0.0489,53.7
42,S_D,2.4204,2.4204,2.4204,2.5531,4.8576,0.0,0,27.3,45,1.0,0.0648,0.0811,54.0
42,S_E,0.3223,0.3223,0.3223,0.3371,0.6943,0.0,31,27.3,30,1.0,0.018,0.008,56.7
43,S_A,0.0863,0.0863,0.0863,0.0761,0.0917,-0.0,26,227.7,80,1.0,0.0264,0.0263,52.8
43,S_B0,0.2563,0.2563,0.2563,0.3086,0.3493,0.0,0,227.7,50,0.8,0.2015,0.2016,43.3
43,S_B45,0.2564,0.2563,0.2564,0.3087,0.3494,0.0,9,227.7,50,0.8,0.2015,0.2016,43.3
43,S_C,0.2265,0.2263,0.2265,0.2077,0.2274,0.0,26,227.7,145,1.0,0.0954,0.0966,49.0
43,S_D,0.3283,0.3283,0.3283,0.3459,0.4065,-0.0,0,227.7,5,0.8,0.1508,0.1525,46.0
