farm_id,template,dE_GWh_orientation,pct_orientation,A_pct,E_rot_mean_kWh_per_turb
90,S_E,0.01138,0.636,0.636,32514904.6
91,S_A,0.012706,0.746,0.746,30961002.4
91,S_B0,0.039604,3.119,3.119,23087635.4
91,S_B45,0.039597,3.118,3.118,23087626.9
91,S_C,0.026794,1.759,1.758,27702876.9
91,S_D,0.038894,2.807,2.804,25195929.1
91,S_E,0.00853,0.495,0.495,31350478.7
92,S_A,0.003982,0.185,0.185,39875245.8
92,S_B0,0.015684,0.93,0.93,31243833.2
92,S_B45,0.015678,0.929,0.929,31243814.4
92,S_C,0.010496,0.534,0.534,36386159.6
92,S_D,0.014508,0.799,0.798,33615759.1
92,S_E,0.003064,0.141,0.141,40290422.9
93,S_A,0.004465,0.221,0.221,51907963.2
93,S_B0,0.015999,0.962,0.962,42623207.5
93,S_B45,0.015997,0.962,0.962,42623323.8
93,S_C,0.010165,0.541,0.541,48154929.9
93,S_D,0.014756,0.837,0.837,45201728.5
93,S_E,0.003036,0.149,0.149,52367348.3
94,S_A,0.004926,0.313,0.313,31497356.2
94,S_B0,0.016024,1.35,1.35,23742154.2
94,S_B45,0.016024,1.35,1.35,23742154.3
94,S_C,0.011251,0.796,0.796,28258546.3
94,S_D,0.014016,1.086,1.087,25808079.2
94,S_E,0.003386,0.212,0.212,31900643.3
95,S_A,0.002669,0.099,0.099,53688513.4
95,S_B0,0.010291,0.461,0.46,44684541.4
95,S_B45,0.010286,0.46,0.46,44684515.8
95,S_C,0.006951,0.277,0.277,50135954.9
95,S_D,0.010422,0.441,0.441,47228571.4
95,S_E,0.002042,0.075,0.075,54107090.0
96,S_A,0.005728,0.251,0.251,45629902.2
96,S_B0,0.012438,0.687,0.687,36196853.8
96,S_B45,0.012429,0.687,0.687,36196979.2
96,S_C,0.010385,0.498,0.498,41733030.4
96,S_D,0.013358,0.689,0.69,38756534.5
96,S_E,0.004226,0.183,0.183,46117805.7
97,S_A,0.010354,0.668,0.668,31630810.8
97,S_B0,0.037084,3.208,3.208,23588190.8
97,S_B45,0.037079,3.208,3.208,23588182.1
97,S_C,0.024358,1.756,1.756,28305191.8
97,S_D,0.036752,2.914,2.911,25742744.1
97,S_E,0.006833,0.435,0.435,32027843.2
98,S_A,0.003521,0.3,0.3,24418059.6
98,S_B0,0.007809,0.92,0.919,17691227.6
98,S_B45,0.007808,0.919,0.919,17691218.0
98,S_C,0.006082,0.587,0.587,21570712.6
98,S_D,0.006951,0.744,0.743,19451405.4
98,S_E,0.002615,0.22,0.22,24772051.5
99,S_A,0.002402,0.118,0.118,42323342.7
99,S_B0,0.003679,0.232,0.232,33088517.6
99,S_B45,0.00368,0.232,0.232,33088503.6
99,S_C,0.004988,0.27,0.27,38536919.2
99,S_D,0.006824,0.399,0.399,35596893.4
99,S_E,0.001863,0.091,0.091,42786626.1
100,S_A,0.003173,0.157,0.157,42127810.2
100,S_B0,0.007999,0.507,0.507,32895551.6
100,S_B45,0.007999,0.507,0.507,32895676.1
100,S_C,0.007778,0.423,0.423,38269010.2
100,S_D,0.008369,0.493,0.493,35367659.4
100,S_E,0.002296,0.112,0.112,42616427.8
101,S_A,0.01881,0.717,0.717,55806008.2
101,S_B0,0.092528,4.162,4.161,47304890.5
101,S_B45,0.092515,4.161,4.161,47304863.4
101,S_C,0.048871,1.975,1.975,52641110.6
101,S_D,0.079484,3.393,3.392,49842729.2
101,S_E,0.012385,0.469,0.469,56143952.3
102,S_A,0.004492,0.238,0.238,42000124.5
102,S_B0,0.013215,0.899,0.899,32658434.6
102,S_B45,0.013211,0.899,0.899,32658561.2
102,S_C,0.00869,0.507,0.507,38095517.7
102,S_D,0.011152,0.705,0.705,35159914.6
102,S_E,0.0034,0.178,0.178,42494458.4
103,S_A,0.009774,0.615,0.615,38762995.4
103,S_B0,0.04348,3.493,3.493,30361213.5
103,S_B45,0.043474,3.492,3.492,30361196.6
103,S_C,0.026835,1.85,1.85,35379846.8
103,S_D,0.041981,3.133,3.132,32679566.6
103,S_E,0.006696,0.417,0.417,39163725.8
104,S_A,0.003473,0.235,0.235,37921723.3
104,S_B0,0.00747,0.653,0.653,29322937.6
104,S_B45,0.007467,0.653,0.653,29322920.7
104,S_C,0.006384,0.476,0.475,34417050.8
104,S_D,0.00925,0.749,0.748,31665307.8
104,S_E,0.002597,0.174,0.174,38341895.3
105,S_A,0.010427,0.818,0.818,31860218.4
105,S_B0,0.041809,4.39,4.39,23807248.4
105,S_B45,0.041805,4.39,4.39,23807237.9
105,S_C,0.028036,2.457,2.457,28527239.9
105,S_D,0.041925,4.037,4.035,25964394.1
105,S_E,0.007246,0.561,0.561,32264828.5
106,S_A,0.002832,0.216,0.216,35417920.6
106,S_B0,0.008757,0.866,0.866,27331485.7
106,S_B45,0.008756,0.866,0.866,27331479.2
106,S_C,0.005143,0.433,0.433,32071310.8
106,S_D,0.008051,0.737,0.738,29507213.2
106,S_E,0.001916,0.145,0.145,35831318.7
107,S_A,0.013093,1.49,1.49,22528085.1
107,S_B0,0.031942,5.252,5.251,15594985.1
107,S_B45,0.031937,5.251,5.251,15594995.7
107,S_C,0.023492,3.087,3.087,19511653.7
107,S_D,0.035726,5.277,5.276,17358278.2
107,S_E,0.009088,1.017,1.017,22918094.5
108,S_A,0.003744,0.313,0.313,31497356.2
108,S_B0,0.012178,1.35,1.35,23742154.2
108,S_B45,0.012178,1.35,1.35,23742154.3
108,S_C,0.008551,0.796,0.796,28258546.3
108,S_D,0.010652,1.086,1.087,25808079.2
108,S_E,0.002573,0.212,0.212,31900643.3
109,S_A,0.003146,0.235,0.235,35198112.9
109,S_B0,0.006539,0.639,0.639,26911934.7
109,S_B45,0.006537,0.639,0.639,26911918.3
109,S_C,0.005428,0.449,0.449,31792626.6
109,S_D,0.008207,0.741,0.74,29149301.2
109,S_E,0.002344,0.173,0.173,35609603.3
110,S_A,0.007426,0.613,0.613,31876208.5
110,S_B0,0.032613,3.565,3.565,24073230.1
110,S_B45,0.032607,3.564,3.564,24073218.6
110,S_C,0.020764,1.907,1.906,28660534.9
110,S_D,0.030635,3.08,3.079,26174074.4
110,S_E,0.004998,0.408,0.408,32265304.0
111,S_A,0.010995,0.951,0.951,32105077.8
111,S_B0,0.039724,4.64,4.64,23781435.2
111,S_B45,0.03972,4.639,4.64,23781427.2
111,S_C,0.025375,2.459,2.459,28665519.1
111,S_D,0.040881,4.366,4.363,26011182.0
111,S_E,0.007449,0.636,0.636,32514904.6
112,S_A,0.013962,1.649,1.649,23520476.8
112,S_B0,0.036488,6.204,6.203,16337419.5
112,S_B45,0.036482,6.203,6.203,16337429.3
112,S_C,0.026605,3.622,3.622,20404126.9
112,S_D,0.03943,6.028,6.026,18170154.7
112,S_E,0.009686,1.125,1.125,23922241.6
113,S_A,0.002469,0.145,0.145,47141661.6
113,S_B0,0.006791,0.496,0.496,38066517.9
113,S_B45,0.006792,0.496,0.496,38066631.8
113,S_C,0.005436,0.348,0.348,43401493.8
113,S_D,0.006812,0.467,0.466,40536348.9
113,S_E,0.001987,0.116,0.116,47609260.2
114,S_A,0.003633,0.269,0.269,39730114.8
114,S_B0,0.013812,1.308,1.309,31047644.7
114,S_B45,0.013811,1.308,1.308,31047632.6
114,S_C,0.008511,0.692,0.692,36176575.6
114,S_D,0.01186,1.044,1.043,33410515.8
114,S_E,0.002527,0.185,0.185,40164134.7
115,S_A,0.013703,1.549,1.549,25270053.4
115,S_B0,0.035283,5.692,5.69,17711892.4
115,S_B45,0.035275,5.69,5.69,17711900.2
115,S_C,0.025675,3.333,3.333,22007890.2
115,S_D,0.037172,5.404,5.403,19651644.0
115,S_E,0.009432,1.049,1.049,25688495.8
116,S_A,0.002774,0.158,0.158,50004475.1
116,S_B0,0.005018,0.355,0.355,40430802.1
116,S_B45,0.00502,0.355,0.355,40430926.1
116,S_C,0.005243,0.325,0.325,46099476.4
116,S_D,0.005746,0.381,0.378,43063882.2
116,S_E,0.00188,0.106,0.106,50486877.2
117,S_A,0.00308,0.186,0.186,51879220.6
117,S_B0,0.007457,0.539,0.539,43240237.6
117,S_B45,0.007453,0.539,0.539,43240210.9
117,S_C,0.005936,0.383,0.383,48438122.1
117,S_D,0.007666,0.525,0.524,45658369.0
117,S_E,0.002268,0.136,0.136,52289014.1
118,S_A,0.002306,0.206,0.206,35056850.7
118,S_B0,0.006475,0.758,0.758,26689318.1
118,S_B45,0.006475,0.758,0.758,26689303.1
118,S_C,0.005283,0.522,0.522,31615584.1
118,S_D,0.00715,0.772,0.771,28946699.5
118,S_E,0.001758,0.155,0.155,35472783.4
119,S_A,0.010292,0.971,0.971,33119880.7
119,S_B0,0.027454,3.454,3.454,24840532.0
119,S_B45,0.027448,3.453,3.453,24840520.9
119,S_C,0.020368,2.143,2.142,29705654.2
119,S_D,0.030077,3.473,3.47,27066172.9
119,S_E,0.007072,0.659,0.659,33532643.0
120,S_A,0.00445,0.464,0.464,29956617.0
120,S_B0,0.015737,2.309,2.309,21300329.2
120,S_B45,0.015735,2.308,2.308,21300328.6
120,S_C,0.011715,1.396,1.396,26219760.3
120,S_D,0.014853,1.974,1.964,23519196.2
120,S_E,0.00318,0.327,0.327,30436365.6
121,S_A,0.001975,0.123,0.123,53553083.8
121,S_B0,0.003564,0.268,0.268,44271976.4
121,S_B45,0.003562,0.268,0.268,44272094.9
121,S_C,0.00385,0.258,0.258,49809553.4
121,S_D,0.004846,0.345,0.342,46854655.4
121,S_E,0.001491,0.092,0.092,54010217.6
122,S_A,0.001252,0.086,0.086,48639590.6
122,S_B0,0.002841,0.243,0.243,39029188.9
122,S_B45,0.002843,0.243,0.243,39029314.4
122,S_C,0.003286,0.245,0.245,44699680.8
122,S_D,0.003921,0.314,0.312,41657482.6
122,S_E,0.000924,0.063,0.063,49128766.7
123,S_A,0.002086,0.144,0.144,48150289.4
123,S_B0,0.003982,0.336,0.336,39512284.9
123,S_B45,0.00398,0.336,0.336,39512393.6
123,S_C,0.00391,0.292,0.292,44637062.5
123,S_D,0.005286,0.421,0.421,41896756.4
123,S_E,0.001601,0.11,0.11,48583696.2
124,S_A,0.011315,0.727,0.727,53634269.7
124,S_B0,0.055286,4.215,4.215,45227954.3
124,S_B45,0.055283,4.215,4.215,45227927.5
124,S_C,0.030147,2.059,2.059,50480748.8
124,S_D,0.046024,3.326,3.325,47719762.9
124,S_E,0.007471,0.477,0.477,53973786.9
125,S_A,0.007549,0.495,0.495,54408248.7
125,S_B0,0.041777,3.145,3.145,47448376.4
125,S_B45,0.041773,3.144,3.144,47448350.6
125,S_C,0.020052,1.383,1.382,51799628.5
125,S_D,0.035715,2.576,2.576,49517472.4
125,S_E,0.004963,0.324,0.324,54691057.9
126,S_A,0.012284,1.453,1.452,31321782.5
126,S_B0,0.037994,6.189,6.189,22735339.6
126,S_B45,0.037989,6.189,6.189,22735341.6
126,S_C,0.025829,3.455,3.454,27690437.4
126,S_D,0.039869,5.909,5.909,24989116.7
126,S_E,0.008344,0.972,0.972,31778461.9
127,S_A,0.001441,0.099,0.099,53688513.4
127,S_B0,0.005557,0.461,0.46,44684541.4
127,S_B45,0.005554,0.46,0.46,44684515.8
127,S_C,0.003753,0.277,0.277,50135954.9
127,S_D,0.005628,0.441,0.441,47228571.4
127,S_E,0.001103,0.075,0.075,54107090.0
128,S_A,0.001908,0.152,0.152,46379630.0
128,S_B0,0.003125,0.313,0.313,36928692.4
128,S_B45,0.003127,0.314,0.314,36928814.2
128,S_C,0.003833,0.334,0.334,42482404.5
128,S_D,0.004213,0.395,0.394,39497918.8
128,S_E,0.001459,0.115,0.115,46866573.5
129,S_A,0.000937,0.076,0.076,55926955.8
129,S_B0,0.003453,0.333,0.333,47107141.6
129,S_B45,0.00345,0.333,0.333,47107248.4
129,S_C,0.002274,0.197,0.197,52395154.4
129,S_D,0.00312,0.286,0.286,49581892.3
129,S_E,0.000726,0.059,0.059,56355504.9
130,S_A,0.008209,1.554,1.554,20317747.2
130,S_B0,0.019296,5.356,5.356,13855305.7
130,S_B45,0.019293,5.356,5.355,13855318.0
130,S_C,0.014596,3.211,3.211,17480094.1
130,S_D,0.021916,5.444,5.442,15482794.5
130,S_E,0.005746,1.068,1.068,20688261.3
131,S_A,0.002291,0.281,0.281,32576622.5
131,S_B0,0.005382,0.872,0.872,24678537.8
131,S_B45,0.005382,0.872,0.872,24678523.6
131,S_C,0.005005,0.683,0.683,29316454.4
131,S_D,0.006553,0.978,0.977,26801215.0
131,S_E,0.001664,0.202,0.202,32972013.9
132,S_A,0.001374,0.181,0.181,31616927.5
132,S_B0,0.006531,1.142,1.142,23826329.7
132,S_B45,0.006531,1.142,1.142,23826328.3
132,S_C,0.004001,0.588,0.588,28351579.3
132,S_D,0.005821,0.937,0.937,25893726.2
132,S_E,0.000967,0.126,0.126,32025150.9
133,S_A,0.008044,1.423,1.422,23561600.1
133,S_B0,0.022512,5.709,5.708,16430162.0
133,S_B45,0.02251,5.709,5.709,16430171.6
133,S_C,0.015676,3.19,3.19,20472722.5
133,S_D,0.022861,5.219,5.218,18252659.3
133,S_E,0.005573,0.969,0.969,23959171.3
134,S_A,0.001596,0.183,0.183,36313839.2
134,S_B0,0.003084,0.47,0.47,27349829.7
134,S_B45,0.003083,0.47,0.47,27349950.8
134,S_C,0.003764,0.483,0.482,32498655.7
134,S_D,0.003944,0.553,0.551,29702397.6
134,S_E,0.001158,0.131,0.131,36805933.1
135,S_A,0.002542,0.425,0.425,25975503.6
135,S_B0,0.007793,1.772,1.772,19121206.5
135,S_B45,0.007791,1.772,1.772,19121211.2
135,S_C,0.005964,1.124,1.124,23072613.9
135,S_D,0.00712,1.48,1.479,20920271.0
135,S_E,0.001787,0.295,0.295,26342075.9
136,S_A,0.001811,0.155,0.155,55572599.3
136,S_B0,0.006539,0.67,0.67,46472372.6
136,S_B45,0.006539,0.67,0.67,46472485.7
136,S_C,0.005178,0.475,0.475,51929735.9
136,S_D,0.006974,0.677,0.676,49024902.7
136,S_E,0.001255,0.107,0.107,56014006.6
137,S_A,0.001691,0.177,0.177,45367906.1
137,S_B0,0.005402,0.715,0.715,35987410.6
137,S_B45,0.0054,0.715,0.715,35987392.6
137,S_C,0.004163,0.477,0.477,41548705.2
137,S_D,0.005397,0.667,0.666,38552592.2
137,S_E,0.001198,0.125,0.125,45831532.7
138,S_A,0.000958,0.189,0.189,50785091.3
138,S_B0,0.002393,0.57,0.569,42022836.1
138,S_B45,0.002392,0.569,0.569,42022812.1
138,S_C,0.001943,0.411,0.411,47284720.2
138,S_D,0.002689,0.605,0.604,44468337.8
138,S_E,0.000704,0.138,0.138,51202991.4
139,S_A,0.001843,0.282,0.282,32698725.1
139,S_B0,0.008312,1.619,1.619,25667357.9
139,S_B45,0.008312,1.619,1.619,25667342.2
139,S_C,0.00563,0.943,0.943,29840103.7
139,S_D,0.007254,1.315,1.314,27590506.0
139,S_E,0.001282,0.194,0.194,33041363.6
140,S_A,0.001991,0.181,0.181,54939695.0
140,S_B0,0.006241,0.681,0.681,45823130.9
140,S_B45,0.00624,0.681,0.681,45823245.7
140,S_C,0.00484,0.472,0.472,51290559.7
140,S_D,0.005937,0.614,0.612,48381356.6
140,S_E,0.001376,0.124,0.124,55382151.7
141,S_A,0.006981,1.649,1.649,23520476.8
141,S_B0,0.018244,6.204,6.203,16337419.5
141,S_B45,0.018241,6.203,6.203,16337429.3
141,S_C,0.013302,3.622,3.622,20404126.9
141,S_D,0.019715,6.028,6.026,18170154.7
141,S_E,0.004843,1.125,1.125,23922241.6
142,S_A,0.001237,0.149,0.149,46280945.8
142,S_B0,0.002728,0.415,0.415,36524897.2
142,S_B45,0.002726,0.415,0.415,36525027.2
142,S_C,0.002734,0.36,0.359,42248155.4
142,S_D,0.003357,0.476,0.474,39169547.6
142,S_E,0.000896,0.106,0.106,46785831.7
143,S_A,0.005334,1.199,1.198,27812124.1
143,S_B0,0.017257,5.417,5.416,19911147.3
143,S_B45,0.017256,5.416,5.416,19911152.9
143,S_C,0.011382,2.91,2.91,24444361.4
143,S_D,0.016559,4.711,4.711,21967306.6
143,S_E,0.003684,0.815,0.815,28238937.7
144,S_A,0.001166,0.147,0.147,49444184.4
144,S_B0,0.002457,0.385,0.385,39890343.7
144,S_B45,0.002454,0.385,0.384,39890321.3
144,S_C,0.002266,0.31,0.31,45612248.0
144,S_D,0.002983,0.438,0.438,42544687.3
144,S_E,0.000857,0.107,0.107,49902833.5
145,S_A,0.00254,0.42,0.42,43221629.8
145,S_B0,0.008839,1.831,1.832,34470595.4
145,S_B45,0.008837,1.831,1.831,34470578.1
145,S_C,0.006047,1.089,1.089,39658406.7
145,S_D,0.00814,1.577,1.578,36864824.2
145,S_E,0.001741,0.285,0.285,43654838.3
146,S_A,0.001284,0.211,0.211,50629724.2
146,S_B0,0.002988,0.595,0.595,41824000.3
146,S_B45,0.002986,0.595,0.595,41823975.8
146,S_C,0.002747,0.486,0.486,47109113.7
146,S_D,0.003393,0.639,0.637,44279799.2
146,S_E,0.000941,0.154,0.154,51050383.2
147,S_A,0.000927,0.269,0.269,28662260.7
147,S_B0,0.003327,1.307,1.307,21204039.9
147,S_B45,0.003326,1.307,1.307,21204042.5
147,S_C,0.002029,0.663,0.663,25508805.8
147,S_D,0.003007,1.082,1.082,23165070.3
147,S_E,0.000656,0.188,0.188,29059855.2
148,S_A,0.000692,0.149,0.149,42156899.2
148,S_B0,0.003054,0.834,0.834,33280300.4
148,S_B45,0.003054,0.834,0.834,33280285.6
148,S_C,0.002114,0.499,0.499,38527831.9
148,S_D,0.003008,0.766,0.765,35698829.5
148,S_E,0.000494,0.106,0.106,42599798.1
149,S_A,0.00052,0.13,0.13,36497904.9
149,S_B0,0.001416,0.467,0.467,27540792.8
149,S_B45,0.001416,0.467,0.467,27540786.9
149,S_C,0.001366,0.379,0.379,32756184.8
149,S_D,0.002077,0.631,0.632,29924874.6
149,S_E,0.000417,0.103,0.103,36963790.1
150,S_A,0.000852,0.171,0.171,45218607.1
150,S_B0,0.002194,0.556,0.556,35883891.8
150,S_B45,0.002194,0.556,0.556,35884013.1
150,S_C,0.002209,0.486,0.485,41359106.1
150,S_D,0.002977,0.704,0.703,38414666.1
150,S_E,0.000606,0.121,0.121,45702334.6
151,S_A,0.000977,0.267,0.267,36592021.9
151,S_B0,0.003345,1.154,1.154,28997784.9
151,S_B45,0.003345,1.154,1.154,28997765.6
151,S_C,0.002682,0.8,0.8,33521244.0
151,S_D,0.002899,0.932,0.932,31084957.0
151,S_E,0.000707,0.191,0.191,36958074.3
152,S_A,0.000891,0.179,0.179,49775303.9
152,S_B0,0.002678,0.668,0.668,40076630.5
152,S_B45,0.002678,0.668,0.668,40076756.4
152,S_C,0.002272,0.496,0.496,45816378.1
152,S_D,0.003334,0.78,0.779,42741860.1
152,S_E,0.000644,0.128,0.128,50264886.1
153,S_A,0.000675,0.156,0.156,43373959.2
153,S_B0,0.001898,0.569,0.569,33335965.1
153,S_B45,0.001899,0.57,0.57,33336102.2
153,S_C,0.001962,0.501,0.501,39189923.7
153,S_D,0.002668,0.741,0.741,36030777.8
153,S_E,0.000472,0.108,0.108,43901711.6
154,S_A,0.000643,0.127,0.127,50476246.6
154,S_B0,0.001721,0.423,0.423,40673865.8
154,S_B45,0.001722,0.423,0.423,40673994.3
154,S_C,0.001742,0.375,0.375,46497766.4
154,S_D,0.002229,0.514,0.514,43383689.6
154,S_E,0.000464,0.091,0.091,50965181.4
