lon,lat,R,F75,D
138.0,42.0,,0.0,
139.0,42.0,31.2,0.0,8.63
140.0,42.0,49.67,0.0,1.64
141.0,42.0,72.53,0.0,3.38
142.0,42.0,44.73,0.0,19.02
143.0,42.0,50.75,0.0,4.75
144.0,42.0,,0.0,
-76.0,43.0,,0.0,
-75.0,43.0,,0.0,
-74.0,43.0,,0.0,
-73.0,43.0,,0.0,
-72.0,43.0,,0.0,
-71.0,43.0,,0.0,
-70.0,43.0,,0.0,
-69.0,43.0,,0.0,
-68.0,43.0,,0.0,
-67.0,43.0,,0.0,
-66.0,43.0,,0.0,
-14.0,43.0,,0.0,
-13.0,43.0,,0.0,
-12.0,43.0,,0.0,
-11.0,43.0,,0.0,
-10.0,43.0,37.39,0.0,11.18
-9.0,43.0,68.55,0.0,3.38
-8.0,43.0,67.26,0.0,1.1
-7.0,43.0,66.72,0.0,1.45
-6.0,43.0,63.28,0.0,14.17
-5.0,43.0,87.34,100.0,3.13
-4.0,43.0,87.59,100.0,1.58
-3.0,43.0,74.52,50.0,6.91
-2.0,43.0,89.38,100.0,1.87
-1.0,43.0,92.03,100.0,0.93
0.0,43.0,94.15,100.0,1.0
1.0,43.0,84.69,100.0,5.17
2.0,43.0,97.34,100.0,1.16
3.0,43.0,92.82,100.0,3.59
4.0,43.0,56.51,0.0,8.22
5.0,43.0,50.21,0.0,12.82
6.0,43.0,70.12,0.0,8.24
7.0,43.0,56.22,0.0,4.56
8.0,43.0,65.56,0.0,3.92
9.0,43.0,62.86,0.0,1.35
10.0,43.0,64.48,0.0,2.24
13.0,43.0,91.33,100.0,3.03
14.0,43.0,71.99,33.33,10.35
15.0,43.0,60.83,0.0,13.96
16.0,43.0,71.41,0.0,1.33
17.0,43.0,76.39,50.0,6.74
18.0,43.0,92.53,100.0,2.66
19.0,43.0,91.58,100.0,2.26
20.0,43.0,70.62,33.33,14.67
21.0,43.0,72.12,33.33,11.37
117.0,43.0,,0.0,
118.0,43.0,,0.0,
119.0,43.0,,0.0,
120.0,43.0,,0.0,
121.0,43.0,,0.0,
122.0,43.0,,0.0,
123.0,43.0,,0.0,
124.0,43.0,,0.0,
125.0,43.0,,0.0,
126.0,43.0,,0.0,
127.0,43.0,,0.0,
136.0,43.0,,0.0,
137.0,43.0,,0.0,
138.0,43.0,,0.0,
139.0,43.0,35.52,0.0,8.84
140.0,43.0,49.88,0.0,5.56
141.0,43.0,76.1,66.67,1.68
142.0,43.0,56.31,0.0,16.2
143.0,43.0,93.24,100.0,1.58
144.0,43.0,,0.0,
-75.0,44.0,,0.0,
-74.0,44.0,,0.0,
-73.0,44.0,,0.0,
-72.0,44.0,,0.0,
-71.0,44.0,,0.0,
-70.0,44.0,,0.0,
-69.0,44.0,,0.0,
-68.0,44.0,,0.0,
-67.0,44.0,,0.0,
-14.0,44.0,,0.0,
-13.0,44.0,,0.0,
-12.0,44.0,,0.0,
-11.0,44.0,,0.0,
-10.0,44.0,27.8,0.0,1.54
-9.0,44.0,27.47,0.0,4.32
-8.0,44.0,42.86,0.0,5.58
-7.0,44.0,51.62,0.0,10.89
-6.0,44.0,56.68,0.0,5.48
-5.0,44.0,59.13,0.0,0.71
-4.0,44.0,53.82,0.0,0.15
-3.0,44.0,32.57,0.0,2.8
-2.0,44.0,37.05,0.0,2.97
-1.0,44.0,57.84,0.0,0.37
0.0,44.0,74.61,50.0,2.47
1.0,44.0,83.61,100.0,6.76
2.0,44.0,88.22,100.0,1.58
3.0,44.0,92.28,100.0,0.19
4.0,44.0,75.02,50.0,1.2
5.0,44.0,93.61,100.0,4.46
6.0,44.0,89.79,100.0,1.54
7.0,44.0,91.66,100.0,4.02
8.0,44.0,98.01,100.0,1.68
9.0,44.0,71.24,0.0,1.41
10.0,44.0,73.61,50.0,6.68
14.0,44.0,61.2,0.0,10.85
15.0,44.0,71.7,16.67,2.93
16.0,44.0,94.56,100.0,1.72
17.0,44.0,89.46,100.0,1.18
18.0,44.0,94.07,100.0,1.76
19.0,44.0,84.4,100.0,0.58
20.0,44.0,70.75,33.33,11.51
136.0,44.0,,0.0,
137.0,44.0,,0.0,
138.0,44.0,,0.0,
139.0,44.0,41.83,0.0,2.26
140.0,44.0,34.69,0.0,2.43
141.0,44.0,14.44,0.0,3.98
142.0,44.0,55.39,0.0,10.31
143.0,44.0,80.91,100.0,1.31
144.0,44.0,,0.0,
-74.0,45.0,,0.0,
-73.0,45.0,,0.0,
-72.0,45.0,,0.0,
-71.0,45.0,,0.0,
-70.0,45.0,,0.0,
-69.0,45.0,,0.0,
-68.0,45.0,,0.0,
-13.0,45.0,,0.0,
-12.0,45.0,,0.0,
-11.0,45.0,,0.0,
-10.0,45.0,23.73,0.0,7.61
-9.0,45.0,24.77,0.0,9.81
-8.0,45.0,17.88,0.0,2.3
-7.0,45.0,16.39,0.0,5.85
-6.0,45.0,23.49,0.0,10.6
-5.0,45.0,27.1,0.0,11.45
-4.0,45.0,19.42,0.0,10.62
-3.0,45.0,16.64,0.0,1.76
-2.0,45.0,5.48,0.0,5.91
-1.0,45.0,21.95,0.0,19.65
0.0,45.0,38.01,0.0,29.88
1.0,45.0,55.1,0.0,6.72
2.0,45.0,74.94,33.33,1.06
3.0,45.0,67.22,0.0,4.05
4.0,45.0,86.1,100.0,1.99
5.0,45.0,97.84,100.0,0.73
6.0,45.0,92.7,100.0,4.36
7.0,45.0,99.83,100.0,0.0
8.0,45.0,67.55,33.33,14.25
9.0,45.0,81.24,100.0,5.62
10.0,45.0,90.04,100.0,1.39
136.0,45.0,,0.0,
137.0,45.0,,0.0,
138.0,45.0,,0.0,
139.0,45.0,,0.0,
140.0,45.0,,0.0,
141.0,45.0,,0.0,
142.0,45.0,,0.0,
143.0,45.0,,0.0,
144.0,45.0,,0.0,
-10.0,46.0,6.72,0.0,9.27
-9.0,46.0,5.48,0.0,7.37
-8.0,46.0,7.72,0.0,10.02
-7.0,46.0,11.66,0.0,9.09
-6.0,46.0,13.65,0.0,10.73
-5.0,46.0,15.6,0.0,6.8
-4.0,46.0,21.29,0.0,3.32
-3.0,46.0,30.25,0.0,6.87
-2.0,46.0,36.35,0.0,5.08
-1.0,46.0,44.73,0.0,12.78
0.0,46.0,52.7,0.0,4.73
1.0,46.0,42.07,0.0,8.32
2.0,46.0,40.0,0.0,23.26
3.0,46.0,25.19,0.0,5.19
4.0,46.0,61.16,0.0,10.95
5.0,46.0,94.77,100.0,0.73
6.0,46.0,95.89,100.0,1.14
7.0,46.0,99.38,100.0,0.41
8.0,46.0,99.96,100.0,0.08
9.0,46.0,99.0,100.0,0.41
137.0,46.0,,0.0,
138.0,46.0,,0.0,
139.0,46.0,,0.0,
140.0,46.0,,0.0,
141.0,46.0,,0.0,
142.0,46.0,,0.0,
143.0,46.0,,0.0,
144.0,46.0,,0.0,
-8.0,47.0,13.73,0.0,9.25
-7.0,47.0,16.76,0.0,7.34
-6.0,47.0,19.42,0.0,7.88
-5.0,47.0,11.62,0.0,9.11
-4.0,47.0,23.69,0.0,8.78
-3.0,47.0,36.56,0.0,4.19
-2.0,47.0,35.68,0.0,9.59
-1.0,47.0,53.73,0.0,4.21
0.0,47.0,33.32,0.0,4.05
1.0,47.0,55.39,0.0,3.82
2.0,47.0,59.34,0.0,4.09
3.0,47.0,57.05,0.0,4.73
4.0,47.0,45.19,0.0,1.87
5.0,47.0,76.89,100.0,2.05
6.0,47.0,75.06,50.0,3.61
7.0,47.0,90.04,100.0,1.6
139.0,47.0,,0.0,
140.0,47.0,,0.0,
141.0,47.0,,0.0,
142.0,47.0,,0.0,
143.0,47.0,,0.0,
144.0,47.0,,0.0,
-8.0,48.0,8.71,0.0,3.42
-7.0,48.0,10.79,0.0,0.37
-6.0,48.0,12.95,0.0,1.8
-5.0,48.0,17.93,0.0,1.24
-4.0,48.0,32.53,0.0,6.7
-3.0,48.0,40.33,0.0,6.16
-2.0,48.0,28.88,0.0,5.33
-1.0,48.0,39.67,0.0,6.66
0.0,48.0,53.94,0.0,2.18
1.0,48.0,51.2,0.0,1.39
2.0,48.0,60.75,0.0,1.85
3.0,48.0,53.15,0.0,1.58
4.0,48.0,55.35,0.0,5.35
5.0,48.0,45.85,0.0,3.36
6.0,48.0,77.22,83.33,1.51
-9.0,49.0,4.77,0.0,4.73
-8.0,49.0,1.95,0.0,5.71
-7.0,49.0,2.24,0.0,8.69
-6.0,49.0,2.99,0.0,0.75
-5.0,49.0,7.14,0.0,2.05
-4.0,49.0,11.37,0.0,4.73
-3.0,49.0,10.29,0.0,1.14
-2.0,49.0,19.96,0.0,2.3
-1.0,49.0,16.64,0.0,9.02
0.0,49.0,23.49,0.0,5.89
1.0,49.0,34.15,0.0,10.71
2.0,49.0,43.57,0.0,7.05
3.0,49.0,48.63,0.0,4.52
4.0,49.0,48.34,0.0,4.09
5.0,49.0,29.63,0.0,3.28
6.0,49.0,50.37,0.0,5.1
7.0,49.0,65.15,0.0,5.41
8.0,49.0,78.88,100.0,2.74
9.0,49.0,62.57,0.0,0.62
-10.0,50.0,6.56,0.0,2.66
-9.0,50.0,6.72,0.0,2.24
-8.0,50.0,9.25,0.0,5.52
-7.0,50.0,11.41,0.0,3.17
-6.0,50.0,9.42,0.0,2.39
-5.0,50.0,6.02,0.0,4.42
-4.0,50.0,10.08,0.0,1.0
-3.0,50.0,13.2,0.0,7.3
-2.0,50.0,18.01,0.0,7.14
-1.0,50.0,16.06,0.0,4.21
0.0,50.0,18.38,0.0,5.39
1.0,50.0,17.63,0.0,9.46
2.0,50.0,18.13,0.0,0.52
3.0,50.0,45.98,0.0,1.68
4.0,50.0,44.02,0.0,3.78
5.0,50.0,44.02,0.0,2.93
6.0,50.0,37.43,0.0,0.62
7.0,50.0,60.87,0.0,2.93
8.0,50.0,62.49,0.0,1.87
9.0,50.0,58.76,0.0,4.34
10.0,50.0,65.89,0.0,2.37
11.0,50.0,61.62,0.0,4.09
-11.0,51.0,,0.0,
-10.0,51.0,2.78,0.0,0.6
-9.0,51.0,10.37,0.0,4.29
-8.0,51.0,5.27,0.0,4.88
-7.0,51.0,5.56,0.0,1.49
-6.0,51.0,6.68,0.0,3.88
-5.0,51.0,6.47,0.0,2.61
-4.0,51.0,21.29,0.0,1.87
-3.0,51.0,35.15,0.0,14.75
-2.0,51.0,29.71,0.0,9.79
-1.0,51.0,35.35,0.0,14.42
0.0,51.0,39.17,0.0,3.2
1.0,51.0,50.29,0.0,0.62
2.0,51.0,48.38,0.0,1.12
3.0,51.0,41.0,0.0,7.07
4.0,51.0,58.63,0.0,3.32
5.0,51.0,51.66,0.0,0.98
6.0,51.0,62.07,0.0,3.67
7.0,51.0,52.45,0.0,7.88
8.0,51.0,19.88,0.0,9.34
9.0,51.0,58.59,0.0,3.46
10.0,51.0,64.44,0.0,2.47
11.0,51.0,51.66,0.0,3.01
12.0,51.0,32.74,0.0,12.84
13.0,51.0,55.85,0.0,1.1
14.0,51.0,66.06,0.0,3.15
15.0,51.0,64.69,0.0,1.58
16.0,51.0,52.32,0.0,2.53
17.0,51.0,56.51,0.0,2.61
-11.0,52.0,,0.0,
-10.0,52.0,6.97,0.0,0.44
-9.0,52.0,13.65,0.0,8.94
-8.0,52.0,25.35,0.0,7.03
-7.0,52.0,19.38,0.0,6.43
-6.0,52.0,23.11,0.0,5.75
-5.0,52.0,10.21,0.0,8.4
-4.0,52.0,15.81,0.0,8.8
-3.0,52.0,31.33,0.0,12.47
-2.0,52.0,41.91,0.0,4.63
-1.0,52.0,33.61,0.0,5.29
0.0,52.0,30.87,0.0,4.61
1.0,52.0,23.4,0.0,3.8
2.0,52.0,22.03,0.0,4.17
3.0,52.0,14.94,0.0,3.78
4.0,52.0,19.5,0.0,5.95
5.0,52.0,31.95,0.0,3.36
6.0,52.0,41.74,0.0,1.51
7.0,52.0,26.18,0.0,7.55
8.0,52.0,38.51,0.0,4.73
9.0,52.0,38.55,0.0,7.37
10.0,52.0,40.87,0.0,12.12
11.0,52.0,36.72,0.0,9.27
12.0,52.0,51.7,0.0,8.8
13.0,52.0,21.66,0.0,16.27
14.0,52.0,47.14,0.0,1.85
15.0,52.0,45.19,0.0,3.03
16.0,52.0,38.63,0.0,2.93
17.0,52.0,44.98,0.0,3.05
18.0,52.0,29.83,0.0,3.96
-11.0,53.0,,0.0,
-10.0,53.0,1.66,0.0,3.8
-9.0,53.0,23.86,0.0,9.75
-8.0,53.0,31.83,0.0,3.57
-7.0,53.0,23.24,0.0,11.56
-6.0,53.0,25.27,0.0,9.85
-5.0,53.0,22.82,0.0,1.12
-4.0,53.0,41.7,0.0,12.61
-3.0,53.0,24.69,0.0,3.49
-2.0,53.0,26.47,0.0,11.74
-1.0,53.0,31.99,0.0,6.91
0.0,53.0,22.24,0.0,9.17
1.0,53.0,11.37,0.0,2.39
2.0,53.0,2.82,0.0,1.22
3.0,53.0,10.12,0.0,3.3
4.0,53.0,8.13,0.0,6.74
5.0,53.0,11.95,0.0,3.49
6.0,53.0,15.73,0.0,7.28
7.0,53.0,19.54,0.0,3.32
8.0,53.0,31.16,0.0,2.95
9.0,53.0,29.34,0.0,3.69
10.0,53.0,22.57,0.0,5.54
11.0,53.0,23.94,0.0,17.55
12.0,53.0,30.91,0.0,9.5
13.0,53.0,22.12,0.0,8.22
14.0,53.0,25.06,0.0,15.08
15.0,53.0,24.61,0.0,9.52
16.0,53.0,33.57,0.0,5.79
17.0,53.0,25.44,0.0,7.41
18.0,53.0,18.51,0.0,12.22
19.0,53.0,12.28,0.0,2.16
20.0,53.0,21.24,0.0,5.75
-11.0,54.0,,0.0,
-10.0,54.0,11.04,0.0,1.8
-9.0,54.0,9.34,0.0,0.21
-8.0,54.0,15.64,0.0,3.57
-7.0,54.0,23.24,0.0,12.07
-6.0,54.0,24.4,0.0,7.12
-5.0,54.0,10.62,0.0,4.52
-4.0,54.0,22.45,0.0,6.12
-3.0,54.0,3.15,0.0,1.95
-2.0,54.0,37.88,0.0,11.62
-1.0,54.0,33.32,0.0,13.98
0.0,54.0,14.15,0.0,1.2
1.0,54.0,7.93,0.0,4.02
2.0,54.0,7.39,0.0,2.01
3.0,54.0,3.53,0.0,0.85
4.0,54.0,6.6,0.0,8.13
5.0,54.0,9.05,0.0,9.79
6.0,54.0,11.12,0.0,13.17
7.0,54.0,4.15,0.0,6.35
8.0,54.0,4.4,0.0,2.7
9.0,54.0,20.79,0.0,13.51
10.0,54.0,22.66,0.0,18.67
11.0,54.0,14.69,0.0,4.19
12.0,54.0,14.23,0.0,5.89
13.0,54.0,26.18,0.0,2.82
14.0,54.0,10.75,0.0,0.77
15.0,54.0,9.34,0.0,6.95
16.0,54.0,11.49,0.0,9.27
17.0,54.0,12.86,0.0,4.46
18.0,54.0,16.47,0.0,2.39
19.0,54.0,17.18,0.0,6.68
20.0,54.0,22.32,0.0,1.04
21.0,54.0,17.22,0.0,1.89
22.0,54.0,13.2,0.0,8.51
-11.0,55.0,,0.0,
-10.0,55.0,0.75,0.0,0.77
-9.0,55.0,0.58,0.0,0.23
-8.0,55.0,10.08,0.0,4.9
-7.0,55.0,5.6,0.0,0.91
-6.0,55.0,19.25,0.0,9.42
-5.0,55.0,9.13,0.0,5.08
-4.0,55.0,30.83,0.0,3.11
-3.0,55.0,43.9,0.0,2.05
-2.0,55.0,55.89,0.0,1.29
-1.0,55.0,9.63,0.0,1.74
0.0,55.0,3.65,0.0,0.81
1.0,55.0,1.08,0.0,0.48
2.0,55.0,2.99,0.0,3.96
3.0,55.0,6.35,0.0,2.45
4.0,55.0,7.59,0.0,3.44
5.0,55.0,8.22,0.0,4.29
6.0,55.0,12.07,0.0,12.07
7.0,55.0,12.24,0.0,8.61
8.0,55.0,12.07,0.0,3.86
9.0,55.0,30.17,0.0,10.81
10.0,55.0,28.71,0.0,10.62
11.0,55.0,16.43,0.0,2.37
12.0,55.0,22.24,0.0,4.36
13.0,55.0,13.86,0.0,9.88
14.0,55.0,10.29,0.0,7.72
15.0,55.0,11.41,0.0,7.68
16.0,55.0,8.71,0.0,4.73
17.0,55.0,13.11,0.0,5.85
18.0,55.0,22.99,0.0,5.73
19.0,55.0,6.6,0.0,5.44
20.0,55.0,16.18,0.0,9.21
21.0,55.0,9.79,0.0,5.79
22.0,55.0,13.44,0.0,4.15
23.0,55.0,,0.0,
-10.0,56.0,0.87,0.0,0.52
-9.0,56.0,1.16,0.0,3.15
-8.0,56.0,3.49,0.0,0.93
-7.0,56.0,2.16,0.0,3.63
-6.0,56.0,18.67,0.0,11.78
-5.0,56.0,42.99,0.0,6.39
-4.0,56.0,60.62,0.0,0.46
-3.0,56.0,52.41,0.0,3.9
-2.0,56.0,14.98,0.0,4.88
-1.0,56.0,9.09,0.0,5.06
0.0,56.0,1.7,0.0,3.24
1.0,56.0,0.66,0.0,2.24
2.0,56.0,1.24,0.0,1.47
3.0,56.0,6.1,0.0,2.28
4.0,56.0,9.21,0.0,4.92
5.0,56.0,13.73,0.0,3.38
6.0,56.0,15.6,0.0,2.49
7.0,56.0,20.95,0.0,3.36
8.0,56.0,22.32,0.0,2.78
9.0,56.0,37.26,0.0,11.12
10.0,56.0,25.81,0.0,4.73
11.0,56.0,5.39,0.0,3.59
12.0,56.0,6.02,0.0,2.61
13.0,56.0,26.68,0.0,7.24
14.0,56.0,37.47,0.0,1.89
15.0,56.0,15.56,0.0,7.93
16.0,56.0,23.53,0.0,13.76
17.0,56.0,16.31,0.0,9.98
18.0,56.0,15.89,0.0,4.56
19.0,56.0,9.29,0.0,3.9
20.0,56.0,9.92,0.0,7.8
21.0,56.0,18.76,0.0,4.46
22.0,56.0,24.4,0.0,5.52
23.0,56.0,,0.0,
-8.0,57.0,4.32,0.0,1.93
-7.0,57.0,9.42,0.0,2.05
-6.0,57.0,8.88,0.0,4.34
-5.0,57.0,36.76,0.0,9.02
-4.0,57.0,29.83,0.0,15.27
-3.0,57.0,44.4,0.0,13.88
-2.0,57.0,21.83,0.0,14.19
-1.0,57.0,13.82,0.0,5.75
0.0,57.0,6.97,0.0,1.91
1.0,57.0,2.41,0.0,0.62
2.0,57.0,4.94,0.0,3.01
3.0,57.0,9.09,0.0,2.82
4.0,57.0,14.73,0.0,3.57
5.0,57.0,12.82,0.0,1.39
6.0,57.0,14.19,0.0,0.85
7.0,57.0,13.53,0.0,5.17
8.0,57.0,15.1,0.0,5.79
9.0,57.0,24.15,0.0,11.33
10.0,57.0,47.93,0.0,13.86
11.0,57.0,12.49,0.0,5.23
12.0,57.0,4.44,0.0,3.3
13.0,57.0,39.71,0.0,1.47
14.0,57.0,53.94,0.0,1.87
15.0,57.0,56.97,0.0,1.74
16.0,57.0,57.34,0.0,2.18
17.0,57.0,10.83,0.0,4.21
18.0,57.0,10.83,0.0,4.67
19.0,57.0,8.84,0.0,7.7
20.0,57.0,9.54,0.0,9.5
21.0,57.0,13.65,0.0,8.03
22.0,57.0,31.78,0.0,7.03
23.0,57.0,,0.0,
-8.0,58.0,5.02,0.0,1.22
-7.0,58.0,12.9,0.0,4.81
-6.0,58.0,12.41,0.0,3.28
-5.0,58.0,49.54,0.0,5.19
-4.0,58.0,26.68,0.0,12.26
-3.0,58.0,18.76,0.0,7.18
-2.0,58.0,14.77,0.0,10.0
-1.0,58.0,1.33,0.0,0.91
0.0,58.0,0.95,0.0,1.0
1.0,58.0,2.66,0.0,1.47
2.0,58.0,1.29,0.0,1.2
3.0,58.0,3.44,0.0,0.77
4.0,58.0,13.69,0.0,6.6
5.0,58.0,19.92,0.0,7.03
6.0,58.0,25.6,0.0,4.9
7.0,58.0,38.22,0.0,10.71
8.0,58.0,31.41,0.0,11.33
9.0,58.0,17.18,0.0,7.24
10.0,58.0,26.51,0.0,12.18
11.0,58.0,29.34,0.0,12.01
12.0,58.0,42.49,0.0,5.25
13.0,58.0,45.48,0.0,2.47
14.0,58.0,53.53,0.0,4.54
15.0,58.0,50.75,0.0,3.88
16.0,58.0,43.4,0.0,10.06
17.0,58.0,9.34,0.0,5.29
18.0,58.0,18.92,0.0,0.06
19.0,58.0,1.54,0.0,2.32
20.0,58.0,1.7,0.0,5.44
21.0,58.0,3.65,0.0,5.48
22.0,58.0,14.73,0.0,5.93
23.0,58.0,,0.0,
24.0,58.0,,0.0,
-8.0,59.0,3.28,0.0,2.66
-7.0,59.0,2.07,0.0,2.43
-6.0,59.0,1.29,0.0,1.74
-5.0,59.0,11.99,0.0,1.37
-4.0,59.0,4.61,0.0,1.99
-3.0,59.0,2.16,0.0,0.33
-2.0,59.0,1.78,0.0,0.5
-1.0,59.0,1.74,0.0,0.87
0.0,59.0,2.07,0.0,1.1
1.0,59.0,4.81,0.0,2.61
2.0,59.0,5.44,0.0,3.92
3.0,59.0,6.18,0.0,1.91
4.0,59.0,13.15,0.0,6.97
5.0,59.0,26.06,0.0,11.35
6.0,59.0,62.7,0.0,8.05
7.0,59.0,70.04,0.0,0.85
8.0,59.0,29.83,0.0,12.88
9.0,59.0,54.4,0.0,9.61
10.0,59.0,62.45,0.0,4.81
11.0,59.0,26.93,0.0,9.48
12.0,59.0,55.31,0.0,4.52
13.0,59.0,37.39,0.0,2.12
14.0,59.0,45.19,0.0,2.86
15.0,59.0,58.71,0.0,2.43
16.0,59.0,54.32,0.0,4.21
17.0,59.0,46.47,0.0,2.05
18.0,59.0,23.9,0.0,6.04
19.0,59.0,5.64,0.0,5.0
20.0,59.0,10.04,0.0,1.64
21.0,59.0,14.27,0.0,4.09
22.0,59.0,17.14,0.0,2.01
23.0,59.0,,0.0,
24.0,59.0,,0.0,
25.0,59.0,,0.0,
26.0,59.0,,0.0,
-8.0,60.0,0.95,0.0,0.37
-7.0,60.0,0.17,0.0,0.93
-6.0,60.0,0.5,0.0,1.06
-5.0,60.0,8.63,0.0,6.7
-4.0,60.0,7.59,0.0,5.77
-3.0,60.0,3.94,0.0,1.54
-2.0,60.0,6.72,0.0,1.93
-1.0,60.0,6.89,0.0,3.13
0.0,60.0,6.8,0.0,2.61
1.0,60.0,11.62,0.0,5.1
2.0,60.0,14.56,0.0,7.43
3.0,60.0,21.99,0.0,11.7
5.0,60.0,51.33,0.0,6.62
6.0,60.0,72.07,33.33,6.02
7.0,60.0,24.4,0.0,10.83
8.0,60.0,23.78,0.0,9.34
9.0,60.0,74.23,50.0,3.94
10.0,60.0,56.31,0.0,12.76
11.0,60.0,68.38,0.0,6.27
12.0,60.0,58.51,0.0,4.05
13.0,60.0,46.14,0.0,9.09
14.0,60.0,48.67,0.0,10.6
15.0,60.0,51.41,0.0,6.43
16.0,60.0,58.71,0.0,3.94
17.0,60.0,60.04,0.0,4.27
18.0,60.0,58.71,0.0,7.49
19.0,60.0,17.22,0.0,4.52
20.0,60.0,23.24,0.0,4.4
21.0,60.0,20.41,0.0,6.06
22.0,60.0,26.51,0.0,5.98
23.0,60.0,,0.0,
24.0,60.0,,0.0,
25.0,60.0,,0.0,
26.0,60.0,,0.0,
-7.0,61.0,4.81,0.0,6.54
-6.0,61.0,3.44,0.0,4.11
-5.0,61.0,4.02,0.0,2.76
-4.0,61.0,5.1,0.0,2.49
-3.0,61.0,2.24,0.0,1.68
-2.0,61.0,4.36,0.0,4.54
-1.0,61.0,4.85,0.0,3.88
0.0,61.0,8.09,0.0,5.52
1.0,61.0,5.23,0.0,3.15
2.0,61.0,6.93,0.0,1.66
7.0,61.0,79.17,66.67,10.04
8.0,61.0,84.56,100.0,3.73
9.0,61.0,50.04,0.0,10.35
11.0,61.0,54.44,0.0,10.48
12.0,61.0,64.23,0.0,2.49
15.0,61.0,48.3,0.0,3.86
16.0,61.0,53.86,0.0,6.06
17.0,61.0,58.34,0.0,3.94
18.0,61.0,34.15,0.0,2.76
19.0,61.0,16.6,0.0,4.07
20.0,61.0,16.27,0.0,0.73
21.0,61.0,5.89,0.0,6.24
22.0,61.0,29.09,0.0,12.3
23.0,61.0,,0.0,
24.0,61.0,,0.0,
25.0,61.0,,0.0,
26.0,61.0,,0.0,
27.0,61.0,,0.0,
