farm_id,p90_deficit_high,p90_deficit_low,delta_p90,eta_high,eta_low,n_upstream_wakes,multi_wake_frac
81,0.4147909800211589,0.1294052124023438,0.28538576761881507,0.6012626472276927,0.8170629302853779,7.762712001800537,0.8135592937469482
77,0.4175116803910997,0.040968036651611375,0.37654364373948834,0.3438796255178807,0.9486445224409858,6.349999904632568,0.800000011920929
78,0.4800389554765489,0.06776412328084311,0.4122748321957058,0.27666523135255366,0.9021031406787478,4.7166666984558105,0.800000011920929
79,0.4091751575469971,0.06789941787719725,0.34127573966979985,0.41236181526881294,0.8854006935610733,4.050000190734863,0.699999988079071
80,0.2866551929050022,0.11363640361362036,0.1730187892913818,0.7600795427566007,0.8667758114605784,2.0833332538604736,0.5166666507720947
76,0.44247961044311523,0.024007373385959152,0.4184722370571561,0.44941791826270994,0.9607674072233763,9.131147384643555,0.7540983557701111
74,0.5766776482264202,0.07966366873847115,0.49701397948794906,0.3308801134771703,0.8760613070682027,8.5,0.9354838728904724
75,0.2975381056467692,0.050108167860243046,0.24742993778652614,0.5009176332301309,0.9315982661273164,4.806451797485352,0.774193525314331
73,0.3308999273512098,0.0898121939765082,0.24108773337470163,0.47851365766964915,0.8397605301453839,5.223880767822266,0.8059701323509216
72,0.4261830488840739,0.08648178312513562,0.3397012657589383,0.45907791998523,0.8732555185704197,5.485294342041016,0.7941176295280457
71,0.40336213641696506,0.09155084821912976,0.3118112881978353,0.7633323420376383,0.8669450087025513,2.0579710006713867,0.43478259444236755
70,0.44095159636603465,0.10818352169460718,0.33276807467142744,0.45727399184425027,0.8228967179578358,3.1857142448425293,0.6571428775787354
69,0.3133586777581109,0.06827396816677522,0.24508470959133566,0.5038248498466658,0.9063601121713322,2.6056337356567383,0.6619718074798584
68,0.35358858638339574,0.024822775522867845,0.3287658108605279,0.5376348390846788,0.9628112379979128,1.2777777910232544,0.4166666567325592
67,0.49176991780598955,0.20435942543877492,0.2874104923672146,0.27705427508586283,0.6762713515240845,3.6027398109436035,0.7260273694992065
66,0.5678387933307224,0.06879152721828889,0.4990472661124335,0.14458017860149383,0.9010565257644267,12.378377914428711,0.9189189076423645
63,0.4093828519185384,0.0797268337673611,0.3296560181511773,0.39951352910601423,0.8989664731023024,3.5199999809265137,0.6933333277702332
64,0.6423269430796306,0.07632770538330082,0.5659992376963298,0.6611759086637136,0.9159471045614926,8.053333282470703,0.653333306312561
65,0.4265797297159831,0.16274429957071943,0.26383543014526367,0.45706270786935344,0.7402023734312707,5.480000019073486,0.8133333325386047
