farm_id,year,n_turb,layout_type,wake_model,country,AEP_kWh,AEP_noWake_kWh,CF,WakeLoss,precompute_time_s,layout_group,theta_opt,s1_expected_AEP,s1_expected_WakeLoss,farm_id_int,axis_deg,paradigm,n_turbines,depth_m,region,axis_deviation,AEP_GWh
45,2017,17,real,gauss,China,861548902.9129864,919491802.0185916,0.6190978161516696,0.0630162215458596,14.133922999997594,real,0,5340313174.726511,0.107918819943991,45.0,175.5,A,54.0,9.0,East_Asia,4.5,0.8615489029129864
124,2020,17,real,gauss,China,806794689.8192734,856156368.7013631,0.5799646971262326,0.0576549806631265,14.6375784999982,real,40,1350747339.0183282,0.0786315813829859,124.0,102.9,A,284.0,27.0,Europe,-62.900000000000006,0.8067946898192734
131,2016,17,real,gauss,China,447497495.3040351,496249253.7400698,0.3357146037075366,0.0982404670004206,11.779213400001026,real,40,705465975.2981333,0.1201026679943376,131.0,13.4,A,30.0,21.0,Europe,26.599999999999994,0.44749749530403515
133,2022,17,real,gauss,Vietnam,293835018.7223958,319967137.2294966,0.2360291255772672,0.0816712576590562,10.546473999998852,real,10,445427120.3559966,0.0916148560325607,133.0,6.2,A,215.0,16.0,Europe,3.799999999999997,0.29383501872239576
97,2017,18,real,gauss,China,462388963.3349073,553746388.272738,0.3194264578566051,0.1649806244746723,11.533308399997622,real,30,1149856476.1043377,0.2001104564735795,97.0,90.4,C,21.0,19.0,Europe,-60.400000000000006,0.4623889633349073
141,2021,18,real,gauss,Vietnam,343113984.4220519,365237486.72031856,0.2482016669719704,0.06057292337905,11.385748400000011,real,150,356783451.0040448,0.0335593410589193,141.0,74.9,E,129.0,22.0,Europe,75.1,0.34311398442205193
141,2022,18,real,gauss,Vietnam,316677023.919749,339099543.60597163,0.2365945131191717,0.0661237094210814,12.826423700000303,real,150,356783451.0040448,0.0335593410589193,141.0,74.9,E,129.0,22.0,Europe,75.1,0.316677023919749
141,2023,18,real,gauss,Vietnam,384126253.5607151,405289800.0874599,0.2682296055811931,0.0522183053266521,13.352472899998247,real,150,356783451.0040448,0.0335593410589193,141.0,74.9,E,129.0,22.0,Europe,75.1,0.38412625356071506
141,2024,18,real,gauss,Vietnam,394892425.0117403,419874636.2691686,0.2803638090250198,0.0594992150023869,15.181283500001882,real,150,356783451.0040448,0.0335593410589193,141.0,74.9,E,129.0,22.0,Europe,75.1,0.3948924250117403
142,2016,18,real,gauss,Germany,560423314.7717438,721049982.286926,0.3869578498437759,0.2227677296457715,11.894835799997963,real,170,590493242.9489737,0.203203413456499,142.0,76.5,A,48.0,3.0,Europe,-86.5,0.5604233147717438
142,2017,18,real,gauss,Germany,623895129.1796707,778676133.6128883,0.4249214234397659,0.1987745581915646,14.080002299997432,real,170,590493242.9489737,0.203203413456499,142.0,76.5,A,48.0,3.0,Europe,-86.5,0.6238951291796707
142,2018,18,real,gauss,Germany,587701676.8872458,754941991.9430918,0.394181977066311,0.2215273714280987,18.0196425000031,real,170,590493242.9489737,0.203203413456499,142.0,76.5,A,48.0,3.0,Europe,-86.5,0.5877016768872457
142,2019,18,real,gauss,Germany,618066397.0964603,785618163.878175,0.4159542345356082,0.2132737944278192,17.876362099999824,real,170,590493242.9489737,0.203203413456499,142.0,76.5,A,48.0,3.0,Europe,-86.5,0.6180663970964604
142,2020,18,real,gauss,Germany,632286389.3151032,789732342.6637454,0.4271801243903301,0.1993662217474611,17.099605499999598,real,170,590493242.9489737,0.203203413456499,142.0,76.5,A,48.0,3.0,Europe,-86.5,0.6322863893151032
142,2021,18,real,gauss,Germany,555787309.893925,708212407.9276257,0.3782564347897185,0.2152251165433936,15.286806800002523,real,170,590493242.9489737,0.203203413456499,142.0,76.5,A,48.0,3.0,Europe,-86.5,0.555787309893925
142,2022,18,real,gauss,Germany,596449813.6929076,746495304.1795144,0.4034591593901995,0.2009999120510535,12.42160850000073,real,170,590493242.9489737,0.203203413456499,142.0,76.5,A,48.0,3.0,Europe,-86.5,0.5964498136929076
142,2023,18,real,gauss,Germany,618445627.0607531,764402115.4608197,0.4221932955549774,0.1909420257321982,13.674876300003234,real,170,590493242.9489737,0.203203413456499,142.0,76.5,A,48.0,3.0,Europe,-86.5,0.6184456270607531
142,2024,18,real,gauss,Germany,607959191.7406021,765136178.730418,0.4117458326497095,0.2054235459766363,18.15250240000023,real,170,590493242.9489737,0.203203413456499,142.0,76.5,A,48.0,3.0,Europe,-86.5,0.6079591917406021
34,2019,19,real,gauss,China,1016929338.0377096,1062790759.598244,0.6515227844044653,0.0431518821050634,19.49987039999905,real,140,6575923091.615019,0.0684841937966753,34.0,21.9,A,928.0,14.0,East_Asia,-61.900000000000006,1.0169293380377096
86,2021,19,real,gauss,Vietnam,351369841.6429385,360295231.9616066,0.2450397450663132,0.0247724352888998,18.64820999999938,real,20,1047140119.6557584,0.0459001017835894,86.0,36.0,A,82.0,1.0,East_Asia,-16.0,0.3513698416429385
88,2014,19,real,gauss,China,471277180.0434072,503794698.2230921,0.327532841774036,0.0645451774192458,19.52584990000105,real,30,1470870661.6694305,0.1247253656818728,88.0,25.2,C,26.0,3.0,East_Asia,4.799999999999997,0.4712771800434072
88,2015,19,real,gauss,China,433027735.4455097,462710432.0863559,0.3051403594122441,0.0641496162232765,19.22169980000035,real,30,1470870661.6694305,0.1247253656818728,88.0,25.2,C,26.0,3.0,East_Asia,4.799999999999997,0.43302773544550965
109,2014,19,real,gauss,China,599479816.3148291,641359466.609132,0.3965757828020091,0.0652982492263202,20.97760180000114,real,30,1149958058.3184493,0.1079541344712573,109.0,108.1,B,5.0,39.0,Europe,-78.1,0.5994798163148292
109,2015,19,real,gauss,China,510826912.0652091,551005724.3673602,0.343630201313912,0.0729190469813768,20.530800700002143,real,30,1149958058.3184493,0.1079541344712573,109.0,108.1,B,5.0,39.0,Europe,-78.1,0.5108269120652091
134,2023,19,real,gauss,Netherlands,592658495.1191757,685656724.5193074,0.3807684616051447,0.1356338034390749,16.941756500000338,real,90,698343230.6182582,0.1257685882125298,134.0,175.8,E,57.0,7.0,Europe,-85.80000000000001,0.5926584951191757
133,2023,20,real,gauss,Vietnam,400523525.1920541,443372827.4214823,0.2578366970465135,0.0966439519503852,15.558978699998988,real,10,445427120.3559966,0.0916148560325607,133.0,6.2,A,215.0,16.0,Europe,3.799999999999997,0.4005235251920541
137,2014,20,real,gauss,Germany,725545354.8639725,838458616.8436804,0.4461599771639236,0.1346676624360568,14.43340900000112,real,50,740050454.0455089,0.1156204791895176,137.0,127.3,E,67.0,21.0,Europe,-77.3,0.7255453548639725
137,2015,20,real,gauss,Germany,794013591.195965,896159019.287763,0.4809288862483131,0.1139813647950334,13.841142900000705,real,50,740050454.0455089,0.1156204791895176,137.0,127.3,E,67.0,21.0,Europe,-77.3,0.794013591195965
139,2019,20,real,gauss,South Korea,432524849.14280325,506868173.5601949,0.3045949641850727,0.1466719125314399,14.182756099999096,real,0,501405242.0000345,0.1422746619849727,139.0,102.6,C,89.0,4.0,Europe,77.4,0.43252484914280326
139,2020,20,real,gauss,South Korea,513757383.7378369,594148417.2468349,0.3429164221985295,0.1353046329425802,16.051263099998323,real,0,501405242.0000345,0.1422746619849727,139.0,102.6,C,89.0,4.0,Europe,77.4,0.5137573837378369
139,2021,20,real,gauss,South Korea,469550694.6365162,545365786.7482015,0.3275782716872584,0.1390169569744013,13.354269899999052,real,0,501405242.0000345,0.1422746619849727,139.0,102.6,C,89.0,4.0,Europe,77.4,0.4695506946365162
139,2022,20,real,gauss,South Korea,519345112.435179,597937174.2287576,0.3441650844500855,0.1314386614194872,15.29518470000039,real,0,501405242.0000345,0.1422746619849727,139.0,102.6,C,89.0,4.0,Europe,77.4,0.519345112435179
139,2023,20,real,gauss,South Korea,485810467.3894012,561129552.2768247,0.3413508062039075,0.1342276210222946,16.152115600001707,real,0,501405242.0000345,0.1422746619849727,139.0,102.6,C,89.0,4.0,Europe,77.4,0.4858104673894012
139,2024,20,real,gauss,South Korea,444807130.72796106,517257218.20467705,0.3178101820005438,0.1400658800435487,20.599814699999115,real,0,501405242.0000345,0.1422746619849727,139.0,102.6,C,89.0,4.0,Europe,77.4,0.4448071307279611
140,2023,20,real,gauss,Denmark,938542876.9476088,965931463.3058084,0.5713068401190703,0.028354585598097,21.728198100001464,real,10,946429927.8913356,0.0382475507035142,140.0,80.8,A,7.0,3.0,Europe,-70.8,0.9385428769476089
140,2024,20,real,gauss,Denmark,974542383.49753,1008123661.6631272,0.5825815300678683,0.0333106735241163,20.50553320000108,real,10,946429927.8913356,0.0382475507035142,140.0,80.8,A,7.0,3.0,Europe,-70.8,0.97454238349753
39,2021,21,real,gauss,Taiwan,691884534.4333475,758004933.3012805,0.458423300293087,0.0872295099452241,23.011346100000083,real,130,4180714161.271755,0.0568190498095271,39.0,65.4,E,55.0,4.0,East_Asia,64.6,0.6918845344333474
81,2019,21,real,gauss,China,995915340.5025388,1051183751.9979584,0.5836866464483744,0.0525773076214051,22.723426799999288,real,20,2777388247.784765,0.0898031678609791,81.0,76.4,C,75.0,2.0,East_Asia,-56.400000000000006,0.9959153405025388
115,2021,21,real,gauss,Vietnam,425319661.4236441,458312885.8255185,0.2630300936448015,0.0719884284781707,17.086977099999785,real,170,721183655.0430529,0.1354969103477202,115.0,152.6,A,27.0,12.0,Europe,17.400000000000006,0.42531966142364414
136,2023,21,real,gauss,Denmark,993892698.3243244,1020134150.6090438,0.574580839258586,0.0257235308405788,23.4973596000018,real,20,1013342288.2845588,0.0335871110854141,136.0,82.5,A,129.0,6.0,Europe,-62.5,0.9938926983243244
136,2024,21,real,gauss,Denmark,1037928997.0698222,1068956730.4305716,0.5909276702135127,0.0290261827045623,16.960811799999647,real,20,1013342288.2845588,0.0335871110854141,136.0,82.5,A,129.0,6.0,Europe,-62.5,1.0379289970698222
137,2016,21,real,gauss,Germany,698303638.9372652,813353851.1449113,0.4078566691415168,0.1414516105698603,20.354513999998744,real,50,740050454.0455089,0.1156204791895176,137.0,127.3,E,67.0,21.0,Europe,-77.3,0.6983036389372651
137,2017,21,real,gauss,Germany,813346853.1527499,925405465.8867248,0.4744096341386983,0.1210913668276209,21.64929729999858,real,50,740050454.0455089,0.1156204791895176,137.0,127.3,E,67.0,21.0,Europe,-77.3,0.8133468531527499
137,2018,21,real,gauss,Germany,696595836.8688828,810042683.734563,0.4092182374425074,0.1400504555422351,22.107194100000925,real,50,740050454.0455089,0.1156204791895176,137.0,127.3,E,67.0,21.0,Europe,-77.3,0.6965958368688828
137,2019,21,real,gauss,Germany,781294033.8434004,901039326.3206933,0.4528295740271018,0.1328968547535668,19.93512220000048,real,50,740050454.0455089,0.1156204791895176,137.0,127.3,E,67.0,21.0,Europe,-77.3,0.7812940338434003
137,2020,21,real,gauss,Germany,770286385.0461631,890639943.2336779,0.4451493209929282,0.1351315524324486,23.31590109999888,real,50,740050454.0455089,0.1156204791895176,137.0,127.3,E,67.0,21.0,Europe,-77.3,0.7702863850461631
137,2021,21,real,gauss,Germany,703534345.5076507,820300646.7266896,0.4100065536698607,0.1423457383399374,22.598402300001908,real,50,740050454.0455089,0.1156204791895176,137.0,127.3,E,67.0,21.0,Europe,-77.3,0.7035343455076507
137,2022,21,real,gauss,Germany,728537732.8927337,838853064.933089,0.4351219490140735,0.1315073362092974,22.328450400000293,real,50,740050454.0455089,0.1156204791895176,137.0,127.3,E,67.0,21.0,Europe,-77.3,0.7285377328927337
137,2023,21,real,gauss,Germany,765080433.3397473,878163829.3408393,0.4487854346835059,0.1287725504317045,20.89420500000051,real,50,740050454.0455089,0.1156204791895176,137.0,127.3,E,67.0,21.0,Europe,-77.3,0.7650804333397473
137,2024,21,real,gauss,Germany,747684774.4897487,863168629.7082508,0.4419019098977811,0.1337906073550603,21.768124299997,real,50,740050454.0455089,0.1156204791895176,137.0,127.3,E,67.0,21.0,Europe,-77.3,0.7476847744897487
8,2021,22,real,gauss,China,715495924.2268028,790453416.6439297,0.4003759942177671,0.0948284754532125,23.17443879999701,real,170,9431834241.138128,0.132916164454748,8.0,79.0,A,23.0,14.0,East_Asia,-89.0,0.7154959242268029
23,2014,22,real,gauss,Netherlands,1044902064.299851,1136690475.5967116,0.5722355226176621,0.0807505765795001,23.21167730000161,real,160,6734017404.933045,0.1372317879957268,23.0,33.6,A,293.0,28.0,East_Asia,-53.599999999999994,1.044902064299851
23,2015,22,real,gauss,Netherlands,1060114927.4959352,1145752745.8605793,0.5788928659167005,0.0747437164554391,21.73555259999921,real,160,6734017404.933045,0.1372317879957268,23.0,33.6,A,293.0,28.0,East_Asia,-53.599999999999994,1.0601149274959352
71,2019,22,real,gauss,Taiwan,855580112.1897417,940787776.4383292,0.5318654964378243,0.0905705477713263,21.246316299999307,real,60,2642345019.065771,0.0582728852308136,71.0,25.5,A,55.0,18.0,East_Asia,34.5,0.8555801121897417
71,2020,22,real,gauss,Taiwan,853384768.2850002,938440640.827919,0.5377820149761164,0.0906353250727505,22.955384900000357,real,60,2642345019.065771,0.0582728852308136,71.0,25.5,A,55.0,18.0,East_Asia,34.5,0.8533847682850002
71,2021,22,real,gauss,Taiwan,759167331.3108132,840091146.4204888,0.4913513593716834,0.0963274228689121,22.33691860000181,real,60,2642345019.065771,0.0582728852308136,71.0,25.5,A,55.0,18.0,East_Asia,34.5,0.7591673313108132
119,2021,22,real,gauss,China,507787877.2474895,601028976.5810795,0.3007723110191967,0.1551357804144267,22.28394660000049,real,40,849612634.4081018,0.154301535855279,119.0,49.5,A,21.0,17.0,Europe,-9.5,0.5077878772474895
119,2022,22,real,gauss,China,651154564.2669317,754627364.8968302,0.3758467903416633,0.1371177424026293,22.634771099998037,real,40,849612634.4081018,0.154301535855279,119.0,49.5,A,21.0,17.0,Europe,-9.5,0.6511545642669316
119,2023,22,real,gauss,China,544105323.5141356,634420409.994766,0.342454446963908,0.1423584188935149,11.079754099999263,real,40,849612634.4081018,0.154301535855279,119.0,49.5,A,21.0,17.0,Europe,-9.5,0.5441053235141357
129,2024,22,real,gauss,United Kingdom,1143914331.5381756,1164973359.0311947,0.6160676063863505,0.0180768318260359,7.715688299998874,real,40,1076069982.3184,0.0209283174348249,129.0,116.6,A,18.0,6.0,Europe,-76.6,1.1439143315381757
125,2023,23,real,gauss,China,1050822945.5576698,1097870019.4182324,0.5817898147801005,0.0428530454684364,6.23839389999921,real,140,1370881712.954151,0.0427831447530019,125.0,173.2,E,339.0,29.0,Europe,-33.19999999999999,1.0508229455576699
135,2022,23,real,gauss,Japan,397888263.085914,493463297.8731383,0.2482705180738743,0.1936821546793033,7.440944500001933,real,160,356779975.4233394,0.1993723176228456,135.0,129.1,E,92.0,19.0,Europe,30.900000000000006,0.397888263085914
135,2023,23,real,gauss,Japan,384934032.0735577,485368474.27894247,0.2370239663513345,0.2069241154456702,6.144681499998114,real,160,356779975.4233394,0.1993723176228456,135.0,129.1,E,92.0,19.0,Europe,30.900000000000006,0.3849340320735577
135,2024,23,real,gauss,Japan,355466761.2463072,453794474.3303028,0.2290998603013104,0.2166789563251181,9.029599000001326,real,160,356779975.4233394,0.1993723176228456,135.0,129.1,E,92.0,19.0,Europe,30.900000000000006,0.3554667612463072
78,2020,24,real,gauss,China,617446694.8374237,688301029.6377584,0.3427517401841991,0.1029409106617553,7.748138700000709,real,150,1685996845.5730145,0.1413995441987239,78.0,89.7,A,120.0,12.0,East_Asia,60.30000000000001,0.6174466948374236
104,2023,24,real,gauss,China,728084936.4163523,823545881.8666135,0.3828962810889984,0.1159145441100301,7.739117600001919,real,70,1333785940.8946507,0.1157023180458372,104.0,169.9,A,80.0,8.0,Europe,80.1,0.7280849364163523
128,2014,24,real,gauss,United Kingdom,765844640.9932594,993399643.6969676,0.3996767707254401,0.2290669260327648,7.380515799999557,real,170,824427332.8026562,0.2757526905213381,128.0,39.6,E,35.0,19.0,Europe,-49.599999999999994,0.7658446409932594
128,2015,24,real,gauss,United Kingdom,833427007.1860188,1077300309.7548168,0.4282417720978844,0.2263744847750959,6.528940100000909,real,170,824427332.8026562,0.2757526905213381,128.0,39.6,E,35.0,19.0,Europe,-49.599999999999994,0.8334270071860188
132,2024,24,real,gauss,China,608122396.3199265,694970448.1884686,0.3311780575087824,0.1249665393613827,6.388690299998416,real,30,636631495.0227008,0.1335745356916866,132.0,145.9,E,90.0,17.0,Europe,64.1,0.6081223963199265
133,2024,24,real,gauss,Vietnam,497839866.79450375,547401077.9020219,0.2678286350303979,0.0905391185882702,7.389770699999644,real,10,445427120.3559966,0.0916148560325607,133.0,6.2,A,215.0,16.0,Europe,3.799999999999997,0.49783986679450376
134,2024,24,real,gauss,Netherlands,670106554.4866357,804057783.9424927,0.3458150413294916,0.1665940335768671,6.793377599999076,real,90,698343230.6182582,0.1257685882125298,134.0,175.8,E,57.0,7.0,Europe,-85.80000000000001,0.6701065544866357
84,2014,25,real,gauss,United Kingdom,823613424.5691605,1018552561.7317824,0.4131494479905495,0.1913883922015559,5.962444199998572,real,110,1975859912.3173468,0.1345163577274257,84.0,69.2,C,36.0,1.0,East_Asia,40.80000000000001,0.8236134245691604
84,2015,25,real,gauss,United Kingdom,889513713.4001826,1078036379.2467237,0.4428746394822915,0.1748759777274594,6.737554799998179,real,110,1975859912.3173468,0.1345163577274257,84.0,69.2,C,36.0,1.0,East_Asia,40.80000000000001,0.8895137134001826
126,2021,25,real,gauss,Vietnam,620478378.0609525,706873981.3819768,0.3154039283573275,0.1222220729529699,7.325348000002123,real,140,677743410.8790317,0.0828857586077815,126.0,137.2,B,75.0,34.0,Europe,2.8000000000000114,0.6204783780609525
126,2022,25,real,gauss,Vietnam,560223449.4446416,637129240.951342,0.2917070812000216,0.1207067366612573,6.961236899998767,real,140,677743410.8790317,0.0828857586077815,126.0,137.2,B,75.0,34.0,Europe,2.8000000000000114,0.5602234494446416
131,2017,25,real,gauss,China,603929748.3722613,699474196.7070067,0.3142194320355158,0.1365946718042649,7.057491800002026,real,40,705465975.2981333,0.1201026679943376,131.0,13.4,A,30.0,21.0,Europe,26.599999999999994,0.6039297483722613
131,2018,25,real,gauss,China,670973297.4956316,767949315.2492019,0.3437363204383358,0.1262791903422706,6.973385699999199,real,40,705465975.2981333,0.1201026679943376,131.0,13.4,A,30.0,21.0,Europe,26.599999999999994,0.6709732974956316
131,2019,25,real,gauss,China,567862321.3153908,657701139.3868697,0.3010535832023278,0.1365951990827163,6.883815400000458,real,40,705465975.2981333,0.1201026679943376,131.0,13.4,A,30.0,21.0,Europe,26.599999999999994,0.5678623213153908
131,2020,25,real,gauss,China,568432117.4629868,655129199.6846999,0.2988994964969038,0.1323358541543234,6.994327699998394,real,40,705465975.2981333,0.1201026679943376,131.0,13.4,A,30.0,21.0,Europe,26.599999999999994,0.5684321174629868
131,2021,25,real,gauss,China,717439588.100612,825756993.4236097,0.3683900324008277,0.1311734640888852,6.883489899999404,real,40,705465975.2981333,0.1201026679943376,131.0,13.4,A,30.0,21.0,Europe,26.599999999999994,0.717439588100612
131,2022,25,real,gauss,China,624906316.2703016,714513015.070887,0.3296788795939338,0.1254094703812995,6.854837899998529,real,40,705465975.2981333,0.1201026679943376,131.0,13.4,A,30.0,21.0,Europe,26.599999999999994,0.6249063162703016
131,2023,25,real,gauss,China,669674425.3765231,764130191.049243,0.3480636306530785,0.1236121367525351,6.822538100001111,real,40,705465975.2981333,0.1201026679943376,131.0,13.4,A,30.0,21.0,Europe,26.599999999999994,0.6696744253765231
131,2024,25,real,gauss,China,680825741.4973792,767107611.797682,0.350489442212293,0.1124768793495676,6.87359700000161,real,40,705465975.2981333,0.1201026679943376,131.0,13.4,A,30.0,21.0,Europe,26.599999999999994,0.6808257414973792
39,2022,26,real,gauss,Taiwan,1034378025.6416996,1097756504.5683637,0.5251982866929168,0.0577345510255795,7.02487359999941,real,130,4180714161.271755,0.0568190498095271,39.0,65.4,E,55.0,4.0,East_Asia,64.6,1.0343780256416995
126,2023,26,real,gauss,Vietnam,712796469.3201863,813590426.6944549,0.3386689168623491,0.1238878360255361,7.34093170000051,real,140,677743410.8790317,0.0828857586077815,126.0,137.2,B,75.0,34.0,Europe,2.8000000000000114,0.7127964693201863
130,2021,26,real,gauss,Vietnam,399254105.6912533,444162727.665822,0.204065476969718,0.1011084883474441,7.21438809999745,real,20,412304524.4017415,0.0969352790386742,130.0,64.7,A,73.0,14.0,Europe,-44.7,0.3992541056912533
130,2022,26,real,gauss,Vietnam,378197320.1003557,421253255.4120767,0.1992063924005834,0.1022091455877366,7.131639799998084,real,20,412304524.4017415,0.0969352790386742,130.0,64.7,A,73.0,14.0,Europe,-44.7,0.37819732010035567
130,2023,26,real,gauss,Vietnam,442103987.0240887,496169131.9396636,0.2178603395378153,0.1089651520726796,7.306585199999972,real,20,412304524.4017415,0.0969352790386742,130.0,64.7,A,73.0,14.0,Europe,-44.7,0.4421039870240887
130,2024,26,real,gauss,Vietnam,468578745.4849439,522378477.905788,0.2326053102959294,0.1029899482775913,7.271878100000322,real,20,412304524.4017415,0.0969352790386742,130.0,64.7,A,73.0,14.0,Europe,-44.7,0.46857874548494394
98,2020,27,real,gauss,China,445317786.9598751,513793480.2644087,0.2266802002320542,0.1332747415737828,7.461230600001727,real,0,1034698087.0005236,0.1448116039020899,98.0,44.8,A,10.0,2.0,Europe,-44.8,0.4453177869598751
126,2024,27,real,gauss,Vietnam,720016640.906385,815363775.4812058,0.3316413754076953,0.1169381537934396,7.904703200001677,real,140,677743410.8790317,0.0828857586077815,126.0,137.2,B,75.0,34.0,Europe,2.8000000000000114,0.720016640906385
127,2023,27,real,gauss,Sweden,1253315132.7767868,1329092598.6937895,0.5670544709471396,0.057014436760445,8.876448400002118,real,110,1179821475.0584826,0.0557185774104885,127.0,27.6,A,174.0,30.0,Europe,82.4,1.2533151327767869
127,2024,27,real,gauss,Sweden,1237989563.2709768,1317576745.8758855,0.5579394658838218,0.0604042101183271,8.136621800000285,real,110,1179821475.0584826,0.0557185774104885,127.0,27.6,A,174.0,30.0,Europe,82.4,1.2379895632709768
128,2016,27,real,gauss,United Kingdom,786363549.6135732,1101817173.2619476,0.357488350455552,0.2863030558095848,7.968457499999204,real,170,824427332.8026562,0.2757526905213381,128.0,39.6,E,35.0,19.0,Europe,-49.599999999999994,0.7863635496135732
128,2017,27,real,gauss,United Kingdom,867094570.102815,1223902424.8010795,0.3876235812614564,0.2915329257201662,8.051753600000666,real,170,824427332.8026562,0.2757526905213381,128.0,39.6,E,35.0,19.0,Europe,-49.599999999999994,0.867094570102815
128,2018,27,real,gauss,United Kingdom,807886458.3451412,1113038173.3549423,0.3694039590055515,0.2741610506403447,7.880889699998079,real,170,824427332.8026562,0.2757526905213381,128.0,39.6,E,35.0,19.0,Europe,-49.599999999999994,0.8078864583451412
128,2019,27,real,gauss,United Kingdom,815607689.7426122,1156013192.7033353,0.367713843124642,0.2944650676214908,7.8951092999996035,real,170,824427332.8026562,0.2757526905213381,128.0,39.6,E,35.0,19.0,Europe,-49.599999999999994,0.8156076897426122
128,2020,27,real,gauss,United Kingdom,921943197.2767122,1208782629.8299625,0.4182514005828262,0.237296123781659,7.955702900002507,real,170,824427332.8026562,0.2757526905213381,128.0,39.6,E,35.0,19.0,Europe,-49.599999999999994,0.9219431972767121
128,2021,27,real,gauss,United Kingdom,728116868.0037446,1018755564.9262996,0.3420508803595395,0.2852879600648669,7.82584240000142,real,170,824427332.8026562,0.2757526905213381,128.0,39.6,E,35.0,19.0,Europe,-49.599999999999994,0.7281168680037446
128,2022,27,real,gauss,United Kingdom,846670951.6694245,1175200709.1625628,0.3849519199013488,0.2795520415633901,8.031262000000424,real,170,824427332.8026562,0.2757526905213381,128.0,39.6,E,35.0,19.0,Europe,-49.599999999999994,0.8466709516694245
128,2023,27,real,gauss,United Kingdom,774450232.3104539,1083260352.970239,0.3514254096719458,0.2850747004753244,7.956130200000189,real,170,824427332.8026562,0.2757526905213381,128.0,39.6,E,35.0,19.0,Europe,-49.599999999999994,0.7744502323104538
128,2024,27,real,gauss,United Kingdom,834683117.3326592,1148257317.8814025,0.380669739328152,0.2730870473591273,7.773018099996989,real,170,824427332.8026562,0.2757526905213381,128.0,39.6,E,35.0,19.0,Europe,-49.599999999999994,0.8346831173326592
125,2024,28,real,gauss,China,1247007357.0111237,1311866984.254366,0.563675193470593,0.0494407039903568,8.294880200002808,real,140,1370881712.954151,0.0427831447530019,125.0,173.2,E,339.0,29.0,Europe,-33.19999999999999,1.2470073570111238
89,2016,29,real,gauss,China,910845759.2264868,1037559934.888121,0.3878547104974777,0.1221270901090622,8.408528699997987,real,130,1776627349.0934415,0.1340003055185573,89.0,67.0,C,56.0,1.0,East_Asia,63.0,0.9108457592264868
89,2017,29,real,gauss,China,860697595.0279149,991854129.6208298,0.3684114624473149,0.1322336931168033,8.601145299999189,real,130,1776627349.0934415,0.1340003055185573,89.0,67.0,C,56.0,1.0,East_Asia,63.0,0.8606975950279149
124,2021,29,real,gauss,China,1263358673.7221,1388659720.5683494,0.5421116500412368,0.0902316420576858,8.600747799999226,real,40,1350747339.0183282,0.0786315813829859,124.0,102.9,A,284.0,27.0,Europe,-62.900000000000006,1.2633586737221
124,2022,29,real,gauss,China,1358103035.9341817,1471405338.2240667,0.5686841429282841,0.0770027805027789,8.500391900000977,real,40,1350747339.0183282,0.0786315813829859,124.0,102.9,A,284.0,27.0,Europe,-62.900000000000006,1.3581030359341817
124,2023,29,real,gauss,China,1203803265.2195542,1314320582.2959614,0.5226042732136968,0.0840870321632996,8.586275400000886,real,40,1350747339.0183282,0.0786315813829859,124.0,102.9,A,284.0,27.0,Europe,-62.900000000000006,1.2038032652195543
124,2024,29,real,gauss,China,1282763568.6980674,1396620052.6088555,0.5553449655596976,0.0815228763886832,8.538717299998098,real,40,1350747339.0183282,0.0786315813829859,124.0,102.9,A,284.0,27.0,Europe,-62.900000000000006,1.2827635686980674
121,2014,30,real,gauss,Germany,1230147631.3352027,1505603615.8364024,0.4974514259918325,0.1829538542574346,9.08227149999948,real,90,1192559786.510558,0.1760102601890992,121.0,155.8,B,60.0,31.0,Europe,-65.80000000000001,1.2301476313352027
121,2015,30,real,gauss,Germany,1241669487.0651326,1516805891.7124286,0.5003503735755692,0.1813919672586946,9.188283100000262,real,90,1192559786.510558,0.1760102601890992,121.0,155.8,B,60.0,31.0,Europe,-65.80000000000001,1.2416694870651326
121,2016,30,real,gauss,Germany,1109730592.257069,1386798123.5270083,0.4544351319644019,0.1997893756628976,9.00407389999964,real,90,1192559786.510558,0.1760102601890992,121.0,155.8,B,60.0,31.0,Europe,-65.80000000000001,1.109730592257069
121,2017,30,real,gauss,Germany,1190322713.0425775,1474365868.7733362,0.4816390357864278,0.1926544569070095,8.905669600000692,real,90,1192559786.510558,0.1760102601890992,121.0,155.8,B,60.0,31.0,Europe,-65.80000000000001,1.1903227130425775
121,2018,30,real,gauss,Germany,1163463220.4100497,1473940507.4836054,0.4721464249695843,0.2106443818438914,9.356153200002154,real,90,1192559786.510558,0.1760102601890992,121.0,155.8,B,60.0,31.0,Europe,-65.80000000000001,1.1634632204100497
121,2019,30,real,gauss,Germany,1215499000.9298687,1509320171.270795,0.4842432576111982,0.1946712009377965,8.736542700000427,real,90,1192559786.510558,0.1760102601890992,121.0,155.8,B,60.0,31.0,Europe,-65.80000000000001,1.2154990009298687
121,2020,30,real,gauss,Germany,1234179283.218207,1512267082.0230703,0.5014542837714151,0.1838880195903259,8.758367399997951,real,90,1192559786.510558,0.1760102601890992,121.0,155.8,B,60.0,31.0,Europe,-65.80000000000001,1.2341792832182068
121,2021,30,real,gauss,Germany,1109313138.7534158,1365643414.74414,0.4508853142923285,0.1876992729018863,8.785583700002462,real,90,1192559786.510558,0.1760102601890992,121.0,155.8,B,60.0,31.0,Europe,-65.80000000000001,1.1093131387534159
