farm_id,angle_deg,n_turb,country,AEP_kWh,AEP_noWake_kWh,CF,WakeLoss,precompute_s
137,50,21,Germany,1132331186.3946285,1187059077.396,0.6155311950394806,0.046103763530813975,1.7691770999990695
138,100,10,United States of America,562713751.7817239,565266227.3314285,0.6423672965544793,0.004515528128674307,0.4841407000021718
139,0,20,South Korea,1073962726.3758638,1130532454.662857,0.6129924237305159,0.05003812854170849,1.6890862000000197
141,150,18,Vietnam,970506818.8673028,1017479209.1965714,0.6154913869021453,0.04616545468910291,1.5404410000010103
144,30,16,Sweden,860780839.142965,904425963.7302856,0.6141415804387592,0.04825726630768902,0.6871925999985251
147,30,12,China,663052740.765444,678319472.7977142,0.6307579345181165,0.02250669875258465,0.5526030000000901
148,70,11,Finland,598186081.0356305,621792850.0645714,0.6207825664545771,0.03796564889173206,0.5033137000027637
150,120,11,United Kingdom,603160133.0462357,621792850.0645714,0.6259445133315024,0.029966116555378123,0.5166654999993625
152,0,10,Denmark,543685226.3086786,565266227.3314285,0.6206452355121902,0.038178472336180214,0.47241850000136765
155,90,9,Italy,486375381.92028284,508739604.5982857,0.616914487468649,0.043960058300674704,0.45061120000173105
156,100,6,United States of America,337510100.08608156,339159736.3988571,0.6421425039689528,0.004863891953364283,0.36638289999973495
157,100,7,Denmark,383189443.69150835,395686359.1319999,0.6249012454199419,0.03158288162347952,0.39586770000096294
158,60,7,Ireland,388270616.2359705,395686359.1319999,0.6331875672471795,0.018741467136489134,0.39355210000212537
159,20,7,Vietnam,381180663.8168461,395686359.1319999,0.6216253486902251,0.03665957893260297,0.38742679999995744
160,60,5,United States of America,278832376.3675182,282633113.66571426,0.6366035990125986,0.013447600845141659,0.3887754999996105
165,80,4,China,221497843.2293945,226106490.9325714,0.6321285480290939,0.020382642197349782,0.36270650000005844
168,10,3,China,167212877.61852673,169579868.19942856,0.6362742679548201,0.013957969221430304,0.3702768000002834
169,100,3,China,167135594.7066681,169579868.19942856,0.6359801929477478,0.014413700863866376,0.3441001999999571
1,10,588,China,31200375449.051506,33237654167.088,0.605729029778436,0.06129429916428378,125.33915770000021
1,20,588,China,31472907118.26538,33237654167.088,0.6110200027619627,0.053094813489276776,124.20032770000034
1,30,588,China,31200375449.05151,33237654167.088,0.6057290297784361,0.06129429916428366,123.12118889999692
1,40,588,China,31472907118.26538,33237654167.088,0.6110200027619627,0.053094813489276776,125.53346800000145
1,50,588,China,31200375449.05148,33237654167.088,0.6057290297784356,0.061294299164284576,118.75095139999758
1,60,588,China,31472907118.265385,33237654167.088,0.6110200027619627,0.05309481348927666,119.05866000000242
1,70,588,China,31200375449.051544,33237654167.088,0.6057290297784368,0.061294299164282626,118.41123330000119
1,80,588,China,31472907118.265385,33237654167.088,0.6110200027619627,0.05309481348927666,118.55482490000213
1,90,588,China,31200375449.0515,33237654167.088,0.6057290297784359,0.06129429916428401,118.181917599999
1,100,588,China,31472907118.265377,33237654167.088,0.6110200027619626,0.05309481348927689,118.77056739999898
1,110,588,China,31200375449.051556,33237654167.088,0.605729029778437,0.061294299164282286,118.90215869999884
1,120,588,China,31472907118.265385,33237654167.088,0.6110200027619627,0.05309481348927666,118.94049550000273
1,130,588,China,31200375449.05151,33237654167.088,0.6057290297784361,0.06129429916428366,118.57547089999935
1,140,588,China,31472907118.265377,33237654167.088,0.6110200027619626,0.05309481348927689,119.0252006999981
1,150,588,China,31200375449.051502,33237654167.088,0.605729029778436,0.06129429916428389,119.1633780000011
1,160,588,China,31472907118.265377,33237654167.088,0.6110200027619626,0.05309481348927689,118.90225389999978
1,170,588,China,31200375449.051514,33237654167.088,0.6057290297784362,0.06129429916428355,118.96033439999883
3,0,441,China,23211914916.55564,24928240625.315998,0.6008530559582218,0.06885065554996825,75.81132679999791
3,20,441,China,23211914916.55561,24928240625.315998,0.600853055958221,0.06885065554996947,75.73643519999678
3,30,441,China,22979869662.224876,24928240625.315998,0.5948464382066722,0.07815918469241843,75.76018470000054
3,40,441,China,23211914916.555653,24928240625.315998,0.6008530559582221,0.06885065554996779,75.62453580000147
3,50,441,China,22979869681.61493,24928240625.315998,0.5948464387085942,0.07815918391458365,75.92375149999862
3,60,441,China,23211914916.555973,24928240625.315998,0.6008530559582304,0.06885065554995494,75.7149290999987
3,70,441,China,22979869676.156406,24928240625.315998,0.5948464385672974,0.07815918413355309,75.8143166000009
3,80,441,China,23211914916.55537,24928240625.315998,0.6008530559582148,0.06885065554997911,75.92093490000116
3,90,441,China,22979869679.958824,24928240625.315998,0.5948464386657251,0.07815918398101855,76.34363799999846
3,100,441,China,23211914916.55591,24928240625.315998,0.6008530559582287,0.06885065554995753,77.47839930000191
3,110,441,China,22979869650.36141,24928240625.315998,0.5948464378995798,0.0781591851683232,77.68211710000105
3,120,441,China,23211914916.556114,24928240625.315998,0.600853055958234,0.06885065554994928,77.3880730000019
3,130,441,China,22979869705.21626,24928240625.315998,0.5948464393195275,0.07815918296781288,77.52214410000306
3,140,441,China,23211914916.555702,24928240625.315998,0.6008530559582234,0.0688506555499658,77.6821177999991
3,150,441,China,22979869688.102432,24928240625.315998,0.5948464388765268,0.07815918365433652,77.3565563000011
3,160,441,China,23211914916.555676,24928240625.315998,0.6008530559582227,0.06885065554996687,77.16847959999723
3,170,441,China,22979869684.4412,24928240625.315998,0.5948464387817538,0.07815918380120737,77.25812450000012
4,0,364,China,19022512664.535248,20575690674.864,0.5965713490558748,0.07548606921011738,57.60096970000086
4,10,364,China,19083964534.161934,20575690674.864,0.5984985615861914,0.07249944433332732,57.47528659999807
4,20,364,China,19022512664.535255,20575690674.864,0.596571349055875,0.07548606921011701,57.63438740000129
4,30,364,China,19083964534.16193,20575690674.864,0.5984985615861913,0.0724994443333275,57.35730970000077
4,50,364,China,19083964534.161934,20575690674.864,0.5984985615861914,0.07249944433332732,57.621827799997845
4,60,364,China,19022512664.535248,20575690674.864,0.5965713490558748,0.07548606921011738,57.49512120000145
4,70,364,China,19083963075.138515,20575690674.864,0.5984985158292725,0.07249951524338528,57.481226400002924
4,80,364,China,19022512664.535248,20575690674.864,0.5965713490558748,0.07548606921011738,57.56932270000107
4,90,364,China,19083964534.161934,20575690674.864,0.5984985615861914,0.07249944433332732,57.53228550000131
4,100,364,China,19022512664.535255,20575690674.864,0.596571349055875,0.07548606921011701,57.52818820000175
4,110,364,China,19083964534.16193,20575690674.864,0.5984985615861913,0.0724994443333275,57.48917090000032
4,120,364,China,19022512664.53525,20575690674.864,0.5965713490558749,0.07548606921011719,57.720417200001975
4,130,364,China,19083963075.13851,20575690674.864,0.5984985158292724,0.07249951524338547,57.49756390000039
4,140,364,China,19022512664.53526,20575690674.864,0.5965713490558752,0.07548606921011683,56.18308890000117
4,150,364,China,19083964534.16193,20575690674.864,0.5984985615861913,0.0724994443333275,56.142357900000206
4,160,364,China,19022512664.535248,20575690674.864,0.5965713490558748,0.07548606921011738,56.416897099999915
4,170,364,China,19083964534.16194,20575690674.864,0.5984985615861916,0.07249944433332695,56.182588899999246
6,0,292,China,15619044570.477617,16505773838.077715,0.6106150532650598,0.053722368687402745,40.29934979999962
6,10,292,China,15583773025.554949,16505773838.077715,0.6092361381730057,0.05585929030457039,40.31563499999902
6,20,292,China,15619044570.477266,16505773838.077715,0.6106150532650461,0.053722368687424006,40.394818299999315
6,30,292,China,15583773025.554977,16505773838.077715,0.6092361381730069,0.05585929030456866,40.37536760000148
6,40,292,China,15619044570.4776,16505773838.077715,0.6106150532650592,0.053722368687403786,40.36318500000198
6,50,292,China,15583773025.554935,16505773838.077715,0.6092361381730053,0.0558592903045712,40.42976429999908
6,60,292,China,15619044570.477564,16505773838.077715,0.6106150532650577,0.05372236868740598,40.3558660000017
6,70,292,China,15583773025.554953,16505773838.077715,0.6092361381730059,0.05585929030457016,40.370510299999296
6,80,292,China,15619044570.477493,16505773838.077715,0.6106150532650549,0.05372236868741025,40.4100154000007
6,90,292,China,15583773025.554916,16505773838.077715,0.6092361381730045,0.05585929030457235,40.396156800001336
6,100,292,China,15619044570.478088,16505773838.077715,0.6106150532650783,0.053722368687374206,40.4444954999999
6,110,292,China,15583773025.554953,16505773838.077715,0.6092361381730059,0.05585929030457016,40.48957850000079
6,120,292,China,15619044570.477758,16505773838.077715,0.6106150532650653,0.0537223686873942,40.436175200000434
6,130,292,China,15583773025.55496,16505773838.077715,0.6092361381730061,0.055859290304569695,40.34022550000009
6,140,292,China,15619044570.477686,16505773838.077715,0.6106150532650625,0.05372236868739858,40.455710300000646
6,150,292,China,15583773025.55496,16505773838.077715,0.6092361381730061,0.055859290304569695,40.52629330000127
6,160,292,China,15619044570.477688,16505773838.077715,0.6106150532650625,0.05372236868739847,40.38435190000018
12,0,244,China,13043300970.739855,13792495946.886856,0.6102300401760917,0.054319028189825515,30.831844600001205
12,10,244,China,13017852308.462725,13792495946.886856,0.609039426064017,0.056164137470635145,30.804500800000824
12,20,244,China,13043300970.739857,13792495946.886856,0.6102300401760918,0.054319028189825376,30.774203099997976
12,30,244,China,13017852308.462715,13792495946.886856,0.6090394260640165,0.05616413747063583,30.871814999998605
12,40,244,China,13043300970.739855,13792495946.886856,0.6102300401760917,0.054319028189825515,30.853811299999506
12,50,244,China,13017852308.462727,13792495946.886856,0.6090394260640171,0.056164137470635006,30.844241700000566
12,70,244,China,13017852308.462708,13792495946.886856,0.6090394260640162,0.05616413747063639,30.78720389999944
12,80,244,China,13043300970.739855,13792495946.886856,0.6102300401760917,0.054319028189825515,30.71986349999861
12,90,244,China,13017852308.462711,13792495946.886856,0.6090394260640164,0.05616413747063611,30.833503999998356
12,100,244,China,13043300970.739855,13792495946.886856,0.6102300401760917,0.054319028189825515,30.8328474000009
12,110,244,China,13017852308.46274,13792495946.886856,0.6090394260640177,0.056164137470634035,30.79135909999968
12,120,244,China,13043300970.739855,13792495946.886856,0.6102300401760917,0.054319028189825515,30.768511399997806
12,130,244,China,13017852308.462713,13792495946.886856,0.6090394260640164,0.05616413747063597,30.96501989999888
12,140,244,China,13043300970.739855,13792495946.886856,0.6102300401760917,0.054319028189825515,30.761560399998416
12,150,244,China,13017852308.462708,13792495946.886856,0.6090394260640162,0.05616413747063639,30.6794235999987
12,160,244,China,13043300970.739853,13792495946.886856,0.6102300401760916,0.054319028189825654,31.208760900000925
12,170,244,China,13017852308.462688,13792495946.886856,0.6090394260640153,0.05616413747063777,30.745500699998956
14,0,181,China,9738069969.223568,10231318714.698856,0.6141722778843796,0.04820969410000502,20.24291380000068
14,10,181,China,9708774848.793259,10231318714.698856,0.6123246580888304,0.051072973140293576,20.63565430000017
14,20,181,China,9738069969.223572,10231318714.698856,0.6141722778843798,0.04820969410000465,20.233032200001617
14,30,181,China,9708774848.793259,10231318714.698856,0.6123246580888304,0.051072973140293576,20.218432500001654
14,40,181,China,9738069969.223568,10231318714.698856,0.6141722778843796,0.04820969410000502,20.245527300001413
14,50,181,China,9708774848.793262,10231318714.698856,0.6123246580888306,0.0510729731402932,20.199024499997904
14,60,181,China,9738069969.22357,10231318714.698856,0.6141722778843797,0.048209694100004835,20.224422200000845
14,70,181,China,9708774848.793259,10231318714.698856,0.6123246580888304,0.051072973140293576,20.241935099998955
14,80,181,China,9738069969.223568,10231318714.698856,0.6141722778843796,0.04820969410000502,20.221899499996653
14,90,181,China,9708774848.793259,10231318714.698856,0.6123246580888304,0.051072973140293576,20.202223599997524
14,100,181,China,9738069969.22357,10231318714.698856,0.6141722778843797,0.048209694100004835,20.214383300000918
14,110,181,China,9708774848.793259,10231318714.698856,0.6123246580888304,0.051072973140293576,20.18460260000211
14,120,181,China,9738069969.223568,10231318714.698856,0.6141722778843796,0.04820969410000502,20.50022909999825
14,130,181,China,9708774848.79326,10231318714.698856,0.6123246580888305,0.05107297314029339,20.340382200000022
14,140,181,China,9738069969.223566,10231318714.698856,0.6141722778843794,0.0482096941000052,20.206175300001632
14,160,181,China,9738069969.22357,10231318714.698856,0.6141722778843797,0.048209694100004835,21.07360549999794
14,170,181,China,9708774848.793262,10231318714.698856,0.6123246580888306,0.0510729731402932,20.19678809999823
17,0,175,United Kingdom,9052269324.180687,9892158978.3,0.5904937589158961,0.08490458513270377,19.269608499998867
17,10,175,United Kingdom,8944414437.364342,9892158978.3,0.5834582150922597,0.09580765361885951,20.072627300000022
17,30,175,United Kingdom,8944414437.36434,9892158978.3,0.5834582150922596,0.0958076536188597,19.28638950000095
17,40,175,United Kingdom,9052269324.180689,9892158978.3,0.5904937589158962,0.08490458513270359,19.297257499998523
17,50,175,United Kingdom,8944414437.364342,9892158978.3,0.5834582150922597,0.09580765361885951,19.494503899997653
17,60,175,United Kingdom,9052269324.180689,9892158978.3,0.5904937589158962,0.08490458513270359,19.560436100000516
17,70,175,United Kingdom,8944414437.364346,9892158978.3,0.58345821509226,0.09580765361885912,19.31460909999805
17,80,175,United Kingdom,9052269324.18069,9892158978.3,0.5904937589158963,0.0849045851327034,19.307930199996918
17,90,175,United Kingdom,8944414437.36434,9892158978.3,0.5834582150922596,0.0958076536188597,19.72379060000094
17,100,175,United Kingdom,9052269324.180689,9892158978.3,0.5904937589158962,0.08490458513270359,19.667661999999837
17,110,175,United Kingdom,8944414437.364347,9892158978.3,0.5834582150922601,0.09580765361885893,19.29968160000135
17,120,175,United Kingdom,9052269324.180689,9892158978.3,0.5904937589158962,0.08490458513270359,19.34804029999941
17,130,175,United Kingdom,8944414437.364342,9892158978.3,0.5834582150922597,0.09580765361885951,19.518757000001642
17,140,175,United Kingdom,9052269324.18069,9892158978.3,0.5904937589158963,0.0849045851327034,19.32690150000053
17,150,175,United Kingdom,8944414437.364346,9892158978.3,0.58345821509226,0.09580765361885912,19.32319170000119
17,160,175,United Kingdom,9052269324.180687,9892158978.3,0.5904937589158961,0.08490458513270377,20.058071700001165
17,170,175,United Kingdom,8944414437.364346,9892158978.3,0.58345821509226,0.09580765361885912,19.33283179999853
22,0,161,Germany,8171497487.985291,9100786260.036001,0.5793908993438052,0.10211082268039492,17.20019090000278
22,10,161,Germany,8212564781.264507,9100786260.036001,0.5823027298891423,0.09759832319894306,17.210620899997593
22,20,161,Germany,8171497487.985287,9100786260.036001,0.5793908993438049,0.10211082268039536,17.098209399999178
22,30,161,Germany,8212564781.2645035,9100786260.036001,0.582302729889142,0.09759832319894347,17.16264520000186
22,40,161,Germany,8171497487.985298,9100786260.036001,0.5793908993438057,0.10211082268039409,17.8775816999987
22,50,161,Germany,8212564781.2645035,9100786260.036001,0.582302729889142,0.09759832319894347,17.10712030000286
22,60,161,Germany,8171497487.985292,9100786260.036001,0.5793908993438053,0.10211082268039472,17.388958399998955
22,70,161,Germany,8212564781.264504,9100786260.036001,0.5823027298891421,0.09759832319894338,17.706601600002614
22,80,161,Germany,8171497487.985297,9100786260.036001,0.5793908993438056,0.1021108226803942,17.130663699997967
22,90,161,Germany,8212564781.264507,9100786260.036001,0.5823027298891423,0.09759832319894306,17.10299550000127
22,100,161,Germany,8171497487.985292,9100786260.036001,0.5793908993438053,0.10211082268039472,17.173195399998804
22,110,161,Germany,8212564781.264509,9100786260.036001,0.5823027298891424,0.09759832319894285,17.143112400000973
22,120,161,Germany,8171497487.985298,9100786260.036001,0.5793908993438057,0.10211082268039409,17.13460810000106
22,130,161,Germany,8212564781.264496,9100786260.036001,0.5823027298891414,0.09759832319894432,17.257963500000187
22,150,161,Germany,8212564781.26451,9100786260.036001,0.5823027298891424,0.09759832319894275,17.55466610000076
22,160,161,Germany,8171497487.9853,9100786260.036001,0.5793908993438058,0.10211082268039388,17.176362999998673
22,170,161,Germany,8212564781.264518,9100786260.036001,0.582302729889143,0.0975983231989419,17.19256509999832
23,0,156,Netherlands,8200702993.488269,8818153146.370285,0.6000982754864966,0.07002034809705818,16.47797740000169
23,10,156,Netherlands,8203166607.227005,8818153146.370285,0.6002785539769205,0.06974096831108222,16.483608699996694
23,20,156,Netherlands,8200702993.488268,8818153146.370285,0.6000982754864966,0.07002034809705829,17.3276700000024
23,30,156,Netherlands,8203166607.227006,8818153146.370285,0.6002785539769205,0.06974096831108212,16.448593100001744
23,40,156,Netherlands,8200702993.488266,8818153146.370285,0.6000982754864964,0.07002034809705851,16.9752604000023
23,50,156,Netherlands,8203166607.227007,8818153146.370285,0.6002785539769206,0.06974096831108201,16.453211199997895
23,60,156,Netherlands,8200702993.488268,8818153146.370285,0.6000982754864966,0.07002034809705829,16.39583859999766
23,70,156,Netherlands,8203166607.227006,8818153146.370285,0.6002785539769205,0.06974096831108212,16.436619600000995
23,80,156,Netherlands,8200702993.48827,8818153146.370285,0.6000982754864967,0.07002034809705807,16.46562289999929
23,90,156,Netherlands,8203166607.227008,8818153146.370285,0.6002785539769208,0.0697409683110819,16.43324120000034
23,100,156,Netherlands,8200702993.488273,8818153146.370285,0.600098275486497,0.07002034809705775,16.459073699999863
23,110,156,Netherlands,8203166607.227002,8818153146.370285,0.6002785539769203,0.06974096831108255,17.21069239999997
23,120,156,Netherlands,8200702993.488268,8818153146.370285,0.6000982754864966,0.07002034809705829,16.465366199998243
23,130,156,Netherlands,8203166607.227002,8818153146.370285,0.6002785539769203,0.06974096831108255,16.482513899998594
23,140,156,Netherlands,8200702993.488271,8818153146.370285,0.6000982754864969,0.07002034809705797,16.7104739000024
23,150,156,Netherlands,8203166607.227004,8818153146.370285,0.6002785539769204,0.06974096831108233,16.745965199999773
23,170,156,Netherlands,8203166607.227008,8818153146.370285,0.6002785539769208,0.0697409683110819,17.018176699999458
25,0,152,Sweden,8064111925.43962,8592046655.437714,0.6056320540014134,0.06144458371440238,15.889206800002285
25,10,152,Sweden,8063900864.283326,8592046655.437714,0.6056162028571351,0.06146914842695085,16.435273199997027
25,20,152,Sweden,8064111925.439624,8592046655.437714,0.6056320540014137,0.06144458371440194,15.875351099999534
25,30,152,Sweden,8063900864.283332,8592046655.437714,0.6056162028571356,0.061469148426950185,15.806914500000858
25,40,152,Sweden,8064111925.439623,8592046655.437714,0.6056320540014136,0.06144458371440205,16.46910249999928
25,50,152,Sweden,8063900864.283337,8592046655.437714,0.6056162028571359,0.06146914842694963,16.72021119999772
25,70,152,Sweden,8063900864.283333,8592046655.437714,0.6056162028571357,0.061469148426950074,16.749000399999204
25,80,152,Sweden,8064111925.439622,8592046655.437714,0.6056320540014136,0.06144458371440216,16.727906599997368
25,90,152,Sweden,8063900864.283337,8592046655.437714,0.6056162028571359,0.06146914842694963,17.402110499999253
25,100,152,Sweden,8064111925.439627,8592046655.437714,0.605632054001414,0.061444583714401604,16.162527399999817
25,110,152,Sweden,8063900864.28334,8592046655.437714,0.6056162028571362,0.061469148426949186,16.01758669999981
25,120,152,Sweden,8064111925.439612,8592046655.437714,0.6056320540014128,0.06144458371440327,16.96456109999781
25,130,152,Sweden,8063900864.28334,8592046655.437714,0.6056162028571362,0.061469148426949186,16.837732299998606
25,140,152,Sweden,8064111925.439619,8592046655.437714,0.6056320540014134,0.06144458371440249,18.469442400000844
25,150,152,Sweden,8063900864.283338,8592046655.437714,0.605616202857136,0.06146914842694952,28.438468000000285
25,160,152,Sweden,8064111925.439619,8592046655.437714,0.6056320540014134,0.06144458371440249,29.42984019999858
25,170,152,Sweden,8063900864.283335,8592046655.437714,0.6056162028571358,0.06146914842694985,34.40744640000048
28,0,134,China,7132356203.481022,7574567446.241143,0.6076088907756613,0.058381055538632425,35.88566269999865
28,10,134,China,7131400353.192129,7574567446.241143,0.6075274614250774,0.05850724760117285,33.964714300000196
28,20,134,China,7132356203.481016,7574567446.241143,0.6076088907756607,0.05838105553863318,38.09170599999925
28,30,134,China,7131400353.192133,7574567446.241143,0.6075274614250777,0.058507247601172346,37.14892309999777
28,40,134,China,7132356203.48103,7574567446.241143,0.6076088907756619,0.058381055538631293,38.55484290000095
28,60,134,China,7132356203.481035,7574567446.241143,0.6076088907756624,0.05838105553863066,36.22797740000169
28,70,134,China,7131400353.192128,7574567446.241143,0.6075274614250774,0.05850724760117298,35.82111939999959
28,80,134,China,7132356203.481016,7574567446.241143,0.6076088907756607,0.05838105553863318,36.13131559999965
28,90,134,China,7131400353.192126,7574567446.241143,0.6075274614250772,0.05850724760117323,35.788238000001
28,100,134,China,7132356203.481068,7574567446.241143,0.6076088907756652,0.05838105553862638,34.88298820000273
28,110,134,China,7131400353.192127,7574567446.241143,0.6075274614250773,0.0585072476011731,36.256623900000704
28,120,134,China,7132356203.481053,7574567446.241143,0.6076088907756639,0.05838105553862827,35.77547919999779
28,130,134,China,7131400353.192121,7574567446.241143,0.6075274614250767,0.058507247601173984,36.354897000001074
28,140,134,China,7132356203.481037,7574567446.241143,0.6076088907756625,0.05838105553863041,36.44298920000074
28,150,134,China,7131400353.192135,7574567446.241143,0.607527461425078,0.0585072476011721,36.14888580000115
28,160,134,China,7132356203.480949,7574567446.241143,0.607608890775655,0.05838105553864199,35.60844179999913
28,170,134,China,7131400353.19213,7574567446.241143,0.6075274614250775,0.05850724760117273,35.868145399999776
34,0,125,China,6639374925.275388,7065827841.642857,0.6063356096141906,0.06035427495899977,33.20740939999814
34,10,125,China,6593444906.201584,7065827841.642857,0.6021410873243456,0.06685457755668163,32.96743069999866
34,20,125,China,6639374925.275388,7065827841.642857,0.6063356096141906,0.06035427495899977,32.8760532999986
34,30,125,China,6593444906.201587,7065827841.642857,0.6021410873243458,0.06685457755668123,33.752441600001475
34,40,125,China,6639374925.275388,7065827841.642857,0.6063356096141906,0.06035427495899977,33.777620200002275
34,50,125,China,6593444906.20159,7065827841.642857,0.6021410873243461,0.06685457755668082,32.9087933999981
34,60,125,China,6639374925.275388,7065827841.642857,0.6063356096141906,0.06035427495899977,32.47757040000215
34,70,125,China,6593444906.201586,7065827841.642857,0.6021410873243457,0.06685457755668137,35.43195790000027
34,80,125,China,6639374925.275389,7065827841.642857,0.6063356096141908,0.06035427495899963,31.33928509999896
34,90,125,China,6593444906.201583,7065827841.642857,0.6021410873243455,0.06685457755668177,31.764246200000343
34,100,125,China,6639374925.27539,7065827841.642857,0.6063356096141909,0.0603542749589995,32.3935859000012
34,110,125,China,6593444906.201586,7065827841.642857,0.6021410873243457,0.06685457755668137,31.812835699998686
34,120,125,China,6639374925.275386,7065827841.642857,0.6063356096141905,0.06035427495900004,31.594682800001465
34,130,125,China,6593444906.201588,7065827841.642857,0.6021410873243459,0.06685457755668109,30.939494500002183
34,150,125,China,6593444906.201586,7065827841.642857,0.6021410873243457,0.06685457755668137,28.694274200002837
34,160,125,China,6639374925.275391,7065827841.642857,0.606335609614191,0.060354274958999365,31.331660300002113
34,170,125,China,6593444906.201586,7065827841.642857,0.6021410873243457,0.06685457755668137,32.047215999999025
38,0,115,China,6094179314.499422,6500561614.311429,0.604941365346379,0.06251495238770273,27.210072499998205
38,10,115,China,6082517300.3847065,6500561614.311429,0.6037837304332645,0.06430895339971388,28.56617929999993
38,20,115,China,6094179314.49942,6500561614.311429,0.6049413653463788,0.06251495238770302,28.231856899998093
38,30,115,China,6082517300.384707,6500561614.311429,0.6037837304332646,0.06430895339971374,27.217453500001284
38,50,115,China,6082517300.384707,6500561614.311429,0.6037837304332646,0.06430895339971374,27.164896400001453
38,60,115,China,6094175276.796384,6500561614.311429,0.6049409645420274,0.0625155735191184,26.183261500002118
38,70,115,China,6082517300.384706,6500561614.311429,0.6037837304332644,0.06430895339971403,25.898014400001557
38,80,115,China,6094175276.796384,6500561614.311429,0.6049409645420274,0.0625155735191184,26.536462299998675
38,90,115,China,6082517300.3847065,6500561614.311429,0.6037837304332645,0.06430895339971388,25.91741550000006
38,100,115,China,6094179314.499422,6500561614.311429,0.604941365346379,0.06251495238770273,23.91861830000198
38,110,115,China,6082517300.384707,6500561614.311429,0.6037837304332646,0.06430895339971374,27.0450557999975
38,120,115,China,6094179314.499422,6500561614.311429,0.604941365346379,0.06251495238770273,27.2810707000026
38,130,115,China,6082517300.384705,6500561614.311429,0.6037837304332643,0.06430895339971418,27.819831100001466
38,140,115,China,6094175276.796385,6500561614.311429,0.6049409645420275,0.06251557351911825,27.218794500000513
38,150,115,China,6082517300.3847065,6500561614.311429,0.6037837304332645,0.06430895339971388,27.111620499999844
38,160,115,China,6094175276.796385,6500561614.311429,0.6049409645420275,0.06251557351911825,26.72510499999771
38,170,115,China,6082517300.384708,6500561614.311429,0.6037837304332647,0.06430895339971358,26.09172469999976
39,0,114,Taiwan,6132522215.219873,6444034991.578284,0.6140873803592759,0.0483412608351021,26.145443900000828
39,10,114,Taiwan,6134394971.97731,6444034991.578284,0.6142749110767954,0.04805064218391783,26.98072310000134
39,20,114,Taiwan,6132522215.219875,6444034991.578284,0.6140873803592761,0.04834126083510181,26.405905199997505
39,30,114,Taiwan,6134394971.97731,6444034991.578284,0.6142749110767954,0.04805064218391783,26.21831630000088
39,40,114,Taiwan,6132522215.219872,6444034991.578284,0.6140873803592759,0.048341260835102255,25.774537900000723
39,50,114,Taiwan,6134394971.977311,6444034991.578284,0.6142749110767955,0.048050642183917684,25.682955399999628
39,60,114,Taiwan,6132522215.219874,6444034991.578284,0.614087380359276,0.04834126083510196,25.35757670000021
39,70,114,Taiwan,6134394971.977311,6444034991.578284,0.6142749110767955,0.048050642183917684,26.787137900002563
39,80,114,Taiwan,6132522215.2198715,6444034991.578284,0.6140873803592758,0.0483412608351024,26.4954252000025
39,90,114,Taiwan,6134394971.97731,6444034991.578284,0.6142749110767954,0.04805064218391783,27.45508830000108
39,100,114,Taiwan,6132522215.219873,6444034991.578284,0.6140873803592759,0.0483412608351021,26.4881916000013
39,110,114,Taiwan,6134394971.977311,6444034991.578284,0.6142749110767955,0.048050642183917684,25.66282180000053
39,120,114,Taiwan,6132522215.219874,6444034991.578284,0.614087380359276,0.04834126083510196,25.99607869999818
39,140,114,Taiwan,6132522215.219872,6444034991.578284,0.6140873803592759,0.048341260835102255,26.440023899998778
39,150,114,Taiwan,6134394971.977312,6444034991.578284,0.6142749110767957,0.04805064218391753,25.630140699999174
39,160,114,Taiwan,6132522215.219874,6444034991.578284,0.614087380359276,0.04834126083510196,25.980341000002227
39,170,114,Taiwan,6134394971.97731,6444034991.578284,0.6142749110767954,0.04805064218391783,26.552618799996708
41,0,102,China,5506736556.092136,5765715518.780572,0.6162969554226135,0.0449170552804535,21.886103099997854
41,10,102,China,5437838956.776892,5765715518.780572,0.6085861488021411,0.05686658679841092,23.461186100001214
41,20,102,China,5506736556.092135,5765715518.780572,0.6162969554226134,0.04491705528045366,21.962962700003118
41,30,102,China,5437838956.776894,5765715518.780572,0.6085861488021413,0.056866586798410584,23.55013219999819
41,40,102,China,5506736556.092136,5765715518.780572,0.6162969554226135,0.0449170552804535,21.791608699997596
41,50,102,China,5437838956.776895,5765715518.780572,0.6085861488021415,0.056866586798410425,21.83635040000081
41,60,102,China,5506736556.092134,5765715518.780572,0.6162969554226133,0.044917055280453824,21.83596100000068
41,70,102,China,5437838956.776895,5765715518.780572,0.6085861488021415,0.056866586798410425,21.99411709999913
41,80,102,China,5506736556.092138,5765715518.780572,0.6162969554226138,0.044917055280453165,23.103668100000505
41,100,102,China,5506736556.092135,5765715518.780572,0.6162969554226134,0.04491705528045366,22.802447699999902
41,110,102,China,5437838956.776893,5765715518.780572,0.6085861488021412,0.05686658679841075,22.48317130000214
41,120,102,China,5506736556.092135,5765715518.780572,0.6162969554226134,0.04491705528045366,22.102817799997865
41,130,102,China,5437838956.776895,5765715518.780572,0.6085861488021415,0.056866586798410425,21.583305799998925
41,140,102,China,5506736556.092137,5765715518.780572,0.6162969554226136,0.04491705528045333,20.823075500000414
41,150,102,China,5437838956.776895,5765715518.780572,0.6085861488021415,0.056866586798410425,22.750285000001895
41,160,102,China,5506736556.092136,5765715518.780572,0.6162969554226135,0.0449170552804535,23.13226189999841
41,170,102,China,5437838956.776893,5765715518.780572,0.6085861488021412,0.05686658679841075,20.742115100001683
