farm_id,angle_deg,n_turb,country,AEP_kWh,AEP_noWake_kWh,CF,WakeLoss,precompute_s
66,100,74,China,3891258871.218197,4182970082.2525716,0.600280586082037,0.06973781913287921,6.482084200000827
67,100,73,United Kingdom,3663415525.650111,4126443459.5194287,0.5728741361184261,0.11220993051562189,6.3944831999979215
70,10,70,China,3747900592.9306765,3956863591.3199997,0.6112036191993928,0.052810260845917535,6.096924200002832
71,60,69,Taiwan,3747715128.5190363,3900336968.586857,0.6200309589899802,0.0391304241907892,6.011493800000608
72,10,68,China,3659802421.9402137,3843810345.8537145,0.6143906832427165,0.04787122863956817,5.884420499998669
74,170,62,China,3283107406.89493,3504650609.454857,0.6044902428367451,0.0632140624695218,5.284368100001302
80,90,60,United Kingdom,3262912559.5288005,3391597363.988571,0.6207976711432269,0.03794224097061903,5.098303800001304
83,120,58,United Kingdom,2825331812.3459616,3278544118.5222855,0.5560801079251223,0.13823584182255783,4.888342800000828
84,110,57,United Kingdom,3039674741.0316477,3222017495.789142,0.6087628657036865,0.05659272645036794,4.826850499997818
85,130,56,China,3006134391.242704,3165490873.0559993,0.6127964757099446,0.05034179159058857,4.739403300001868
86,20,56,Vietnam,2983613420.35699,3165490873.0559993,0.6082056059109976,0.057456318780481255,4.738018299998657
88,30,55,China,2987044328.983793,3108964250.3228564,0.619975991901991,0.039215607360683746,4.637868099998741
90,130,55,China,2975812147.175247,3108964250.3228564,0.6176446963834054,0.0428284445965507,4.716707999999926
91,140,55,China,2932168464.929008,3108964250.3228564,0.6085862318242026,0.056866458138104585,4.645744900000864
92,140,54,China,2869282962.0191793,3052437627.589714,0.6065624391212538,0.06000275449204134,4.547960100000637
93,40,39,United Kingdom,2155843358.557929,2204538286.5925713,0.6310277949180216,0.022088492783632795,3.2409120999982406
96,60,50,United Kingdom,2571128641.0790586,2826331136.657143,0.5870156714792372,0.09029461985828259,4.169844400003058
97,30,49,China,2580347126.9598675,2769804513.924,0.6011432128785452,0.06840099581458434,4.124016300000221
99,50,48,Sweden,2276697162.7675457,2713277891.190857,0.5414519508103942,0.1609052761756357,3.966449499999726
100,30,48,Netherlands,2536542178.157141,2713277891.190857,0.6032491862055606,0.06513734314038377,4.340896000001521
102,140,45,United Kingdom,2328002101.1828284,2543698022.9914284,0.5905636989301949,0.08479619823540932,4.067189600002166
103,140,41,China,2203168570.2631235,2317591532.058857,0.6134225888916147,0.04937149631975252,3.3817511000015656
104,70,39,China,2113829015.649376,2204538286.5925713,0.6187299542352699,0.04114660720336115,3.2409541999986686
105,140,40,China,2129474810.8433022,2261064909.325714,0.6077268295785679,0.05819828433039286,3.321306600002572
106,170,37,China,2012022324.2441828,2091485041.1262858,0.6207646316932565,0.037993442611146525,3.0537069999991218
107,30,39,Vietnam,2082880711.2674892,2204538286.5925713,0.6096712069041942,0.05518505895995175,3.225794300000416
110,50,38,China,2074639839.2846222,2148011663.8594284,0.6232395575837005,0.0341580196277779,3.1416381999988516
111,150,36,China,1936168999.1642594,2034958418.3931427,0.6139551620891234,0.04854616110873165,2.9591166000027442
119,40,32,China,1711330386.3544974,1808851927.4605713,0.6104917188764617,0.05391350150091243,2.6524237000012363
121,90,30,Germany,1566843706.3222337,1695798681.9942856,0.5962114559825851,0.07604379991639035,2.4617896000017936
122,70,30,United Kingdom,1520608992.548792,1695798681.9942856,0.5786183381083683,0.10330807029491726,2.4768264000013005
123,130,30,United Kingdom,1565442843.9050548,1695798681.9942856,0.5956784033124257,0.07686987817205418,2.466486799999984
126,140,27,Vietnam,1439571015.6429052,1526218813.794857,0.6086466326919099,0.05677285417318827,2.242509899999277
130,20,26,Vietnam,1378346071.573271,1469692191.0617144,0.6051747767708425,0.06215323184268564,2.1577795000011974
133,10,24,Vietnam,1290676994.8209703,1356638945.5954285,0.6139064853600505,0.04862159603232346,1.9990227999987837
134,90,24,Netherlands,1298548309.2598698,1356638945.5954285,0.6176504515124952,0.042819525802469637,2.0022167999995872
