farm_id,year,n_turb,centroid_lon,centroid_lat,pc1_angle,pc1_share,aspect_ratio,spacing_d,ce_r,layout_type,WPD_hist,WCI_hist,theta_energy_hist,WPD_yearly,WCI_yearly,theta_energy_yearly,WNS_hist,is_new_farm,is_expansion,expansion_direction_deg,new_turbines,AxisMismatch,CrosswindAlign,ExpansionMismatch,country,spacing_d_regional_early_median,spacing_d_ratio
17,2020,175,1.4972,51.6283,103.5,0.5199,1.1,3.71,1.687,cluster,,,,381.8,0.2656,312.5,,False,False,,0,,,,United Kingdom,3.57,1.0392156862745099
17,2021,175,1.4972,51.6283,103.5,0.5199,1.1,3.71,1.687,cluster,,,,342.8,0.1477,309.1,,False,False,,0,,,,United Kingdom,3.57,1.0392156862745099
17,2022,175,1.4972,51.6283,103.5,0.5199,1.1,3.71,1.687,cluster,,,,373.4,0.2807,312.6,,False,False,,0,,,,United Kingdom,3.57,1.0392156862745099
17,2023,175,1.4972,51.6283,103.5,0.5199,1.1,3.71,1.687,cluster,,,,342.6,0.182,296.5,,False,False,,0,,,,United Kingdom,3.57,1.0392156862745099
17,2024,175,1.4972,51.6283,103.5,0.5199,1.1,3.71,1.687,cluster,,,,312.7,0.2028,303.5,,False,False,,0,,,,United Kingdom,3.57,1.0392156862745099
18,2014,77,6.995,54.0528,32.7,0.6084,1.45,5.03,1.365,cluster,,,,,,,,True,False,,77,,,,Germany,3.14,1.6019108280254777
18,2015,77,6.995,54.0528,32.7,0.6084,1.45,5.03,1.365,cluster,,,,,,,,False,False,,0,,,,Germany,3.14,1.6019108280254777
18,2016,101,6.9889,54.0411,53.8,0.6492,1.33,4.9,1.506,cluster,,,,,,,,False,True,207.53607310816196,24,,,,Germany,3.14,1.5605095541401275
18,2017,151,6.9299,54.021,24.6,0.8961,2.27,4.61,1.379,belt,,,,,,,,False,True,251.1871545088413,50,,,,Germany,3.14,1.4681528662420382
18,2018,151,6.9299,54.021,24.6,0.8961,2.27,4.61,1.379,belt,,,,,,,,False,False,,0,,,,Germany,3.14,1.4681528662420382
18,2019,151,6.9299,54.021,24.6,0.8961,2.27,4.61,1.379,belt,,,,,,,,False,False,,0,,,,Germany,3.14,1.4681528662420382
18,2020,151,6.9299,54.021,24.6,0.8961,2.27,4.61,1.379,belt,,,,,,,,False,False,,0,,,,Germany,3.14,1.4681528662420382
18,2021,151,6.9299,54.021,24.6,0.8961,2.27,4.61,1.379,belt,,,,,,,,False,False,,0,,,,Germany,3.14,1.4681528662420382
18,2022,151,6.9299,54.021,24.6,0.8961,2.27,4.61,1.379,belt,,,,,,,,False,False,,0,,,,Germany,3.14,1.4681528662420382
18,2023,151,6.9299,54.021,24.6,0.8961,2.27,4.61,1.379,belt,,,,,,,,False,False,,0,,,,Germany,3.14,1.4681528662420382
18,2024,174,6.953,54.0239,20.3,0.8993,2.4,4.76,1.422,belt,,,,372.6,0.1943,320.8,,False,True,82.84445846512205,23,,,,Germany,3.14,1.5159235668789808
19,2018,13,120.5575,34.2452,106.4,0.7819,1.76,3.91,1.279,cluster,,,,229.7,0.2608,71.3,,True,False,,13,,,,China,4.08,0.9583333333333334
19,2019,96,120.5737,34.2571,-23.3,0.744,1.86,3.24,1.441,cluster,,,,196.0,0.199,59.8,,False,True,53.70019079914135,83,,,,China,4.08,0.7941176470588236
19,2020,163,120.6177,34.275,15.8,0.8069,2.1,3.16,1.2,cluster,,,,188.1,0.1528,44.9,,False,True,67.86261442215596,67,,,,China,4.08,0.7745098039215687
19,2021,171,120.6226,34.2763,16.1,0.8207,2.1,3.12,1.21,cluster,,,,248.3,0.1863,68.2,,False,True,75.14138555208802,8,,,,China,4.08,0.7647058823529412
19,2022,171,120.6226,34.2763,16.1,0.8207,2.1,3.12,1.21,cluster,,,,211.2,0.1918,41.2,,False,False,,0,,,,China,4.08,0.7647058823529412
19,2023,171,120.6226,34.2763,16.1,0.8207,2.1,3.12,1.21,cluster,,,,237.1,0.1312,47.3,,False,False,,0,,,,China,4.08,0.7647058823529412
19,2024,171,120.6226,34.2763,16.1,0.8207,2.1,3.12,1.21,cluster,,,,231.5,0.162,40.0,,False,False,,0,,,,China,4.08,0.7647058823529412
20,2014,80,6.3649,54.5089,118.3,0.559,1.13,3.58,1.735,cluster,,,,279.0,0.2062,56.5,,True,False,,80,,,,Netherlands,3.65,0.9808219178082193
20,2015,80,6.3649,54.5089,118.3,0.559,1.13,3.58,1.735,cluster,,,,244.4,0.199,55.4,,False,False,,0,,,,Netherlands,3.65,0.9808219178082193
20,2016,80,6.3649,54.5089,118.3,0.559,1.13,3.58,1.735,cluster,,,,277.5,0.2295,47.8,,False,False,,0,,,,Netherlands,3.65,0.9808219178082193
20,2017,80,6.3649,54.5089,118.3,0.559,1.13,3.58,1.735,cluster,,,,256.7,0.1765,69.9,,False,False,,0,,,,Netherlands,3.65,0.9808219178082193
20,2018,80,6.3649,54.5089,118.3,0.559,1.13,3.58,1.735,cluster,,,,299.9,0.2666,74.7,,False,False,,0,,,,Netherlands,3.65,0.9808219178082193
20,2019,167,6.3397,54.4774,69.0,0.5765,0.99,3.83,1.53,cluster,,,,255.4,0.186,62.2,,False,True,218.65980825409522,87,,,,Netherlands,3.65,1.0493150684931507
20,2020,167,6.3397,54.4774,69.0,0.5765,0.99,3.83,1.53,cluster,,,,248.1,0.1607,43.6,,False,False,,0,,,,Netherlands,3.65,1.0493150684931507
20,2021,167,6.3397,54.4774,69.0,0.5765,0.99,3.83,1.53,cluster,,,,323.5,0.1808,69.2,,False,False,,0,,,,Netherlands,3.65,1.0493150684931507
20,2022,167,6.3397,54.4774,69.0,0.5765,0.99,3.83,1.53,cluster,,,,276.1,0.1897,42.5,,False,False,,0,,,,Netherlands,3.65,1.0493150684931507
20,2023,167,6.3397,54.4774,69.0,0.5765,0.99,3.83,1.53,cluster,,,,311.3,0.1244,47.8,,False,False,,0,,,,Netherlands,3.65,1.0493150684931507
20,2024,167,6.3397,54.4774,69.0,0.5765,0.99,3.83,1.53,cluster,,,,302.4,0.1601,41.6,,False,False,,0,,,,Netherlands,3.65,1.0493150684931507
21,2021,3,120.9509,27.2551,-0.1,1.0,51.27,9.35,46.788,belt,,,,376.2,0.1893,84.9,,True,False,,3,,,,China,4.08,2.2916666666666665
21,2022,126,120.9463,27.2922,124.7,0.7195,1.19,2.15,0.694,multi_cluster,,,,323.9,0.1802,53.7,,False,True,352.9320132734364,123,,,,China,4.08,0.5269607843137255
21,2023,162,120.9217,27.286,-8.7,0.5871,1.34,2.34,0.78,multi_cluster,,,,367.1,0.1222,66.3,,False,True,255.85420450589334,36,,,,China,4.08,0.5735294117647058
21,2024,162,120.9217,27.286,-8.7,0.5871,1.34,2.34,0.78,multi_cluster,,,,349.7,0.1442,53.8,,False,False,,0,,,,China,4.08,0.5735294117647058
22,2014,108,11.6177,54.5527,-5.8,0.9731,5.09,3.45,1.372,belt,,,,313.5,0.196,58.1,,True,False,,108,,,,Germany,3.14,1.0987261146496816
22,2015,108,11.6177,54.5527,-5.8,0.9731,5.09,3.45,1.372,belt,,,,270.7,0.1881,56.7,,False,False,,0,,,,Germany,3.14,1.0987261146496816
22,2016,161,11.6189,54.5529,-5.8,0.9746,5.03,3.14,1.516,belt,,,,306.8,0.2211,49.9,,False,True,80.53767779200189,53,,,,Germany,3.14,1.0
22,2017,161,11.6189,54.5529,-5.8,0.9746,5.03,3.14,1.516,belt,,,,284.5,0.1653,77.5,,False,False,,0,,,,Germany,3.14,1.0
22,2018,161,11.6189,54.5529,-5.8,0.9746,5.03,3.14,1.516,belt,,,,336.3,0.2588,83.6,,False,False,,0,,,,Germany,3.14,1.0
22,2019,161,11.6189,54.5529,-5.8,0.9746,5.03,3.14,1.516,belt,,,,282.9,0.1718,70.4,,False,False,,0,,,,Germany,3.14,1.0
22,2020,161,11.6189,54.5529,-5.8,0.9746,5.03,3.14,1.516,belt,,,,277.3,0.1491,46.9,,False,False,,0,,,,Germany,3.14,1.0
22,2021,161,11.6189,54.5529,-5.8,0.9746,5.03,3.14,1.516,belt,,,,359.0,0.1757,76.0,,False,False,,0,,,,Germany,3.14,1.0
22,2022,161,11.6189,54.5529,-5.8,0.9746,5.03,3.14,1.516,belt,,,,306.6,0.1793,47.0,,False,False,,0,,,,Germany,3.14,1.0
22,2023,161,11.6189,54.5529,-5.8,0.9746,5.03,3.14,1.516,belt,,,,348.1,0.1142,54.1,,False,False,,0,,,,Germany,3.14,1.0
22,2024,161,11.6189,54.5529,-5.8,0.9746,5.03,3.14,1.516,belt,,,,333.2,0.1456,46.6,,False,False,,0,,,,Germany,3.14,1.0
23,2014,22,6.0269,54.0511,-33.3,0.7621,2.53,4.77,1.899,rule_grid,,,,343.9,0.211,70.7,,True,False,,22,,,,Netherlands,3.65,1.306849315068493
23,2015,22,6.0269,54.0511,-33.3,0.7621,2.53,4.77,1.899,rule_grid,,,,292.0,0.1957,70.7,,False,False,,0,,,,Netherlands,3.65,1.306849315068493
23,2016,75,6.0416,54.0387,129.8,0.7266,1.68,3.59,1.883,rule_grid,,,,330.8,0.2329,59.5,,False,True,130.14888390469832,53,,,,Netherlands,3.65,0.9835616438356164
23,2017,75,6.0416,54.0387,129.8,0.7266,1.68,3.59,1.883,rule_grid,,,,309.4,0.1782,98.2,,False,False,,0,,,,Netherlands,3.65,0.9835616438356164
23,2018,75,6.0416,54.0387,129.8,0.7266,1.68,3.59,1.883,rule_grid,,,,376.5,0.2689,98.7,,False,False,,0,,,,Netherlands,3.65,0.9835616438356164
23,2019,75,6.0416,54.0387,129.8,0.7266,1.68,3.59,1.883,rule_grid,,,,305.4,0.1871,85.3,,False,False,,0,,,,Netherlands,3.65,0.9835616438356164
23,2020,75,6.0416,54.0387,129.8,0.7266,1.68,3.59,1.883,rule_grid,,,,302.2,0.145,77.0,,False,False,,0,,,,Netherlands,3.65,0.9835616438356164
23,2021,75,6.0416,54.0387,129.8,0.7266,1.68,3.59,1.883,rule_grid,,,,385.6,0.1985,94.9,,False,False,,0,,,,Netherlands,3.65,0.9835616438356164
23,2022,75,6.0416,54.0387,129.8,0.7266,1.68,3.59,1.883,rule_grid,,,,336.9,0.1934,66.9,,False,False,,0,,,,Netherlands,3.65,0.9835616438356164
23,2023,75,6.0416,54.0387,129.8,0.7266,1.68,3.59,1.883,rule_grid,,,,376.0,0.1332,87.0,,False,False,,0,,,,Netherlands,3.65,0.9835616438356164
23,2024,156,6.1219,54.0432,2.8,0.9243,3.19,4.58,1.712,belt,,,,355.8,0.1439,65.0,,False,True,86.79250794307586,81,,,,Netherlands,3.65,1.2547945205479452
24,2014,147,121.2317,32.5332,-18.2,0.7962,1.92,3.65,1.559,cluster,,,,400.0,0.2354,69.0,,True,False,,147,,,,China,4.08,0.8946078431372548
24,2015,147,121.2317,32.5332,-18.2,0.7962,1.92,3.65,1.559,cluster,,,,328.0,0.2201,73.6,,False,False,,0,,,,China,4.08,0.8946078431372548
24,2016,156,121.232,32.5335,-18.4,0.8118,1.93,3.62,1.587,cluster,,,,384.5,0.2537,61.4,,False,True,45.0,9,,,,China,4.08,0.8872549019607843
24,2017,156,121.232,32.5335,-18.4,0.8118,1.93,3.62,1.587,cluster,,,,353.3,0.2004,96.8,,False,False,,0,,,,China,4.08,0.8872549019607843
24,2018,156,121.232,32.5335,-18.4,0.8118,1.93,3.62,1.587,cluster,,,,433.6,0.2942,101.0,,False,False,,0,,,,China,4.08,0.8872549019607843
24,2019,156,121.232,32.5335,-18.4,0.8118,1.93,3.62,1.587,cluster,,,,345.8,0.2444,85.5,,False,False,,0,,,,China,4.08,0.8872549019607843
24,2020,156,121.232,32.5335,-18.4,0.8118,1.93,3.62,1.587,cluster,,,,341.2,0.1992,100.6,,False,False,,0,,,,China,4.08,0.8872549019607843
24,2021,156,121.232,32.5335,-18.4,0.8118,1.93,3.62,1.587,cluster,,,,443.0,0.2286,92.4,,False,False,,0,,,,China,4.08,0.8872549019607843
24,2022,156,121.232,32.5335,-18.4,0.8118,1.93,3.62,1.587,cluster,,,,384.1,0.2299,72.7,,False,False,,0,,,,China,4.08,0.8872549019607843
24,2023,156,121.232,32.5335,-18.4,0.8118,1.93,3.62,1.587,cluster,,,,409.8,0.1743,93.2,,False,False,,0,,,,China,4.08,0.8872549019607843
24,2024,156,121.232,32.5335,-18.4,0.8118,1.93,3.62,1.587,cluster,,,,403.1,0.1717,77.8,,False,False,,0,,,,China,4.08,0.8872549019607843
25,2014,79,13.1627,54.9829,26.1,0.8865,3.0,3.45,1.936,belt,,,,,,,,True,False,,79,,,,Sweden,2.11,1.6350710900473935
25,2015,79,13.1627,54.9829,26.1,0.8865,3.0,3.45,1.936,belt,,,,,,,,False,False,,0,,,,Sweden,2.11,1.6350710900473935
25,2016,80,13.1627,54.9829,26.1,0.8865,3.0,3.45,1.948,belt,,,,,,,,False,True,0.0,1,,,,Sweden,2.11,1.6350710900473935
25,2017,80,13.1627,54.9829,26.1,0.8865,3.0,3.45,1.948,belt,,,,,,,,False,False,,0,,,,Sweden,2.11,1.6350710900473935
25,2018,80,13.1627,54.9829,26.1,0.8865,3.0,3.45,1.948,belt,,,,,,,,False,False,,0,,,,Sweden,2.11,1.6350710900473935
25,2019,80,13.1627,54.9829,26.1,0.8865,3.0,3.45,1.948,belt,,,,,,,,False,False,,0,,,,Sweden,2.11,1.6350710900473935
25,2020,80,13.1627,54.9829,26.1,0.8865,3.0,3.45,1.948,belt,,,,364.4,0.2026,92.3,,False,False,,0,,,,Sweden,2.11,1.6350710900473935
25,2021,152,13.0559,55.0056,-10.0,0.917,2.51,5.07,1.188,belt,,,,468.5,0.2149,84.9,,False,True,281.9994657769537,72,,,,Sweden,2.11,2.402843601895735
25,2022,152,13.0559,55.0056,-10.0,0.917,2.51,5.07,1.188,belt,,,,412.3,0.2322,68.4,,False,False,,0,,,,Sweden,2.11,2.402843601895735
25,2023,152,13.0559,55.0056,-10.0,0.917,2.51,5.07,1.188,belt,,,,429.5,0.1709,87.7,,False,False,,0,,,,Sweden,2.11,2.402843601895735
25,2024,152,13.0559,55.0056,-10.0,0.917,2.51,5.07,1.188,belt,,,,429.7,0.1686,68.3,,False,False,,0,,,,Sweden,2.11,2.402843601895735
26,2014,102,1.9307,51.9169,43.4,0.6366,1.35,5.13,1.801,rule_grid,,,,402.6,0.2634,69.0,,True,False,,102,,,,United Kingdom,3.57,1.4369747899159664
26,2015,102,1.9307,51.9169,43.4,0.6366,1.35,5.13,1.801,rule_grid,,,,326.2,0.2454,70.7,,False,False,,0,,,,United Kingdom,3.57,1.4369747899159664
26,2016,102,1.9307,51.9169,43.4,0.6366,1.35,5.13,1.801,rule_grid,,,,390.0,0.2691,61.6,,False,False,,0,,,,United Kingdom,3.57,1.4369747899159664
26,2017,140,1.9623,51.9273,26.9,0.783,2.13,5.22,1.667,cluster,,,,349.4,0.2246,85.8,,False,True,71.78290480216822,38,,,,United Kingdom,3.57,1.4621848739495797
26,2018,140,1.9623,51.9273,26.9,0.783,2.13,5.22,1.667,cluster,,,,431.3,0.3162,96.7,,False,False,,0,,,,United Kingdom,3.57,1.4621848739495797
26,2019,140,1.9623,51.9273,26.9,0.783,2.13,5.22,1.667,cluster,,,,345.3,0.2838,81.5,,False,False,,0,,,,United Kingdom,3.57,1.4621848739495797
26,2020,140,1.9623,51.9273,26.9,0.783,2.13,5.22,1.667,cluster,,,,337.8,0.2285,97.1,,False,False,,0,,,,United Kingdom,3.57,1.4621848739495797
26,2021,140,1.9623,51.9273,26.9,0.783,2.13,5.22,1.667,cluster,,,,441.7,0.2481,85.6,,False,False,,0,,,,United Kingdom,3.57,1.4621848739495797
26,2022,140,1.9623,51.9273,26.9,0.783,2.13,5.22,1.667,cluster,,,,381.6,0.2657,69.5,,False,False,,0,,,,United Kingdom,3.57,1.4621848739495797
26,2023,140,1.9623,51.9273,26.9,0.783,2.13,5.22,1.667,cluster,,,,390.6,0.2035,89.3,,False,False,,0,,,,United Kingdom,3.57,1.4621848739495797
26,2024,140,1.9623,51.9273,26.9,0.783,2.13,5.22,1.667,cluster,,,,409.5,0.1989,77.7,,False,False,,0,,,,United Kingdom,3.57,1.4621848739495797
27,2014,81,7.5842,55.6002,67.0,0.8124,2.01,3.59,1.842,rule_grid,,,,441.1,0.2385,62.5,,True,False,,81,,,,Denmark,3.335,1.0764617691154423
27,2015,81,7.5842,55.6002,67.0,0.8124,2.01,3.59,1.842,rule_grid,,,,350.5,0.2315,60.4,,False,False,,0,,,,Denmark,3.335,1.0764617691154423
27,2016,89,7.5844,55.5999,65.8,0.8176,1.98,3.59,1.93,rule_grid,,,,426.5,0.2415,57.1,,False,True,146.30993247433338,8,,,,Denmark,3.335,1.0764617691154423
27,2017,89,7.5844,55.5999,65.8,0.8176,1.98,3.59,1.93,rule_grid,,,,375.3,0.1879,74.8,,False,False,,0,,,,Denmark,3.335,1.0764617691154423
27,2018,133,7.6089,55.6304,57.7,0.8087,1.24,4.48,1.268,cluster,,,,,,,,False,True,38.7741709355717,44,,,,Denmark,3.335,1.343328335832084
27,2019,138,7.6098,55.6337,59.9,0.7937,1.23,4.51,1.296,cluster,,,,374.3,0.2722,76.4,,False,True,15.25511870307082,5,,,,Denmark,3.335,1.3523238380809595
27,2020,138,7.6098,55.6337,59.9,0.7937,1.23,4.51,1.296,cluster,,,,372.1,0.2186,97.4,,False,False,,0,,,,Denmark,3.335,1.3523238380809595
27,2021,138,7.6098,55.6337,59.9,0.7937,1.23,4.51,1.296,cluster,,,,474.9,0.2177,82.0,,False,False,,0,,,,Denmark,3.335,1.3523238380809595
27,2022,138,7.6098,55.6337,59.9,0.7937,1.23,4.51,1.296,cluster,,,,421.9,0.2479,71.6,,False,False,,0,,,,Denmark,3.335,1.3523238380809595
27,2023,138,7.6098,55.6337,59.9,0.7937,1.23,4.51,1.296,cluster,,,,423.8,0.1731,97.8,,False,False,,0,,,,Denmark,3.335,1.3523238380809595
27,2024,138,7.6098,55.6337,59.9,0.7937,1.23,4.51,1.296,cluster,,,,447.8,0.1772,77.9,,False,False,,0,,,,Denmark,3.335,1.3523238380809595
28,2021,134,122.1411,32.1239,-32.1,0.8757,3.06,2.65,1.102,belt,297.3,0.2853,65.5,356.6,0.2459,74.2,5.94,True,False,,134,97.6,82.4,,China,4.08,0.6495098039215685
28,2022,134,122.1411,32.1239,-32.1,0.8757,3.06,2.65,1.102,belt,297.3,0.2853,65.5,298.3,0.3006,50.5,5.94,False,False,,0,97.6,82.4,,China,4.08,0.6495098039215685
28,2023,134,122.1411,32.1239,-32.1,0.8757,3.06,2.65,1.102,belt,297.3,0.2853,65.5,300.5,0.2116,63.3,5.94,False,False,,0,97.6,82.4,,China,4.08,0.6495098039215685
28,2024,134,122.1411,32.1239,-32.1,0.8757,3.06,2.65,1.102,belt,297.3,0.2853,65.5,326.8,0.2202,58.7,5.94,False,False,,0,97.6,82.4,,China,4.08,0.6495098039215685
29,2017,71,14.0692,54.8358,36.7,0.5738,0.7,4.05,1.637,cluster,,,,339.3,0.224,71.6,,True,False,,71,,,,Sweden,2.11,1.919431279620853
29,2018,131,14.0932,54.8111,131.9,0.7345,1.43,3.84,1.609,cluster,,,,424.4,0.3099,93.3,,False,True,135.8234965895873,60,,,,Sweden,2.11,1.8199052132701423
29,2019,131,14.0932,54.8111,131.9,0.7345,1.43,3.84,1.609,cluster,,,,340.3,0.2938,70.5,,False,False,,0,,,,Sweden,2.11,1.8199052132701423
29,2020,131,14.0932,54.8111,131.9,0.7345,1.43,3.84,1.609,cluster,,,,331.6,0.2511,86.3,,False,False,,0,,,,Sweden,2.11,1.8199052132701423
29,2021,131,14.0932,54.8111,131.9,0.7345,1.43,3.84,1.609,cluster,,,,435.7,0.2323,76.2,,False,False,,0,,,,Sweden,2.11,1.8199052132701423
29,2022,131,14.0932,54.8111,131.9,0.7345,1.43,3.84,1.609,cluster,,,,378.4,0.2757,64.1,,False,False,,0,,,,Sweden,2.11,1.8199052132701423
29,2023,131,14.0932,54.8111,131.9,0.7345,1.43,3.84,1.609,cluster,,,,374.0,0.191,84.6,,False,False,,0,,,,Sweden,2.11,1.8199052132701423
29,2024,131,14.0932,54.8111,131.9,0.7345,1.43,3.84,1.609,cluster,,,,409.6,0.1985,76.9,,False,False,,0,,,,Sweden,2.11,1.8199052132701423
30,2014,129,0.4738,53.1798,78.7,0.7601,1.71,3.03,1.474,cluster,,,,,,,,True,False,,129,,,,United Kingdom,3.57,0.8487394957983193
30,2015,129,0.4738,53.1798,78.7,0.7601,1.71,3.03,1.474,cluster,,,,,,,,False,False,,0,,,,United Kingdom,3.57,0.8487394957983193
30,2016,129,0.4738,53.1798,78.7,0.7601,1.71,3.03,1.474,cluster,,,,,,,,False,False,,0,,,,United Kingdom,3.57,0.8487394957983193
30,2017,129,0.4738,53.1798,78.7,0.7601,1.71,3.03,1.474,cluster,,,,,,,,False,False,,0,,,,United Kingdom,3.57,0.8487394957983193
30,2018,129,0.4738,53.1798,78.7,0.7601,1.71,3.03,1.474,cluster,,,,,,,,False,False,,0,,,,United Kingdom,3.57,0.8487394957983193
30,2019,129,0.4738,53.1798,78.7,0.7601,1.71,3.03,1.474,cluster,,,,,,,,False,False,,0,,,,United Kingdom,3.57,0.8487394957983193
30,2020,129,0.4738,53.1798,78.7,0.7601,1.71,3.03,1.474,cluster,,,,397.6,0.2459,106.0,,False,False,,0,,,,United Kingdom,3.57,0.8487394957983193
30,2021,129,0.4738,53.1798,78.7,0.7601,1.71,3.03,1.474,cluster,,,,504.2,0.2237,76.9,,False,False,,0,,,,United Kingdom,3.57,0.8487394957983193
30,2022,129,0.4738,53.1798,78.7,0.7601,1.71,3.03,1.474,cluster,,,,450.8,0.2531,80.7,,False,False,,0,,,,United Kingdom,3.57,0.8487394957983193
30,2023,129,0.4738,53.1798,78.7,0.7601,1.71,3.03,1.474,cluster,,,,437.4,0.1713,110.0,,False,False,,0,,,,United Kingdom,3.57,0.8487394957983193
30,2024,129,0.4738,53.1798,78.7,0.7601,1.71,3.03,1.474,cluster,,,,476.8,0.1858,93.8,,False,False,,0,,,,United Kingdom,3.57,0.8487394957983193
31,2014,49,4.2241,52.5885,-8.0,0.7464,1.69,2.97,1.977,rule_grid,,,,433.1,0.2626,62.3,,True,False,,49,,,,Netherlands,3.65,0.8136986301369864
31,2015,49,4.2241,52.5885,-8.0,0.7464,1.69,2.97,1.977,rule_grid,,,,378.7,0.2511,68.2,,False,False,,0,,,,Netherlands,3.65,0.8136986301369864
31,2016,59,4.2239,52.5882,-5.4,0.7278,1.66,2.9,2.091,rule_grid,,,,443.6,0.278,72.5,,False,True,213.69006752566662,10,,,,Netherlands,3.65,0.7945205479452054
31,2017,59,4.2239,52.5882,-5.4,0.7278,1.66,2.9,2.091,rule_grid,,,,404.2,0.2304,69.2,,False,False,,0,,,,Netherlands,3.65,0.7945205479452054
31,2018,60,4.224,52.5879,-6.2,0.7193,1.64,2.9,2.097,rule_grid,,,,475.3,0.2924,98.3,,False,True,161.5650511772816,1,,,,Netherlands,3.65,0.7945205479452054
31,2019,60,4.224,52.5879,-6.2,0.7193,1.64,2.9,2.097,rule_grid,,,,399.8,0.3186,68.2,,False,False,,0,,,,Netherlands,3.65,0.7945205479452054
31,2020,60,4.224,52.5879,-6.2,0.7193,1.64,2.9,2.097,rule_grid,,,,411.0,0.2425,113.5,,False,False,,0,,,,Netherlands,3.65,0.7945205479452054
31,2021,60,4.224,52.5879,-6.2,0.7193,1.64,2.9,2.097,rule_grid,,,,496.0,0.2491,75.9,,False,False,,0,,,,Netherlands,3.65,0.7945205479452054
31,2022,60,4.224,52.5879,-6.2,0.7193,1.64,2.9,2.097,rule_grid,,,,461.3,0.268,86.2,,False,False,,0,,,,Netherlands,3.65,0.7945205479452054
31,2023,129,4.2423,52.6531,69.7,0.8489,1.75,4.78,1.343,cluster,,,,441.0,0.1964,123.5,,False,True,15.678095014878068,69,,,,Netherlands,3.65,1.3095890410958906
31,2024,129,4.2423,52.6531,69.7,0.8489,1.75,4.78,1.343,cluster,,,,467.2,0.2142,101.9,,False,False,,0,,,,Netherlands,3.65,1.3095890410958906
32,2019,7,112.2651,21.4886,41.3,0.95,3.97,6.82,2.832,belt,,,,,,,,True,False,,7,,,,China,4.08,1.6715686274509804
32,2020,92,112.2301,21.4574,-43.5,0.5158,1.06,2.47,0.92,multi_cluster,,,,334.3,0.2469,106.6,,False,True,228.2852764747455,85,,,,China,4.08,0.6053921568627452
32,2021,128,112.2209,21.4359,72.5,0.7353,1.45,2.45,0.93,multi_cluster,,,,388.2,0.2616,78.4,,False,True,203.16641995018924,36,,,,China,4.08,0.6004901960784315
32,2022,128,112.2209,21.4359,72.5,0.7353,1.45,2.45,0.93,multi_cluster,,,,369.1,0.2866,80.1,,False,False,,0,,,,China,4.08,0.6004901960784315
32,2023,128,112.2209,21.4359,72.5,0.7353,1.45,2.45,0.93,multi_cluster,,,,355.6,0.2168,119.4,,False,False,,0,,,,China,4.08,0.6004901960784315
32,2024,128,112.2209,21.4359,72.5,0.7353,1.45,2.45,0.93,multi_cluster,,,,380.3,0.2354,99.0,,False,False,,0,,,,China,4.08,0.6004901960784315
33,2024,109,109.1899,20.1449,-11.1,0.7147,1.55,5.12,1.304,cluster,308.3,0.2673,90.9,334.4,0.2355,102.7,12.42,True,False,,109,102.0,78.0,,China,4.08,1.2549019607843137
34,2014,5,119.3805,25.1426,69.9,0.7926,1.83,6.46,2.75,sparse,,,,421.3,0.2743,67.9,,True,False,,5,,,,China,4.08,1.5833333333333333
34,2015,5,119.3805,25.1426,69.9,0.7926,1.83,6.46,2.75,sparse,,,,376.4,0.2711,69.1,,False,False,,0,,,,China,4.08,1.5833333333333333
34,2016,11,119.385,25.1509,70.0,0.873,2.74,4.2,2.104,belt,,,,436.8,0.2846,76.3,,False,True,28.465162142698205,6,,,,China,4.08,1.0294117647058825
34,2017,11,119.385,25.1509,70.0,0.873,2.74,4.2,2.104,belt,,,,403.1,0.2377,69.9,,False,False,,0,,,,China,4.08,1.0294117647058825
34,2018,11,119.385,25.1509,70.0,0.873,2.74,4.2,2.104,belt,,,,466.1,0.2939,96.4,,False,False,,0,,,,China,4.08,1.0294117647058825
34,2019,19,119.4049,25.1541,30.9,0.805,1.89,3.84,1.136,cluster,,,,395.3,0.336,67.6,,False,True,80.86481164058756,8,,,,China,4.08,0.9411764705882353
34,2020,47,119.4001,25.1487,22.5,0.9071,2.16,3.21,0.968,belt,,,,405.3,0.2509,104.0,,False,True,221.63353933659826,28,,,,China,4.08,0.7867647058823529
34,2021,110,119.3944,25.1344,29.7,0.8375,1.69,3.04,1.141,multi_cluster,,,,470.3,0.2515,74.1,,False,True,201.73229518990635,63,,,,China,4.08,0.7450980392156863
34,2022,125,119.3921,25.1304,31.9,0.8161,1.62,3.04,1.201,cluster,,,,455.2,0.2833,77.9,,False,True,209.8989018386853,15,,,,China,4.08,0.7450980392156863
34,2023,125,119.3921,25.1304,31.9,0.8161,1.62,3.04,1.201,cluster,,,,433.9,0.207,119.8,,False,False,,0,,,,China,4.08,0.7450980392156863
34,2024,125,119.3921,25.1304,31.9,0.8161,1.62,3.04,1.201,cluster,,,,459.2,0.2297,96.2,,False,False,,0,,,,China,4.08,0.7450980392156863
35,2021,95,110.7621,20.5855,79.3,0.839,2.22,2.85,1.251,cluster,331.2,0.3232,79.4,347.6,0.2662,68.1,,True,False,,95,0.10000000000000853,0.10000000000000853,,China,4.08,0.6985294117647058
35,2022,95,110.7621,20.5855,79.3,0.839,2.22,2.85,1.251,cluster,331.2,0.3232,79.4,333.4,0.304,64.8,,False,False,,0,0.10000000000000853,0.10000000000000853,,China,4.08,0.6985294117647058
