farm_id,year,commission_year,pre_window_start,pre_window_end,WPD_yearly,WCI_yearly,theta_energy_yearly,V_mean_yearly,WPD_hist,WCI_hist,theta_energy_hist,theta_freq_hist,V_mean_hist,WNS_hist
142,2021,2016,2014,2015,521.9,0.2105,250.4,7.96,644.8,0.2269,240.3,228.6,8.54,
142,2022,2016,2014,2015,612.6,0.228,250.1,8.32,644.8,0.2269,240.3,228.6,8.54,
142,2023,2016,2014,2015,650.5,0.2265,247.6,8.45,644.8,0.2269,240.3,228.6,8.54,
142,2024,2016,2014,2015,569.8,0.2278,234.9,8.26,644.8,0.2269,240.3,228.6,8.54,
143,2014,2021,2014,2020,202.4,0.1997,83.8,5.78,235.5,0.195,82.4,140.4,6.17,5.91
143,2015,2021,2014,2020,240.9,0.2207,85.4,6.31,235.5,0.195,82.4,140.4,6.17,5.91
143,2016,2021,2014,2020,260.0,0.1419,71.9,6.52,235.5,0.195,82.4,140.4,6.17,5.91
143,2017,2021,2014,2020,226.4,0.1449,73.6,5.99,235.5,0.195,82.4,140.4,6.17,5.91
143,2018,2021,2014,2020,234.4,0.2416,88.5,6.21,235.5,0.195,82.4,140.4,6.17,5.91
143,2019,2021,2014,2020,254.1,0.2488,88.4,6.42,235.5,0.195,82.4,140.4,6.17,5.91
143,2020,2021,2014,2020,230.0,0.1998,83.8,5.96,235.5,0.195,82.4,140.4,6.17,5.91
143,2021,2021,2014,2020,215.6,0.1217,79.0,6.0,235.5,0.195,82.4,140.4,6.17,5.91
143,2022,2021,2014,2020,213.8,0.1154,77.2,5.89,235.5,0.195,82.4,140.4,6.17,5.91
143,2023,2021,2014,2020,237.6,0.1077,77.5,6.31,235.5,0.195,82.4,140.4,6.17,5.91
143,2024,2021,2014,2020,253.2,0.1869,77.9,6.29,235.5,0.195,82.4,140.4,6.17,5.91
144,2014,2014,2014,2013,603.5,0.24,194.5,8.49,,,,,,
144,2015,2014,2014,2013,699.5,0.3795,233.6,8.94,,,,,,
144,2016,2014,2014,2013,621.4,0.2268,251.8,8.52,,,,,,
144,2017,2014,2014,2013,637.2,0.3159,245.0,8.74,,,,,,
144,2018,2014,2014,2013,543.9,0.1369,210.3,8.12,,,,,,
144,2019,2014,2014,2013,624.3,0.2489,236.5,8.67,,,,,,
144,2020,2014,2014,2013,727.6,0.3701,234.2,9.03,,,,,,
144,2021,2014,2014,2013,583.5,0.1915,241.7,8.43,,,,,,
144,2022,2014,2014,2013,575.6,0.2979,249.8,8.33,,,,,,
144,2023,2014,2014,2013,632.8,0.2341,238.3,8.64,,,,,,
144,2024,2014,2014,2013,645.9,0.2615,224.6,8.65,,,,,,
145,2014,2023,2014,2022,228.5,0.2484,278.7,5.55,229.0,0.2351,269.6,244.0,5.63,6.19
145,2015,2023,2014,2022,254.2,0.1914,284.6,5.59,229.0,0.2351,269.6,244.0,5.63,6.19
145,2016,2023,2014,2022,266.3,0.2512,273.9,6.04,229.0,0.2351,269.6,244.0,5.63,6.19
145,2017,2023,2014,2022,213.3,0.2588,275.3,5.41,229.0,0.2351,269.6,244.0,5.63,6.19
145,2018,2023,2014,2022,207.0,0.247,253.1,5.52,229.0,0.2351,269.6,244.0,5.63,6.19
145,2019,2023,2014,2022,238.4,0.2694,271.3,5.82,229.0,0.2351,269.6,244.0,5.63,6.19
145,2020,2023,2014,2022,187.5,0.2165,261.0,5.42,229.0,0.2351,269.6,244.0,5.63,6.19
145,2021,2023,2014,2022,240.1,0.2127,252.5,5.79,229.0,0.2351,269.6,244.0,5.63,6.19
145,2022,2023,2014,2022,225.8,0.2445,261.4,5.57,229.0,0.2351,269.6,244.0,5.63,6.19
145,2023,2023,2014,2022,215.6,0.2746,263.9,5.57,229.0,0.2351,269.6,244.0,5.63,6.19
145,2024,2023,2014,2022,208.9,0.2153,281.1,5.53,229.0,0.2351,269.6,244.0,5.63,6.19
146,2014,2014,2014,2013,734.4,0.251,264.7,8.81,,,,,,
146,2015,2014,2014,2013,710.9,0.2715,277.9,8.8,,,,,,
146,2016,2014,2014,2013,804.6,0.2372,272.8,9.05,,,,,,
146,2017,2014,2014,2013,839.8,0.2521,265.5,9.2,,,,,,
146,2018,2014,2014,2013,857.4,0.2482,266.4,9.21,,,,,,
146,2019,2014,2014,2013,828.2,0.2244,263.6,9.08,,,,,,
146,2020,2014,2014,2013,794.7,0.2645,251.4,9.03,,,,,,
146,2021,2014,2014,2013,709.8,0.2859,272.2,8.76,,,,,,
146,2022,2014,2014,2013,811.0,0.2901,255.0,9.11,,,,,,
146,2023,2014,2014,2013,635.8,0.2482,257.1,8.42,,,,,,
146,2024,2014,2014,2013,730.2,0.2218,255.0,8.79,,,,,,
147,2014,2014,2014,2013,245.0,0.2482,214.3,6.04,,,,,,
147,2015,2014,2014,2013,263.4,0.1972,85.3,6.2,,,,,,
147,2016,2014,2014,2013,265.4,0.1648,106.6,6.22,,,,,,
147,2017,2014,2014,2013,253.5,0.2193,187.3,6.24,,,,,,
147,2018,2014,2014,2013,277.3,0.1753,101.9,6.33,,,,,,
147,2019,2014,2014,2013,276.7,0.2411,73.6,6.29,,,,,,
147,2020,2014,2014,2013,244.3,0.1499,95.2,6.07,,,,,,
147,2021,2014,2014,2013,296.1,0.1685,11.1,6.37,,,,,,
147,2022,2014,2014,2013,265.3,0.1737,215.9,6.21,,,,,,
147,2023,2014,2014,2013,284.2,0.2127,44.6,6.38,,,,,,
147,2024,2014,2014,2013,271.4,0.1687,87.1,6.29,,,,,,
148,2014,2014,2014,2013,484.0,0.2235,199.0,7.66,,,,,,
148,2015,2014,2014,2013,602.0,0.3151,232.7,8.33,,,,,,
148,2016,2014,2014,2013,435.8,0.1742,221.1,7.47,,,,,,
148,2017,2014,2014,2013,459.3,0.1542,221.7,7.67,,,,,,
148,2018,2014,2014,2013,476.8,0.126,217.9,7.58,,,,,,
148,2019,2014,2014,2013,460.8,0.1131,245.5,7.72,,,,,,
148,2020,2014,2014,2013,617.3,0.2968,226.7,8.42,,,,,,
148,2021,2014,2014,2013,478.4,0.11,251.7,7.74,,,,,,
148,2022,2014,2014,2013,482.6,0.218,242.3,7.81,,,,,,
148,2023,2014,2014,2013,448.1,0.0959,218.3,7.51,,,,,,
148,2024,2014,2014,2013,524.9,0.2375,223.1,7.86,,,,,,
149,2014,2014,2014,2013,357.9,0.2065,192.7,7.26,,,,,,
149,2015,2014,2014,2013,455.5,0.35,239.8,7.75,,,,,,
149,2016,2014,2014,2013,332.4,0.2185,242.7,6.94,,,,,,
149,2017,2014,2014,2013,390.4,0.3641,253.0,7.45,,,,,,
149,2018,2014,2014,2013,326.3,0.1527,213.7,6.89,,,,,,
149,2019,2014,2014,2013,367.8,0.2824,244.3,7.29,,,,,,
149,2020,2014,2014,2013,396.2,0.346,238.4,7.37,,,,,,
149,2021,2014,2014,2013,299.1,0.2226,251.2,6.74,,,,,,
149,2022,2014,2014,2013,348.9,0.2902,249.9,6.97,,,,,,
149,2023,2014,2014,2013,404.2,0.2561,243.1,7.27,,,,,,
149,2024,2014,2014,2013,373.8,0.2316,224.3,7.16,,,,,,
150,2014,2018,2014,2017,615.6,0.3313,191.9,8.24,600.9,0.3315,213.0,226.4,8.26,11.44
150,2015,2018,2014,2017,664.7,0.4104,217.0,8.47,600.9,0.3315,213.0,226.4,8.26,11.44
150,2016,2018,2014,2017,556.2,0.2469,207.1,7.99,600.9,0.3315,213.0,226.4,8.26,11.44
150,2017,2018,2014,2017,567.2,0.3846,245.0,8.33,600.9,0.3315,213.0,226.4,8.26,11.44
150,2018,2018,2014,2017,626.3,0.3304,186.8,8.25,600.9,0.3315,213.0,226.4,8.26,11.44
150,2019,2018,2014,2017,535.9,0.2692,226.4,8.12,600.9,0.3315,213.0,226.4,8.26,11.44
150,2020,2018,2014,2017,620.2,0.3399,211.0,8.22,600.9,0.3315,213.0,226.4,8.26,11.44
150,2021,2018,2014,2017,547.3,0.2165,231.2,7.8,600.9,0.3315,213.0,226.4,8.26,11.44
150,2022,2018,2014,2017,611.2,0.3584,205.9,8.35,600.9,0.3315,213.0,226.4,8.26,11.44
150,2023,2018,2014,2017,523.1,0.2233,203.1,7.76,600.9,0.3315,213.0,226.4,8.26,11.44
150,2024,2018,2014,2017,600.5,0.2789,223.8,8.28,600.9,0.3315,213.0,226.4,8.26,11.44
151,2014,2024,2014,2023,382.6,0.2393,343.0,6.69,410.0,0.2333,332.5,349.0,6.99,8.09
151,2015,2024,2014,2023,391.1,0.2475,330.0,6.79,410.0,0.2333,332.5,349.0,6.99,8.09
151,2016,2024,2014,2023,435.6,0.2383,334.0,7.08,410.0,0.2333,332.5,349.0,6.99,8.09
151,2017,2024,2014,2023,407.5,0.2469,332.6,7.08,410.0,0.2333,332.5,349.0,6.99,8.09
151,2018,2024,2014,2023,411.2,0.2282,345.7,6.99,410.0,0.2333,332.5,349.0,6.99,8.09
151,2019,2024,2014,2023,375.6,0.3082,349.9,6.76,410.0,0.2333,332.5,349.0,6.99,8.09
151,2020,2024,2014,2023,450.9,0.2628,321.3,7.24,410.0,0.2333,332.5,349.0,6.99,8.09
151,2021,2024,2014,2023,409.5,0.139,318.6,7.01,410.0,0.2333,332.5,349.0,6.99,8.09
151,2022,2024,2014,2023,443.1,0.273,327.7,7.33,410.0,0.2333,332.5,349.0,6.99,8.09
151,2023,2024,2014,2023,392.8,0.1789,312.9,6.89,410.0,0.2333,332.5,349.0,6.99,8.09
151,2024,2024,2014,2023,372.6,0.1943,320.8,6.77,410.0,0.2333,332.5,349.0,6.99,8.09
152,2014,2014,2014,2013,681.2,0.1752,218.8,8.79,,,,,,
152,2015,2014,2014,2013,835.0,0.3613,249.2,9.39,,,,,,
152,2016,2014,2014,2013,642.1,0.1947,252.4,8.62,,,,,,
152,2017,2014,2014,2013,695.0,0.3615,264.6,8.95,,,,,,
152,2018,2014,2014,2013,633.6,0.1526,242.9,8.57,,,,,,
152,2019,2014,2014,2013,647.5,0.2356,260.5,8.79,,,,,,
152,2020,2014,2014,2013,748.4,0.3454,239.2,9.02,,,,,,
152,2021,2014,2014,2013,576.6,0.188,264.8,8.29,,,,,,
152,2022,2014,2014,2013,686.9,0.2741,258.0,8.82,,,,,,
152,2023,2014,2014,2013,721.7,0.203,267.5,8.69,,,,,,
152,2024,2014,2014,2013,681.7,0.2279,241.1,8.73,,,,,,
153,2014,2014,2014,2013,483.7,0.2325,200.3,7.96,,,,,,
153,2015,2014,2014,2013,585.8,0.3996,240.1,8.49,,,,,,
153,2016,2014,2014,2013,451.9,0.2365,237.6,7.72,,,,,,
153,2017,2014,2014,2013,486.3,0.4228,252.6,8.08,,,,,,
153,2018,2014,2014,2013,440.0,0.1878,215.9,7.64,,,,,,
153,2019,2014,2014,2013,468.4,0.3057,245.5,7.95,,,,,,
153,2020,2014,2014,2013,510.7,0.3758,233.8,8.02,,,,,,
153,2021,2014,2014,2013,399.8,0.2474,251.1,7.41,,,,,,
153,2022,2014,2014,2013,470.9,0.3199,243.4,7.75,,,,,,
153,2023,2014,2014,2013,521.7,0.2731,244.5,7.93,,,,,,
153,2024,2014,2014,2013,488.5,0.284,227.3,7.88,,,,,,
154,2014,2014,2014,2013,665.9,0.228,203.4,8.81,,,,,,
154,2015,2014,2014,2013,810.2,0.4016,238.9,9.38,,,,,,
154,2016,2014,2014,2013,624.6,0.2372,236.2,8.54,,,,,,
154,2017,2014,2014,2013,678.5,0.4241,250.9,8.96,,,,,,
154,2018,2014,2014,2013,609.8,0.1876,216.2,8.46,,,,,,
154,2019,2014,2014,2013,662.5,0.3128,244.3,8.86,,,,,,
154,2020,2014,2014,2013,709.0,0.367,233.6,8.89,,,,,,
154,2021,2014,2014,2013,564.9,0.2407,248.7,8.24,,,,,,
154,2022,2014,2014,2013,650.7,0.313,242.2,8.56,,,,,,
154,2023,2014,2014,2013,732.6,0.2836,243.2,8.81,,,,,,
154,2024,2014,2014,2013,676.2,0.2884,226.2,8.71,,,,,,
155,2014,2016,2014,2015,197.9,0.147,181.9,4.93,197.1,0.1507,235.3,307.6,4.96,
155,2015,2016,2014,2015,196.2,0.2217,348.8,5.0,197.1,0.1507,235.3,307.6,4.96,
155,2016,2016,2014,2015,201.1,0.1318,322.6,5.16,197.1,0.1507,235.3,307.6,4.96,
155,2017,2016,2014,2015,216.3,0.1518,332.5,5.16,197.1,0.1507,235.3,307.6,4.96,
155,2018,2016,2014,2015,214.3,0.1303,283.9,5.11,197.1,0.1507,235.3,307.6,4.96,
155,2019,2016,2014,2015,253.3,0.1384,359.7,5.38,197.1,0.1507,235.3,307.6,4.96,
155,2020,2016,2014,2015,200.1,0.2313,335.9,4.99,197.1,0.1507,235.3,307.6,4.96,
155,2021,2016,2014,2015,183.4,0.16,314.6,5.08,197.1,0.1507,235.3,307.6,4.96,
155,2022,2016,2014,2015,190.8,0.2197,341.4,5.07,197.1,0.1507,235.3,307.6,4.96,
155,2023,2016,2014,2015,193.5,0.208,311.4,5.1,197.1,0.1507,235.3,307.6,4.96,
155,2024,2016,2014,2015,176.7,0.1765,246.2,4.92,197.1,0.1507,235.3,307.6,4.96,
156,2014,2024,2014,2023,628.0,0.2631,261.4,8.41,668.6,0.265,259.8,263.1,8.54,7.04
156,2015,2024,2014,2023,613.9,0.279,272.8,8.43,668.6,0.265,259.8,263.1,8.54,7.04
156,2016,2024,2014,2023,689.4,0.248,266.0,8.62,668.6,0.265,259.8,263.1,8.54,7.04
156,2017,2024,2014,2023,722.8,0.261,261.9,8.75,668.6,0.265,259.8,263.1,8.54,7.04
156,2018,2024,2014,2023,738.9,0.2609,262.9,8.77,668.6,0.265,259.8,263.1,8.54,7.04
156,2019,2024,2014,2023,705.6,0.2385,258.8,8.64,668.6,0.265,259.8,263.1,8.54,7.04
156,2020,2024,2014,2023,704.2,0.2748,246.5,8.65,668.6,0.265,259.8,263.1,8.54,7.04
156,2021,2024,2014,2023,615.4,0.2899,268.0,8.35,668.6,0.265,259.8,263.1,8.54,7.04
156,2022,2024,2014,2023,718.8,0.2978,249.4,8.76,668.6,0.265,259.8,263.1,8.54,7.04
156,2023,2024,2014,2023,549.0,0.2522,250.4,8.05,668.6,0.265,259.8,263.1,8.54,7.04
156,2024,2024,2014,2023,629.5,0.2277,249.8,8.35,668.6,0.265,259.8,263.1,8.54,7.04
157,2014,2014,2014,2013,553.7,0.2283,201.6,8.35,,,,,,
157,2015,2014,2014,2013,666.9,0.3912,236.8,8.81,,,,,,
157,2016,2014,2014,2013,499.1,0.2345,235.1,7.97,,,,,,
157,2017,2014,2014,2013,555.5,0.4169,248.1,8.39,,,,,,
157,2018,2014,2014,2013,501.3,0.1817,208.1,7.94,,,,,,
157,2019,2014,2014,2013,563.1,0.3124,241.5,8.36,,,,,,
157,2020,2014,2014,2013,583.0,0.3586,231.7,8.39,,,,,,
157,2021,2014,2014,2013,467.6,0.2537,246.0,7.81,,,,,,
157,2022,2014,2014,2013,531.3,0.3206,240.5,8.0,,,,,,
157,2023,2014,2014,2013,603.8,0.3005,239.8,8.29,,,,,,
157,2024,2014,2014,2013,555.5,0.2748,222.4,8.22,,,,,,
158,2014,2014,2014,2013,639.9,0.3224,212.8,8.21,,,,,,
158,2015,2014,2014,2013,738.4,0.3465,222.4,8.75,,,,,,
158,2016,2014,2014,2013,570.5,0.2802,227.4,8.12,,,,,,
158,2017,2014,2014,2013,570.7,0.4455,230.3,8.19,,,,,,
158,2018,2014,2014,2013,588.0,0.2843,205.8,8.15,,,,,,
158,2019,2014,2014,2013,560.4,0.3398,228.2,8.1,,,,,,
158,2020,2014,2014,2013,748.2,0.3178,227.1,8.8,,,,,,
158,2021,2014,2014,2013,560.9,0.2422,220.7,7.75,,,,,,
158,2022,2014,2014,2013,611.7,0.3132,215.6,8.22,,,,,,
158,2023,2014,2014,2013,586.1,0.3236,224.3,8.32,,,,,,
158,2024,2014,2014,2013,608.8,0.2783,222.6,8.3,,,,,,
159,2014,2021,2014,2020,188.6,0.2024,87.6,5.8,215.0,0.1921,85.2,139.8,6.12,3.62
159,2015,2021,2014,2020,228.0,0.2158,85.6,6.35,215.0,0.1921,85.2,139.8,6.12,3.62
159,2016,2021,2014,2020,219.4,0.1588,84.3,6.23,215.0,0.1921,85.2,139.8,6.12,3.62
159,2017,2021,2014,2020,206.6,0.1362,76.8,5.94,215.0,0.1921,85.2,139.8,6.12,3.62
159,2018,2021,2014,2020,224.0,0.2505,88.3,6.27,215.0,0.1921,85.2,139.8,6.12,3.62
159,2019,2021,2014,2020,235.8,0.2364,91.5,6.42,215.0,0.1921,85.2,139.8,6.12,3.62
159,2020,2021,2014,2020,202.4,0.1907,84.3,5.84,215.0,0.1921,85.2,139.8,6.12,3.62
159,2021,2021,2014,2020,199.6,0.1469,83.4,5.99,215.0,0.1921,85.2,139.8,6.12,3.62
159,2022,2021,2014,2020,190.4,0.1649,81.3,5.74,215.0,0.1921,85.2,139.8,6.12,3.62
159,2023,2021,2014,2020,224.0,0.1316,81.4,6.31,215.0,0.1921,85.2,139.8,6.12,3.62
159,2024,2021,2014,2020,233.6,0.1896,80.7,6.25,215.0,0.1921,85.2,139.8,6.12,3.62
160,2014,2016,2014,2015,718.2,0.2562,263.8,8.77,706.6,0.2665,269.6,266.7,8.76,
160,2015,2016,2014,2015,695.0,0.2769,275.0,8.75,706.6,0.2665,269.6,266.7,8.76,
160,2016,2016,2014,2015,784.4,0.2418,270.7,8.97,706.6,0.2665,269.6,266.7,8.76,
160,2017,2016,2014,2015,820.2,0.2539,264.4,9.13,706.6,0.2665,269.6,266.7,8.76,
160,2018,2016,2014,2015,837.5,0.251,265.0,9.14,706.6,0.2665,269.6,266.7,8.76,
160,2019,2016,2014,2015,807.1,0.2295,262.8,9.02,706.6,0.2665,269.6,266.7,8.76,
160,2020,2016,2014,2015,784.9,0.267,249.3,8.98,706.6,0.2665,269.6,266.7,8.76,
160,2021,2016,2014,2015,701.2,0.2868,271.1,8.72,706.6,0.2665,269.6,266.7,8.76,
160,2022,2016,2014,2015,804.7,0.2933,254.1,9.08,706.6,0.2665,269.6,266.7,8.76,
160,2023,2016,2014,2015,617.8,0.2531,254.3,8.37,706.6,0.2665,269.6,266.7,8.76,
160,2024,2016,2014,2015,708.7,0.2239,252.6,8.72,706.6,0.2665,269.6,266.7,8.76,
161,2014,2018,2014,2017,859.0,0.3248,198.3,9.21,862.5,0.3341,215.7,226.8,9.32,8.13
161,2015,2018,2014,2017,987.4,0.4174,219.2,9.61,862.5,0.3341,215.7,226.8,9.32,8.13
161,2016,2018,2014,2017,807.7,0.2401,213.7,9.06,862.5,0.3341,215.7,226.8,9.32,8.13
161,2017,2018,2014,2017,795.9,0.3911,237.9,9.4,862.5,0.3341,215.7,226.8,9.32,8.13
161,2018,2018,2014,2017,878.8,0.3241,192.9,9.31,862.5,0.3341,215.7,226.8,9.32,8.13
161,2019,2018,2014,2017,762.7,0.2725,225.0,9.08,862.5,0.3341,215.7,226.8,9.32,8.13
161,2020,2018,2014,2017,930.2,0.3386,214.8,9.38,862.5,0.3341,215.7,226.8,9.32,8.13
161,2021,2018,2014,2017,769.3,0.2044,228.7,8.68,862.5,0.3341,215.7,226.8,9.32,8.13
161,2022,2018,2014,2017,877.3,0.3669,209.8,9.49,862.5,0.3341,215.7,226.8,9.32,8.13
161,2023,2018,2014,2017,736.8,0.2133,206.9,8.69,862.5,0.3341,215.7,226.8,9.32,8.13
161,2024,2018,2014,2017,872.3,0.2754,223.9,9.43,862.5,0.3341,215.7,226.8,9.32,8.13
162,2014,2017,2014,2016,518.3,0.3071,217.7,7.83,557.4,0.3212,234.6,234.3,8.02,
162,2015,2017,2014,2016,654.6,0.4261,239.5,8.45,557.4,0.3212,234.6,234.3,8.02,
162,2016,2017,2014,2016,499.5,0.2586,247.5,7.8,557.4,0.3212,234.6,234.3,8.02,
162,2017,2017,2014,2016,535.9,0.4466,258.6,8.3,557.4,0.3212,234.6,234.3,8.02,
162,2018,2017,2014,2016,534.0,0.2745,217.2,7.95,557.4,0.3212,234.6,234.3,8.02,
162,2019,2017,2014,2016,490.6,0.3122,251.2,7.92,557.4,0.3212,234.6,234.3,8.02,
162,2020,2017,2014,2016,619.3,0.3335,238.2,8.39,557.4,0.3212,234.6,234.3,8.02,
162,2021,2017,2014,2016,479.9,0.2171,256.0,7.5,557.4,0.3212,234.6,234.3,8.02,
162,2022,2017,2014,2016,526.5,0.3636,237.2,8.06,557.4,0.3212,234.6,234.3,8.02,
162,2023,2017,2014,2016,503.8,0.2424,245.1,7.74,557.4,0.3212,234.6,234.3,8.02,
162,2024,2017,2014,2016,558.7,0.3023,250.8,8.07,557.4,0.3212,234.6,234.3,8.02,
163,2014,2014,2014,2013,564.5,0.2245,206.6,8.27,,,,,,
163,2015,2014,2014,2013,702.5,0.4035,240.3,8.89,,,,,,
163,2016,2014,2014,2013,575.7,0.2333,251.3,8.22,,,,,,
163,2017,2014,2014,2013,610.5,0.3101,245.7,8.6,,,,,,
163,2018,2014,2014,2013,507.2,0.1311,222.2,7.84,,,,,,
163,2019,2014,2014,2013,612.7,0.2633,240.2,8.56,,,,,,
163,2020,2014,2014,2013,724.0,0.3608,236.8,8.95,,,,,,
163,2021,2014,2014,2013,542.7,0.1995,239.6,8.24,,,,,,
163,2022,2014,2014,2013,564.2,0.2985,253.7,8.17,,,,,,
163,2023,2014,2014,2013,597.6,0.2318,242.6,8.38,,,,,,
163,2024,2014,2014,2013,617.6,0.2605,229.6,8.44,,,,,,
164,2014,2017,2014,2016,1007.4,0.2975,197.5,9.79,1001.8,0.2895,211.3,224.3,9.76,
164,2015,2017,2014,2016,1095.8,0.3914,223.1,10.06,1001.8,0.2895,211.3,224.3,9.76,
164,2016,2017,2014,2016,902.4,0.216,211.0,9.43,1001.8,0.2895,211.3,224.3,9.76,
164,2017,2017,2014,2016,976.1,0.3542,251.2,9.97,1001.8,0.2895,211.3,224.3,9.76,
164,2018,2017,2014,2016,1006.8,0.2957,192.7,9.71,1001.8,0.2895,211.3,224.3,9.76,
164,2019,2017,2014,2016,904.5,0.2402,231.6,9.66,1001.8,0.2895,211.3,224.3,9.76,
164,2020,2017,2014,2016,1003.8,0.3241,215.5,9.72,1001.8,0.2895,211.3,224.3,9.76,
164,2021,2017,2014,2016,875.2,0.2,239.0,9.13,1001.8,0.2895,211.3,224.3,9.76,
164,2022,2017,2014,2016,1017.5,0.3267,212.9,9.98,1001.8,0.2895,211.3,224.3,9.76,
164,2023,2017,2014,2016,891.0,0.1864,219.9,9.24,1001.8,0.2895,211.3,224.3,9.76,
164,2024,2017,2014,2016,1009.9,0.2539,224.8,9.93,1001.8,0.2895,211.3,224.3,9.76,
165,2014,2014,2014,2013,216.4,0.1506,271.3,5.79,,,,,,
165,2015,2014,2014,2013,219.6,0.117,42.8,5.76,,,,,,
165,2016,2014,2014,2013,218.6,0.1333,101.2,5.91,,,,,,
165,2017,2014,2014,2013,202.4,0.1477,340.6,5.79,,,,,,
165,2018,2014,2014,2013,249.0,0.1305,70.8,6.09,,,,,,
165,2019,2014,2014,2013,224.4,0.1571,37.3,5.86,,,,,,
165,2020,2014,2014,2013,204.3,0.0802,14.1,5.77,,,,,,
165,2021,2014,2014,2013,252.7,0.1313,6.4,6.16,,,,,,
165,2022,2014,2014,2013,229.6,0.1231,325.9,5.93,,,,,,
165,2023,2014,2014,2013,251.5,0.1129,14.1,6.1,,,,,,
165,2024,2014,2014,2013,238.2,0.09,49.2,6.08,,,,,,
166,2014,2022,2014,2021,377.7,0.2347,285.9,6.83,378.1,0.1913,278.2,260.0,6.76,3.51
166,2015,2022,2014,2021,427.1,0.1805,277.3,6.83,378.1,0.1913,278.2,260.0,6.76,3.51
166,2016,2022,2014,2021,341.4,0.1955,278.3,6.68,378.1,0.1913,278.2,260.0,6.76,3.51
166,2017,2022,2014,2021,374.4,0.223,275.3,6.67,378.1,0.1913,278.2,260.0,6.76,3.51
166,2018,2022,2014,2021,385.6,0.2221,270.4,6.74,378.1,0.1913,278.2,260.0,6.76,3.51
166,2019,2022,2014,2021,379.1,0.19,281.4,6.83,378.1,0.1913,278.2,260.0,6.76,3.51
166,2020,2022,2014,2021,345.3,0.18,280.6,6.61,378.1,0.1913,278.2,260.0,6.76,3.51
166,2021,2022,2014,2021,394.6,0.1174,275.2,6.88,378.1,0.1913,278.2,260.0,6.76,3.51
166,2022,2022,2014,2021,378.4,0.1651,275.1,6.77,378.1,0.1913,278.2,260.0,6.76,3.51
166,2023,2022,2014,2021,356.1,0.2388,277.4,6.64,378.1,0.1913,278.2,260.0,6.76,3.51
166,2024,2022,2014,2021,318.3,0.2075,282.0,6.34,378.1,0.1913,278.2,260.0,6.76,3.51
167,2014,2023,2014,2022,689.7,0.2162,330.9,8.5,657.5,0.2474,329.5,314.2,8.18,3.53
167,2015,2023,2014,2022,671.5,0.2564,329.2,8.12,657.5,0.2474,329.5,314.2,8.18,3.53
167,2016,2023,2014,2022,675.5,0.28,329.4,8.37,657.5,0.2474,329.5,314.2,8.18,3.53
167,2017,2023,2014,2022,744.3,0.2714,330.8,8.54,657.5,0.2474,329.5,314.2,8.18,3.53
167,2018,2023,2014,2022,664.3,0.2353,338.5,8.12,657.5,0.2474,329.5,314.2,8.18,3.53
167,2019,2023,2014,2022,723.2,0.3077,327.4,8.29,657.5,0.2474,329.5,314.2,8.18,3.53
167,2020,2023,2014,2022,570.2,0.2185,322.5,7.79,657.5,0.2474,329.5,314.2,8.18,3.53
167,2021,2023,2014,2022,614.8,0.3048,328.7,8.15,657.5,0.2474,329.5,314.2,8.18,3.53
167,2022,2023,2014,2022,564.4,0.1533,330.4,7.75,657.5,0.2474,329.5,314.2,8.18,3.53
167,2023,2023,2014,2022,633.9,0.3082,322.3,7.96,657.5,0.2474,329.5,314.2,8.18,3.53
167,2024,2023,2014,2022,683.1,0.2472,327.8,8.23,657.5,0.2474,329.5,314.2,8.18,3.53
168,2014,2014,2014,2013,182.1,0.2253,219.5,5.56,,,,,,
168,2015,2014,2014,2013,197.7,0.1806,122.5,5.64,,,,,,
168,2016,2014,2014,2013,196.2,0.1508,124.7,5.68,,,,,,
168,2017,2014,2014,2013,187.1,0.1993,207.1,5.67,,,,,,
168,2018,2014,2014,2013,205.0,0.1638,103.1,5.76,,,,,,
168,2019,2014,2014,2013,203.8,0.2262,39.3,5.71,,,,,,
168,2020,2014,2014,2013,181.0,0.1331,257.2,5.53,,,,,,
168,2021,2014,2014,2013,217.7,0.1556,359.0,5.81,,,,,,
168,2022,2014,2014,2013,200.0,0.157,227.0,5.69,,,,,,
168,2023,2014,2014,2013,209.2,0.1924,253.0,5.81,,,,,,
168,2024,2014,2014,2013,196.5,0.1459,87.2,5.71,,,,,,
169,2014,2014,2014,2013,279.0,0.2062,56.5,6.36,,,,,,
169,2015,2014,2014,2013,244.4,0.199,55.4,6.1,,,,,,
169,2016,2014,2014,2013,277.5,0.2295,47.8,6.44,,,,,,
169,2017,2014,2014,2013,256.7,0.1765,69.9,6.26,,,,,,
169,2018,2014,2014,2013,299.9,0.2666,74.7,6.57,,,,,,
169,2019,2014,2014,2013,255.4,0.186,62.2,6.12,,,,,,
169,2020,2014,2014,2013,248.1,0.1607,43.6,6.06,,,,,,
169,2021,2014,2014,2013,323.5,0.1808,69.2,6.77,,,,,,
169,2022,2014,2014,2013,276.1,0.1897,42.5,6.32,,,,,,
169,2023,2014,2014,2013,311.3,0.1244,47.8,6.55,,,,,,
169,2024,2014,2014,2013,302.4,0.1601,41.6,6.54,,,,,,
170,2014,2019,2014,2018,521.1,0.2527,259.9,7.5,489.2,0.2697,305.6,335.4,7.32,26.13
170,2015,2019,2014,2018,501.4,0.2861,328.8,7.34,489.2,0.2697,305.6,335.4,7.32,26.13
